Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML
Q20751	IF5A2_CAEEL	iff-2	Eukaryotic translation initiation factor 5A-2	8.18373e+07
Q20752				648238
Q20772	GCDH_CAEEL	F54D5.7	Probable glutaryl-CoA dehydrogenase, mitochondrial	3.65362e+06
Q20774				1.27332e+07
Q20779	COX6A_CAEEL	cox-6A	Cytochrome c oxidase subunit 6A, mitochondrial	1.87852e+07
Q20780				8.45027e+07
Q20796				3.43668e+06
Q20819	EFTS_CAEEL	tsfm-1	Elongation factor Ts, mitochondrial	4.74086e+06
Q20821				1.48763e+06
Q20822	SRP68_CAEEL	srpa-68	Probable signal recognition particle subunit SRP68	3.40537e+06
Q20829				1.64718e+06
Q20848	P5CR_CAEEL	F55G1.9	Putative pyrroline-5-carboxylate reductase	764576
Q20849	KNTC1_CAEEL	rod-1	Kinetochore-associated protein rod-1	184636
Q20865				6.89676e+06
Q20870	DAZ1_CAEEL	daz-1	DAZ protein 1	960966
Q20875	DHX15_CAEEL	ddx-15	Pre-mRNA-splicing factor ATP-dependent RNA helicase ddx-15	1.45942e+06
Q20877				1.85602e+07
Q20898	IFET1_CAEEL	ifet-1	Translational repressor ifet-1	1.36789e+07
Q20921;Q20922				4.90412e+06
Q20932	BYN1_CAEEL	byn-1	Uncharacterized protein byn-1	3.28541e+06
Q20937				3.47685e+06
Q20938	PS11A_CAEEL	rpn-6.1	Probable 26S proteasome regulatory subunit rpn-6.1	1.48548e+07
Q20950				1.69052e+07
Q20964				1.55335e+07
Q20965				571405
Q20970	SYMC_CAEEL	mars-1	Methionine--tRNA ligase, cytoplasmic	1.06752e+07
Q20974				4.86876e+06
Q20992				1.63304e+06
Q21000				2.22183e+08
Q21004				5.74228e+06
Q21012	ENOPH_CAEEL	F58H1.3	Enolase-phosphatase E1	2.43874e+06
Q21018	CRI3_CAEEL	cri-3	Conserved regulator of innate immunity protein 3	3.04596e+07
Q21021;Q86G90				1.3049e+07
Q21053				1.4411e+06
Q21080				1.87443e+06
Q21086	GNL3_CAEEL	nst-1	Guanine nucleotide-binding protein-like 3 homolog	5.84949e+06
Q21115				244923
Q21122	F2612_CAEEL	pfkb-1.2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase	751812
Q21153	CMC1_CAEEL	K02F3.2	Probable calcium-binding mitochondrial carrier K02F3.2	3.50886e+06
Q21154	MOMA1_CAEEL	moma-1	MICOS complex subunit MIC27	9.58232e+06
Q21155				3.45712e+06
Q21166	SUR5_CAEEL	sur-5	Acetoacetyl-CoA synthetase	4.35374e+06
Q21193	PROF3_CAEEL	pfn-3	Profilin-3	1.01844e+07
Q21201				195931
Q21210				2.37096e+06
Q21215	GBLP_CAEEL	rack-1	Guanine nucleotide-binding protein subunit beta-2-like 1	2.17404e+08
Q21217	GABT_CAEEL	gta-1	Probable 4-aminobutyrate aminotransferase, mitochondrial	3.44131e+07
Q21225				1.03086e+06
Q21228				565906
Q21230	IF2B_CAEEL	K04G2.1	Eukaryotic translation initiation factor 2 subunit 2	7.97621e+06
Q21233				1.7674e+07
Q21241				2.03383e+06
Q21253	GELS1_CAEEL	gsnl-1	Gelsolin-like protein 1	8.64793e+06
Q21265	TIMPL_CAEEL	tag-225	Putative metalloproteinase inhibitor tag-225	1.14417e+07
Q21266				834792
Q21274				2.17899e+06
Q21276	NOP56_CAEEL	nol-56	Nucleolar protein 56	4.02663e+07
Q21281	MUP4_CAEEL	mup-4	Transmembrane matrix receptor MUP-4	3.70116e+06
Q21284				1.64822e+07
Q21285				5.11369e+06
Q21295;Q9U3B9;Q9U3C1				2.15536e+06
Q21307;Q7Z1P1	MEK1_CAEEL	mek-1	Dual specificity mitogen-activated protein kinase kinase mek-1	240653
Q21322				1.44169e+06
Q21342				1.23063e+06
Q21351				4.48571e+07
Q21352				389781
Q21355	GST4_CAEEL	gst-4	Glutathione S-transferase 4	5.69009e+06
Q21392				1.13775e+07
Q21430				4.56641e+06
Q21436				671386
Q21443	LMN1_CAEEL	lmn-1	Lamin-1	5.25394e+07
Q21452	LIAS_CAEEL	M01F1.3	Lipoyl synthase, mitochondrial	402517
Q21463;Q65ZI9				2.62542e+06
Q21465				2.76108e+07
Q21473				4.67574e+06
Q21481				3.43591e+07
Q21504				310613
Q21525				4.88607e+06
Q21541				7.13034e+06
Q21544				9.15466e+06
Q21549				4.16826e+06
Q21551	CHCH3_CAEEL	chch-3	MICOS complex subunit MIC19	1.89574e+07
Q21554	DDB1_CAEEL	ddb-1	DNA damage-binding protein 1	2.1702e+06
Q21559				1.66796e+07
Q21568	NH2L1_CAEEL	M28.5	NHP2-like protein 1 homolog	1.08669e+08
Q21601				894446
Q21603				2.07927e+06
Q21614;Q8WQD8				4.80696e+06
Q21624	CORO_CAEEL	cor-1	Coronin-like protein cor-1	2.38696e+06
Q21633				1.75309e+07
Q21643;Q7Z2A5				464391
Q21693	IF4E2_CAEEL	ife-2	Eukaryotic translation initiation factor 4E-2	7.44477e+06
Q21730				3.16672e+06
Q21732				2.35114e+07
Q21735	NTF2_CAEEL	ran-4	Probable nuclear transport factor 2	1.59233e+07
Q21742				1.07326e+07
Q21746				4.03977e+07
Q21750				3.77115e+06
Q21752	VDAC_CAEEL	vdac-1	Probable voltage-dependent anion-selective channel	1.60633e+08
Q21754				5.50275e+06
Q21763				3.20964e+07
Q21770	WAGO1_CAEEL	wago-1	Argonaute protein wago-1	6.5647e+06
Q21773	DHP1_CAEEL	dhp-1	Dihydropyrimidinase 1	890064
Q21774	PUR8_CAEEL	adsl-1	Adenylosuccinate lyase	1.13595e+07
Q21801				1.12316e+06
Q21817				5.03322e+07
Q21824	TDX1_CAEEL	prdx-3	Probable peroxiredoxin prdx-3	4.71876e+07
Q21826				2.78177e+06
Q21828	MPC1_CAEEL	mpc-1	Probable mitochondrial pyruvate carrier 1	2.69071e+06
Q21832				1.38203e+07
Q21840;Q9U395				1.26704e+06
Q21854				2.96628e+06
Q21882	HIUH1_CAEEL	R09H10.3	Probable 5-hydroxyisourate hydrolase R09H10.3	1.54463e+06
Q21884				3.68694e+06
Q21888				2.41407e+07
Q21891;Q9U389	ALLO1_CAEEL	allo-1		1.19051e+06
Q21902	MCM5_CAEEL	mcm-5	DNA replication licensing factor mcm-5	1.91141e+07
Q21915				3.22637e+06
Q21916				5.65205e+06
Q21926	SYIC_CAEEL	iars-1	Isoleucine--tRNA ligase, cytoplasmic	6.62361e+07
Q21929	DCXR_CAEEL	dhs-21	L-xylulose reductase	6.72492e+06
Q21930	RL28_CAEEL	rpl-28	60S ribosomal protein L28	1.63467e+08
Q21939	RM49_CAEEL	mrpl-49	Probable 39S ribosomal protein L49, mitochondrial	1.89606e+06
Q21955	MED15_CAEEL	mdt-15	Mediator of RNA polymerase II transcription subunit 15	2.55279e+06
Q21961				249527
Q21962				1.16086e+07
Q21966	ASP4_CAEEL	asp-4	Aspartic protease 4	1.4262e+07
Q21986	NAA25_CAEEL	cra-1	N-terminal acetyltransferase B complex subunit NAA25 homolog	6.62999e+06
Q21993	PFD5_CAEEL	pfd-5	Probable prefoldin subunit 5	1.43168e+07
Q21994;Q6AHR3;Q9BI73				2.08246e+07
Q22003				866619
Q22006	PRO1_CAEEL	pro-1	Pre-rRNA-processing protein pro-1	534053
Q22017	FAD1_CAEEL	flad-1	Probable FAD synthase	866979
Q22018	KTHY_CAEEL	dtmk-1	Thymidylate kinase	7.25888e+06
Q22020				2.97013e+06
Q22021	ATPK_CAEEL	R53.4	Putative ATP synthase subunit f, mitochondrial	1.72785e+07
Q22031	TRM7_CAEEL	R74.7	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	2.358e+06
Q22037	ROA1_CAEEL	hrp-1	Heterogeneous nuclear ribonucleoprotein A1	1.74506e+07
Q22038	RHO1_CAEEL	rho-1	Ras-like GTP-binding protein rhoA	2.1237e+07
Q22046				1.5195e+06
Q22053	FBRL_CAEEL	fib-1	rRNA 2'-O-methyltransferase fibrillarin	8.451e+07
Q22054	RS16_CAEEL	rps-16	40S ribosomal protein S16	2.45448e+08
Q22067	AATC_CAEEL	got-1.2	Aspartate aminotransferase, cytoplasmic	1.81604e+07
Q22099;Q95ZQ3	SYK_CAEEL	kars-1	Lysine--tRNA ligase	3.48738e+07
Q22100	THILH_CAEEL	kat-1	Acetyl-CoA acetyltransferase homolog, mitochondrial	5.45795e+07
Q22101				2.39461e+07
Q22111	MMAA1_CAEEL	mmaa-1	Methylmalonic aciduria type A homolog, mitochondrial	1.52013e+06
Q22129				5.41331e+06
Q22135				6.46689e+06
Q22137				4.15017e+06
Q22139				619450
Q22140				2.10236e+06
Q22159				2.90767e+06
Q22161				2.27162e+06
Q22169	SSRB_CAEEL	trap-2	Translocon-associated protein subunit beta	1.30131e+07
Q22170				6.11045e+06
Q22183				1.46343e+06
Q22192				3.73362e+06
Q22235	ENPL1_CAEEL	enpl-1	Endoplasmin homolog	1.83429e+08
Q22240				5.76771e+06
Q22251				667302
Q22253				9.68937e+06
Q22263				3.34606e+06
Q22285	TTR46_CAEEL	ttr-46	Transthyretin-like protein 46	8.11565e+06
Q22288	TTR15_CAEEL	ttr-15	Transthyretin-like protein 15	1.54904e+07
Q22290;Q9U376				823155
Q22308				1.29412e+06
Q22341				2.55988e+06
Q22347	ACADM_CAEEL	acdh-10	Probable medium-chain specific acyl-CoA dehydrogenase 10, mitochondrial	2.1506e+07
Q22352				3.34502e+07
Q22370				1.74731e+08
Q22390				1.23336e+06
Q22392				351710
Q22412				1.29639e+06
Q22460	BCA1_CAEEL	bca-1	Beta carbonic anhydrase 1	2.25104e+06
Q22469				4.36217e+06
Q22470				1.08652e+06
Q22492	HEXA_CAEEL	hex-1	Beta-hexosaminidase A	763459
Q22494	VATH2_CAEEL	vha-15	Probable V-type proton ATPase subunit H 2	2.30228e+07
Q22505	IMMT1_CAEEL	immt-1	MICOS complex subunit MIC60-1	1.02437e+07
Q22508				1.50617e+07
Q22515;Q5WRQ0				6.12433e+06
Q22528				499191
Q22531	AMP2_CAEEL	T16G12.1	Putative aminopeptidase-2	2.52346e+06
Q22562				2.26149e+07
Q22600				2.87509e+06
Q22601				1.81562e+06
Q22619	NDUS8_CAEEL	T20H4.5	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	485986
Q22620				2.60914e+07
Q22623				1.8662e+06
Q22633	HPPD_CAEEL	hpd-1	4-hydroxyphenylpyruvate dioxygenase	1.22611e+07
Q22640	ERH_CAEEL	erh-1	Enhancer of rudimentary homolog	3.52075e+06
Q22641				1.86793e+06
Q22647	TIM50_CAEEL	scpl-4	Mitochondrial import inner membrane translocase subunit TIM50	3.80491e+06
Q22666				886214
Q22712	MTMR3_CAEEL	mtm-3	Myotubularin-related protein 3	210754
Q22716				4.15668e+07
Q22719;Q7JLZ9				4.95485e+06
Q22749				1.00782e+06
Q22752				2.02569e+06
Q22757				1.58413e+06
Q22758				3.48956e+06
Q22763				7.26261e+06
Q22768				988830
Q22781				2.01309e+07
Q22792				4.06109e+06
Q22798				1.80174e+06
Q22800				2.00515e+06
Q22814				5.32859e+06
Q22820;Q86MJ6				1.27773e+06
Q22866	TPM1_CAEEL	lev-11	Tropomyosin isoforms a/b/d/f	5.05517e+08
Q22885	BROX_CAEEL	B0507.2	BRO1 domain-containing protein BROX homolog	196343
Q22915	MEMO1_CAEEL	memo-1	Protein memo-1 homolog	846130
Q22918;Q8I7H7	IF5_CAEEL	C37C3.2	Eukaryotic translation initiation factor 5	5.4727e+06
Q22922				5.23161e+06
Q22945				2.63826e+06
Q22966				2.52551e+06
Q22968				2.23688e+07
Q22972				1.71887e+07
Q22993				4.42282e+07
Q23050				7.78528e+07
Q23058	SSP9_CAEEL	ssp-9	Sperm-specific class P protein 9/11	2.26612e+07
Q23089				3.3263e+06
Q23091				1.33788e+06
Q23092	FABP4_CAEEL	lbp-4	Fatty acid-binding protein homolog 4	2.16089e+07
Q23098				1.13675e+07
Q23121	RSP1_CAEEL	rsp-1	Probable splicing factor, arginine/serine-rich 1	1.22563e+07
Q23146				1.82556e+07
Q23155				2.09284e+06
Q23158				1.29341e+07
Q23179				5.47523e+06
Q23186				1.13618e+06
Q23191				3.08698e+06
Q23195				453438
Q23202	SBDS_CAEEL	sbds-1	Ribosome maturation protein SBDS	2.48792e+06
Q23215				317515
Q23223	MTR4_CAEEL	mtr-4	mRNA transport homolog 4	1.52967e+06
Q23227				2.01043e+06
Q23232	WDR4_CAEEL	wdr-4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit	2.61332e+06
Q23237	PSB3_CAEEL	pbs-3	Proteasome subunit beta type-3	1.98868e+07
Q23258				1.89411e+06
Q23280	DAF41_CAEEL	daf-41	Co-chaperone protein daf-41	2.98908e+07
Q23295	MPPB_CAEEL	mppb-1	Mitochondrial-processing peptidase subunit beta	5.40663e+06
Q23307	YHB8_CAEEL	ZC412.3	Uncharacterized protein ZC412.3	1.2219e+07
Q23312	RS7_CAEEL	rps-7	40S ribosomal protein S7	7.59942e+07
Q23314	RRP7_CAEEL	ZC434.4	Ribosomal RNA-processing protein 7 homolog	700300
Q23315				1.40035e+07
Q23320				2.60193e+07
Q23338				5.4507e+06
Q23360				369145
Q23368				1.39593e+06
Q23378				1.45079e+07
Q23381	MUTA_CAEEL	mmcm-1	Probable methylmalonyl-CoA mutase, mitochondrial	6.33291e+06
Q23382				3.63581e+06
Q23402	BCCIP_CAEEL	ZK1127.4	Protein BCCIP homolog	3.37138e+06
Q23445	SAR1_CAEEL	ZK180.4	GTP-binding protein SAR1	1.45872e+07
Q23449	PSMD8_CAEEL	rpn-12	26S proteasome non-ATPase regulatory subunit 8	8.28092e+06
Q23450	COA7_CAEEL	coa-7	Cytochrome c oxidase assembly factor 7 homolog	848150
Q23451				1.65362e+07
Q23463				5.00793e+06
Q23487				1.34098e+07
Q23493				1.9049e+06
Q23495	HEAT1_CAEEL	toe-1	HEAT repeat-containing protein 1 homolog	2.55898e+06
Q23500	ACOC_CAEEL	aco-1	Probable cytoplasmic aconitate hydratase	2.28227e+07
Q23525	YWIE_CAEEL	ZK546.14	Uncharacterized protein ZK546.14	1.65534e+06
Q23526;Q7JPD6				1.46668e+06
Q23543				1.29543e+06
Q23551	UNC22_CAEEL	unc-22	Twitchin	3.92266e+07
Q23552				1.07954e+07
Q23571	ODB2_CAEEL	dbt-1	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	1.10957e+07
Q23588	UTPP_CAEEL	upp-1	Uridine and thymidine phosphorylase	1.11501e+07
Q23597				5.04034e+06
Q23604				4.78254e+06
Q23614				3.93039e+06
Q23615				848967
Q23621				1.72593e+08
Q23624				6.17915e+06
Q23629	DHTK1_CAEEL	ogdh-2	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial	3.9607e+06
Q23643				1.8205e+06
Q23645				815755
Q23647				5.83993e+07
Q23655	NLTP1_CAEEL	nlt-1	Non-specific lipid-transfer protein-like 1	1.90983e+07
Q23660				1.02117e+06
Q23670	TOP2_CAEEL	top-2	DNA topoisomerase 2 top-2	5.61061e+06
Q23680	VATF_CAEEL	vha-9	Probable V-type proton ATPase subunit F	3.33274e+07
Q25AR8;Q8I4C9;Q9U277				603385
Q27245	YH24_CAEEL	lap-2	Putative aminopeptidase W07G4.4	3.01139e+07
Q27249	TPM3_CAEEL	lev-11	Tropomyosin isoforms c/e	9.39051e+07
Q27257	DIF1_CAEEL	dif-1	Protein dif-1	8.40943e+06
Q27274	RO60_CAEEL	rop-1	60 kDa SS-A/Ro ribonucleoprotein homolog	4.99603e+06
Q27371	TNNT_CAEEL	mup-2	Troponin T	5.00065e+07
Q27389	RL13A_CAEEL	rpl-16	60S ribosomal protein L13a	7.24177e+07
Q27464	G6PD_CAEEL	gspd-1	Glucose-6-phosphate 1-dehydrogenase	3.50493e+06
Q27473				7.08019e+06
Q27487	CATA1_CAEEL	ctl-2	Peroxisomal catalase 1	1.50192e+07
Q27488	PSA2_CAEEL	pas-2	Proteasome subunit alpha type-2	1.6018e+07
Q27492				1.57416e+06
Q27493				1.68497e+06
Q27504	CAH3_CAEEL	cah-3	Putative carbonic anhydrase 3	2.88966e+06
Q27511	H2AV_CAEEL	htz-1	Histone H2A.V	2.27114e+07
Q27512;Q7JMT5				3.67669e+06
Q27527	ENO_CAEEL	enol-1	Enolase	8.08509e+08
Q27532	H33L2_CAEEL	his-74	Histone H3.3-like type 2	7.06319e+07
Q27535	KARG2_CAEEL	ZC434.8	Probable arginine kinase ZC434.8	1.72094e+07
Q27874	PAT3_CAEEL	pat-3	Integrin beta pat-3	2.15248e+06
Q27888	LDH_CAEEL	ldh-1	L-lactate dehydrogenase	1.93217e+07
Q27GU2				1.06733e+07
Q27J81	INF2_HUMAN	INF2	Inverted formin-2	5.06384e+06
Q29RF7	PDS5A_HUMAN	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	1.55689e+07
Q2AAC3;Q9N4P2				5.50446e+06
Q2EEM8				1.99151e+07
Q2HQL4;Q9U307				1.98094e+07
Q2HQL8				1.87852e+06
Q2KHR3	QSER1_HUMAN	QSER1	Glutamine and serine-rich protein 1	1.43384e+06
Q2KHT3	CL16A_HUMAN	CLEC16A	Protein CLEC16A	4.92321e+06
Q2L6V1;Q2L6V2				7.20352e+06
Q2L6Y6				7.05974e+07
Q2M2I5	K1C24_HUMAN	KRT24	Keratin, type I cytoskeletal 24	6.21059e+06
Q2M389	WASC4_HUMAN	WASHC4	WASH complex subunit 4	4.93968e+06
Q2NL82	TSR1_HUMAN	TSR1	Pre-rRNA-processing protein TSR1 homolog	1.73351e+07
Q2PZI1	D19L1_HUMAN	DPY19L1	Probable C-mannosyltransferase DPY19L1	1.39012e+06
Q2T9J0	TYSD1_HUMAN	TYSND1	Peroxisomal leader peptide-processing protease	2.5004e+06
Q2TAA2	IAH1_HUMAN	IAH1	Isoamyl acetate-hydrolyzing esterase 1 homolog	6.03706e+06
Q2TAL8	QRIC1_HUMAN	QRICH1	Glutamine-rich protein 1	2.13183e+06
Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1	7.3421e+07
Q2VPK5	CTU2_HUMAN	CTU2	Cytoplasmic tRNA 2-thiolation protein 2	3.28426e+06
Q2XN18				2.13595e+07
Q30201	HFE_HUMAN	HFE	Hereditary hemochromatosis protein	2.81214e+06
Q304E5;Q9TZQ3	PGL1_CAEEL	pgl-1		1.11881e+07
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1	1.78165e+07
Q32NC0	CR021_HUMAN	C18orf21	UPF0711 protein C18orf21	452410
Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1	1.13976e+07
Q32P41	TRM5_HUMAN	TRMT5	tRNA (guanine(37)-N1)-methyltransferase	6.31608e+06
Q32P44	EMAL3_HUMAN	EML3	Echinoderm microtubule-associated protein-like 3	1.75461e+07
Q3B726	RPA43_HUMAN	POLR1F	DNA-directed RNA polymerase I subunit RPA43	6.76511e+06
Q3E754	RS21B_YEAST	RPS21B	40S ribosomal protein S21-B	4.45473e+07
Q3E772	LSO2_YEAST	LSO2	Protein LSO2	4.12178e+06
Q3E776	YB255_YEAST	YBR255C-A	Uncharacterized protein YBR255C-A	494396
Q3E795	YL361_YEAST	YLR361C-A	Uncharacterized protein YLR361C-A	915160
Q3E7Y3	RS22B_YEAST	RPS22B	40S ribosomal protein S22-B	4.03429e+07
Q3E824	YO020_YEAST	YOR020W-A	Uncharacterized protein YOR020W-A	3.72806e+06
Q3E834	YOS1_YEAST	YOS1	Protein transport protein YOS1	1.11053e+06
Q3E841	YN034_YEAST	YNR034W-A	Uncharacterized protein YNR034W-A	6.76788e+07
Q3E846	COA6_YEAST	COA6	Cytochrome c oxidase assembly factor 6	1.87507e+06
Q3KNS6	ZN829_HUMAN	ZNF829	Zinc finger protein 829	5.34259e+06
Q3KQU3	MA7D1_HUMAN	MAP7D1	MAP7 domain-containing protein 1	1.98704e+06
Q3KQV9	UAP1L_HUMAN	UAP1L1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	386888
Q3LFN1				1.50715e+08
Q3LXA3	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase	1.25628e+07
Q3MHD2	LSM12_HUMAN	LSM12	Protein LSM12 homolog	1.07388e+07
Q3S1M2;Q8MQ16;Q95QE2;Q9N2N3				331149
Q3SXM5	HSDL1_HUMAN	HSDL1	Inactive hydroxysteroid dehydrogenase-like protein 1	4.31512e+06
Q3T978;Q9XWZ2	ACD11_CAEEL	acdh-11		2.67745e+06
Q3Y3Z9				3.45921e+06
Q3Y400				3.84703e+06
Q3YEC7	RABL6_HUMAN	RABL6	Rab-like protein 6	2.44978e+06
Q3ZCM7	TBB8_HUMAN	TUBB8	Tubulin beta-8 chain	5.21652e+07
Q3ZCQ8	TIM50_HUMAN	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50	1.29287e+07
Q460N5	PAR14_HUMAN	PARP14	Protein mono-ADP-ribosyltransferase PARP14	1.30168e+06
Q46857				9.69264e+06
Q49A26	GLYR1_HUMAN	GLYR1	Putative oxidoreductase GLYR1	9.08092e+06
Q49AR2	CE022_HUMAN	C5orf22	UPF0489 protein C5orf22	884254
Q49B96	COX19_HUMAN	COX19	Cytochrome c oxidase assembly protein COX19	3.3989e+06
Q4G0F5	VP26B_HUMAN	VPS26B	Vacuolar protein sorting-associated protein 26B	506298
Q4G0I0	CSMT1_HUMAN	CCSMST1	Protein CCSMST1	1.99798e+06
Q4G0J3	LARP7_HUMAN	LARP7	La-related protein 7	5.39805e+06
Q4G0N4	NAKD2_HUMAN	NADK2	NAD kinase 2, mitochondrial	7.21932e+06
Q4G148	GXLT1_HUMAN	GXYLT1	Glucoside xylosyltransferase 1	211062
Q4G176	ACSF3_HUMAN	ACSF3	Malonate--CoA ligase ACSF3, mitochondrial	9.91039e+06
Q4J6C6	PPCEL_HUMAN	PREPL	Prolyl endopeptidase-like	4.97585e+06
Q4KMP7	TB10B_HUMAN	TBC1D10B	TBC1 domain family member 10B	2.39473e+06
Q4KMQ2	ANO6_HUMAN	ANO6	Anoctamin-6	2.57166e+06
Q4PIU9;Q53U87				1.04455e+07
Q4R127				1.27609e+06
Q4U2R6	RM51_HUMAN	MRPL51	39S ribosomal protein L51, mitochondrial	822827
Q4V328	GRAP1_HUMAN	GRIPAP1	GRIP1-associated protein 1	2.11648e+06
Q4VC31	CCD58_HUMAN	CCDC58	Coiled-coil domain-containing protein 58	1.80518e+07
Q4VC44	FWCH1_HUMAN	FLYWCH1	FLYWCH-type zinc finger-containing protein 1	499952
Q4W4Y5;Q8MXD9				1.49262e+07
Q4W4Z2	RT4I1_CAEEL	rad-8	Reticulon-4-interacting protein 1, mitochondrial	1.33614e+06
Q4W5T0				3.4131e+06
Q4ZIN3	MBRL_HUMAN	TMEM259	Membralin	908427
Q504Q3	PAN2_HUMAN	PAN2	PAN2-PAN3 deadenylation complex catalytic subunit PAN2	477532
Q52LA3	LIN52_HUMAN	LIN52	Protein lin-52 homolog	338653
Q52LJ0	FA98B_HUMAN	FAM98B	Protein FAM98B	1.17404e+07
Q52LW3	RHG29_HUMAN	ARHGAP29	Rho GTPase-activating protein 29	3.53469e+06
Q53EL6	PDCD4_HUMAN	PDCD4	Programmed cell death protein 4	2.05859e+07
Q53EZ4	CEP55_HUMAN	CEP55	Centrosomal protein of 55 kDa	565606
Q53F19	NCBP3_HUMAN	NCBP3	Nuclear cap-binding protein subunit 3	3.98534e+06
Q53FA7	QORX_HUMAN	TP53I3	Quinone oxidoreductase PIG3	2.40216e+06
Q53FT3	HIKES_HUMAN	HIKESHI	Protein Hikeshi	1.46519e+06
Q53GG5	PDLI3_HUMAN	PDLIM3	PDZ and LIM domain protein 3	890378
Q53GQ0	DHB12_HUMAN	HSD17B12	Very-long-chain 3-oxoacyl-CoA reductase	4.96635e+06
Q53GS7	GLE1_HUMAN	GLE1	Nucleoporin GLE1	1.8275e+06
Q53GS9	SNUT2_HUMAN	USP39	U4/U6.U5 tri-snRNP-associated protein 2	8.97999e+06
Q53H12	AGK_HUMAN	AGK	Acylglycerol kinase, mitochondrial	6.68976e+06
Q53H82	LACB2_HUMAN	LACTB2	Endoribonuclease LACTB2	6.58396e+06
Q53H96	P5CR3_HUMAN	PYCR3	Pyrroline-5-carboxylate reductase 3	3.70151e+06
Q53HC9	EIPR1_HUMAN	EIPR1	EARP and GARP complex-interacting protein 1	4.00055e+06
Q53HL2	BOREA_HUMAN	CDCA8	Borealin	2.82699e+06
Q53HV7	SMUG1_HUMAN	SMUG1	Single-strand selective monofunctional uracil DNA glycosylase	907268
Q53LP3	SWAHC_HUMAN	SOWAHC	Ankyrin repeat domain-containing protein SOWAHC	4.22418e+06
Q53S33	BOLA3_HUMAN	BOLA3	BolA-like protein 3	1.61463e+06
Q53SF7	COBL1_HUMAN	COBLL1	Cordon-bleu protein-like 1	1.29844e+06
Q53T59	H1BP3_HUMAN	HS1BP3	HCLS1-binding protein 3	1.91503e+06
Q562R1	ACTBL_HUMAN	ACTBL2	Beta-actin-like protein 2	8.54426e+07
Q567U6	CCD93_HUMAN	CCDC93	Coiled-coil domain-containing protein 93	2.46639e+08
Q56P03	EAPP_HUMAN	EAPP	E2F-associated phosphoprotein	1.33121e+06
Q56UN5	M3K19_HUMAN	MAP3K19	Mitogen-activated protein kinase kinase kinase 19	2.54073e+07
Q56VL3	OCAD2_HUMAN	OCIAD2	OCIA domain-containing protein 2	2.66878e+06
Q56VZ2;Q9U365;Q9XXN4				9.66171e+06
Q58DX5	NADL2_HUMAN	NAALADL2	Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2	5.11206e+06
Q58FF6	H90B4_HUMAN	HSP90AB4P	Putative heat shock protein HSP 90-beta 4	4.62962e+06
Q58FF8	H90B2_HUMAN	HSP90AB2P	Putative heat shock protein HSP 90-beta 2	9.73265e+07
Q58FG1	HS904_HUMAN	HSP90AA4P	Putative heat shock protein HSP 90-alpha A4	3.68354e+06
Q5BJD5	TM41B_HUMAN	TMEM41B	Transmembrane protein 41B	4.4714e+06
Q5BJF2	SGMR2_HUMAN	TMEM97	Sigma intracellular receptor 2	7.48357e+06
Q5BJH7	YIF1B_HUMAN	YIF1B	Protein YIF1B	2.99787e+06
Q5BKY9	F133B_HUMAN	FAM133B	Protein FAM133B	2.47831e+06
Q5BKZ1	ZN326_HUMAN	ZNF326	DBIRD complex subunit ZNF326	7.52168e+06
Q5C9Z4	NOM1_HUMAN	NOM1	Nucleolar MIF4G domain-containing protein 1	2.98625e+06
Q5CCJ2;Q9N5N9				2.17268e+06
Q5EB52	MEST_HUMAN	MEST	Mesoderm-specific transcript homolog protein	163338
Q5EBL4	RIPL1_HUMAN	RILPL1	RILP-like protein 1	194364
Q5F1R6	DJC21_HUMAN	DNAJC21	DnaJ homolog subfamily C member 21	3.31198e+06
Q5FC67				3.83896e+06
Q5FC69;Q8MP09				3.45643e+06
Q5GLZ8	HERC4_HUMAN	HERC4	Probable E3 ubiquitin-protein ligase HERC4	5.31932e+07
Q5H9R7	PP6R3_HUMAN	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3	4.0578e+07
Q5HYI7	MTX3_HUMAN	MTX3	Metaxin-3	1.20439e+06
Q5HYI8	RABL3_HUMAN	RABL3	Rab-like protein 3	4.30132e+06
Q5HYK3	COQ5_HUMAN	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	3.34992e+06
