Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML
Q14181	DPOA2_HUMAN	POLA2	DNA polymerase alpha subunit B	8.33908e+06
Q14185	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1	2.02462e+06
Q14186	TFDP1_HUMAN	TFDP1	Transcription factor Dp-1	6.94309e+06
Q14191	WRN_HUMAN	WRN	Werner syndrome ATP-dependent helicase	773950
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	4.70718e+06
Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	1.58587e+07
Q14197	ICT1_HUMAN	MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial	8.04077e+06
Q14202	ZMYM3_HUMAN	ZMYM3	Zinc finger MYM-type protein 3	3.95103e+06
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	1.00633e+07
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	4.78784e+07
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	9.74012e+06
Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	1.44169e+07
Q14241	ELOA1_HUMAN	ELOA	Elongin-A	6.33779e+06
Q14244	MAP7_HUMAN	MAP7	Ensconsin	2.21066e+07
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	4.27062e+07
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	1.33006e+07
Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	5.05881e+06
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	4.74054e+07
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	6.845e+06
Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A	1.34331e+07
Q14331	FRG1_HUMAN	FRG1	Protein FRG1	4.44682e+06
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	9.11772e+06
Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	1.5273e+07
Q14432	PDE3A_HUMAN	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	1.04532e+07
Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	3.07259e+07
Q14493	SLBP_HUMAN	SLBP	Histone RNA hairpin-binding protein	2.78559e+06
Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	2.49522e+07
Q14527	HLTF_HUMAN	HLTF	Helicase-like transcription factor	8.48061e+06
Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	8.67815e+06
Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	4.37484e+06
Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	2.52531e+06
Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	3.42505e+07
Q14568	HS902_HUMAN	HSP90AA2P	Heat shock protein HSP 90-alpha A2	8.13263e+06
Q14571	ITPR2_HUMAN	ITPR2	Inositol 1,4,5-trisphosphate receptor type 2	5.0958e+06
Q14573	ITPR3_HUMAN	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3	4.74754e+06
Q14643	ITPR1_HUMAN	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	2.35077e+06
Q14651	PLSI_HUMAN	PLS1	Plastin-1	3.25078e+06
Q14653	IRF3_HUMAN	IRF3	Interferon regulatory factor 3	7.72396e+06
Q14657	LAGE3_HUMAN	LAGE3	EKC/KEOPS complex subunit LAGE3	7.64685e+06
Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	2.6929e+06
Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	4.61031e+06
Q14674	ESPL1_HUMAN	ESPL1	Separin	526033
Q14676	MDC1_HUMAN	MDC1	Mediator of DNA damage checkpoint protein 1	8.03521e+06
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	7.28971e+07
Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	2.65081e+07
Q14684	RRP1B_HUMAN	RRP1B	Ribosomal RNA processing protein 1 homolog B	1.45982e+07
Q14687	GSE1_HUMAN	GSE1	Genetic suppressor element 1	1.285e+06
Q14689	DIP2A_HUMAN	DIP2A	Disco-interacting protein 2 homolog A	1.43751e+06
Q14690	RRP5_HUMAN	PDCD11	Protein RRP5 homolog	1.02934e+07
Q14691	PSF1_HUMAN	GINS1	DNA replication complex GINS protein PSF1	4.37272e+06
Q14692	BMS1_HUMAN	BMS1	Ribosome biogenesis protein BMS1 homolog	7.04211e+06
Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10	1.33723e+07
Q14696	MESD_HUMAN	MESD	LRP chaperone MESD	1.54851e+07
Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	8.93678e+07
Q14728	MFS10_HUMAN	MFSD10	Major facilitator superfamily domain-containing protein 10	3.02106e+06
Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	6.35573e+06
Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	2.53974e+07
Q14746	COG2_HUMAN	COG2	Conserved oligomeric Golgi complex subunit 2	743482
Q14764	MVP_HUMAN	MVP	Major vault protein	7.57476e+06
Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	3.52628e+06
Q147X3	NAA30_HUMAN	NAA30	N-alpha-acetyltransferase 30	2.99818e+06
Q14807	KIF22_HUMAN	KIF22	Kinesin-like protein KIF22	5.94876e+06
Q14814	MEF2D_HUMAN	MEF2D	Myocyte-specific enhancer factor 2D	1.10251e+06
Q14839	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	1.59806e+07
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	4.30489e+07
Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	1.54608e+07
Q14919	NC2A_HUMAN	DRAP1	Dr1-associated corepressor	1.00094e+07
Q14966	ZN638_HUMAN	ZNF638	Zinc finger protein 638	6.40136e+06
Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	5.21467e+07
Q14978	NOLC1_HUMAN	NOLC1	Nucleolar and coiled-body phosphoprotein 1	7.44593e+07
Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	2.05939e+07
Q14995	NR1D2_HUMAN	NR1D2	Nuclear receptor subfamily 1 group D member 2	1.3989e+07
Q14997	PSME4_HUMAN	PSME4	Proteasome activator complex subunit 4	4.262e+06
Q149N8	SHPRH_HUMAN	SHPRH	E3 ubiquitin-protein ligase SHPRH	1.34083e+07
Q14BN4	SLMAP_HUMAN	SLMAP	Sarcolemmal membrane-associated protein	1.52671e+06
Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	6.46473e+06
Q14CN4	K2C72_HUMAN	KRT72	Keratin, type II cytoskeletal 72	4.30013e+06
Q14CX7	NAA25_HUMAN	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	6.02898e+06
Q15003	CND2_HUMAN	NCAPH	Condensin complex subunit 2	8.90299e+06
Q15004	PAF15_HUMAN	PCLAF	PCNA-associated factor	1.30351e+07
Q15005	SPCS2_HUMAN	SPCS2	Signal peptidase complex subunit 2	1.72315e+07
Q15006	EMC2_HUMAN	EMC2	ER membrane protein complex subunit 2	3.74584e+06
Q15007	FL2D_HUMAN	WTAP	Pre-mRNA-splicing regulator WTAP	4.94669e+06
Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	1.43436e+07
Q15011	HERP1_HUMAN	HERPUD1	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	548977
Q15014	MO4L2_HUMAN	MORF4L2	Mortality factor 4-like protein 2	1.28074e+07
Q15018	ABRX2_HUMAN	ABRAXAS2	BRISC complex subunit Abraxas 2	2.81209e+06
Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	2.26179e+07
Q15020	SART3_HUMAN	SART3	Squamous cell carcinoma antigen recognized by T-cells 3	8.68455e+06
Q15021	CND1_HUMAN	NCAPD2	Condensin complex subunit 1	8.53915e+06
Q15022	SUZ12_HUMAN	SUZ12	Polycomb protein SUZ12	3.55979e+06
Q15024	EXOS7_HUMAN	EXOSC7	Exosome complex component RRP42	8.98671e+06
Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	3.50394e+07
Q15031	SYLM_HUMAN	LARS2	Probable leucine--tRNA ligase, mitochondrial	3.16327e+06
Q15041	AR6P1_HUMAN	ARL6IP1	ADP-ribosylation factor-like protein 6-interacting protein 1	9.8217e+06
Q15042	RB3GP_HUMAN	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit	4.80335e+06
Q15043	S39AE_HUMAN	SLC39A14	Metal cation symporter ZIP14	4.44211e+06
Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	4.98352e+07
Q15048	LRC14_HUMAN	LRRC14	Leucine-rich repeat-containing protein 14	116194
Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog	2.45227e+07
Q15054	DPOD3_HUMAN	POLD3	DNA polymerase delta subunit 3	1.56113e+07
Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	3.10347e+07
Q15057	ACAP2_HUMAN	ACAP2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	573101
Q15058	KIF14_HUMAN	KIF14	Kinesin-like protein KIF14	1.27213e+06
Q15059	BRD3_HUMAN	BRD3	Bromodomain-containing protein 3	3.90965e+06
Q15061	WDR43_HUMAN	WDR43	WD repeat-containing protein 43	1.33563e+07
Q15067	ACOX1_HUMAN	ACOX1	Peroxisomal acyl-coenzyme A oxidase 1	1.94474e+06
Q15070	OXA1L_HUMAN	OXA1L	Mitochondrial inner membrane protein OXA1L	1.04459e+07
Q15075	EEA1_HUMAN	EEA1	Early endosome antigen 1	5.55548e+06
Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	1.13299e+08
Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit gamma	6.63982e+06
Q15118	PDK1_HUMAN	PDK1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	1.01973e+06
Q15120	PDK3_HUMAN	PDK3	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial	1.49489e+06
Q15121	PEA15_HUMAN	PEA15	Astrocytic phosphoprotein PEA-15	2.73601e+06
Q15125	EBP_HUMAN	EBP	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	2.44193e+07
Q15126	PMVK_HUMAN	PMVK	Phosphomevalonate kinase	1.29944e+07
Q15149	PLEC_HUMAN	PLEC	Plectin	5.14695e+07
Q15154	PCM1_HUMAN	PCM1	Pericentriolar material 1 protein	3.61306e+06
Q15155	NOMO1_HUMAN	NOMO1	Nodal modulator 1	3.79362e+06
Q15165	PON2_HUMAN	PON2	Serum paraoxonase/arylesterase 2	1.01441e+07
Q15170	TCAL1_HUMAN	TCEAL1	Transcription elongation factor A protein-like 1	869043
Q15172	2A5A_HUMAN	PPP2R5A	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	585718
Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	9.55179e+07
Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3	1.12937e+08
Q15208	STK38_HUMAN	STK38	Serine/threonine-protein kinase 38	1.61961e+06
Q15233	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein	9.67625e+07
Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator	1.14945e+07
Q15262	PTPRK_HUMAN	PTPRK	Receptor-type tyrosine-protein phosphatase kappa	370824
Q15269	PWP2_HUMAN	PWP2	Periodic tryptophan protein 2 homolog	8.46354e+06
Q15283	RASA2_HUMAN	RASA2	Ras GTPase-activating protein 2	6.88146e+06
Q15286	RAB35_HUMAN	RAB35	Ras-related protein Rab-35	4.00301e+06
Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	2.8071e+07
Q15291	RBBP5_HUMAN	RBBP5	Retinoblastoma-binding protein 5	3.426e+06
Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	7.66141e+07
Q15334	L2GL1_HUMAN	LLGL1	Lethal(2) giant larvae protein homolog 1	2.01382e+06
Q15345	LRC41_HUMAN	LRRC41	Leucine-rich repeat-containing protein 41	785518
Q15363	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2	3.09414e+07
Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	1.26476e+08
Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	1.7832e+08
Q15369	ELOC_HUMAN	ELOC	Elongin-C	3.25352e+07
Q15370	ELOB_HUMAN	ELOB	Elongin-B	2.95871e+07
Q15382	RHEB_HUMAN	RHEB	GTP-binding protein Rheb	8.28397e+06
Q15386	UBE3C_HUMAN	UBE3C	Ubiquitin-protein ligase E3C	3.6894e+06
Q15388	TOM20_HUMAN	TOMM20	Mitochondrial import receptor subunit TOM20 homolog	2.03107e+07
Q15390	MTFR1_HUMAN	MTFR1	Mitochondrial fission regulator 1	922947
Q15392	DHC24_HUMAN	DHCR24	Delta(24)-sterol reductase	2.37596e+06
Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	3.25186e+07
Q15397	PUM3_HUMAN	PUM3	Pumilio homolog 3	7.08234e+06
Q15398	DLGP5_HUMAN	DLGAP5	Disks large-associated protein 5	1.96075e+06
Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	4.91039e+06
Q15417	CNN3_HUMAN	CNN3	Calponin-3	1.20903e+07
Q15418	KS6A1_HUMAN	RPS6KA1	Ribosomal protein S6 kinase alpha-1	6.17551e+06
Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	1.75966e+07
Q15427	SF3B4_HUMAN	SF3B4	Splicing factor 3B subunit 4	1.73017e+07
Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	1.55255e+07
Q15434	RBMS2_HUMAN	RBMS2	RNA-binding motif, single-stranded-interacting protein 2	3.60555e+06
Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	5.23741e+06
Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	3.34948e+07
Q15437	SC23B_HUMAN	SEC23B	Protein transport protein Sec23B	4.09792e+06
Q15438	CYH1_HUMAN	CYTH1	Cytohesin-1	1.4464e+06
Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	2.15558e+07
Q15477	SKIV2_HUMAN	SKIV2L	Helicase SKI2W	2.55131e+06
Q15526	SURF1_HUMAN	SURF1	Surfeit locus protein 1	1.46912e+06
Q15527	SURF2_HUMAN	SURF2	Surfeit locus protein 2	3.22347e+06
Q15528	MED22_HUMAN	MED22	Mediator of RNA polymerase II transcription subunit 22	3.25178e+06
Q15532	SSXT_HUMAN	SS18	Protein SSXT	2.08214e+06
Q15542	TAF5_HUMAN	TAF5	Transcription initiation factor TFIID subunit 5	5.91674e+06
Q15545	TAF7_HUMAN	TAF7	Transcription initiation factor TFIID subunit 7	1.99218e+06
Q15554	TERF2_HUMAN	TERF2	Telomeric repeat-binding factor 2	3.27632e+06
Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2	4.00913e+06
Q15582	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3	5.77898e+06
Q15599	NHRF2_HUMAN	SLC9A3R2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	3.95722e+06
Q15628	TRADD_HUMAN	TRADD	Tumor necrosis factor receptor type 1-associated DEATH domain protein	273081
Q15629	TRAM1_HUMAN	TRAM1	Translocating chain-associated membrane protein 1	1.85365e+06
Q15631	TSN_HUMAN	TSN	Translin	2.33975e+07
Q15637	SF01_HUMAN	SF1	Splicing factor 1	2.79806e+07
Q15642	CIP4_HUMAN	TRIP10	Cdc42-interacting protein 4	4.59513e+06
Q15645	PCH2_HUMAN	TRIP13	Pachytene checkpoint protein 2 homolog	1.11287e+07
Q15648	MED1_HUMAN	MED1	Mediator of RNA polymerase II transcription subunit 1	5.77346e+06
Q15649	ZNHI3_HUMAN	ZNHIT3	Zinc finger HIT domain-containing protein 3	1.02744e+06
Q15650	TRIP4_HUMAN	TRIP4	Activating signal cointegrator 1	4.29221e+06
Q15651	HMGN3_HUMAN	HMGN3	High mobility group nucleosome-binding domain-containing protein 3	3.46563e+06
Q15652	JHD2C_HUMAN	JMJD1C	Probable JmjC domain-containing histone demethylation protein 2C	5.58008e+06
Q15653	IKBB_HUMAN	NFKBIB	NF-kappa-B inhibitor beta	941553
Q15654	TRIP6_HUMAN	TRIP6	Thyroid receptor-interacting protein 6	1.97147e+07
Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	2.55609e+07
Q15695;Q15696	U2AFL_HUMAN;U2AFM_HUMAN	ZRSR2;ZRSR2P1	Putative U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1	8.36526e+06
Q15699	ALX1_HUMAN	ALX1	ALX homeobox protein 1	933122
Q15714	T22D1_HUMAN	TSC22D1	TSC22 domain family protein 1	1.65964e+07
Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	4.31528e+07
Q15738	NSDHL_HUMAN	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	1.14291e+07
Q15744	CEBPE_HUMAN	CEBPE	CCAAT/enhancer-binding protein epsilon	1.43566e+07
Q15750	TAB1_HUMAN	TAB1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	820700
Q15758	AAAT_HUMAN	SLC1A5	Neutral amino acid transporter B(0)	1.63743e+07
Q15771	RAB30_HUMAN	RAB30	Ras-related protein Rab-30	636597
Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	9.54968e+06
Q15796	SMAD2_HUMAN	SMAD2	Mothers against decapentaplegic homolog 2	4.53535e+06
Q15797	SMAD1_HUMAN	SMAD1	Mothers against decapentaplegic homolog 1	797779
Q15811	ITSN1_HUMAN	ITSN1	Intersectin-1	5.40118e+06
Q15813	TBCE_HUMAN	TBCE	Tubulin-specific chaperone E	3.28511e+06
Q15814	TBCC_HUMAN	TBCC	Tubulin-specific chaperone C	7.82751e+06
Q15819	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	6.75632e+07
Q15833	STXB2_HUMAN	STXBP2	Syntaxin-binding protein 2	9.21025e+06
Q15836	VAMP3_HUMAN	VAMP3	Vesicle-associated membrane protein 3	1.99217e+06
Q15843	NEDD8_HUMAN	NEDD8	NEDD8	3.05398e+07
Q15904	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1	1.02532e+06
Q15906	VPS72_HUMAN	VPS72	Vacuolar protein sorting-associated protein 72 homolog	2.27206e+06
Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	6.1588e+07
Q15910	EZH2_HUMAN	EZH2	Histone-lysine N-methyltransferase EZH2	1.98719e+06
Q15942	ZYX_HUMAN	ZYX	Zyxin	1.00498e+07
Q16134	ETFD_HUMAN	ETFDH	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	5.70826e+06
Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7	1.80083e+07
Q16186	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1	1.53341e+07
Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6	5.54745e+06
Q16222	UAP1_HUMAN	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	3.49906e+06
Q16254	E2F4_HUMAN	E2F4	Transcription factor E2F4	2.57329e+06
Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	1.57653e+07
Q16512	PKN1_HUMAN	PKN1	Serine/threonine-protein kinase N1	4.87999e+06
Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	6.16496e+06
Q16514	TAF12_HUMAN	TAF12	Transcription initiation factor TFIID subunit 12	1.50699e+06
Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	328187
Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	3.63596e+07
Q16537	2A5E_HUMAN	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	2.56758e+06
Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	2.6078e+06
Q16540	RM23_HUMAN	MRPL23	39S ribosomal protein L23, mitochondrial	4.85955e+06
Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37	5.13205e+07
Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	1.93185e+07
Q16563	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1	1.04234e+07
Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7	3.2858e+07
Q16595	FRDA_HUMAN	FXN	Frataxin, mitochondrial	2.94232e+06
Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	8.57533e+07
Q16630	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	3.4904e+07
Q16637	SMN_HUMAN	SMN1	Survival motor neuron protein	1.52516e+07
Q16643	DREB_HUMAN	DBN1	Drebrin	5.83263e+06
Q16649	NFIL3_HUMAN	NFIL3	Nuclear factor interleukin-3-regulated protein	4.24983e+06
Q16656	NRF1_HUMAN	NRF1	Nuclear respiratory factor 1	4.26752e+06
Q16658	FSCN1_HUMAN	FSCN1	Fascin	7.09916e+07
Q16666	IF16_HUMAN	IFI16	Gamma-interferon-inducible protein 16	1.66409e+07
Q16698	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase, mitochondrial	1.29277e+07
Q16706	MA2A1_HUMAN	MAN2A1	Alpha-mannosidase 2	3.14237e+06
Q16718	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	1.31926e+07
Q16719	KYNU_HUMAN	KYNU	Kynureninase	1.08045e+08
Q16740	CLPP_HUMAN	CLPP	ATP-dependent Clp protease proteolytic subunit, mitochondrial	1.20877e+07
Q16762	THTR_HUMAN	TST	Thiosulfate sulfurtransferase	1.04116e+07
Q16763	UBE2S_HUMAN	UBE2S	Ubiquitin-conjugating enzyme E2 S	9.30715e+06
Q16773	KAT1_HUMAN	KYAT1	Kynurenine--oxoglutarate transaminase 1	1.10663e+06
Q16774	KGUA_HUMAN	GUK1	Guanylate kinase	3.56785e+06
Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	9.80752e+06
Q16790	CAH9_HUMAN	CA9	Carbonic anhydrase 9	2.8049e+07
Q16795	NDUA9_HUMAN	NDUFA9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	9.11641e+06
Q16799	RTN1_HUMAN	RTN1	Reticulon-1	9.86289e+06
Q16822	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	1.30102e+07
Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	4.19038e+07
Q16850	CP51A_HUMAN	CYP51A1	Lanosterol 14-alpha demethylase	4.78302e+06
Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	1.662e+07
Q16864	VATF_HUMAN	ATP6V1F	V-type proton ATPase subunit F	1.9344e+06
Q16877	F264_HUMAN	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4	6.35255e+06
Q16881	TRXR1_HUMAN	TXNRD1	Thioredoxin reductase 1, cytoplasmic	1.02039e+08
Q16891	MIC60_HUMAN	IMMT	MICOS complex subunit MIC60	2.8755e+07
Q17334	ADH1_CAEEL	sodh-1	Alcohol dehydrogenase 1	1.06235e+08
Q17335	ADHX_CAEEL	H24K24.3	Alcohol dehydrogenase class-3	4.83096e+06
Q17339	GLD1_CAEEL	gld-1	Female germline-specific tumor suppressor gld-1	3.45998e+06
Q17348	SMD3_CAEEL	snr-1	Small nuclear ribonucleoprotein Sm D3	1.635e+07
Q17361	UBP14_CAEEL	usp-14	Ubiquitin carboxyl-terminal hydrolase 14	3.98953e+06
Q17389	CUL1_CAEEL	cul-1	Cullin-1	1.37436e+06
Q17405	YQ02_CAEEL	AC3.5	Aminopeptidase-like protein AC3.5	5.51311e+06
Q17426	YQ4B_CAEEL	B0024.11	Putative pseudouridine synthase B0024.11	437721
Q17430	SART3_CAEEL	sart-3	Nuclear RNA-binding protein sart-3	706192
Q17435	PFD4_CAEEL	pfd-4	Probable prefoldin subunit 4	1.28742e+07
Q17439	YQVW_CAEEL	B0035.15	Uncharacterized protein B0035.15	1.11962e+06
Q17473				2.39022e+07
Q17475				9.96617e+07
Q17489				1.85167e+07
Q17490				1.01836e+07
Q17499				1.13656e+07
Q17512				5.41105e+06
Q17532				1.67542e+06
Q17539				560428
Q17543				3.30569e+06
Q17556				2.274e+06
Q17557				881402
Q17569	DDI1_CAEEL	ddi-1	Protein DDI1 homolog 1	1.28389e+06
Q17571;Q7JMQ6				1.87258e+07
Q17574	MTRR_CAEEL	mtrr-1	Methionine synthase reductase	3.96947e+06
Q17603	ASF1L_CAEEL	asfl-1	Probable histone chaperone asf-1-like protein	315345
Q17624				3.38176e+06
Q17632	RRP44_CAEEL	dis-3	Probable exosome complex exonuclease RRP44	467663
Q17633				2.19559e+06
Q17686;Q5WRS4				4.79076e+06
Q17687				361920
Q17688	ER442_CAEEL	erp-44.2	Endoplasmic reticulum resident protein 44.2	2.24798e+06
Q17692				908447
Q17693	MTHR_CAEEL	mthf-1	Probable methylenetetrahydrofolate reductase	8.69956e+06
Q17698				1.59477e+08
Q17703	STDH1_CAEEL	stdh-1	Putative steroid dehydrogenase 1	5.43516e+06
Q17740				1.91776e+06
Q17745;V6CLN2	TRXR1_CAEEL	trxr-1	Thioredoxin reductase 1	732336
Q17750	UFL1_CAEEL	ufl-1	E3 UFM1-protein ligase 1 homolog	793895
Q17761	6PGD_CAEEL	T25B9.9	6-phosphogluconate dehydrogenase, decarboxylating	1.8089e+07
Q17763				8.06752e+07
Q17770	PDI2_CAEEL	pdi-2	Protein disulfide-isomerase 2	1.134e+08
Q17796				692459
Q17802	CPG1_CAEEL	cpg-1	Chondroitin proteoglycan 1	9.40912e+06
Q17819	ORN_CAEEL	C08B6.8	Probable oligoribonuclease	735952
Q17827	PFD1_CAEEL	pfd-1	Probable prefoldin subunit 1	2.97943e+07
Q17832				4.13133e+07
Q17848	I5P1_CAEEL	ipp-5	Probable type I inositol 1,4,5-trisphosphate 5-phosphatase	828530
Q17849;Q86GU1				8.91147e+06
Q17880				1.07242e+07
Q17886				2.73596e+06
Q17898				2.16854e+06
Q17935				6.33521e+06
Q17949	DOHH_CAEEL	dohh-1	Deoxyhypusine hydroxylase	1.62389e+06
Q17967	PDI1_CAEEL	pdi-1	Protein disulfide-isomerase 1	3.68707e+07
