Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML
P90790				726046
P90795	GPDM_CAEEL	gpdh-3	Probable glycerol-3-phosphate dehydrogenase, mitochondrial	6.85391e+06
P90860				2.32117e+07
P90868				8.31602e+06
P90879				1.26733e+06
P90889				2.75271e+07
P90893	YM9I_CAEEL	F56F10.1	Putative serine protease F56F10.1	3.53219e+06
P90900	IFA4_CAEEL	ifa-4	Intermediate filament protein ifa-4	1.38286e+07
P90901	IFA1_CAEEL	ifa-1	Intermediate filament protein ifa-1	3.09189e+07
P90904				784547
P90915				1.38126e+06
P90916	LIN53_CAEEL	lin-53	Probable histone-binding protein lin-53	6.66621e+06
P90921	ATPL1_CAEEL	asg-1	Probable ATP synthase subunit g 1, mitochondrial	9.87598e+06
P90961				2.08287e+07
P90978;Q8MXS2	U2AF2_CAEEL	uaf-1	Splicing factor U2AF 65 kDa subunit	7.80777e+06
P90983				6.66268e+07
P90992	M2OM_CAEEL	misc-1	Mitochondrial 2-oxoglutarate/malate carrier protein	5.52455e+06
P90994	DJ11_CAEEL	djr-1.1	Glutathione-independent glyoxalase DJR-1.1	1.06113e+07
P91001	CSN5_CAEEL	csn-5	COP9 signalosome complex subunit 5	508782
P91020				3.05963e+07
P91027				1.72831e+07
P91079	SPTC1_CAEEL	sptl-1	Serine palmitoyltransferase 1	2.49572e+06
P91127	TPPP_CAEEL	tppp-1	Tubulin polymerization-promoting protein homolog	1.03347e+07
P91128	RL13_CAEEL	rpl-13	60S ribosomal protein L13	1.8461e+08
P91130				1.59548e+06
P91134	PURA_CAEEL	adss-1	Adenylosuccinate synthetase	1.66701e+07
P91151				3.20203e+06
P91154				3.23427e+06
P91156				2.77419e+06
P91175				6.15195e+06
P91180;Q95Q60				4.88586e+07
P91189				6.6143e+06
P91194				1.56055e+06
P91240	SRP72_CAEEL	srpa-72	Signal recognition particle subunit SRP72	7.62661e+06
P91252	GST6_CAEEL	gst-6	Probable glutathione S-transferase 6	2.45871e+06
P91253	GST7_CAEEL	gst-7	Probable glutathione S-transferase 7	2.69978e+07
P91268	PGAL_CAEEL	pgal-1	Probable peptidyl-alpha-hydroxyglycine alpha-amidating lyase pgal-1	1.55222e+06
P91276	IMA2_CAEEL	ima-2	Importin subunit alpha-2	4.48957e+06
P91277;Q8I7G8	HRPK1_CAEEL	hrpk-1	Heterogeneous nuclear ribonucleoprotein K homolog	2.03098e+07
P91283;Q7JNG1				7.71396e+07
P91284;Q6BEW1				941152
P91285	DPY5_CAEEL	dpy-5	Cuticle collagen dpy-5	4.71379e+06
P91303	VATG_CAEEL	vha-10	Probable V-type proton ATPase subunit G	4.77288e+07
P91306				3.40901e+07
P91340;Q86NC8				1.91755e+06
P91343	WDR12_CAEEL	wdr-12	Ribosome biogenesis protein WDR12 homolog	7.76424e+06
P91349	SPD5_CAEEL	spd-5	Spindle-defective protein 5	1.9944e+06
P91350				316261
P91353	RM24_CAEEL	mrpl-24	Probable 39S ribosomal protein L24, mitochondrial	4.9797e+06
P91373				2.09395e+06
P91374	RL15_CAEEL	rpl-15	60S ribosomal protein L15	7.05833e+07
P91390	RPN2_CAEEL	ostd-1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	5.36379e+06
P91398				1.3675e+07
P91401				2.02095e+07
P91408	AGT2L_CAEEL	eppl-1	Ethanolamine-phosphate phospho-lyase homolog 1	608027
P91423				4.83993e+07
P91427	PGK_CAEEL	pgk-1	Probable phosphoglycerate kinase	3.05783e+07
P91430	UBA5_CAEEL	uba-5	Ubiquitin-like modifier-activating enzyme 5	1.91042e+06
P91442				947721
P91455	APT_CAEEL	T19B4.3	Adenine phosphoribosyltransferase	2.62201e+07
P91457				323209
P91477	PSB2_CAEEL	pbs-4	Proteasome subunit beta type-2	1.17534e+07
P91491				2.09843e+06
P91495				2.60404e+06
P91499	SSP16_CAEEL	ssp-16	Sperm-specific class P protein 16	1.53042e+06
P91502				5.30976e+06
P91544				2.43466e+06
P91821;Q8I4F7				2.57666e+06
P91844				1.89116e+06
P91856	SERC_CAEEL	F26H9.5	Probable phosphoserine aminotransferase	5.48383e+06
P91859;Q7YXB8	MAP11_CAEEL	maph-1.1	Microtubule-associated protein homolog maph-1.1	1.96069e+07
P91871				9.02131e+06
P91910	TBA3_CAEEL	mec-12	Tubulin alpha-3 chain	3.47418e+06
P91913	RLA1_CAEEL	rla-1	60S acidic ribosomal protein P1	4.33224e+08
P91914	RL27_CAEEL	rpl-27	60S ribosomal protein L27	6.61442e+07
P91917	OLA1_CAEEL	ola-1	Obg-like ATPase 1	4.03208e+07
P91918	RSMB_CAEEL	snr-2	Probable small nuclear ribonucleoprotein-associated protein B	8.25482e+06
P91997				7.35481e+06
P91998				378664
P92005				1.93515e+07
P92022				1.3693e+06
P98080	UCR1_CAEEL	ucr-1	Cytochrome b-c1 complex subunit 1, mitochondrial	8.79827e+07
P98082	DAB2_HUMAN	DAB2	Disabled homolog 2	1.28609e+07
P98155	VLDLR_HUMAN	VLDLR	Very low-density lipoprotein receptor	476020
P98160	PGBM_HUMAN	HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein	1.95359e+07
P98175	RBM10_HUMAN	RBM10	RNA-binding protein 10	9.10477e+06
P98179	RBM3_HUMAN	RBM3	RNA-binding protein 3	1.83036e+07
P99999	CYC_HUMAN	CYCS	Cytochrome c	6.17024e+07
Q00055	GPD1_YEAST	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1	3.21265e+07
Q00059	TFAM_HUMAN	TFAM	Transcription factor A, mitochondrial	2.77483e+07
Q00169	PIPNA_HUMAN	PITPNA	Phosphatidylinositol transfer protein alpha isoform	7.72577e+06
Q00245	RHO3_YEAST	RHO3	GTP-binding protein RHO3	3.43478e+06
Q00325	MPCP_HUMAN	SLC25A3	Phosphate carrier protein, mitochondrial	1.22698e+08
Q00341	VIGLN_HUMAN	HDLBP	Vigilin	9.18797e+06
Q00362	2ABA_YEAST	CDC55	Protein phosphatase PP2A regulatory subunit B	1.16797e+06
Q00403	TF2B_HUMAN	GTF2B	Transcription initiation factor IIB	6.3299e+06
Q00526	CDK3_HUMAN	CDK3	Cyclin-dependent kinase 3	1.88362e+06
Q00534	CDK6_HUMAN	CDK6	Cyclin-dependent kinase 6	766314
Q00535	CDK5_HUMAN	CDK5	Cyclin-dependent-like kinase 5	1.22896e+07
Q00536	CDK16_HUMAN	CDK16	Cyclin-dependent kinase 16	2.69139e+06
Q00537	CDK17_HUMAN	CDK17	Cyclin-dependent kinase 17	323979
Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha	3.21491e+07
Q00587	BORG5_HUMAN	CDC42EP1	Cdc42 effector protein 1	2.78576e+06
Q00610	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	5.15913e+07
Q00613	HSF1_HUMAN	HSF1	Heat shock factor protein 1	1.13168e+06
Q00653	NFKB2_HUMAN	NFKB2	Nuclear factor NF-kappa-B p100 subunit	5.47962e+06
Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	6.09042e+07
Q00711	SDHA_YEAST	SDH1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	6.65325e+06
Q00764	TPS1_YEAST	TPS1	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit	2.79138e+07
Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5	1.68114e+07
Q00796	DHSO_HUMAN	SORD	Sorbitol dehydrogenase	5.89501e+07
Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	3.24107e+08
Q00955	ACAC_YEAST	ACC1	Acetyl-CoA carboxylase	1.22777e+07
Q01080	RPA49_YEAST	RPA49	DNA-directed RNA polymerase I subunit RPA49	3.22555e+07
Q01081	U2AF1_HUMAN	U2AF1	Splicing factor U2AF 35 kDa subunit	5.02353e+07
Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	5.19716e+07
Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR	1.13472e+07
Q01105	SET_HUMAN	SET	Protein SET	2.74734e+08
Q01130	SRSF2_HUMAN	SRSF2	Serine/arginine-rich splicing factor 2	8.99855e+07
Q01217	ARG56_YEAST	ARG5,6	Protein ARG5,6, mitochondrial	4.99406e+06
Q01415	GALK2_HUMAN	GALK2	N-acetylgalactosamine kinase	5.59309e+06
Q01433	AMPD2_HUMAN	AMPD2	AMP deaminase 2	3.16661e+06
Q01477	UBP3_YEAST	UBP3	Ubiquitin carboxyl-terminal hydrolase 3	322688
Q01484	ANK2_HUMAN	ANK2	Ankyrin-2	6.19499e+06
Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	4.52029e+07
Q01519	COX12_YEAST	COX12	Cytochrome c oxidase subunit 12, mitochondrial	1.61935e+07
Q01532	BLH1_YEAST	LAP3	Cysteine proteinase 1, mitochondrial	1.34993e+07
Q01560	NOP3_YEAST	NPL3	Nucleolar protein 3	1.33744e+07
Q01581	HMCS1_HUMAN	HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	3.20138e+06
Q01628	IFM3_HUMAN	IFITM3	Interferon-induced transmembrane protein 3	1.972e+07
Q01630;U4PE21	UNC33_CAEEL	unc-33	Protein unc-33	2.52375e+06
Q01650	LAT1_HUMAN	SLC7A5	Large neutral amino acids transporter small subunit 1	6.73864e+07
Q01658	NC2B_HUMAN	DR1	Protein Dr1	6.76638e+06
Q01662	MAP1_YEAST	MAP1	Methionine aminopeptidase 1	3.55438e+06
Q01664	TFAP4_HUMAN	TFAP4	Transcription factor AP-4	3.74316e+06
Q01780	EXOSX_HUMAN	EXOSC10	Exosome component 10	1.15034e+07
Q01804	OTUD4_HUMAN	OTUD4	OTU domain-containing protein 4	937916
Q01813	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	6.04677e+07
Q01831	XPC_HUMAN	XPC	DNA repair protein complementing XP-C cells	1.12006e+06
Q01844	EWS_HUMAN	EWSR1	RNA-binding protein EWS	1.65228e+07
Q01852	TIM44_YEAST	TIM44	Mitochondrial import inner membrane translocase subunit TIM44	1.70101e+06
Q01855	RS15_YEAST	RPS15	40S ribosomal protein S15	1.04427e+08
Q01939	PRS8_YEAST	RPT6	26S proteasome regulatory subunit 8 homolog	4.7842e+06
Q01970	PLCB3_HUMAN	PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	3.89598e+06
Q01976	ADPP_YEAST	YSA1	ADP-ribose pyrophosphatase	8.37379e+06
Q02040	AK17A_HUMAN	AKAP17A	A-kinase anchor protein 17A	1.85014e+06
Q02046	MTD1_YEAST	MTD1	Methylenetetrahydrofolate dehydrogenase [NAD(+)]	397755
Q02127	PYRD_HUMAN	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial	5.07465e+06
Q02196	KAPS_YEAST	MET14	Adenylyl-sulfate kinase	6.16889e+06
Q02201	OSH6_YEAST	OSH6	Oxysterol-binding protein homolog 6	711781
Q02207	FOX2_YEAST	FOX2	Peroxisomal hydratase-dehydrogenase-epimerase	1.24465e+06
Q02218	ODO1_HUMAN	OGDH	2-oxoglutarate dehydrogenase, mitochondrial	1.60425e+07
Q02241	KIF23_HUMAN	KIF23	Kinesin-like protein KIF23	6.78268e+06
Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	5.78493e+06
Q02326	RL6A_YEAST	RPL6A	60S ribosomal protein L6-A	1.38723e+07
Q02328	SLAP2_CAEEL	hipr-1	Huntington interacting protein related 1	4.85871e+06
Q02332	PDHK2_CAEEL	pdhk-2	Probable [pyruvate dehydrogenase (acetyl-transferring)] kinase, mitochondrial	999447
Q02335	TOM70_CAEEL	tomm-70	Mitochondrial import receptor subunit tomm-70	2.98049e+06
Q02388	CO7A1_HUMAN	COL7A1	Collagen alpha-1(VII) chain	2.11017e+06
Q02447	SP3_HUMAN	SP3	Transcription factor Sp3	588255
Q02486	ABF2_YEAST	ABF2	ARS-binding factor 2, mitochondrial	1.98346e+07
Q02543	RL18A_HUMAN	RPL18A	60S ribosomal protein L18a	1.50611e+08
Q02642	NACB1_YEAST	EGD1	Nascent polypeptide-associated complex subunit beta-1	5.2034e+07
Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	1.63648e+07
Q02753	RL21A_YEAST	RPL21A	60S ribosomal protein L21-A	4.49227e+07
Q02776	TIM50_YEAST	TIM50	Mitochondrial import inner membrane translocase subunit TIM50	1.755e+06
Q02784	GLRX5_YEAST	GRX5	Monothiol glutaredoxin-5, mitochondrial	2.98957e+06
Q02790	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	6.03296e+07
Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	1.64748e+07
Q02818	NUCB1_HUMAN	NUCB1	Nucleobindin-1	4.90532e+06
Q02821	IMA1_YEAST	SRP1	Importin subunit alpha	4.05175e+06
Q02878	RL6_HUMAN	RPL6	60S ribosomal protein L6	1.97188e+08
Q02880	TOP2B_HUMAN	TOP2B	DNA topoisomerase 2-beta	1.8694e+07
Q02932	KA120_YEAST	KAP120	Importin beta-like protein KAP120	162205
Q02952	AKA12_HUMAN	AKAP12	A-kinase anchor protein 12	5.59233e+06
Q02978	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	3.2111e+07
Q03001	DYST_HUMAN	DST	Dystonin	1.91297e+07
Q03034	FDC1_YEAST	FDC1	Ferulic acid decarboxylase 1	1.50378e+06
Q03048	COFI_YEAST	COF1	Cofilin	6.41965e+07
Q03102	YMN1_YEAST	YML131W	Uncharacterized membrane protein YML131W	2.27444e+06
Q03103	ERO1_YEAST	ERO1	Endoplasmic oxidoreductin-1	1.1928e+06
Q03104	MSC1_YEAST	MSC1	Meiotic sister chromatid recombination protein 1	1.6746e+07
Q03111	ENL_HUMAN	MLLT1	Protein ENL	1.685e+06
Q03154	ACY1_HUMAN	ACY1	Aminoacylase-1	2.33461e+07
Q03161	YMY9_YEAST	YMR099C	Glucose-6-phosphate 1-epimerase	6.13275e+06
Q03164	KMT2A_HUMAN	KMT2A	Histone-lysine N-methyltransferase 2A	1.19862e+06
Q03169	TNAP2_HUMAN	TNFAIP2	Tumor necrosis factor alpha-induced protein 2	8.68751e+06
Q03188	CENPC_HUMAN	CENPC	Centromere protein C	221484
Q03195	RLI1_YEAST	RLI1	Translation initiation factor RLI1	1.12976e+07
Q03206	RAC1_CAEEL	ced-10	Ras-related protein ced-10	1.34553e+06
Q03219	YM44_YEAST	YMR178W	Uncharacterized protein YMR178W	1.3558e+06
Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2	1.73678e+07
Q03262	PGM3_YEAST	PRM15	Phosphoribomutase	662818
Q03362	YD476_YEAST	YDR476C	Uncharacterized protein YDR476C	667218
Q03390	VPS60_YEAST	VPS60	Vacuolar protein-sorting-associated protein 60	903585
Q03393	PTPS_HUMAN	PTS	6-pyruvoyl tetrahydrobiopterin synthase	1.17315e+06
Q03468	ERCC6_HUMAN	ERCC6	DNA excision repair protein ERCC-6	962697
Q03518	TAP1_HUMAN	TAP1	Antigen peptide transporter 1	3.29885e+06
Q03519	TAP2_HUMAN	TAP2	Antigen peptide transporter 2	3.74249e+06
Q03558	OYE2_YEAST	OYE2	NADPH dehydrogenase 2	1.64968e+07
Q03559	YM8V_YEAST	YMR295C	Uncharacterized protein YMR295C	1.92635e+06
Q03565	BAF1_CAEEL	baf-1	Barrier-to-autointegration factor 1	1.44004e+07
Q03575	TTR5_CAEEL	ttr-5	Transthyretin-like protein 5	4.39743e+06
Q03577	SYDC_CAEEL	dars-1	Aspartate--tRNA ligase, cytoplasmic	5.22193e+07
Q03604	RIR1_CAEEL	rnr-1	Ribonucleoside-diphosphate reductase large subunit	4.33764e+06
Q03629	YMH9_YEAST	YML079W	Uncharacterized protein YML079W	571023
Q03640	TCB3_YEAST	TCB3	Tricalbin-3	1.3568e+06
Q03677	MTND_YEAST	ADI1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	1.76623e+06
Q03690	CLU_YEAST	CLU1	Clustered mitochondria protein 1	1.29033e+07
Q03701	CEBPZ_HUMAN	CEBPZ	CCAAT/enhancer-binding protein zeta	1.38809e+07
Q03769	ENT5_YEAST	ENT5	Epsin-5	305288
Q03835	GLRX3_YEAST	GRX3	Monothiol glutaredoxin-3	2.02368e+06
Q03862	ARX1_YEAST	ARX1	Probable metalloprotease ARX1	2.8789e+06
Q03940	RUVB1_YEAST	RVB1	RuvB-like protein 1	5.05575e+06
Q03973	HMO1_YEAST	HMO1	High mobility group protein 1	4.74255e+06
Q04013	YHM2_YEAST	YHM2	Citrate/oxoglutarate carrier protein	6.63809e+06
Q04062	RPN9_YEAST	RPN9	26S proteasome regulatory subunit RPN9	5.47579e+06
Q04066	KFA_YEAST	BNA7	Kynurenine formamidase	175225
Q04067	EIF3G_YEAST	TIF35	Eukaryotic translation initiation factor 3 subunit G	1.02028e+07
Q04119	PPN1_YEAST	PPN1	Endopolyphosphatase	1.56847e+06
Q04178	HPRT_YEAST	HPT1	Hypoxanthine-guanine phosphoribosyltransferase	5.16093e+06
Q04206	TF65_HUMAN	RELA	Transcription factor p65	4.19617e+06
Q04225	RRB1_YEAST	RRB1	Ribosome assembly protein RRB1	728381
Q04304	YMY0_YEAST	YMR090W	UPF0659 protein YMR090W	8.38313e+06
Q04323	UBXN1_HUMAN	UBXN1	UBX domain-containing protein 1	1.3537e+07
Q04336	YM54_YEAST	YMR196W	Uncharacterized protein YMR196W	3.35572e+06
Q04338	VTI1_YEAST	VTI1	t-SNARE VTI1	2.0661e+06
Q04341	MIX14_YEAST	MIX14	Mitochondrial intermembrane space cysteine motif-containing protein MIX14	2.23825e+06
Q04344	HNT1_YEAST	HNT1	Hit family protein 1	2.37978e+06
Q04371	ARMT1_YEAST	YMR027W	Damage-control phosphatase YMR027W	8.88187e+06
Q04409	EMI2_YEAST	EMI2	Putative glucokinase-2	4.44796e+06
Q04432	HSP31_YEAST	HSP31	Glutathione-independent glyoxalase HSP31	3.54066e+07
Q04438	SPG4_YEAST	SPG4	Stationary phase protein 4	9.23655e+06
Q04446	GLGB_HUMAN	GBE1	1,4-alpha-glucan-branching enzyme	2.93713e+07
Q04457	EST1_CAEEL	ges-1	Gut esterase 1	2.834e+06
Q04458	HFD1_YEAST	HFD1	Fatty aldehyde dehydrogenase HFD1	5.23608e+06
Q04491	SEC13_YEAST	SEC13	Protein transport protein SEC13	5.60396e+06
Q04636	POB3_YEAST	POB3	FACT complex subunit POB3	1.12532e+06
Q04637	IF4G1_HUMAN	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	4.46915e+07
Q04656	ATP7A_HUMAN	ATP7A	Copper-transporting ATPase 1	1.93742e+06
Q04695	K1C17_HUMAN	KRT17	Keratin, type I cytoskeletal 17	1.06283e+08
Q04721	NOTC2_HUMAN	NOTCH2	Neurogenic locus notch homolog protein 2	1.4345e+06
Q04726	TLE3_HUMAN	TLE3	Transducin-like enhancer protein 3	1.26986e+07
Q04727	TLE4_HUMAN	TLE4	Transducin-like enhancer protein 4	1.08888e+07
Q04728	ARGJ_YEAST	ARG7	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	1.37472e+06
Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase	8.32485e+07
Q04773	YMW4_YEAST	YMR074C	Uncharacterized protein YMR074C	1.52587e+06
Q04792	DCE_YEAST	GAD1	Glutamate decarboxylase	1.38898e+07
Q04828	AK1C1_HUMAN	AKR1C1	Aldo-keto reductase family 1 member C1	5.18635e+07
Q04833	LRP_CAEEL	lrp-1	Low-density lipoprotein receptor-related protein	1.19953e+06
Q04837	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial	3.58507e+07
Q04864	REL_HUMAN	REL	Proto-oncogene c-Rel	1.10967e+06
Q04869	YM94_YEAST	YMR315W	Uncharacterized protein YMR315W	1.75278e+07
Q04894	ADH6_YEAST	ADH6	NADP-dependent alcohol dehydrogenase 6	5.26375e+06
Q04908	PSMD3_CAEEL	rpn-3	26S proteasome non-ATPase regulatory subunit 3	1.27338e+07
Q04912	RON_HUMAN	MST1R	Macrophage-stimulating protein receptor	1.68166e+07
Q04917	1433F_HUMAN	YWHAH	14-3-3 protein eta	2.41006e+07
Q04935	COX20_YEAST	COX20	Cytochrome c oxidase assembly protein COX20, mitochondrial	1.59182e+06
Q04941	PLP2_HUMAN	PLP2	Proteolipid protein 2	3.36707e+07
Q04947	RTN1_YEAST	RTN1	Reticulon-like protein 1	2.11982e+07
Q04951	SCW10_YEAST	SCW10	Probable family 17 glucosidase SCW10	1.89811e+06
Q04969	SPC2_YEAST	SPC2	Signal peptidase complex subunit SPC2	607131
Q05015	FSH2_YEAST	FSH2	Family of serine hydrolases 2	2.0165e+06
Q05016	YM71_YEAST	YMR226C	NADP-dependent 3-hydroxy acid dehydrogenase	1.83796e+07
Q05027	TAF9_YEAST	TAF9	Transcription initiation factor TFIID subunit 9	564561
Q05036	HS110_CAEEL	hsp-110	Heat shock protein 110	2.84375e+07
Q05048	CSTF1_HUMAN	CSTF1	Cleavage stimulation factor subunit 1	8.54143e+06
Q05050	EIS1_YEAST	EIS1	Eisosome protein 1	4.56576e+06
Q05062	CDC42_CAEEL	cdc-42	Cell division control protein 42 homolog	2.3025e+06
Q05086	UBE3A_HUMAN	UBE3A	Ubiquitin-protein ligase E3A	920940
Q05209	PTN12_HUMAN	PTPN12	Tyrosine-protein phosphatase non-receptor type 12	1.48365e+06
Q05359	ERP1_YEAST	ERP1	Protein ERP1	2.22523e+06
Q05397	FAK1_HUMAN	PTK2	Focal adhesion kinase 1	1.1285e+07
Q05506	SYRC_YEAST	YDR341C	Arginine--tRNA ligase, cytoplasmic	2.54822e+07
Q05515	SVF1_YEAST	SVF1	Survival factor 1	933490
Q05518	PAL1_YEAST	PAL1	Protein PAL1	375750
Q05519	SRS11_HUMAN	SRSF11	Serine/arginine-rich splicing factor 11	2.1488e+07
Q05567	SGPL_YEAST	DPL1	Sphingosine-1-phosphate lyase	680209
Q05584	GLO2_YEAST	GLO2	Hydroxyacylglutathione hydrolase, cytoplasmic isozyme	2.38499e+06
Q05639	EF1A2_HUMAN	EEF1A2	Elongation factor 1-alpha 2	1.20516e+07
Q05655	KPCD_HUMAN	PRKCD	Protein kinase C delta type	3.23087e+06
Q05682	CALD1_HUMAN	CALD1	Caldesmon	1.66459e+07
Q05775	EIF3J_YEAST	HCR1	Eukaryotic translation initiation factor 3 subunit J	7.07818e+06
Q05778	POC1_YEAST	PBA1	Proteasome chaperone 1	1.50778e+06
Q05785	ENT2_YEAST	ENT2	Epsin-2	2.01352e+06
Q05788	PNPH_YEAST	PNP1	Purine nucleoside phosphorylase	799301
Q05812	MSC3_YEAST	MSC3	Meiotic sister-chromatid recombination protein 3	3.16165e+06
Q05905	HRI1_YEAST	HRI1	Protein HRI1	1.18733e+07
Q05911	PUR8_YEAST	ADE13	Adenylosuccinate lyase	2.53204e+06
Q05926	GLRX8_YEAST	GRX8	Glutaredoxin-8	2.39362e+06
Q05931	HSP7Q_YEAST	SSQ1	Heat shock protein SSQ1, mitochondrial	1.32688e+06
Q05933	ARPC3_YEAST	ARC18	Actin-related protein 2/3 complex subunit 3	4.70539e+06
Q05948	YL225_YEAST	YLR225C	Uncharacterized SVF1-like protein YLR225C	500452
Q05979	KYNU_YEAST	BNA5	Kynureninase	1.78645e+06
Q05D32	CTSL2_HUMAN	CTDSPL2	CTD small phosphatase-like protein 2	7.80902e+06
Q05D60	DEUP1_HUMAN	DEUP1	Deuterosome assembly protein 1	7.99515e+06
Q06089	YP098_YEAST	YPR098C	Uncharacterized mitochondrial outer membrane protein YPR098C	2.94856e+06
Q06103	RPN7_YEAST	RPN7	26S proteasome regulatory subunit RPN7	4.71182e+06
Q06124	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	9.11944e+06
Q06136	KDSR_HUMAN	KDSR	3-ketodihydrosphingosine reductase	5.27488e+06
Q06142	IMB1_YEAST	KAP95	Importin subunit beta-1	1.27316e+06
Q06146	YL257_YEAST	YLR257W	Uncharacterized protein YLR257W	3.02013e+06
Q06151	DCPS_YEAST	DCS1	m7GpppX diphosphatase	9.83432e+06
Q06168	SFH1_YEAST	SFH1	Chromatin structure-remodeling complex subunit SFH1	697300
Q06177	TMA10_YEAST	TMA10	Translation machinery-associated protein 10	7.02009e+06
Q06203	PUR1_HUMAN	PPAT	Amidophosphoribosyltransferase	1.33979e+08
Q06205	FKBP4_YEAST	FPR4	FK506-binding protein 4	1.09425e+06
Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	7.33609e+06
Q06252	YL179_YEAST	YLR179C	Uncharacterized protein YLR179C	1.88046e+07
Q06265	EXOS9_HUMAN	EXOSC9	Exosome complex component RRP45	7.40433e+06
Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	3.80264e+07
Q06336	GGA1_YEAST	GGA1	ADP-ribosylation factor-binding protein GGA1	2.47841e+06
Q06385	VPS74_YEAST	VPS74	Vacuolar protein sorting-associated protein 74	721029
Q06405	ATPK_YEAST	ATP17	ATP synthase subunit f, mitochondrial	1.4214e+07
Q06406	LSM6_YEAST	LSM6	U6 snRNA-associated Sm-like protein LSm6	5.94608e+06
Q06440	CORO_YEAST	CRN1	Coronin-like protein	7.41121e+06
Q06449	PIN3_YEAST	PIN3	[PSI+] inducibility protein 3	2.86455e+06
Q06489	MTNA_YEAST	MRI1	Methylthioribose-1-phosphate isomerase	1.06771e+06
Q06494	PLR1_YEAST	YPR127W	Putative pyridoxal reductase	2.85343e+07
Q06505	IWS1_YEAST	SPN1	Transcription factor SPN1	885477
Q06523	YP148_YEAST	YPR148C	Uncharacterized protein YPR148C	4.16254e+06
Q06546	GABPA_HUMAN	GABPA	GA-binding protein alpha chain	4.89731e+06
Q06547	GABP1_HUMAN	GABPB1	GA-binding protein subunit beta-1	2.40908e+06
Q06561	UNC52_CAEEL	unc-52	Basement membrane proteoglycan	9.22667e+06
Q06587	RING1_HUMAN	RING1	E3 ubiquitin-protein ligase RING1	1.28926e+07
Q06608	PDXH_YEAST	YPR172W	Pyridoxamine 5'-phosphate oxidase homolog	2.9965e+06
Q06625	GDE_YEAST	GDB1	Glycogen debranching enzyme	3.34291e+06
Q06630	MHR1_YEAST	MHR1	Mitochondrial homologous recombination protein 1	343368
Q06678	RM35_YEAST	MRPL35	54S ribosomal protein L35, mitochondrial	691766
Q06685	VIP1_YEAST	VIP1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	373126
Q06697	CDC73_YEAST	CDC73	Cell division control protein 73	518710
Q06705	CSR1_YEAST	CSR1	Phosphatidylinositol transfer protein CSR1	2.47002e+06
Q06787	FMR1_HUMAN	FMR1	Synaptic functional regulator FMR1	1.28123e+07
Q067X2				7.39959e+06
Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	5.28509e+08
Q07020	RL18_HUMAN	RPL18	60S ribosomal protein L18	1.83385e+08
Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	9.08524e+07
Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	5.08825e+07
