Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML
Q12156	AIM7_YEAST	AIM7	Protein AIM7	6.30033e+06
Q12159	YRA1_YEAST	YRA1	RNA annealing protein YRA1	2.44955e+07
Q12163	NBP2_YEAST	NBP2	NAP1-binding protein 2	653776
Q12164	POM33_YEAST	POM33	Pore membrane protein of 33 kDa	8.70939e+06
Q12165	ATPD_YEAST	ATP16	ATP synthase subunit delta, mitochondrial	2.05574e+07
Q12166	LEU9_YEAST	LEU9	2-isopropylmalate synthase 2, mitochondrial	1.42301e+06
Q12178	FCY1_YEAST	FCY1	Cytosine deaminase	435275
Q12179	YP245_YEAST	YPL245W	Uncharacterized protein YPL245W	1.35689e+06
Q12189	RPIA_YEAST	RKI1	Ribose-5-phosphate isomerase	2.86354e+06
Q12191	BUG1_YEAST	BUG1	Binder of USO1 and GRH1 protein 1	4.89222e+06
Q12207	NCE2_YEAST	NCE102	Non-classical export protein 2	2.30394e+07
Q12211	PUS1_YEAST	PUS1	tRNA pseudouridine synthase 1	1.48266e+06
Q12213	RL7B_YEAST	RPL7B	60S ribosomal protein L7-B	2.05112e+07
Q12230	LSP1_YEAST	LSP1	Sphingolipid long chain base-responsive protein LSP1	7.1941e+07
Q12233	ATPN_YEAST	ATP20	ATP synthase subunit g, mitochondrial	1.32176e+07
Q12250	RPN5_YEAST	RPN5	26S proteasome regulatory subunit RPN5	6.4023e+06
Q12265	KPR5_YEAST	PRS5	Ribose-phosphate pyrophosphokinase 5	4.63712e+06
Q12285	MDY2_YEAST	MDY2	Ubiquitin-like protein MDY2	5.11753e+06
Q12287	COX17_YEAST	COX17	Cytochrome c oxidase copper chaperone	4.91302e+06
Q12305	RDL1_YEAST	RDL1	Thiosulfate:glutathione sulfurtransferase	3.85865e+07
Q12306	SMT3_YEAST	SMT3	Ubiquitin-like protein SMT3	2.5968e+07
Q12314	SFM1_YEAST	SFM1	Protein arginine N-methyltransferase SFM1	4.97514e+06
Q12329	HSP42_YEAST	HSP42	Heat shock protein 42	1.74859e+07
Q12331	YFAS1_YEAST	YDR262W	FAS1 domain-containing protein YDR262W	1.69198e+06
Q12335	PST2_YEAST	PST2	Protoplast secreted protein 2	6.61261e+07
Q12344	GYP5_YEAST	GYP5	GTPase-activating protein GYP5	1.11027e+06
Q12349	ATP14_YEAST	ATP14	ATP synthase subunit H, mitochondrial	5.45877e+07
Q12354	APTH1_YEAST	YLR118C	Acyl-protein thioesterase 1	629319
Q12355	PST1_YEAST	PST1	Cell wall mannoprotein PST1	1.00132e+07
Q12363	WTM1_YEAST	WTM1	Transcriptional modulator WTM1	3.7286e+07
Q12377	RPN6_YEAST	RPN6	26S proteasome regulatory subunit RPN6	6.77286e+06
Q12402	YOP1_YEAST	YOP1	Protein YOP1	3.93409e+07
Q12404	MPD1_YEAST	MPD1	Protein disulfide-isomerase MPD1	638063
Q12434	GDIR_YEAST	RDI1	Rho GDP-dissociation inhibitor	6.48744e+06
Q12443	RTN2_YEAST	RTN2	Reticulon-like protein 2	2.16488e+07
Q12447	PAA1_YEAST	PAA1	Polyamine N-acetyltransferase 1	2.28722e+07
Q12449	AHA1_YEAST	AHA1	Hsp90 co-chaperone AHA1	6.86038e+06
Q12451	OSH2_YEAST	OSH2	Oxysterol-binding protein homolog 2	971974
Q12452	ERG27_YEAST	ERG27	3-keto-steroid reductase	3.50254e+06
Q12453	CEX1_YEAST	CEX1	Cytoplasmic export protein 1	1.01771e+06
Q12458	YPR1_YEAST	YPR1	Putative reductase 1	1.42989e+07
Q12460	NOP56_YEAST	NOP56	Nucleolar protein 56	1.27812e+07
Q12462	PEX11_YEAST	PEX11	Peroxisomal membrane protein PMP27	3.12097e+06
Q12464	RUVB2_YEAST	RVB2	RuvB-like protein 2	6.54938e+06
Q12466	TCB1_YEAST	TCB1	Tricalbin-1	3.04096e+06
Q12480	ETFA_YEAST	AIM45	Probable electron transfer flavoprotein subunit alpha, mitochondrial	5.72095e+06
Q12486	YOR31_YEAST	YOR131C	Uncharacterized hydrolase YOR131C	2.34779e+06
Q12496	YO098_YEAST	YOL098C	Uncharacterized protein YOL098C	431234
Q12497	FMP16_YEAST	FMP16	Protein FMP16, mitochondrial	6.23428e+07
Q12499	NOP58_YEAST	NOP58	Nucleolar protein 58	9.38523e+06
Q12511	PDP1_YEAST	PTC5	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	651762
Q12513	TMA17_YEAST	TMA17	Translation machinery-associated protein 17	3.42063e+07
Q12518	ENT1_YEAST	ENT1	Epsin-1	4.77731e+06
Q12522	IF6_YEAST	TIF6	Eukaryotic translation initiation factor 6	1.339e+07
Q12532	RQC2_YEAST	RQC2	Ribosome quality control complex subunit 2	976864
Q12680	GLT1_YEAST	GLT1	Glutamate synthase [NADH]	9.51855e+07
Q12692	H2AZ_YEAST	HTZ1	Histone H2A.Z	2.9393e+06
Q12746	PGA3_YEAST	PGA3	Plasma membrane-associated coenzyme Q6 reductase PGA3	1.21234e+06
Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5	2.53272e+06
Q12769	NU160_HUMAN	NUP160	Nuclear pore complex protein Nup160	8.43517e+06
Q12788	TBL3_HUMAN	TBL3	Transducin beta-like protein 3	7.66762e+06
Q12789	TF3C1_HUMAN	GTF3C1	General transcription factor 3C polypeptide 1	5.35643e+06
Q12792	TWF1_HUMAN	TWF1	Twinfilin-1	1.07605e+07
Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	2.42912e+07
Q12800	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	2.70826e+06
Q12802	AKP13_HUMAN	AKAP13	A-kinase anchor protein 13	3.43803e+06
Q12824	SNF5_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	8.33977e+06
Q12830	BPTF_HUMAN	BPTF	Nucleosome-remodeling factor subunit BPTF	3.43295e+06
Q12846	STX4_HUMAN	STX4	Syntaxin-4	8.35673e+06
Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	7.59081e+06
Q12857	NFIA_HUMAN	NFIA	Nuclear factor 1 A-type	4.38467e+06
Q12872	SFSWA_HUMAN	SFSWAP	Splicing factor, suppressor of white-apricot homolog	9.27843e+06
Q12873	CHD3_HUMAN	CHD3	Chromodomain-helicase-DNA-binding protein 3	1.1412e+07
Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	2.71361e+07
Q12888	TP53B_HUMAN	TP53BP1	TP53-binding protein 1	8.56169e+06
Q12894	IFRD2_HUMAN	IFRD2	Interferon-related developmental regulator 2	2.63848e+06
Q12899	TRI26_HUMAN	TRIM26	Tripartite motif-containing protein 26	1.17204e+06
Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	3.72353e+07
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	5.27624e+07
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	5.52573e+07
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	2.61504e+07
Q12926	ELAV2_HUMAN	ELAVL2	ELAV-like protein 2	1.47756e+07
Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	5.78314e+07
Q12933	TRAF2_HUMAN	TRAF2	TNF receptor-associated factor 2	1.32213e+06
Q12948	FOXC1_HUMAN	FOXC1	Forkhead box protein C1	6.97241e+06
Q12955	ANK3_HUMAN	ANK3	Ankyrin-3	7.33535e+06
Q12959	DLG1_HUMAN	DLG1	Disks large homolog 1	3.03106e+06
Q12962	TAF10_HUMAN	TAF10	Transcription initiation factor TFIID subunit 10	1.61303e+06
Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie	6.70272e+07
Q12972	PP1R8_HUMAN	PPP1R8	Nuclear inhibitor of protein phosphatase 1	7.31983e+06
Q12979	ABR_HUMAN	ABR	Active breakpoint cluster region-related protein	2.44502e+06
Q12982	BNIP2_HUMAN	BNIP2	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2	531636
Q12983	BNIP3_HUMAN	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	1.48117e+06
Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	5.40225e+06
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	3.29896e+07
Q13033	STRN3_HUMAN	STRN3	Striatin-3	2.92251e+06
Q13042	CDC16_HUMAN	CDC16	Cell division cycle protein 16 homolog	2.11626e+06
Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	1.67254e+06
Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	5.02391e+06
Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	1.14267e+07
Q13084	RM28_HUMAN	MRPL28	39S ribosomal protein L28, mitochondrial	1.62226e+06
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	9.0636e+06
Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	1.39579e+07
Q13107	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	6.06815e+06
Q13111	CAF1A_HUMAN	CHAF1A	Chromatin assembly factor 1 subunit A	2.55615e+06
Q13112	CAF1B_HUMAN	CHAF1B	Chromatin assembly factor 1 subunit B	1.49737e+07
Q13123	RED_HUMAN	IK	Protein Red	5.32854e+06
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	1.27036e+07
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	4.6277e+06
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	7.19834e+06
Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	1.15211e+07
Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	2.90354e+07
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	8.61249e+07
Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	1.10978e+07
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	2.51411e+07
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	3.1108e+06
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	6.18876e+07
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	9.73232e+06
Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	8.58259e+07
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	2.612e+06
Q13190	STX5_HUMAN	STX5	Syntaxin-5	4.58768e+06
Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	2.5516e+07
Q13206	DDX10_HUMAN	DDX10	Probable ATP-dependent RNA helicase DDX10	8.69696e+06
Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	4.89227e+06
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	3.94801e+06
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	4.21033e+07
Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	2.10521e+07
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	9.18714e+06
Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	1.03795e+08
Q13257	MD2L1_HUMAN	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A	1.0189e+07
Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	4.14984e+07
Q13277	STX3_HUMAN	STX3	Syntaxin-3	3.107e+06
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	6.26837e+07
Q13286	CLN3_HUMAN	CLN3	Battenin	1.97894e+06
Q13287	NMI_HUMAN	NMI	N-myc-interactor	1.62609e+06
Q13303	KCAB2_HUMAN	KCNAB2	Voltage-gated potassium channel subunit beta-2	2.08079e+06
Q13309	SKP2_HUMAN	SKP2	S-phase kinase-associated protein 2	1.3914e+06
Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	4.39728e+07
Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	457957
Q13322	GRB10_HUMAN	GRB10	Growth factor receptor-bound protein 10	2.57283e+06
Q13330	MTA1_HUMAN	MTA1	Metastasis-associated protein MTA1	1.51581e+07
Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	3.35458e+07
Q13356	PPIL2_HUMAN	PPIL2	RING-type E3 ubiquitin-protein ligase PPIL2	224776
Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	4.76655e+06
Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	1.12216e+07
Q13371	PHLP_HUMAN	PDCL	Phosducin-like protein	869584
Q13395	TARB1_HUMAN	TARBP1	Probable methyltransferase TARBP1	483312
Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	4.63107e+07
Q13405	RM49_HUMAN	MRPL49	39S ribosomal protein L49, mitochondrial	7.6285e+06
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	6.49697e+06
Q13416	ORC2_HUMAN	ORC2	Origin recognition complex subunit 2	2.39505e+06
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	2.68962e+06
Q13421	MSLN_HUMAN	MSLN	Mesothelin	96362.7
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	1.96395e+07
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	2.47293e+06
Q13426	XRCC4_HUMAN	XRCC4	DNA repair protein XRCC4	2.32118e+06
Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G	5.57075e+06
Q13428	TCOF_HUMAN	TCOF1	Treacle protein	2.25961e+07
Q13433	S39A6_HUMAN	SLC39A6	Zinc transporter ZIP6	3.17865e+06
Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	3.87297e+07
Q13438	OS9_HUMAN	OS9	Protein OS-9	3.10398e+06
Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	4.76883e+06
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	1.69804e+07
Q13443	ADAM9_HUMAN	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9	3.01328e+06
Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	6.12238e+06
Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	9.81253e+06
Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	1.74529e+06
Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	1.3502e+06
Q13472	TOP3A_HUMAN	TOP3A	DNA topoisomerase 3-alpha	1.68691e+06
Q13485	SMAD4_HUMAN	SMAD4	Mothers against decapentaplegic homolog 4	3.56399e+06
Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a3	674072
Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	1.9893e+07
Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	6.49735e+06
Q13503	MED21_HUMAN	MED21	Mediator of RNA polymerase II transcription subunit 21	1.46153e+06
Q13505	MTX1_HUMAN	MTX1	Metaxin-1	5.49159e+06
Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	1.84237e+08
Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	8.01625e+06
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	5.72705e+06
Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	2.51712e+06
Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	1.00434e+06
Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	2.55073e+07
Q13554	KCC2B_HUMAN	CAMK2B	Calcium/calmodulin-dependent protein kinase type II subunit beta	7.17099e+06
Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	1.56256e+06
Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	1.2794e+07
Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	8.64451e+06
Q13572	ITPK1_HUMAN	ITPK1	Inositol-tetrakisphosphate 1-kinase	4.36309e+06
Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	1.13207e+07
Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	1.90974e+07
Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	1.58601e+06
Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	1.51195e+07
Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	1.90564e+07
Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog	1.17378e+07
Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	7.89074e+06
Q13616	CUL1_HUMAN	CUL1	Cullin-1	7.87029e+06
Q13617	CUL2_HUMAN	CUL2	Cullin-2	1.55276e+06
Q13618	CUL3_HUMAN	CUL3	Cullin-3	4.28199e+06
Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	1.17601e+07
Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B	1.79151e+07
Q13625	ASPP2_HUMAN	TP53BP2	Apoptosis-stimulating of p53 protein 2	447094
Q13627	DYR1A_HUMAN	DYRK1A	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	381129
Q13630	FCL_HUMAN	TSTA3	GDP-L-fucose synthase	1.27298e+07
Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	4.31459e+06
Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein	2.42852e+06
Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	9.35736e+06
Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3	7.43556e+06
Q13671	RIN1_HUMAN	RIN1	Ras and Rab interactor 1	1.58317e+06
Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein	5.09784e+06
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	4.42821e+06
Q13740	CD166_HUMAN	ALCAM	CD166 antigen	4.03232e+06
Q13769	THOC5_HUMAN	THOC5	THO complex subunit 5 homolog	3.21364e+06
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	2.45765e+07
Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2	4.86995e+06
Q13825	AUHM_HUMAN	AUH	Methylglutaconyl-CoA hydratase, mitochondrial	1.67269e+06
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	1.07275e+08
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	1.43249e+07
Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	9.30543e+06
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	5.44168e+06
Q13887	KLF5_HUMAN	KLF5	Krueppel-like factor 5	5.35716e+06
Q13888;Q6P1K8	T2H2L_HUMAN;TF2H2_HUMAN	GTF2H2;GTF2H2C	General transcription factor IIH subunit 2	1.95005e+06
Q13895	BYST_HUMAN	BYSL	Bystin	1.82532e+07
Q13901	C1D_HUMAN	C1D	Nuclear nucleic acid-binding protein C1D	2.46776e+06
Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	5.69332e+06
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	1.17005e+07
Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	6.10426e+06
Q14004	CDK13_HUMAN	CDK13	Cyclin-dependent kinase 13	404927
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	3.99705e+07
Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	1.14747e+07
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	3.56283e+07
Q14031	CO4A6_HUMAN	COL4A6	Collagen alpha-6(IV) chain	682530
Q14061	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone	8.09205e+06
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	1.62516e+08
Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	7.22284e+06
Q14114	LRP8_HUMAN	LRP8	Low-density lipoprotein receptor-related protein 8	2.35324e+06
Q14116	IL18_HUMAN	IL18	Interleukin-18	2.27727e+07
Q14118	DAG1_HUMAN	DAG1	Dystroglycan	5.02944e+06
Q14119	VEZF1_HUMAN	VEZF1	Vascular endothelial zinc finger 1	738453
Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	2.28719e+07
Q14134	TRI29_HUMAN	TRIM29	Tripartite motif-containing protein 29	1.50557e+07
Q14135	VGLL4_HUMAN	VGLL4	Transcription cofactor vestigial-like protein 4	2.66775e+06
Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	9.52281e+06
Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	2.14274e+06
Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6	8.50333e+06
Q14146	URB2_HUMAN	URB2	Unhealthy ribosome biogenesis protein 2 homolog	2.82131e+06
Q14147	DHX34_HUMAN	DHX34	Probable ATP-dependent RNA helicase DHX34	889520
Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3	305337
Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	2.80039e+07
Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	2.72148e+07
Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	6.46534e+06
Q14156	EFR3A_HUMAN	EFR3A	Protein EFR3 homolog A	2.06431e+06
Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	1.4166e+07
Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	6.59075e+06
Q14161	GIT2_HUMAN	GIT2	ARF GTPase-activating protein GIT2	2.93684e+06
Q14165	MLEC_HUMAN	MLEC	Malectin	8.86034e+06
Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	7.46078e+06
Q14181	DPOA2_HUMAN	POLA2	DNA polymerase alpha subunit B	4.85918e+06
Q14185	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1	2.36837e+06
Q14186	TFDP1_HUMAN	TFDP1	Transcription factor Dp-1	294343
Q14191	WRN_HUMAN	WRN	Werner syndrome ATP-dependent helicase	654880
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	4.85285e+06
Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	1.365e+07
Q14197	ICT1_HUMAN	MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial	7.28508e+06
Q14202	ZMYM3_HUMAN	ZMYM3	Zinc finger MYM-type protein 3	3.34037e+06
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	5.14902e+06
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	1.9414e+07
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	1.05438e+07
Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	1.29361e+07
Q14241	ELOA1_HUMAN	ELOA	Elongin-A	6.24711e+06
Q14244	MAP7_HUMAN	MAP7	Ensconsin	2.40534e+07
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	4.11979e+07
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	1.17362e+07
Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	5.93319e+06
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	4.86878e+07
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	5.12956e+06
Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A	1.35694e+07
Q14331	FRG1_HUMAN	FRG1	Protein FRG1	1.01224e+07
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	2.34913e+06
Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	1.96015e+07
Q14432	PDE3A_HUMAN	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	9.46004e+06
Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	2.92989e+07
Q14493	SLBP_HUMAN	SLBP	Histone RNA hairpin-binding protein	1.98235e+06
Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	3.34045e+07
Q14527	HLTF_HUMAN	HLTF	Helicase-like transcription factor	8.03105e+06
Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	3.11169e+06
Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	3.78095e+06
Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	2.2022e+06
Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	4.02339e+07
Q14568	HS902_HUMAN	HSP90AA2P	Heat shock protein HSP 90-alpha A2	7.62976e+06
Q14571	ITPR2_HUMAN	ITPR2	Inositol 1,4,5-trisphosphate receptor type 2	5.72044e+06
Q14573	ITPR3_HUMAN	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3	6.24862e+06
Q14624	ITIH4_HUMAN	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4	65763
Q14643	ITPR1_HUMAN	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	3.29471e+06
Q14651	PLSI_HUMAN	PLS1	Plastin-1	3.41144e+06
Q14653	IRF3_HUMAN	IRF3	Interferon regulatory factor 3	6.37874e+06
Q14657	LAGE3_HUMAN	LAGE3	EKC/KEOPS complex subunit LAGE3	6.4398e+06
Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	3.81974e+06
Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	8.44394e+06
Q14676	MDC1_HUMAN	MDC1	Mediator of DNA damage checkpoint protein 1	2.08127e+06
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	5.11904e+07
Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	2.47995e+07
Q14684	RRP1B_HUMAN	RRP1B	Ribosomal RNA processing protein 1 homolog B	1.12099e+07
Q14687	GSE1_HUMAN	GSE1	Genetic suppressor element 1	1.60054e+06
Q14689	DIP2A_HUMAN	DIP2A	Disco-interacting protein 2 homolog A	8.1526e+06
Q14690	RRP5_HUMAN	PDCD11	Protein RRP5 homolog	9.57251e+06
