Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML
Q17RY6	LY6K_HUMAN	LY6K	Lymphocyte antigen 6K	2.23641e+06
Q18012				6.2072e+06
Q18020	HRG7_CAEEL	hrg-7	Aspartic protease 10	5.12521e+06
Q18026	KYNU_CAEEL	flu-2	Kynureninase	3.84323e+06
Q18032				6.56889e+06
Q18036				1.31621e+07
Q18038				2.00305e+06
Q18040	OAT_CAEEL	oatr-1	Probable ornithine aminotransferase, mitochondrial	4.21354e+07
Q18066	DIM_CAEEL	dim-1	Disorganized muscle protein 1	1.2242e+08
Q18074				9.61448e+06
Q18090	TOM40_CAEEL	tomm-40	Mitochondrial import receptor subunit TOM40 homolog	6.25523e+06
Q18095				7.07795e+06
Q18115	PSMD1_CAEEL	rpn-2	26S proteasome non-ATPase regulatory subunit 1	1.99044e+07
Q18120	TWK18_CAEEL	twk-18	TWiK family of potassium channels protein 18	521530
Q18124				7.73625e+06
Q18164	DPYD_CAEEL	dpyd-1	Dihydropyrimidine dehydrogenase [NADP(+)]	7.85791e+06
Q18198				2.7919e+06
Q18211	RCC1_CAEEL	ran-3	Regulator of chromosome condensation	8.73607e+06
Q18212	DX39B_CAEEL	hel-1	Spliceosome RNA helicase DDX39B homolog	2.98634e+07
Q18218				1.07862e+06
Q18231				490067
Q18240;Q7JMA9	SPR2_CAEEL	spr-2	Suppressor of presenilin-2	1.98255e+06
Q18246	RAP1_CAEEL	rap-1	Ras-related protein Rap-1	1.67198e+06
Q18257				954728
Q18265				1.71092e+06
Q18276				1.62847e+07
Q18357				1.20229e+06
Q18359	NDUA5_CAEEL	C33A12.1	Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	2.10828e+07
Q18409	RSP6_CAEEL	rsp-6	Probable splicing factor, arginine/serine-rich 6	1.3042e+07
Q18421	GRPE_CAEEL	C34C12.8	GrpE protein homolog, mitochondrial	8.06238e+06
Q18445				2.42045e+06
Q18453				1.35687e+06
Q18483				2.26494e+06
Q18486	COQ8_CAEEL	coq-8	Atypical kinase coq-8, mitochondrial	733023
Q18493	UAP1_CAEEL	C36A4.4	Probable UDP-N-acetylglucosamine pyrophosphorylase	6.62513e+06
Q18496;Q65ZB8				1.05639e+07
Q18529				1.58677e+06
Q18547				5.24335e+06
Q18577				2.62894e+07
Q18587				514255
Q18594	YC4B5_CAEEL	C44B7.5	Uncharacterized protein C44B7.5	464015
Q18597				1.48529e+06
Q18599				5.94835e+07
Q18625				1.40596e+07
Q18660				1.26478e+06
Q18668				114324
Q18674	RRP1_CAEEL	rrp-1	Ribosomal RNA processing protein 1 homolog	789481
Q18677	DHP2_CAEEL	dhp-2	Dihydropyrimidinase 2	324679
Q18678	SYSC_CAEEL	sars-1	Probable serine--tRNA ligase, cytoplasmic	1.9665e+07
Q18680	IPYR_CAEEL	pyp-1	Inorganic pyrophosphatase 1	3.08753e+07
Q18685	UN112_CAEEL	unc-112	Protein unc-112	3.49355e+06
Q18688	HSP90_CAEEL	daf-21	Heat shock protein 90	9.84226e+07
Q18705				2.20257e+06
Q18758				671352
Q18782				373508
Q18786	SMD2_CAEEL	snr-4	Probable small nuclear ribonucleoprotein Sm D2	8.70292e+06
Q18787	PRS7_CAEEL	rpt-1	26S proteasome regulatory subunit 7	1.01718e+07
Q18788	MAN12_CAEEL	C52E4.5	Mannosyl-oligosaccharide 1,2-alpha-mannosidase C52E4.5	1.5711e+06
Q18801	GMD1_CAEEL	bre-1	GDP-mannose 4,6 dehydratase 1	5.42173e+06
Q18803	ATPL2_CAEEL	asg-2	Probable ATP synthase subunit g 2, mitochondrial	3.16148e+07
Q18817				3.62517e+06
Q18822				1.45686e+06
Q18823	LAM2_CAEEL	lam-2	Laminin-like protein lam-2	7.7305e+06
Q18846	KS6A2_CAEEL	rskn-2	Putative ribosomal protein S6 kinase alpha-2	2.40123e+06
Q18851				1.53783e+06
Q18853				1.4176e+07
Q18864	SURF4_CAEEL	sft-4	Surfeit locus protein 4 homolog	3.60059e+06
Q18885	BTF3_CAEEL	icd-1	Transcription factor BTF3 homolog	3.09789e+07
Q18886				1.70732e+06
Q18905	CGP1_CAEEL	cgp-1	GTP-binding protein cgp-1	781745
Q18916				886576
Q18921				4.0792e+06
Q18926				2.65579e+06
Q18938	MAAI_CAEEL	gst-42	Probable maleylacetoacetate isomerase	2.6232e+06
Q18943				1.16802e+07
Q18946				2.54505e+06
Q18947				6.75373e+06
Q18967	EIF3F_CAEEL	eif-3.F	Eukaryotic translation initiation factor 3 subunit F	1.12467e+07
Q18983				366204
Q18990	PYR1_CAEEL	pyr-1	CAD protein	5.45401e+06
Q19007				4.77021e+07
Q19020	DYHC_CAEEL	dhc-1	Dynein heavy chain, cytoplasmic	2.49871e+06
Q19052	EIF2A_CAEEL	eif-2A	Eukaryotic translation initiation factor 2A	9.22148e+06
Q19057				1.06726e+07
Q19058				3.10547e+06
Q19063				4.49008e+06
Q19064				8.57838e+06
Q19086				1.25948e+07
Q19087	DNPEP_CAEEL	dnpp-1	Aspartyl aminopeptidase	1.96209e+07
Q19102				1.69836e+07
Q19126				3.49137e+07
Q19128;Q8MQ86;Q8T3E5				3.34667e+06
Q19130;Q95QM8				1.8259e+06
Q19133				3.09544e+06
Q19202	APY1_CAEEL	apy-1	Apyrase apy-1	1.02993e+07
Q19203	UNC98_CAEEL	unc-98	Zinc finger protein unc-98	2.53497e+07
Q19240;Q95QM5				3.34909e+06
Q19246				1.56966e+07
Q19264	DEOC_CAEEL	F09E5.3	Putative deoxyribose-phosphate aldolase	7.90542e+06
Q19265				306506
Q19278;Q8MNT7				1.92351e+07
Q19289	IFB1_CAEEL	ifb-1	Intermediate filament protein ifb-1	6.51167e+07
Q19302				2.8023e+06
Q19311	PUR4_CAEEL	pfas-1	Probable phosphoribosylformylglycinamidine synthase	911862
Q19324				3.74359e+06
Q19326	ASF1_CAEEL	unc-85	Probable histone chaperone asf-1	1.6786e+06
Q19328				3.54717e+07
Q19329	TSR1_CAEEL	tag-151	Pre-rRNA-processing protein TSR1 homolog	7.35514e+06
Q19338	MON2_CAEEL	mon-2	Monensin-resistant homolog 2	333315
Q19339				5.70456e+06
Q19341	3HAO_CAEEL	haao-1	3-hydroxyanthranilate 3,4-dioxygenase	2.61264e+06
Q19371				3.66785e+06
Q19393				314684
Q19416				2.65423e+06
Q19420	IMPA1_CAEEL	ttx-7	Inositol monophosphatase ttx-7	1.05621e+07
Q19433				930188
Q19437				1.85453e+07
Q19491				502649
Q19519				253829
Q19537	RFA1_CAEEL	rpa-1	Probable replication factor A 73 kDa subunit	6.54973e+06
Q19554				8.16799e+06
Q19564	OXDD2_CAEEL	ddo-2	D-aspartate oxidase 2	2.37329e+06
Q19579				4.16726e+06
Q19584;Q9U3I6	UFD1_CAEEL	ufd-1	Ubiquitin fusion degradation protein 1 homolog	1.03429e+06
Q19615				2.10139e+06
Q19626	VATB_CAEEL	vha-12	Probable V-type proton ATPase subunit B	1.23712e+08
Q19642	ZW10_CAEEL	czw-1	Centromere/kinetochore protein zw10 homolog	1.5921e+06
Q19655				3.74704e+06
Q19661				876641
Q19663				1.73701e+06
Q19680				3.63195e+06
Q19694				2.14227e+06
Q19699				5.54137e+06
Q19706	EIF3G_CAEEL	eif-3.G	Eukaryotic translation initiation factor 3 subunit G	1.16582e+07
Q19713	SYFB_CAEEL	fars-3	Phenylalanine--tRNA ligase beta subunit	8.04597e+06
Q19714	TMCO1_CAEEL	F22B5.10	Calcium load-activated calcium channel homolog	1.76624e+06
Q19722	SYNC_CAEEL	nars-1	Asparagine--tRNA ligase, cytoplasmic	1.12266e+07
Q19743	H13_CAEEL	hil-3	Histone H1.3	1.27647e+07
Q19749	ODP2_CAEEL	dlat-1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	2.64109e+07
Q19752				323612
Q19753	YU0O_CAEEL	F23B12.7	Uncharacterized protein F23B12.7	1.09426e+06
Q19766	TOM20_CAEEL	tomm-20	Mitochondrial import receptor subunit TOM20 homolog	2.32735e+07
Q19781				489143
Q19782	IFD2_CAEEL	ifd-2	Intermediate filament protein ifd-2	1.67414e+06
Q19790				2.06617e+06
Q19818				643720
Q19824				473769
Q19825	SYRC_CAEEL	rars-1	Probable arginine--tRNA ligase, cytoplasmic	1.36372e+07
Q19826	RPAB3_CAEEL	rpb-8	Probable DNA-directed RNA polymerases I, II, and III subunit RPABC3	1.93375e+06
Q19832	MSP3_CAEEL	msp-3	Major sperm protein 3	4.65674e+06
Q19842	PCCA_CAEEL	pcca-1	Propionyl-CoA carboxylase alpha chain, mitochondrial	2.48977e+07
Q19853				6.40256e+06
Q19869	RL26_CAEEL	rpl-26	60S ribosomal protein L26	5.4425e+07
Q19877	RS23_CAEEL	rps-23	40S ribosomal protein S23	1.6792e+08
Q19905	UGDH_CAEEL	sqv-4	UDP-glucose 6-dehydrogenase	4.6944e+06
Q19948	YPP4_CAEEL	F32A5.4	Uncharacterized protein F32A5.4	1.11003e+07
Q19965				443083
Q19967	EMO1_CAEEL	emo-1	Protein transport protein Sec61 subunit gamma	2.28508e+06
Q19969	IMA3_CAEEL	ima-3	Importin subunit alpha-3	3.10711e+06
Q19973				8.59755e+06
Q1ED39	KNOP1_HUMAN	KNOP1	Lysine-rich nucleolar protein 1	7.8646e+06
Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	2.77378e+07
Q1NZ18;Q22015				140559
Q1XFY9				1.31856e+08
Q1ZXU7				803374
Q20025	PROF2_CAEEL	pfn-2	Profilin-2	1.93309e+07
Q20034				2.0576e+06
Q20049				1.23726e+07
Q20053				2.49992e+07
Q20057				1.21461e+06
Q20058				2.84588e+06
Q20062				5.92823e+06
Q20065	P4HA2_CAEEL	phy-2	Prolyl 4-hydroxylase subunit alpha-2	7.1414e+06
Q20086	UGT58_CAEEL	ugt-58	Putative UDP-glucuronosyltransferase ugt-58	486857
Q20107				6.24157e+06
Q20117	GSH1_CAEEL	gcs-1	Glutamate--cysteine ligase	1.61973e+06
Q20121				7.26626e+06
Q20122				1.31708e+07
Q20140	KAD1_CAEEL	F38B2.4	Adenylate kinase isoenzyme 1	1.66964e+07
Q20168	COPB2_CAEEL	copb-2	Probable coatomer subunit beta'	1.10437e+07
Q20173				3.61115e+06
Q20203				2.02912e+07
Q20206				3.2341e+07
Q20219				6.98964e+06
Q20223	FABP1_CAEEL	lbp-1	Fatty acid-binding protein homolog 1	3.35078e+07
Q20224	FABP2_CAEEL	lbp-2	Fatty acid-binding protein homolog 2	2.73683e+07
Q20228	RS9_CAEEL	rps-9	40S ribosomal protein S9	2.43113e+08
Q20229				889087
Q20230	KCY2_CAEEL	F40F8.1	UMP-CMP kinase 2	2.12166e+06
Q20264				1.17848e+07
Q20277				6.00226e+07
Q20300;V6CLH1	ELO5_CAEEL	elo-5	Elongation of very long chain fatty acids protein 5	1.57445e+06
Q20303	ELO6_CAEEL	elo-6	Elongation of very long chain fatty acids protein 6	9.21268e+06
Q20306				3.2578e+06
Q20310				5.15186e+06
Q20311				725806
Q20312				1.57747e+06
Q20329				5.09788e+06
Q20330				2.93817e+06
Q20334	TNNI1_CAEEL	tni-1	Troponin I 1	1.0442e+07
Q20358				2.61639e+06
Q20363	SIP1_CAEEL	sip-1	Stress-induced protein 1	6.89031e+07
Q20384;Q8MQ51				5.03756e+06
Q20412	NDUB2_CAEEL	F44G4.2	Probable NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	4.68476e+06
Q20448				4.12113e+06
Q20456;S6F568				1.22269e+06
Q20476				895120
Q20496	GDIR_CAEEL	rhi-1	Probable rho GDP-dissociation inhibitor	2.03098e+06
Q20502	HUTH1_CAEEL	haly-1	Histidine ammonia-lyase	2.96925e+06
Q20507	ACBP3_CAEEL	acbp-3	Acyl-CoA-binding protein homolog 3	2.14869e+07
Q20584;Q27GQ5				2.78241e+06
Q20585	PSMD6_CAEEL	rpn-7	26S proteasome non-ATPase regulatory subunit 6	6.32752e+06
Q20626				1.24937e+07
Q20627				1.23435e+07
Q20628				7.24629e+06
Q20634				2.85119e+07
Q20641				5.6912e+06
Q20643				1.67831e+06
Q20647	R23A2_CAEEL	rpl-25.2	60S ribosomal protein L23a 2	1.0843e+08
Q20655	14332_CAEEL	ftt-2	14-3-3-like protein 2	1.89664e+08
Q20660;Q7JP52				6.75611e+06
Q20676;Q8WQF1				1.61558e+07
Q20684				1.21341e+08
Q20697				465976
Q20711				1.58543e+06
Q20719	NDUV2_CAEEL	F53F4.10	Probable NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	1.67892e+07
Q20720				4.91238e+06
Q20724				5.1488e+06
Q20748	ATAD3_CAEEL	atad-3	ATPase family AAA domain-containing protein 3	7.16032e+06
Q20751	IF5A2_CAEEL	iff-2	Eukaryotic translation initiation factor 5A-2	5.87651e+07
Q20772	GCDH_CAEEL	F54D5.7	Probable glutaryl-CoA dehydrogenase, mitochondrial	2.15234e+06
Q20774				1.75005e+07
Q20779	COX6A_CAEEL	cox-6A	Cytochrome c oxidase subunit 6A, mitochondrial	1.68723e+07
Q20780				9.36458e+07
Q20796				2.42443e+06
Q20819	EFTS_CAEEL	tsfm-1	Elongation factor Ts, mitochondrial	3.03199e+06
Q20822	SRP68_CAEEL	srpa-68	Probable signal recognition particle subunit SRP68	1.54481e+06
Q20829				1.5351e+06
Q20848	P5CR_CAEEL	F55G1.9	Putative pyrroline-5-carboxylate reductase	656162
Q20865				6.99231e+06
Q20875	DHX15_CAEEL	ddx-15	Pre-mRNA-splicing factor ATP-dependent RNA helicase ddx-15	1.54822e+06
Q20877				1.60063e+07
Q20898	IFET1_CAEEL	ifet-1	Translational repressor ifet-1	1.39135e+07
Q20921;Q20922				4.13947e+06
Q20932	BYN1_CAEEL	byn-1	Uncharacterized protein byn-1	1.94719e+06
Q20938	PS11A_CAEEL	rpn-6.1	Probable 26S proteasome regulatory subunit rpn-6.1	1.11222e+07
Q20950				1.42436e+07
Q20964				1.31822e+07
Q20970	SYMC_CAEEL	mars-1	Methionine--tRNA ligase, cytoplasmic	8.8436e+06
Q20974				4.76212e+06
Q21000				1.4316e+08
Q21004				2.07675e+06
Q21012	ENOPH_CAEEL	F58H1.3	Enolase-phosphatase E1	1.54009e+06
Q21018	CRI3_CAEEL	cri-3	Conserved regulator of innate immunity protein 3	2.35724e+07
Q21021;Q86G90				1.29808e+07
Q21053				3.28202e+06
Q21086	GNL3_CAEEL	nst-1	Guanine nucleotide-binding protein-like 3 homolog	7.37494e+06
Q21121	MCU_CAEEL	mcu-1	Calcium uniporter protein, mitochondrial	500211
Q21122	F2612_CAEEL	pfkb-1.2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase	1.00078e+06
Q21153	CMC1_CAEEL	K02F3.2	Probable calcium-binding mitochondrial carrier K02F3.2	7.86247e+06
Q21154	MOMA1_CAEEL	moma-1	MICOS complex subunit MIC27	7.98264e+06
Q21155				2.6418e+06
Q21166	SUR5_CAEEL	sur-5	Acetoacetyl-CoA synthetase	4.17749e+06
Q21193	PROF3_CAEEL	pfn-3	Profilin-3	9.92611e+06
Q21210				1.56391e+07
Q21215	GBLP_CAEEL	rack-1	Guanine nucleotide-binding protein subunit beta-2-like 1	1.79408e+08
Q21217	GABT_CAEEL	gta-1	Probable 4-aminobutyrate aminotransferase, mitochondrial	2.71405e+07
Q21225				1.07902e+06
Q21228				412667
Q21233				1.36977e+07
Q21241				624309
Q21253	GELS1_CAEEL	gsnl-1	Gelsolin-like protein 1	7.01721e+06
Q21265	TIMPL_CAEEL	tag-225	Putative metalloproteinase inhibitor tag-225	7.36645e+06
Q21274				1.43971e+06
Q21276	NOP56_CAEEL	nol-56	Nucleolar protein 56	2.70167e+07
Q21281	MUP4_CAEEL	mup-4	Transmembrane matrix receptor MUP-4	2.37503e+06
Q21284				1.13393e+07
Q21285				3.01347e+06
Q21295;Q9U3B9;Q9U3C1				3.14244e+06
Q21322				1.40943e+06
Q21351				3.61785e+07
Q21355	GST4_CAEEL	gst-4	Glutathione S-transferase 4	2.36026e+06
Q21392				9.97676e+06
Q21436				296073
Q21443	LMN1_CAEEL	lmn-1	Lamin-1	4.0227e+07
Q21452	LIAS_CAEEL	M01F1.3	Lipoyl synthase, mitochondrial	285703
Q21463;Q65ZI9				1.05762e+06
Q21465				2.03228e+07
Q21473				2.88519e+06
Q21481				2.39082e+07
Q21525				4.1347e+06
Q21541				6.52252e+06
Q21544				7.1907e+06
Q21549				8.60303e+06
Q21551	CHCH3_CAEEL	chch-3	MICOS complex subunit MIC19	1.23118e+07
Q21554	DDB1_CAEEL	ddb-1	DNA damage-binding protein 1	1.46589e+06
Q21559				1.4813e+07
Q21568	NH2L1_CAEEL	M28.5	NHP2-like protein 1 homolog	8.377e+07
Q21592				392026
Q21601				949594
Q21603				1.53669e+06
Q21614;Q8WQD8				3.9966e+06
Q21624	CORO_CAEEL	cor-1	Coronin-like protein cor-1	2.51928e+06
Q21633				1.42374e+07
Q21643;Q7Z2A5				207371
Q21693	IF4E2_CAEEL	ife-2	Eukaryotic translation initiation factor 4E-2	5.92736e+06
Q21730				2.37205e+06
Q21732				1.83387e+07
Q21735	NTF2_CAEEL	ran-4	Probable nuclear transport factor 2	1.07698e+07
Q21742				9.34568e+06
Q21746				3.21848e+07
Q21747;Q21748;Q86NF2				391048
Q21750				2.22293e+06
Q21752	VDAC_CAEEL	vdac-1	Probable voltage-dependent anion-selective channel	1.25889e+08
Q21754				9.86129e+06
Q21763				2.13986e+07
Q21770	WAGO1_CAEEL	wago-1	Argonaute protein wago-1	8.85919e+06
Q21774	PUR8_CAEEL	adsl-1	Adenylosuccinate lyase	1.23556e+07
Q21793				908336
Q21801				539296
Q21817				3.87173e+07
Q21824	TDX1_CAEEL	prdx-3	Probable peroxiredoxin prdx-3	3.51443e+07
Q21826				2.07522e+06
Q21828	MPC1_CAEEL	mpc-1	Probable mitochondrial pyruvate carrier 1	1.98119e+06
Q21832				1.14002e+07
Q21840;Q9U395				973206
Q21854				3.00717e+06
Q21884				3.27981e+06
Q21888				2.4109e+07
Q21891;Q9U389	ALLO1_CAEEL	allo-1		1.42332e+06
Q21902	MCM5_CAEEL	mcm-5	DNA replication licensing factor mcm-5	1.75356e+07
Q21916				5.14547e+06
Q21926	SYIC_CAEEL	iars-1	Isoleucine--tRNA ligase, cytoplasmic	7.63788e+06
Q21929	DCXR_CAEEL	dhs-21	L-xylulose reductase	4.73718e+06
Q21930	RL28_CAEEL	rpl-28	60S ribosomal protein L28	1.55884e+08
Q21939	RM49_CAEEL	mrpl-49	Probable 39S ribosomal protein L49, mitochondrial	2.68235e+06
Q21955	MED15_CAEEL	mdt-15	Mediator of RNA polymerase II transcription subunit 15	1.69326e+06
Q21961				265547
Q21962				1.01992e+07
Q21966	ASP4_CAEEL	asp-4	Aspartic protease 4	1.2189e+07
Q21986	NAA25_CAEEL	cra-1	N-terminal acetyltransferase B complex subunit NAA25 homolog	2.73708e+06
Q21993	PFD5_CAEEL	pfd-5	Probable prefoldin subunit 5	1.12226e+07
Q21994;Q6AHR3;Q9BI73				9.40463e+06
Q22017	FAD1_CAEEL	flad-1	Probable FAD synthase	494768
Q22018	KTHY_CAEEL	dtmk-1	Thymidylate kinase	3.99666e+06
Q22020				2.24825e+06
Q22021	ATPK_CAEEL	R53.4	Putative ATP synthase subunit f, mitochondrial	1.48315e+07
Q22037	ROA1_CAEEL	hrp-1	Heterogeneous nuclear ribonucleoprotein A1	1.32249e+07
Q22038	RHO1_CAEEL	rho-1	Ras-like GTP-binding protein rhoA	3.07087e+07
Q22046				756259
Q22053	FBRL_CAEEL	fib-1	rRNA 2'-O-methyltransferase fibrillarin	5.90027e+07
Q22054	RS16_CAEEL	rps-16	40S ribosomal protein S16	2.83283e+08
Q22065				1.31157e+06
Q22067	AATC_CAEEL	got-1.2	Aspartate aminotransferase, cytoplasmic	1.39582e+07
Q22099;Q95ZQ3	SYK_CAEEL	kars-1	Lysine--tRNA ligase	4.12175e+07
Q22100	THILH_CAEEL	kat-1	Acetyl-CoA acetyltransferase homolog, mitochondrial	4.38594e+07
Q22101				1.84246e+07
Q22111	MMAA1_CAEEL	mmaa-1	Methylmalonic aciduria type A homolog, mitochondrial	1.22908e+06
Q22129				5.65863e+06
Q22135				5.38503e+06
Q22137				5.62824e+06
Q22140				1.23542e+06
Q22161				1.18631e+06
Q22169	SSRB_CAEEL	trap-2	Translocon-associated protein subunit beta	1.32098e+07
Q22170				1.62472e+06
Q22183				677447
Q22192				1.63286e+06
Q22235	ENPL1_CAEEL	enpl-1	Endoplasmin homolog	1.55099e+08
Q22240				578691
Q22253				5.92267e+07
Q22263				2.65619e+06
Q22285	TTR46_CAEEL	ttr-46	Transthyretin-like protein 46	6.96263e+06
Q22288	TTR15_CAEEL	ttr-15	Transthyretin-like protein 15	1.36586e+07
Q22290;Q9U376				3.23744e+06
Q22308				1.36522e+06
Q22341				3.6725e+06
Q22347	ACADM_CAEEL	acdh-10	Probable medium-chain specific acyl-CoA dehydrogenase 10, mitochondrial	1.51845e+07
Q22352				3.48307e+07
Q22370				1.86837e+08
Q22460	BCA1_CAEEL	bca-1	Beta carbonic anhydrase 1	1.38471e+06
Q22469				4.44073e+06
Q22492	HEXA_CAEEL	hex-1	Beta-hexosaminidase A	1.01041e+06
Q22494	VATH2_CAEEL	vha-15	Probable V-type proton ATPase subunit H 2	1.73056e+07
Q22505	IMMT1_CAEEL	immt-1	MICOS complex subunit MIC60-1	8.22741e+06
Q22508				1.13213e+07
Q22515;Q5WRQ0				1.56507e+07
Q22531	AMP2_CAEEL	T16G12.1	Putative aminopeptidase-2	3.74061e+06
Q22562				1.97511e+07
Q22601				948066
Q22620				2.98025e+07
Q22623				1.31773e+06
Q22633	HPPD_CAEEL	hpd-1	4-hydroxyphenylpyruvate dioxygenase	1.14506e+07
Q22640	ERH_CAEEL	erh-1	Enhancer of rudimentary homolog	2.91544e+06
Q22647	TIM50_CAEEL	scpl-4	Mitochondrial import inner membrane translocase subunit TIM50	2.85496e+06
Q22666				838603
Q22716				4.54977e+07
Q22719;Q7JLZ9				4.2989e+06
Q22743				2.02124e+06
Q22749				996464
Q22758				3.21008e+06
Q22763				5.45271e+06
Q22781				1.4095e+07
Q22792				4.07153e+06
Q22800				1.46019e+06
Q22814				3.95474e+06
Q22866	TPM1_CAEEL	lev-11	Tropomyosin isoforms a/b/d/f	3.74266e+08
Q22885	BROX_CAEEL	B0507.2	BRO1 domain-containing protein BROX homolog	195199
Q22918;Q8I7H7	IF5_CAEEL	C37C3.2	Eukaryotic translation initiation factor 5	4.19824e+06
Q22922				4.76593e+06
Q22945				2.22844e+06
Q22966				1.5362e+06
Q22968				1.61675e+07
Q22972				1.29644e+07
Q22993				2.98835e+07
Q23050				5.9905e+07
Q23058	SSP9_CAEEL	ssp-9	Sperm-specific class P protein 9/11	2.16517e+07
Q23069				575224
Q23089				2.23717e+06
Q23092	FABP4_CAEEL	lbp-4	Fatty acid-binding protein homolog 4	1.66853e+06
Q23098				5.09426e+06
Q23121	RSP1_CAEEL	rsp-1	Probable splicing factor, arginine/serine-rich 1	1.02296e+07
Q23146				6.219e+06
Q23155				787264
Q23158				1.18782e+07
Q23179				5.06506e+06
Q23186				581847
Q23191				2.45624e+06
Q23195				235137
Q23202	SBDS_CAEEL	sbds-1	Ribosome maturation protein SBDS	1.16173e+07
Q23215				370195
Q23223	MTR4_CAEEL	mtr-4	mRNA transport homolog 4	1.88897e+06
Q23227				468802
Q23232	WDR4_CAEEL	wdr-4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit	2.09153e+06
Q23237	PSB3_CAEEL	pbs-3	Proteasome subunit beta type-3	1.67107e+07
Q23280	DAF41_CAEEL	daf-41	Co-chaperone protein daf-41	2.90006e+07
Q23295	MPPB_CAEEL	mppb-1	Mitochondrial-processing peptidase subunit beta	2.61234e+06
Q23307	YHB8_CAEEL	ZC412.3	Uncharacterized protein ZC412.3	965105
Q23312	RS7_CAEEL	rps-7	40S ribosomal protein S7	6.48212e+07
Q23314	RRP7_CAEEL	ZC434.4	Ribosomal RNA-processing protein 7 homolog	707453
Q23315				1.93651e+07
Q23320				2.23916e+07
Q23338				2.82998e+06
Q23360				698586
Q23378				1.36574e+07
Q23381	MUTA_CAEEL	mmcm-1	Probable methylmalonyl-CoA mutase, mitochondrial	3.35489e+06
Q23382				2.73773e+06
Q23445	SAR1_CAEEL	ZK180.4	GTP-binding protein SAR1	1.27006e+07
Q23449	PSMD8_CAEEL	rpn-12	26S proteasome non-ATPase regulatory subunit 8	5.56026e+06
Q23451				1.31493e+07
Q23463				2.81195e+06
Q23487				1.06518e+07
Q23495	HEAT1_CAEEL	toe-1	HEAT repeat-containing protein 1 homolog	1.81667e+06
Q23500	ACOC_CAEEL	aco-1	Probable cytoplasmic aconitate hydratase	2.00753e+07
Q23525	YWIE_CAEEL	ZK546.14	Uncharacterized protein ZK546.14	1.88214e+06
Q23526;Q7JPD6				4.06905e+06
Q23543				1.72874e+06
Q23551	UNC22_CAEEL	unc-22	Twitchin	4.44565e+07
Q23552				9.86233e+06
Q23571	ODB2_CAEEL	dbt-1	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	8.96103e+06
Q23597				5.12761e+06
Q23604				4.44955e+06
Q23614				1.60514e+06
Q23621				1.15188e+08
Q23624				5.24728e+06
Q23629	DHTK1_CAEEL	ogdh-2	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial	3.51859e+06
Q23643				1.77759e+06
Q23655	NLTP1_CAEEL	nlt-1	Non-specific lipid-transfer protein-like 1	1.92102e+07
Q23660				709648
Q23670	TOP2_CAEEL	top-2	DNA topoisomerase 2 top-2	3.78111e+06
Q23680	VATF_CAEEL	vha-9	Probable V-type proton ATPase subunit F	2.5137e+07
Q27245	YH24_CAEEL	lap-2	Putative aminopeptidase W07G4.4	2.15915e+07
Q27249	TPM3_CAEEL	lev-11	Tropomyosin isoforms c/e	8.28587e+07
Q27257	DIF1_CAEEL	dif-1	Protein dif-1	1.33818e+07
Q27274	RO60_CAEEL	rop-1	60 kDa SS-A/Ro ribonucleoprotein homolog	4.87248e+06
Q27371	TNNT_CAEEL	mup-2	Troponin T	4.10915e+07
Q27389	RL13A_CAEEL	rpl-16	60S ribosomal protein L13a	5.86624e+07
Q27464	G6PD_CAEEL	gspd-1	Glucose-6-phosphate 1-dehydrogenase	2.52267e+06
Q27473				5.47207e+06
Q27487	CATA1_CAEEL	ctl-2	Peroxisomal catalase 1	1.19892e+07
Q27488	PSA2_CAEEL	pas-2	Proteasome subunit alpha type-2	1.18522e+07
Q27492				176488
Q27493				871403
Q27504	CAH3_CAEEL	cah-3	Putative carbonic anhydrase 3	1.76756e+06
Q27511	H2AV_CAEEL	htz-1	Histone H2A.V	1.67672e+07
Q27512;Q7JMT5				1.66805e+06
Q27527	ENO_CAEEL	enol-1	Enolase	8.5072e+08
Q27532	H33L2_CAEEL	his-74	Histone H3.3-like type 2	7.36095e+07
Q27535	KARG2_CAEEL	ZC434.8	Probable arginine kinase ZC434.8	1.24019e+07
Q27874	PAT3_CAEEL	pat-3	Integrin beta pat-3	895286
Q27888	LDH_CAEEL	ldh-1	L-lactate dehydrogenase	1.50059e+07
Q27GU2				7.17126e+06
Q27J81	INF2_HUMAN	INF2	Inverted formin-2	1.05777e+07
