Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20201002yuanch_Connie_TCPA_60minDIA_b4-5.mzML
Q02318	CP27A_HUMAN	CYP27A1	Sterol 26-hydroxylase, mitochondrial	4.65382e+06
Q02388	CO7A1_HUMAN	COL7A1	Collagen alpha-1(VII) chain	5.49024e+07
Q02543	RL18A_HUMAN	RPL18A	Large ribosomal subunit protein eL20	1.24906e+08
Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	3.37786e+07
Q02790	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	1.17342e+08
Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	1.72935e+08
Q02818	NUCB1_HUMAN	NUCB1	Nucleobindin-1	4.69397e+07
Q02878	RL6_HUMAN	RPL6	Large ribosomal subunit protein eL6	2.53534e+08
Q02880	TOP2B_HUMAN	TOP2B	DNA topoisomerase 2-beta	2.99156e+07
Q02952	AKA12_HUMAN	AKAP12	A-kinase anchor protein 12	2.75035e+07
Q02978	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	1.81491e+07
Q03001	DYST_HUMAN	DST	Dystonin	2.92851e+07
Q03013	GSTM4_HUMAN	GSTM4	Glutathione S-transferase Mu 4	7.1184e+06
Q03111	ENL_HUMAN	MLLT1	Protein ENL	1.28497e+07
Q03113	GNA12_HUMAN	GNA12	Guanine nucleotide-binding protein subunit alpha-12	1.09786e+06
Q03135	CAV1_HUMAN	CAV1	Caveolin-1	2.33749e+08
Q03154	ACY1_HUMAN	ACY1	Aminoacylase-1	7.25645e+07
Q03169	TNAP2_HUMAN	TNFAIP2	Tumor necrosis factor alpha-induced protein 2	2.42719e+07
Q03188	CENPC_HUMAN	CENPC	Centromere protein C	3.30263e+06
Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2	1.67826e+08
Q03518	TAP1_HUMAN	TAP1	Antigen peptide transporter 1	1.57331e+07
Q03519	TAP2_HUMAN	TAP2	Antigen peptide transporter 2	1.67499e+07
Q03591	FHR1_HUMAN	CFHR1	Complement factor H-related protein 1	2.98674e+07
Q03692	COAA1_HUMAN	COL10A1	Collagen alpha-1(X) chain	2.1145e+09
Q03701	CEBPZ_HUMAN	CEBPZ	CCAAT/enhancer-binding protein zeta	912757
Q04206	TF65_HUMAN	RELA	Transcription factor p65	3.4591e+07
Q04323	UBXN1_HUMAN	UBXN1	UBX domain-containing protein 1	2.66197e+07
Q04446	GLGB_HUMAN	GBE1	1,4-alpha-glucan-branching enzyme	2.74189e+07
Q04637	IF4G1_HUMAN	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	2.66177e+07
Q04656	ATP7A_HUMAN	ATP7A	Copper-transporting ATPase 1	7.2624e+06
Q04721	NOTC2_HUMAN	NOTCH2	Neurogenic locus notch homolog protein 2	3.45915e+06
Q04726	TLE3_HUMAN	TLE3	Transducin-like enhancer protein 3	2.7016e+07
Q04743	EMX2_HUMAN	EMX2	Homeobox protein EMX2	1.92363e+06
Q04756	HGFA_HUMAN	HGFAC	Hepatocyte growth factor activator	1.4003e+07
Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase	1.77517e+08
Q04771	ACVR1_HUMAN	ACVR1	Activin receptor type-1	4.59884e+06
Q04837	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial	5.12232e+07
Q04917	1433F_HUMAN	YWHAH	14-3-3 protein eta	5.18125e+08
Q05048	CSTF1_HUMAN	CSTF1	Cleavage stimulation factor subunit 1	1.53557e+07
Q05086	UBE3A_HUMAN	UBE3A	Ubiquitin-protein ligase E3A	1.41572e+07
Q05193	DYN1_HUMAN	DNM1	Dynamin-1	5.54249e+07
Q05209	PTN12_HUMAN	PTPN12	Tyrosine-protein phosphatase non-receptor type 12	1.03184e+07
Q05397	FAK1_HUMAN	PTK2	Focal adhesion kinase 1	1.63673e+07
Q05519	SRS11_HUMAN	SRSF11	Serine/arginine-rich splicing factor 11	3.52736e+07
Q05639	EF1A2_HUMAN	EEF1A2	Elongation factor 1-alpha 2	1.93503e+07
Q05655	KPCD_HUMAN	PRKCD	Protein kinase C delta type	5.77694e+06
Q05682	CALD1_HUMAN	CALD1	Caldesmon	4.69495e+08
Q05707	COEA1_HUMAN	COL14A1	Collagen alpha-1(XIV) chain	1.44705e+09
Q06033	ITIH3_HUMAN	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	1.8238e+09
Q06124	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	2.28298e+07
Q06136	KDSR_HUMAN	KDSR	3-ketodihydrosphingosine reductase	3.24788e+07
Q06203	PUR1_HUMAN	PPAT	Amidophosphoribosyltransferase	2.05415e+07
Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	2.86058e+07
Q06265	EXOS9_HUMAN	EXOSC9	Exosome complex component RRP45	2.83536e+07
Q06278	AOXA_HUMAN	AOX1	Aldehyde oxidase	1.757e+07
Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	1.65551e+08
Q06330	SUH_HUMAN	RBPJ	Recombining binding protein suppressor of hairless	1.41637e+07
Q06413	MEF2C_HUMAN	MEF2C	Myocyte-specific enhancer factor 2C	3.63729e+06
Q06546	GABPA_HUMAN	GABPA	GA-binding protein alpha chain	1.16813e+07
Q06587	RING1_HUMAN	RING1	E3 ubiquitin-protein ligase RING1	1.50721e+07
Q06787	FMR1_HUMAN	FMR1	Fragile X messenger ribonucleoprotein 1	2.51862e+07
Q06828	FMOD_HUMAN	FMOD	Fibromodulin	8.61083e+07
Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	1.34896e+09
Q07020	RL18_HUMAN	RPL18	Large ribosomal subunit protein eL18	3.61589e+08
Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	9.12192e+07
Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	4.65766e+08
Q07075	AMPE_HUMAN	ENPEP	Glutamyl aminopeptidase	9.31269e+07
Q07092	COGA1_HUMAN	COL16A1	Collagen alpha-1(XVI) chain	5.00382e+07
Q07157	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	4.7327e+07
Q07352	TISB_HUMAN	ZFP36L1	mRNA decay activator protein ZFP36L1	4.1329e+06
Q07507	DERM_HUMAN	DPT	Dermatopontin	1.80313e+09
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	9.95665e+07
Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	2.21825e+07
Q07817	B2CL1_HUMAN	BCL2L1	Bcl-2-like protein 1	3.43228e+06
Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1	3.04311e+07
Q07889	SOS1_HUMAN	SOS1	Son of sevenless homolog 1	1.33999e+07
Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	5.52969e+08
Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	7.83931e+07
Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	1.96238e+08
Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	1.67166e+07
Q08174	PCDH1_HUMAN	PCDH1	Protocadherin-1	3.06703e+06
Q08209	PP2BA_HUMAN	PPP3CA	Protein phosphatase 3 catalytic subunit alpha	1.65089e+08
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	4.64132e+08
Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	4.57072e+07
Q08378	GOGA3_HUMAN	GOLGA3	Golgin subfamily A member 3	3.9269e+07
Q08379	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2	2.1057e+07
Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	8.93438e+07
Q08397	LOXL1_HUMAN	LOXL1	Lysyl oxidase homolog 1	1.29395e+07
Q08431	MFGM_HUMAN	MFGE8	Lactadherin	1.3721e+07
Q08623	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	5.96368e+06
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	1.43164e+07
Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	7.02934e+06
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	3.678e+07
Q08AD1	CAMP2_HUMAN	CAMSAP2	Calmodulin-regulated spectrin-associated protein 2	2.48422e+06
Q08AF3	SLFN5_HUMAN	SLFN5	Schlafen family member 5	1.24626e+07
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	1.18193e+07
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	1.63171e+07
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	8.63782e+07
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	1.72148e+07
Q09472	EP300_HUMAN	EP300	Histone acetyltransferase p300	3.86061e+08
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	6.99853e+08
Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	7.13002e+06
Q0VDG4	SCRN3_HUMAN	SCRN3	Secernin-3	4.63944e+06
Q0VF96	CGNL1_HUMAN	CGNL1	Cingulin-like protein 1	9.69988e+06
Q0ZGT2	NEXN_HUMAN	NEXN	Nexilin	8.06505e+06
Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	3.21073e+07
Q10472	GALT1_HUMAN	GALNT1	Polypeptide N-acetylgalactosaminyltransferase 1	5.81949e+06
Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	2.34908e+07
Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	1.20901e+07
Q10586	DBP_HUMAN	DBP	D site-binding protein	3.52052e+07
Q10588	BST1_HUMAN	BST1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	5.18501e+07
Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	1.74932e+07
Q12756	KIF1A_HUMAN	KIF1A	Kinesin-like protein KIF1A	5.63473e+06
Q12765	SCRN1_HUMAN	SCRN1	Secernin-1	1.71154e+07
Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5	1.2084e+07
Q12769	NU160_HUMAN	NUP160	Nuclear pore complex protein Nup160	2.18384e+07
Q12778	FOXO1_HUMAN	FOXO1	Forkhead box protein O1	6.07141e+06
Q12788	TBL3_HUMAN	TBL3	Transducin beta-like protein 3	6.46629e+06
Q12789	TF3C1_HUMAN	GTF3C1	General transcription factor 3C polypeptide 1	2.67904e+08
Q12792	TWF1_HUMAN	TWF1	Twinfilin-1	3.51316e+07
Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	3.7018e+07
Q12800	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	1.38281e+07
Q12805	FBLN3_HUMAN	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	4.66545e+07
Q12816	TROP_HUMAN	TRO	Trophinin	1.24932e+08
Q12824	SNF5_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	2.83423e+07
Q12841	FSTL1_HUMAN	FSTL1	Follistatin-related protein 1	7.75731e+06
Q12846	STX4_HUMAN	STX4	Syntaxin-4	1.30045e+07
Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	4.98599e+06
Q12860	CNTN1_HUMAN	CNTN1	Contactin-1	6.44777e+07
Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	2.59274e+07
Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	1.88722e+07
Q12884	SEPR_HUMAN	FAP	Prolyl endopeptidase FAP	1.41302e+07
Q12888	TP53B_HUMAN	TP53BP1	TP53-binding protein 1	1.97671e+07
Q12894	IFRD2_HUMAN	IFRD2	Interferon-related developmental regulator 2	3.23674e+06
Q12899	TRI26_HUMAN	TRIM26	Tripartite motif-containing protein 26	3.9768e+06
Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	4.69194e+07
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	1.51177e+08
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	8.84342e+07
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	5.5385e+07
Q12912	IRAG2_HUMAN	IRAG2	Inositol 1,4,5-triphosphate receptor associated 2	8.30178e+06
Q12923	PTN13_HUMAN	PTPN13	Tyrosine-protein phosphatase non-receptor type 13	6.43083e+06
Q12929	EPS8_HUMAN	EPS8	Epidermal growth factor receptor kinase substrate 8	3.06083e+06
Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	7.13599e+07
Q12955	ANK3_HUMAN	ANK3	Ankyrin-3	6.83562e+06
Q12959	DLG1_HUMAN	DLG1	Disks large homolog 1	1.85348e+07
Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie	8.05771e+07
Q12972	PP1R8_HUMAN	PPP1R8	Nuclear inhibitor of protein phosphatase 1	8.01609e+06
Q12974	TP4A2_HUMAN	PTP4A2	Protein tyrosine phosphatase type IVA 2	4.99704e+06
Q12979	ABR_HUMAN	ABR	Active breakpoint cluster region-related protein	1.86224e+07
Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	7.96585e+06
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	1.39952e+08
Q13017	RHG05_HUMAN	ARHGAP5	Rho GTPase-activating protein 5	5.32781e+06
Q13033	STRN3_HUMAN	STRN3	Striatin-3	7.37433e+07
Q13042	CDC16_HUMAN	CDC16	Cell division cycle protein 16 homolog	2.35239e+06
Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	3.02095e+07
Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	1.46929e+07
Q13049	TRI32_HUMAN	TRIM32	E3 ubiquitin-protein ligase TRIM32	3.36201e+06
Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	2.33256e+07
Q13084	RM28_HUMAN	MRPL28	Large ribosomal subunit protein bL28m	4.42948e+06
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	1.49056e+07
Q13094	LCP2_HUMAN	LCP2	Lymphocyte cytosolic protein 2	4.93405e+06
Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	4.92585e+07
Q13107	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	3.28209e+06
Q13123	RED_HUMAN	IK	Protein Red	1.44448e+07
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	7.41171e+07
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	2.75603e+07
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	7.40209e+07
Q13137	CACO2_HUMAN	CALCOCO2	Calcium-binding and coiled-coil domain-containing protein 2	1.76538e+06
Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	1.13079e+07
Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	4.748e+07
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	9.69997e+07
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	1.49079e+07
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	2.1497e+07
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	1.01021e+08
Q13163	MP2K5_HUMAN	MAP2K5	Dual specificity mitogen-activated protein kinase kinase 5	4.17416e+08
Q13164	MK07_HUMAN	MAPK7	Mitogen-activated protein kinase 7	4.15519e+06
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	3.14252e+07
Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	1.4834e+08
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	1.10333e+07
Q13190	STX5_HUMAN	STX5	Syntaxin-5	1.95696e+07
Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	7.17185e+07
Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	1.98509e+07
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	2.1546e+08
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	4.22141e+07
Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	5.8979e+07
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	1.82789e+07
Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	1.59369e+08
Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	1.25171e+08
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	6.0814e+07
Q13303	KCAB2_HUMAN	KCNAB2	Voltage-gated potassium channel subunit beta-2	8.2469e+06
Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	2.58161e+08
Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	6.53502e+07
Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	7.95847e+06
Q13330	MTA1_HUMAN	MTA1	Metastasis-associated protein MTA1	3.28755e+07
Q13332	PTPRS_HUMAN	PTPRS	Receptor-type tyrosine-protein phosphatase S	2.26786e+06
Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	2.12886e+07
Q13356	PPIL2_HUMAN	PPIL2	RING-type E3 ubiquitin-protein ligase PPIL2	1.73964e+06
Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	4.47379e+06
Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	4.68031e+07
Q13371	PHLP_HUMAN	PDCL	Phosducin-like protein	3.27611e+06
Q13393	PLD1_HUMAN	PLD1	Phospholipase D1	509272
Q13402	MYO7A_HUMAN	MYO7A	Unconventional myosin-VIIa	1.74737e+06
Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	2.12753e+07
Q13405	RM49_HUMAN	MRPL49	Large ribosomal subunit protein mL49	4.07265e+06
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	2.90453e+08
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	1.11727e+08
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	1.82316e+07
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	1.60946e+08
Q13428	TCOF_HUMAN	TCOF1	Treacle protein	1.66697e+07
Q13433	S39A6_HUMAN	SLC39A6	Zinc transporter ZIP6	4.59027e+06
Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	5.28525e+07
Q13438	OS9_HUMAN	OS9	Protein OS-9	5.76895e+06
Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	7.9742e+06
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	1.09485e+08
Q13444	ADA15_HUMAN	ADAM15	Disintegrin and metalloproteinase domain-containing protein 15	5.32503e+06
Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	4.36735e+07
Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	6.35964e+07
Q13454	TUSC3_HUMAN	TUSC3	Tumor suppressor candidate 3	1.51158e+07
Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	8.33267e+07
Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	3.5114e+06
Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a 3	2.86748e+07
Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	5.59049e+07
Q13496	MTM1_HUMAN	MTM1	Myotubularin	5.61279e+06
Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	1.11077e+07
Q13505	MTX1_HUMAN	MTX1	Metaxin-1	1.43087e+07
Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	1.23036e+08
Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	2.33163e+07
Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	3.08663e+07
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	3.58279e+07
Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	3.94338e+06
Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	1.64566e+07
Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	7.39217e+07
Q13554	KCC2B_HUMAN	CAMK2B	Calcium/calmodulin-dependent protein kinase type II subunit beta	7.92858e+06
Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	5.38904e+06
Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	3.4552e+07
Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	5.88696e+07
Q13563	PKD2_HUMAN	PKD2	Polycystin-2	3.47273e+06
Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	4.52165e+07
Q13568	IRF5_HUMAN	IRF5	Interferon regulatory factor 5	3.8004e+06
Q13572	ITPK1_HUMAN	ITPK1	Inositol-tetrakisphosphate 1-kinase	1.92114e+07
Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	1.89078e+07
Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	1.20834e+07
Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	6.81653e+06
Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	2.66546e+07
Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	6.22737e+07
Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog	4.20678e+06
Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	5.06177e+06
Q13613	MTMR1_HUMAN	MTMR1	Myotubularin-related protein 1	4.28717e+07
Q13614	MTMR2_HUMAN	MTMR2	Myotubularin-related protein 2	6.76661e+06
Q13616	CUL1_HUMAN	CUL1	Cullin-1	1.05688e+07
Q13617	CUL2_HUMAN	CUL2	Cullin-2	1.15851e+07
Q13618	CUL3_HUMAN	CUL3	Cullin-3	2.06372e+07
Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	1.17083e+08
Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B	1.33239e+07
Q13625	ASPP2_HUMAN	TP53BP2	Apoptosis-stimulating of p53 protein 2	4.73205e+06
Q13627	DYR1A_HUMAN	DYRK1A	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	5.1215e+06
Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	3.26023e+07
Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	1.82849e+07
Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	2.56706e+07
Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein	1.93819e+07
Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	4.68962e+07
Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3	2.51646e+07
Q13671	RIN1_HUMAN	RIN1	Ras and Rab interactor 1	4.45799e+06
Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein	4.4999e+06
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	5.92107e+07
Q13740	CD166_HUMAN	ALCAM	CD166 antigen	3.22314e+06
Q13796	SHRM2_HUMAN	SHROOM2	Protein Shroom2	3.03332e+06
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	1.7253e+08
Q13822	ENPP2_HUMAN	ENPP2	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	1.40117e+07
Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2	1.18757e+07
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	2.54787e+08
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	4.91082e+07
Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	7.95916e+06
Q13884	SNTB1_HUMAN	SNTB1	Beta-1-syntrophin	9.19421e+07
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	1.11223e+08
Q13895	BYST_HUMAN	BYSL	Bystin	8.5795e+06
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	5.78311e+06
Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	1.33179e+07
Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	1.41313e+07
Q14005	IL16_HUMAN	IL16	Pro-interleukin-16	2.17353e+07
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	2.64619e+07
Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	8.62666e+07
Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	2.64792e+07
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	4.89076e+07
Q14050	CO9A3_HUMAN	COL9A3	Collagen alpha-3(IX) chain	1.62947e+08
Q14055	CO9A2_HUMAN	COL9A2	Collagen alpha-2(IX) chain	2.73854e+08
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	4.50533e+08
Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	4.04581e+07
Q14112	NID2_HUMAN	NID2	Nidogen-2	1.71797e+08
Q14116	IL18_HUMAN	IL18	Interleukin-18	4.28374e+07
Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	1.59665e+07
Q14119	VEZF1_HUMAN	VEZF1	Vascular endothelial zinc finger 1	5.64006e+06
Q14135	VGLL4_HUMAN	VGLL4	Transcription cofactor vestigial-like protein 4	5.49662e+06
Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	1.96755e+07
Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	1.74705e+07
Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6	4.44195e+07
Q14142	TRI14_HUMAN	TRIM14	Tripartite motif-containing protein 14	5.4796e+06
Q14145	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1	7.24946e+06
Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3	3.49568e+06
Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	1.64365e+07
