Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200929yuanch_Connie_TCPA_60minDIA_b2-2.mzML
Q04828	AK1C1_HUMAN	AKR1C1	Aldo-keto reductase family 1 member C1	4.88727e+06
Q04837	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial	9.57085e+07
Q04917	1433F_HUMAN	YWHAH	14-3-3 protein eta	1.74412e+08
Q04941	PLP2_HUMAN	PLP2	Proteolipid protein 2	1.06202e+08
Q05048	CSTF1_HUMAN	CSTF1	Cleavage stimulation factor subunit 1	2.94292e+07
Q05084	ICA69_HUMAN	ICA1	Islet cell autoantigen 1	5.40724e+06
Q05086	UBE3A_HUMAN	UBE3A	Ubiquitin-protein ligase E3A	6.89867e+06
Q05193	DYN1_HUMAN	DNM1	Dynamin-1	3.70538e+06
Q05315	LEG10_HUMAN	CLC	Galectin-10	6.01443e+06
Q05397	FAK1_HUMAN	PTK2	Focal adhesion kinase 1	6.32199e+06
Q05519	SRS11_HUMAN	SRSF11	Serine/arginine-rich splicing factor 11	1.13439e+07
Q05655	KPCD_HUMAN	PRKCD	Protein kinase C delta type	5.87964e+06
Q05682	CALD1_HUMAN	CALD1	Caldesmon	1.08415e+08
Q05707	COEA1_HUMAN	COL14A1	Collagen alpha-1(XIV) chain	3.78821e+08
Q05DH4	FHI1A_HUMAN	FHIP1A	FHF complex subunit HOOK-interacting protein 1A	6.42983e+06
Q06033	ITIH3_HUMAN	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	1.2087e+07
Q06124	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	3.2634e+07
Q06136	KDSR_HUMAN	KDSR	3-ketodihydrosphingosine reductase	2.46328e+07
Q06203	PUR1_HUMAN	PPAT	Amidophosphoribosyltransferase	1.06056e+07
Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	7.38338e+08
Q06278	AOXA_HUMAN	AOX1	Aldehyde oxidase	7.18213e+07
Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	1.00902e+08
Q06330	SUH_HUMAN	RBPJ	Recombining binding protein suppressor of hairless	2.59356e+06
Q06546	GABPA_HUMAN	GABPA	GA-binding protein alpha chain	2.87788e+06
Q06587	RING1_HUMAN	RING1	E3 ubiquitin-protein ligase RING1	5.73107e+06
Q06787	FMR1_HUMAN	FMR1	Fragile X messenger ribonucleoprotein 1	2.33903e+07
Q06828	FMOD_HUMAN	FMOD	Fibromodulin	9.0981e+06
Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	1.10285e+09
Q07020	RL18_HUMAN	RPL18	Large ribosomal subunit protein eL18	5.22816e+08
Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	8.03144e+07
Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	9.54535e+07
Q07075	AMPE_HUMAN	ENPEP	Glutamyl aminopeptidase	4.47523e+06
Q07092	COGA1_HUMAN	COL16A1	Collagen alpha-1(XVI) chain	3.47601e+07
Q07157	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	1.85979e+07
Q07507	DERM_HUMAN	DPT	Dermatopontin	1.27968e+09
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	6.23765e+07
Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	1.83654e+07
Q07817	B2CL1_HUMAN	BCL2L1	Bcl-2-like protein 1	2.98542e+06
Q07820	MCL1_HUMAN	MCL1	Induced myeloid leukemia cell differentiation protein Mcl-1	1.32841e+06
Q07837	SLC31_HUMAN	SLC3A1	Amino acid transporter heavy chain SLC3A1	3.11812e+06
Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1	1.51602e+07
Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	2.28141e+07
Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	7.22075e+07
Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	6.44544e+07
Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	4.66564e+06
Q08209	PP2BA_HUMAN	PPP3CA	Protein phosphatase 3 catalytic subunit alpha	1.97209e+07
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	6.54941e+07
Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	1.56584e+08
Q08378	GOGA3_HUMAN	GOLGA3	Golgin subfamily A member 3	2.61748e+07
Q08379	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2	1.50664e+07
Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	8.31418e+08
Q08426	ECHP_HUMAN	EHHADH	Peroxisomal bifunctional enzyme	7.40264e+06
Q08431	MFGM_HUMAN	MFGE8	Lactadherin	8.74923e+06
Q08495	DEMA_HUMAN	DMTN	Dematin	5.319e+06
Q08623	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	4.88877e+06
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	1.79067e+07
Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	5.37477e+06
Q08830	FGL1_HUMAN	FGL1	Fibrinogen-like protein 1	1.44013e+07
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	1.76446e+07
Q08AF3	SLFN5_HUMAN	SLFN5	Schlafen family member 5	8.41642e+06
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	1.30919e+07
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	9.86545e+06
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	3.06584e+07
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	1.54637e+07
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	6.74878e+08
Q0IIM8	TBC8B_HUMAN	TBC1D8B	TBC1 domain family member 8B	7.5059e+06
Q0VD83	APOBR_HUMAN	APOBR	Apolipoprotein B receptor	3.27009e+06
Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	6.17696e+06
Q0VF96	CGNL1_HUMAN	CGNL1	Cingulin-like protein 1	7.2637e+06
Q0ZGT2	NEXN_HUMAN	NEXN	Nexilin	6.52356e+06
Q10469	MGAT2_HUMAN	MGAT2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	4.99118e+06
Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	2.81079e+07
Q10472	GALT1_HUMAN	GALNT1	Polypeptide N-acetylgalactosaminyltransferase 1	5.28646e+06
Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	3.57445e+07
Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	1.03763e+08
Q10586	DBP_HUMAN	DBP	D site-binding protein	3.39869e+07
Q10588	BST1_HUMAN	BST1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	6.55628e+06
Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	1.44796e+07
Q12756	KIF1A_HUMAN	KIF1A	Kinesin-like protein KIF1A	9.2047e+06
Q12765	SCRN1_HUMAN	SCRN1	Secernin-1	2.12013e+07
Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5	6.88353e+06
Q12769	NU160_HUMAN	NUP160	Nuclear pore complex protein Nup160	1.72182e+07
Q12774	ARHG5_HUMAN	ARHGEF5	Rho guanine nucleotide exchange factor 5	1.95078e+07
Q12788	TBL3_HUMAN	TBL3	Transducin beta-like protein 3	3.57386e+06
Q12789	TF3C1_HUMAN	GTF3C1	General transcription factor 3C polypeptide 1	4.68618e+06
Q12792	TWF1_HUMAN	TWF1	Twinfilin-1	5.732e+07
Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	1.55958e+07
Q12800	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	1.5501e+07
Q12802	AKP13_HUMAN	AKAP13	A-kinase anchor protein 13	5.13189e+06
Q12805	FBLN3_HUMAN	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	1.87827e+07
Q12816	TROP_HUMAN	TRO	Trophinin	7.76031e+07
Q12824	SNF5_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	9.07912e+06
Q12846	STX4_HUMAN	STX4	Syntaxin-4	8.78734e+06
Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	7.65317e+06
Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	2.7593e+07
Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	2.39714e+07
Q12884	SEPR_HUMAN	FAP	Prolyl endopeptidase FAP	4.61594e+06
Q12888	TP53B_HUMAN	TP53BP1	TP53-binding protein 1	5.53294e+06
Q12894	IFRD2_HUMAN	IFRD2	Interferon-related developmental regulator 2	2.6722e+06
Q12899	TRI26_HUMAN	TRIM26	Tripartite motif-containing protein 26	1.77496e+06
Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	4.0469e+07
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	6.9714e+07
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	5.27124e+07
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	9.47554e+07
Q12912	IRAG2_HUMAN	IRAG2	Inositol 1,4,5-triphosphate receptor associated 2	3.09468e+06
Q12929	EPS8_HUMAN	EPS8	Epidermal growth factor receptor kinase substrate 8	2.54416e+06
Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	8.14669e+07
Q12955	ANK3_HUMAN	ANK3	Ankyrin-3	3.65426e+07
Q12959	DLG1_HUMAN	DLG1	Disks large homolog 1	7.50846e+07
Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie	2.654e+07
Q12972	PP1R8_HUMAN	PPP1R8	Nuclear inhibitor of protein phosphatase 1	3.30821e+06
Q12981	SEC20_HUMAN	BNIP1	Vesicle transport protein SEC20	6.17218e+06
Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	6.72591e+06
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	1.6384e+08
Q13033	STRN3_HUMAN	STRN3	Striatin-3	1.24076e+07
Q13042	CDC16_HUMAN	CDC16	Cell division cycle protein 16 homolog	1.69904e+06
Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	6.41628e+06
Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	1.24086e+07
Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	2.31576e+07
Q13084	RM28_HUMAN	MRPL28	Large ribosomal subunit protein bL28m	3.69992e+06
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	5.46526e+06
Q13087	PDIA2_HUMAN	PDIA2	Protein disulfide-isomerase A2	8.85117e+08
Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	2.70435e+07
Q13107	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	661242
Q13123	RED_HUMAN	IK	Protein Red	4.82619e+06
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	3.87405e+07
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	1.64041e+07
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	7.83792e+06
Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	2.0292e+07
Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	3.38081e+07
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	3.9052e+07
Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	6.57708e+06
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	2.70791e+07
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	2.47797e+06
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	1.06056e+09
Q13163	MP2K5_HUMAN	MAP2K5	Dual specificity mitogen-activated protein kinase kinase 5	6.61664e+08
Q13164	MK07_HUMAN	MAPK7	Mitogen-activated protein kinase 7	4.05187e+07
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	1.95622e+07
Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	5.44299e+07
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	1.91575e+07
Q13190	STX5_HUMAN	STX5	Syntaxin-5	3.39022e+07
Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	8.74498e+07
Q13206	DDX10_HUMAN	DDX10	Probable ATP-dependent RNA helicase DDX10	2.60134e+06
Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	3.55814e+07
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	1.01012e+08
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	5.5748e+07
Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	5.18477e+07
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	1.91053e+07
Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	1.33033e+08
Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	3.86368e+07
Q13268	DHRS2_HUMAN	DHRS2	Dehydrogenase/reductase SDR family member 2, mitochondrial	2.49729e+07
Q13277	STX3_HUMAN	STX3	Syntaxin-3	1.06733e+07
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	2.96627e+07
Q13303	KCAB2_HUMAN	KCNAB2	Voltage-gated potassium channel subunit beta-2	4.67308e+06
Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	5.65684e+06
Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	1.02072e+08
Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	4.36402e+06
Q13322	GRB10_HUMAN	GRB10	Growth factor receptor-bound protein 10	5.70257e+06
Q13330	MTA1_HUMAN	MTA1	Metastasis-associated protein MTA1	3.81114e+06
Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	4.33935e+07
Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	2.9202e+06
Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	2.54065e+07
Q13402	MYO7A_HUMAN	MYO7A	Unconventional myosin-VIIa	350505
Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	2.02004e+07
Q13405	RM49_HUMAN	MRPL49	Large ribosomal subunit protein mL49	8.44346e+06
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	3.06162e+07
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	4.06404e+07
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	6.90391e+07
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	8.10032e+07
Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G	2.19671e+07
Q13428	TCOF_HUMAN	TCOF1	Treacle protein	9.14215e+06
Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	7.2178e+07
Q13438	OS9_HUMAN	OS9	Protein OS-9	2.33034e+07
Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	5.8006e+06
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	6.12064e+07
Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	2.23954e+07
Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	3.57409e+07
Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	3.25924e+06
Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	4.02232e+07
Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a 3	9.236e+06
Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	3.52347e+07
Q13496	MTM1_HUMAN	MTM1	Myotubularin	6.24433e+06
Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	7.02016e+06
Q13505	MTX1_HUMAN	MTX1	Metaxin-1	1.47799e+07
Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	1.19948e+07
Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	1.73796e+08
Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	6.44091e+06
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	1.31568e+07
Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	6.46121e+07
Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	1.02896e+07
Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	3.04804e+07
Q13554	KCC2B_HUMAN	CAMK2B	Calcium/calmodulin-dependent protein kinase type II subunit beta	3.64852e+06
Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	1.39718e+07
Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	5.03259e+07
Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	9.94379e+06
Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	1.58944e+07
Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	5.76302e+07
Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	1.05157e+07
Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	2.11033e+07
Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	2.14158e+07
Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog	2.31748e+07
Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	2.6013e+06
Q13613	MTMR1_HUMAN	MTMR1	Myotubularin-related protein 1	569973
Q13616	CUL1_HUMAN	CUL1	Cullin-1	2.48141e+07
Q13617	CUL2_HUMAN	CUL2	Cullin-2	1.94602e+07
Q13618	CUL3_HUMAN	CUL3	Cullin-3	5.6852e+07
Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	4.30278e+06
Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B	1.00439e+07
Q13625	ASPP2_HUMAN	TP53BP2	Apoptosis-stimulating of p53 protein 2	1.17776e+06
Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	6.03354e+07
Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	3.03352e+07
Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	9.83687e+06
Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein	4.12317e+07
Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	2.66042e+07
Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3	9.91919e+06
Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein	4.03937e+06
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	5.95079e+07
Q13740	CD166_HUMAN	ALCAM	CD166 antigen	1.08915e+07
Q13751	LAMB3_HUMAN	LAMB3	Laminin subunit beta-3	1.7775e+07
Q13753	LAMC2_HUMAN	LAMC2	Laminin subunit gamma-2	4.60832e+06
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	1.04918e+08
Q13825	AUHM_HUMAN	AUH	Methylglutaconyl-CoA hydratase, mitochondrial	3.70693e+07
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	1.68169e+08
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	3.94859e+07
Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	2.92975e+06
Q13884	SNTB1_HUMAN	SNTB1	Beta-1-syntrophin	4.64886e+07
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	2.30563e+08
Q13895	BYST_HUMAN	BYSL	Bystin	3.36147e+06
Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	5.21187e+06
Q13938	CAYP1_HUMAN	CAPS	Calcyphosin	2.27781e+07
Q13948	CASP_HUMAN	CUX1	Protein CASP	5.01805e+06
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	5.56352e+06
Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	2.02848e+07
Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	6.94011e+06
Q14005	IL16_HUMAN	IL16	Pro-interleukin-16	3.09477e+06
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	9.5676e+06
Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	1.12048e+08
Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	1.66491e+06
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	3.05662e+07
Q14050	CO9A3_HUMAN	COL9A3	Collagen alpha-3(IX) chain	5.97745e+07
Q14055	CO9A2_HUMAN	COL9A2	Collagen alpha-2(IX) chain	1.30195e+08
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	2.48248e+08
Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	5.68213e+07
Q14112	NID2_HUMAN	NID2	Nidogen-2	7.83009e+07
Q14116	IL18_HUMAN	IL18	Interleukin-18	7.40807e+06
Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	3.38371e+06
Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	2.50012e+07
Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	1.63938e+07
Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	7.08186e+06
Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6	1.72498e+07
Q14145	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1	5.01853e+06
Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3	4.28227e+06
Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	7.16298e+06
Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	6.99064e+07
Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	3.51577e+07
Q14156	EFR3A_HUMAN	EFR3A	Protein EFR3 homolog A	2.21456e+06
Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	9.98416e+06
Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	9.09691e+06
Q14161	GIT2_HUMAN	GIT2	ARF GTPase-activating protein GIT2	7.45599e+06
Q14165	MLEC_HUMAN	MLEC	Malectin	1.47233e+08
Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	5.79856e+07
Q14185	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1	9.24699e+06
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	1.2284e+07
Q14194	DPYL1_HUMAN	CRMP1	Dihydropyrimidinase-related protein 1	5.79845e+06
Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	6.97532e+07
Q14197	ICT1_HUMAN	MRPL58	Large ribosomal subunit protein mL62	2.1904e+07
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	4.70539e+07
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	1.63912e+08
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	9.143e+06
Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	1.3212e+08
Q14244	MAP7_HUMAN	MAP7	Ensconsin	9.84106e+06
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	4.28239e+07
Q14249	NUCG_HUMAN	ENDOG	Endonuclease G, mitochondrial	5.62475e+06
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	1.61508e+07
Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	8.10756e+06
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	3.23222e+07
Q14314	FGL2_HUMAN	FGL2	Fibroleukin	5.76316e+06
Q14315	FLNC_HUMAN	FLNC	Filamin-C	5.17308e+06
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	9.65467e+06
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	2.51749e+07
Q14353	GAMT_HUMAN	GAMT	Guanidinoacetate N-methyltransferase	6.60408e+07
Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	9.35775e+06
Q14432	PDE3A_HUMAN	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A	573828
Q14435	GALT3_HUMAN	GALNT3	Polypeptide N-acetylgalactosaminyltransferase 3	7.51666e+06
Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	4.84668e+07
Q14449	GRB14_HUMAN	GRB14	Growth factor receptor-bound protein 14	7.84906e+06
Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	2.99604e+07
Q14515	SPRL1_HUMAN	SPARCL1	SPARC-like protein 1	3.39591e+06
Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	3.04513e+07
Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	5.59744e+06
Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	398192
Q14571	ITPR2_HUMAN	ITPR2	Inositol 1,4,5-trisphosphate receptor type 2	1.92349e+07
Q14573	ITPR3_HUMAN	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3	1.76686e+07
Q14624	ITIH4_HUMAN	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4	2.8263e+07
Q14651	PLSI_HUMAN	PLS1	Plastin-1	8.67631e+06
Q14653	IRF3_HUMAN	IRF3	Interferon regulatory factor 3	4.48462e+06
Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	1.42504e+06
Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	3.43713e+06
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	5.5966e+07
Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	1.83882e+07
