Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200929yuanch_Connie_TCPA_60minDIA_b2-14.mzML
Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein	3.19977e+07
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	4.06964e+07
Q13740	CD166_HUMAN	ALCAM	CD166 antigen	2.04639e+07
Q13751	LAMB3_HUMAN	LAMB3	Laminin subunit beta-3	2.84839e+07
Q13753	LAMC2_HUMAN	LAMC2	Laminin subunit gamma-2	9.37323e+07
Q13769	THOC5_HUMAN	THOC5	THO complex subunit 5 homolog	2.35036e+06
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	1.31864e+08
Q13822	ENPP2_HUMAN	ENPP2	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	3.94396e+06
Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2	1.66957e+06
Q13825	AUHM_HUMAN	AUH	Methylglutaconyl-CoA hydratase, mitochondrial	1.98725e+07
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	1.9514e+08
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	4.1786e+07
Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	8.01704e+06
Q13884	SNTB1_HUMAN	SNTB1	Beta-1-syntrophin	1.63153e+08
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	2.77929e+08
Q13895	BYST_HUMAN	BYSL	Bystin	3.66152e+06
Q13905	RPGF1_HUMAN	RAPGEF1	Rap guanine nucleotide exchange factor 1	1.10046e+07
Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	1.48188e+07
Q13938	CAYP1_HUMAN	CAPS	Calcyphosin	1.93049e+07
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	9.0667e+06
Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	2.83507e+06
Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	1.54396e+07
Q14005	IL16_HUMAN	IL16	Pro-interleukin-16	1.44993e+07
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	8.53005e+06
Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	8.71835e+07
Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	5.12659e+06
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	5.09166e+07
Q14050	CO9A3_HUMAN	COL9A3	Collagen alpha-3(IX) chain	8.91382e+07
Q14055	CO9A2_HUMAN	COL9A2	Collagen alpha-2(IX) chain	1.73449e+08
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	3.87872e+08
Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	4.06831e+07
Q14112	NID2_HUMAN	NID2	Nidogen-2	8.98894e+07
Q14116	IL18_HUMAN	IL18	Interleukin-18	2.58864e+07
Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	1.25287e+07
Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	2.32704e+08
Q14134	TRI29_HUMAN	TRIM29	Tripartite motif-containing protein 29	3.07793e+07
Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	1.18835e+07
Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	1.44885e+07
Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6	3.2838e+07
Q14145	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1	5.89109e+06
Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3	1.23511e+06
Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	4.10994e+07
Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	8.81686e+07
Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	3.26474e+07
Q14156	EFR3A_HUMAN	EFR3A	Protein EFR3 homolog A	2.27348e+06
Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	1.74834e+07
Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	2.21001e+07
Q14165	MLEC_HUMAN	MLEC	Malectin	5.55716e+07
Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	4.37115e+07
Q14185	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1	1.19669e+06
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	4.2091e+07
Q14194	DPYL1_HUMAN	CRMP1	Dihydropyrimidinase-related protein 1	3.17014e+06
Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	2.70142e+08
Q14197	ICT1_HUMAN	MRPL58	Large ribosomal subunit protein mL62	4.32483e+07
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	3.49442e+07
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	2.50271e+08
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	1.18567e+07
Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	1.29512e+08
Q14242	SELPL_HUMAN	SELPLG	P-selectin glycoprotein ligand 1	9.30885e+06
Q14244	MAP7_HUMAN	MAP7	Ensconsin	7.33161e+06
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	7.37281e+07
Q14249	NUCG_HUMAN	ENDOG	Endonuclease G, mitochondrial	5.50013e+06
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	1.95848e+07
Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	1.54642e+07
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	2.6823e+07
Q14289	FAK2_HUMAN	PTK2B	Protein-tyrosine kinase 2-beta	9.82429e+06
Q14314	FGL2_HUMAN	FGL2	Fibroleukin	1.43543e+07
Q14315	FLNC_HUMAN	FLNC	Filamin-C	1.84707e+08
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	1.22324e+07
Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A	1.08946e+07
Q14331	FRG1_HUMAN	FRG1	Protein FRG1	3.62649e+06
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	5.24756e+07
Q14353	GAMT_HUMAN	GAMT	Guanidinoacetate N-methyltransferase	1.57048e+07
Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	1.98547e+07
Q14392	LRC32_HUMAN	LRRC32	Transforming growth factor beta activator LRRC32	9.00438e+06
Q14432	PDE3A_HUMAN	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A	1.07212e+07
Q14435	GALT3_HUMAN	GALNT3	Polypeptide N-acetylgalactosaminyltransferase 3	4.047e+06
Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	4.8015e+07
Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	2.67778e+07
Q14515	SPRL1_HUMAN	SPARCL1	SPARC-like protein 1	9.76306e+06
Q14534	ERG1_HUMAN	SQLE	Squalene monooxygenase	2.02725e+06
Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	2.43064e+07
Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	1.15638e+07
Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	614950
Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	2.35294e+07
Q14571	ITPR2_HUMAN	ITPR2	Inositol 1,4,5-trisphosphate receptor type 2	3.18068e+06
Q14573	ITPR3_HUMAN	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3	3.72954e+07
Q14624	ITIH4_HUMAN	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4	1.20115e+08
Q14643	ITPR1_HUMAN	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	8.13613e+06
Q14644	RASA3_HUMAN	RASA3	Ras GTPase-activating protein 3	5.25337e+06
Q14651	PLSI_HUMAN	PLS1	Plastin-1	3.50607e+07
Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	3.29232e+06
Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	2.07442e+07
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	6.66445e+07
Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	1.31126e+07
Q14689	DIP2A_HUMAN	DIP2A	Disco-interacting protein 2 homolog A	4.81814e+07
Q14690	RRP5_HUMAN	PDCD11	Protein RRP5 homolog	7.05525e+06
Q14692	BMS1_HUMAN	BMS1	Ribosome biogenesis protein BMS1 homolog	2.51604e+06
Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10	3.11084e+07
Q14696	MESD_HUMAN	MESD	LRP chaperone MESD	6.46822e+07
Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	2.11354e+08
Q14699	RFTN1_HUMAN	RFTN1	Raftlin	1.109e+07
Q14728	MFS10_HUMAN	MFSD10	Major facilitator superfamily domain-containing protein 10	1.3544e+07
Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	1.09495e+07
Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	2.57083e+07
Q14746	COG2_HUMAN	COG2	Conserved oligomeric Golgi complex subunit 2	6.27194e+06
Q14749	GNMT_HUMAN	GNMT	Glycine N-methyltransferase	1.46651e+07
Q14764	MVP_HUMAN	MVP	Major vault protein	1.51843e+08
Q14766	LTBP1_HUMAN	LTBP1	Latent-transforming growth factor beta-binding protein 1	2.82881e+07
Q14767	LTBP2_HUMAN	LTBP2	Latent-transforming growth factor beta-binding protein 2	1.44968e+07
Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	4.08058e+07
Q14790	CASP8_HUMAN	CASP8	Caspase-8	9.73283e+06
Q14839	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	5.5072e+07
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	2.8136e+08
Q14865	ARI5B_HUMAN	ARID5B	AT-rich interactive domain-containing protein 5B	1.81507e+07
Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	5.94858e+07
Q14919	NC2A_HUMAN	DRAP1	Dr1-associated corepressor	7.0002e+06
Q14956	GPNMB_HUMAN	GPNMB	Transmembrane glycoprotein NMB	4.60173e+07
Q14966	ZN638_HUMAN	ZNF638	Zinc finger protein 638	1.60853e+08
Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	7.79207e+07
Q14978	NOLC1_HUMAN	NOLC1	Nucleolar and coiled-body phosphoprotein 1	1.26153e+07
Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	4.72575e+07
Q14999	CUL7_HUMAN	CUL7	Cullin-7	889559
Q14BN4	SLMAP_HUMAN	SLMAP	Sarcolemmal membrane-associated protein	9.77406e+07
Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	8.21039e+06
Q14CX7	NAA25_HUMAN	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	5.75857e+06
Q15005	SPCS2_HUMAN	SPCS2	Signal peptidase complex subunit 2	6.88569e+07
Q15006	EMC2_HUMAN	EMC2	ER membrane protein complex subunit 2	4.67745e+07
Q15007	FL2D_HUMAN	WTAP	Pre-mRNA-splicing regulator WTAP	2.53737e+06
Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	3.69881e+07
Q15018	ABRX2_HUMAN	ABRAXAS2	BRISC complex subunit Abraxas 2	8.37729e+08
Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	1.1623e+08
Q15020	SART3_HUMAN	SART3	Squamous cell carcinoma antigen recognized by T-cells 3	2.86308e+07
Q15024	EXOS7_HUMAN	EXOSC7	Exosome complex component RRP42	1.04967e+07
Q15025	TNIP1_HUMAN	TNIP1	TNFAIP3-interacting protein 1	2.02221e+07
Q15027	ACAP1_HUMAN	ACAP1	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	3.735e+07
Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	3.1834e+07
Q15031	SYLM_HUMAN	LARS2	Leucine--tRNA ligase, mitochondrial	1.68928e+07
Q15036	SNX17_HUMAN	SNX17	Sorting nexin-17	1.47312e+07
Q15042	RB3GP_HUMAN	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit	3.46517e+06
Q15043	S39AE_HUMAN	SLC39A14	Metal cation symporter ZIP14	2.16419e+07
Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	1.29895e+08
Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog	7.08617e+06
Q15052	ARHG6_HUMAN	ARHGEF6	Rho guanine nucleotide exchange factor 6	5.20053e+06
Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	1.1147e+08
Q15057	ACAP2_HUMAN	ACAP2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	9.71393e+06
Q15061	WDR43_HUMAN	WDR43	WD repeat-containing protein 43	1.09732e+07
Q15063	POSTN_HUMAN	POSTN	Periostin	1.76544e+09
Q15067	ACOX1_HUMAN	ACOX1	Peroxisomal acyl-coenzyme A oxidase 1	1.62137e+07
Q15075	EEA1_HUMAN	EEA1	Early endosome antigen 1	2.76885e+07
Q15080	NCF4_HUMAN	NCF4	Neutrophil cytosol factor 4	1.7349e+07
Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	2.7404e+08
Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1	3.46266e+07
Q15113	PCOC1_HUMAN	PCOLCE	Procollagen C-endopeptidase enhancer 1	3.01708e+07
Q15118	PDK1_HUMAN	PDK1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	1.51208e+07
Q15119	PDK2_HUMAN	PDK2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	5.43926e+06
Q15120	PDK3_HUMAN	PDK3	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial	1.38763e+07
Q15121	PEA15_HUMAN	PEA15	Astrocytic phosphoprotein PEA-15	8.63613e+08
Q15124	PGM5_HUMAN	PGM5	Phosphoglucomutase-like protein 5	1.8685e+08
Q15126	PMVK_HUMAN	PMVK	Phosphomevalonate kinase	2.73184e+07
Q15139	KPCD1_HUMAN	PRKD1	Serine/threonine-protein kinase D1	2.63358e+06
Q15149	PLEC_HUMAN	PLEC	Plectin	4.07512e+08
Q15154	PCM1_HUMAN	PCM1	Pericentriolar material 1 protein	5.14943e+06
Q15165	PON2_HUMAN	PON2	Serum paraoxonase/arylesterase 2	3.15328e+07
Q15172	2A5A_HUMAN	PPP2R5A	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	8.33109e+06
Q15173	2A5B_HUMAN	PPP2R5B	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform	1.66681e+06
Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	1.54391e+08
Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3	3.67266e+07
Q15208	STK38_HUMAN	STK38	Serine/threonine-protein kinase 38	4.55798e+06
Q15223	NECT1_HUMAN	NECTIN1	Nectin-1	3.55992e+08
Q15233	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein	1.50284e+08
Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator	3.9335e+07
Q15262	PTPRK_HUMAN	PTPRK	Receptor-type tyrosine-protein phosphatase kappa	6.71957e+06
Q15269	PWP2_HUMAN	PWP2	Periodic tryptophan protein 2 homolog	2.15953e+06
Q15274	NADC_HUMAN	QPRT	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	1.14035e+08
Q15276	RABE1_HUMAN	RABEP1	Rab GTPase-binding effector protein 1	1.24316e+07
Q15286	RAB35_HUMAN	RAB35	Ras-related protein Rab-35	5.77337e+07
Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	3.81207e+07
Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	1.90791e+08
Q15334	L2GL1_HUMAN	LLGL1	Lethal(2) giant larvae protein homolog 1	5.95039e+06
Q15363	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2	1.08882e+08
Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	1.903e+08
Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	1.36742e+08
Q15369	ELOC_HUMAN	ELOC	Elongin-C	1.19342e+07
Q15370	ELOB_HUMAN	ELOB	Elongin-B	2.12679e+07
Q15382	RHEB_HUMAN	RHEB	GTP-binding protein Rheb	4.35891e+06
Q15386	UBE3C_HUMAN	UBE3C	Ubiquitin-protein ligase E3C	9.45923e+06
Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	4.42951e+08
Q15397	PUM3_HUMAN	PUM3	Pumilio homolog 3	1.01696e+09
Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	7.81888e+07
Q15417	CNN3_HUMAN	CNN3	Calponin-3	1.33838e+08
Q15418	KS6A1_HUMAN	RPS6KA1	Ribosomal protein S6 kinase alpha-1	1.17356e+07
Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	2.95769e+07
Q15427	SF3B4_HUMAN	SF3B4	Splicing factor 3B subunit 4	1.50626e+07
Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	2.54911e+07
Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	3.64685e+07
Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	6.25597e+07
Q15437	SC23B_HUMAN	SEC23B	Protein transport protein Sec23B	2.45606e+07
Q15438	CYH1_HUMAN	CYTH1	Cytohesin-1	4.91545e+06
Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	2.13938e+07
Q15477	SKI2_HUMAN	SKIC2	Superkiller complex protein 2	3.25849e+07
Q15493	RGN_HUMAN	RGN	Regucalcin	2.36877e+07
Q15526	SURF1_HUMAN	SURF1	Surfeit locus protein 1	1.24419e+06
Q15554	TERF2_HUMAN	TERF2	Telomeric repeat-binding factor 2	2.89037e+06
Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2	1.95167e+07
Q15582	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3	4.63761e+08
Q15599	NHRF2_HUMAN	NHERF2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	1.02832e+07
Q15628	TRADD_HUMAN	TRADD	Tumor necrosis factor receptor type 1-associated DEATH domain protein	1.05782e+07
Q15631	TSN_HUMAN	TSN	Translin	2.39709e+07
Q15637	SF01_HUMAN	SF1	Splicing factor 1	2.99846e+07
Q15642	CIP4_HUMAN	TRIP10	Cdc42-interacting protein 4	1.51315e+07
Q15643	TRIPB_HUMAN	TRIP11	Thyroid receptor-interacting protein 11	6.44036e+07
Q15646	OASL_HUMAN	OASL	2'-5'-oligoadenylate synthase-like protein	9.72307e+06
Q15653	IKBB_HUMAN	NFKBIB	NF-kappa-B inhibitor beta	9.81414e+06
Q15654	TRIP6_HUMAN	TRIP6	Thyroid receptor-interacting protein 6	2.51453e+07
Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	5.73893e+07
Q15714	T22D1_HUMAN	TSC22D1	TSC22 domain family protein 1	9.2378e+06
Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	8.61586e+07
Q15738	NSDHL_HUMAN	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	9.45806e+06
Q15746	MYLK_HUMAN	MYLK	Myosin light chain kinase, smooth muscle	2.84897e+08
Q15750	TAB1_HUMAN	TAB1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	8.53047e+06
Q15751	HERC1_HUMAN	HERC1	Probable E3 ubiquitin-protein ligase HERC1	5.75589e+06
Q15758	AAAT_HUMAN	SLC1A5	Neutral amino acid transporter B(0)	7.71248e+06
Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	5.59877e+06
Q15796	SMAD2_HUMAN	SMAD2	Mothers against decapentaplegic homolog 2	1.68203e+07
Q15797	SMAD1_HUMAN	SMAD1	Mothers against decapentaplegic homolog 1	1.6994e+06
Q15811	ITSN1_HUMAN	ITSN1	Intersectin-1	5.16734e+06
Q15813	TBCE_HUMAN	TBCE	Tubulin-specific chaperone E	4.87175e+06
Q15814	TBCC_HUMAN	TBCC	Tubulin-specific chaperone C	6.84969e+06
Q15819	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	9.5729e+07
Q15833	STXB2_HUMAN	STXBP2	Syntaxin-binding protein 2	1.49843e+07
Q15836	VAMP3_HUMAN	VAMP3	Vesicle-associated membrane protein 3	3.97732e+07
Q15843	NEDD8_HUMAN	NEDD8	NEDD8	3.12761e+07
Q15847	ADIRF_HUMAN	ADIRF	Adipogenesis regulatory factor	4.46905e+07
Q15853	USF2_HUMAN	USF2	Upstream stimulatory factor 2	9.0521e+06
Q15904	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1	4.03635e+06
Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	1.2567e+08
Q15942	ZYX_HUMAN	ZYX	Zyxin	1.38185e+08
Q16082	HSPB2_HUMAN	HSPB2	Heat shock protein beta-2	1.82095e+06
Q16134	ETFD_HUMAN	ETFDH	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	1.31339e+07
Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7	1.2971e+08
Q16186	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1	1.94423e+06
Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6	1.10711e+07
Q16222	UAP1_HUMAN	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	1.73125e+07
Q16270	IBP7_HUMAN	IGFBP7	Insulin-like growth factor-binding protein 7	2.16505e+07
Q16352	AINX_HUMAN	INA	Alpha-internexin	7.53341e+06
Q16363	LAMA4_HUMAN	LAMA4	Laminin subunit alpha-4	4.47582e+07
Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	4.09046e+07
Q16512	PKN1_HUMAN	PKN1	Serine/threonine-protein kinase N1	7.08336e+06
Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	7.6034e+06
Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	5.37784e+07
Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	2.86117e+07
Q16537	2A5E_HUMAN	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	7.40983e+06
Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	1.17962e+07
Q16540	RM23_HUMAN	MRPL23	Large ribosomal subunit protein uL23m	1.24201e+07
Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37	8.18921e+07
Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	2.25876e+08
Q16563	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1	3.49247e+07
Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7	1.95196e+07
Q16585	SGCB_HUMAN	SGCB	Beta-sarcoglycan	5.48694e+06
Q16594	TAF9_HUMAN	TAF9	Transcription initiation factor TFIID subunit 9	4.94083e+06
Q16595	FRDA_HUMAN	FXN	Frataxin, mitochondrial	5.3989e+06
Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	1.53829e+07
Q16621	NFE2_HUMAN	NFE2	Transcription factor NF-E2 45 kDa subunit	1.91429e+07
Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	1.3471e+08
Q16630	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	3.42791e+07
Q16643	DREB_HUMAN	DBN1	Drebrin	3.88684e+07
Q16647	PTGIS_HUMAN	PTGIS	Prostacyclin synthase	6.88641e+07
Q16656	NRF1_HUMAN	NRF1	Nuclear respiratory factor 1	5.61445e+06
Q16658	FSCN1_HUMAN	FSCN1	Fascin	8.7283e+07
Q16666	IF16_HUMAN	IFI16	Gamma-interferon-inducible protein 16	9.20945e+07
Q16678	CP1B1_HUMAN	CYP1B1	Cytochrome P450 1B1	1.12434e+07
Q16698	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial	8.43663e+07
Q16706	MA2A1_HUMAN	MAN2A1	Alpha-mannosidase 2	1.85429e+07
Q16718	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	2.05368e+07
Q16719	KYNU_HUMAN	KYNU	Kynureninase	1.08959e+07
Q16740	CLPP_HUMAN	CLPP	ATP-dependent Clp protease proteolytic subunit, mitochondrial	2.10867e+07
Q16762	THTR_HUMAN	TST	Thiosulfate sulfurtransferase	1.15755e+08
Q16774	KGUA_HUMAN	GUK1	Guanylate kinase	1.29115e+07
Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	2.30437e+07
Q16778	H2B2E_HUMAN	H2BC21	Histone H2B type 2-E	5.7808e+08
Q16787	LAMA3_HUMAN	LAMA3	Laminin subunit alpha-3	2.19775e+07
Q16790	CAH9_HUMAN	CA9	Carbonic anhydrase 9	5.68056e+06
Q16795	NDUA9_HUMAN	NDUFA9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	3.56488e+07
Q16798	MAON_HUMAN	ME3	NADP-dependent malic enzyme, mitochondrial	8.3682e+06
Q16819	MEP1A_HUMAN	MEP1A	Meprin A subunit alpha	1.17059e+07
Q16822	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	8.33365e+07
Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	9.87323e+07
Q16850	CP51A_HUMAN	CYP51A1	Lanosterol 14-alpha demethylase	8.72124e+06
Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	6.51081e+07
Q16853	AOC3_HUMAN	AOC3	Membrane primary amine oxidase	2.57786e+08
Q16854	DGUOK_HUMAN	DGUOK	Deoxyguanosine kinase, mitochondrial	2.47541e+06
Q16864	VATF_HUMAN	ATP6V1F	V-type proton ATPase subunit F	1.00126e+07
Q16881	TRXR1_HUMAN	TXNRD1	Thioredoxin reductase 1, cytoplasmic	1.88392e+07
Q16891	MIC60_HUMAN	IMMT	MICOS complex subunit MIC60	1.38803e+08
Q17RN3	FA98C_HUMAN	FAM98C	Protein FAM98C	2.17889e+06
