Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200928yuanch_Connie_TCPA_60minDIA_b1-8.mzML
Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B	6.47559e+06
Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A	4.49672e+07
Q5VU43	MYOME_HUMAN	PDE4DIP	Myomegalin	3.96341e+06
Q5VUB5	F1711_HUMAN	FAM171A1	Protein FAM171A1	2.38264e+06
Q5VV41	ARHGG_HUMAN	ARHGEF16	Rho guanine nucleotide exchange factor 16	3.02186e+06
Q5VV42	CDKAL_HUMAN	CDKAL1	Threonylcarbamoyladenosine tRNA methylthiotransferase	6.30187e+06
Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	1.48931e+07
Q5VW36	FOCAD_HUMAN	FOCAD	Focadhesin	5.47268e+06
Q5VWP2	TET5C_HUMAN	TENT5C	Terminal nucleotidyltransferase 5C	4.31261e+06
Q5VWQ0	RSBN1_HUMAN	RSBN1	Lysine-specific demethylase 9	7.03381e+06
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	1.59376e+07
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	4.00259e+07
Q5VYY1	ANR22_HUMAN	ANKRD22	Ankyrin repeat domain-containing protein 22	647332
Q5VZ89	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	2.12698e+06
Q5VZE5	NAA35_HUMAN	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit	2.15712e+06
Q5VZK9	CARL1_HUMAN	CARMIL1	F-actin-uncapping protein LRRC16A	7.17864e+06
Q5W0U4	BSPRY_HUMAN	BSPRY	B box and SPRY domain-containing protein	2.00487e+06
Q5W0V3	FHI2A_HUMAN	FHIP2A	FHF complex subunit HOOK interacting protein 2A	2.74983e+06
Q5W111	SPRY7_HUMAN	SPRYD7	SPRY domain-containing protein 7	4.79997e+06
Q5ZPR3	CD276_HUMAN	CD276	CD276 antigen	1.26464e+07
Q629K1	TRIQK_HUMAN	TRIQK	Triple QxxK/R motif-containing protein	1.9895e+07
Q63HM1	KFA_HUMAN	AFMID	Kynurenine formamidase	3.79537e+06
Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213	9.5914e+06
Q63HR2	TENS2_HUMAN	TNS2	Tensin-2	2.78056e+07
Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	4.44032e+07
Q641Q2	WAC2A_HUMAN	WASHC2A	WASH complex subunit 2A	6.77527e+06
Q658P3	STEA3_HUMAN	STEAP3	Metalloreductase STEAP3	1.29432e+07
Q658Y4	F91A1_HUMAN	FAM91A1	Protein FAM91A1	7.74442e+06
Q659C4	LAR1B_HUMAN	LARP1B	La-related protein 1B	7.12316e+06
Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	1.02005e+07
Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	1.47479e+09
Q66LE6	2ABD_HUMAN	PPP2R2D	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	9.04164e+06
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	1.40147e+07
Q676U5	A16L1_HUMAN	ATG16L1	Autophagy-related protein 16-1	5.99214e+06
Q684P5	RPGP2_HUMAN	RAP1GAP2	Rap1 GTPase-activating protein 2	8.26636e+07
Q687X5	STEA4_HUMAN	STEAP4	Metalloreductase STEAP4	7.37747e+06
Q68CQ4	UTP25_HUMAN	UTP25	U3 small nucleolar RNA-associated protein 25 homolog	5.21963e+07
Q68CZ2	TENS3_HUMAN	TNS3	Tensin-3	3.52557e+07
Q68D91	MBLC2_HUMAN	MBLAC2	Acyl-coenzyme A thioesterase MBLAC2	5.17194e+06
Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3	5.30571e+06
Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	1.29279e+07
Q69YQ0	CYTSA_HUMAN	SPECC1L	Cytospin-A	1.57138e+06
Q6BCY4	NB5R2_HUMAN	CYB5R2	NADH-cytochrome b5 reductase 2	4.10367e+06
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	3.26623e+07
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	3.25148e+07
Q6DKJ4	NXN_HUMAN	NXN	Nucleoredoxin	1.37545e+07
Q6DKK2	TTC19_HUMAN	TTC19	Tetratricopeptide repeat protein 19, mitochondrial	1.70871e+06
Q6DN90	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	1.65691e+07
Q6FI13	H2A2A_HUMAN	H2AC18	Histone H2A type 2-A	1.07595e+10
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin	8.40984e+06
Q6GMV2	SMYD5_HUMAN	SMYD5	Histone-lysine N-trimethyltransferase SMYD5	6.21257e+06
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	1.21048e+07
Q6GPI1	CTRB2_HUMAN	CTRB2	Chymotrypsinogen B2	5.79418e+08
Q6GYQ0	RGPA1_HUMAN	RALGAPA1	Ral GTPase-activating protein subunit alpha-1	526578
Q6H8Q1	ABLM2_HUMAN	ABLIM2	Actin-binding LIM protein 2	1.16625e+07
Q6IA17	SIGIR_HUMAN	SIGIRR	Single Ig IL-1-related receptor	3.10067e+06
Q6IA69	NADE_HUMAN	NADSYN1	Glutamine-dependent NAD(+) synthetase	7.26316e+06
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	2.93024e+07
Q6IAN0	DRS7B_HUMAN	DHRS7B	Dehydrogenase/reductase SDR family member 7B	1.37142e+07
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	1.5251e+07
Q6IC98	GRAM4_HUMAN	GRAMD4	GRAM domain-containing protein 4	1.31408e+07
Q6ICL3	TNG2_HUMAN	TANGO2	Transport and Golgi organization protein 2 homolog	8.74288e+06
Q6IN84	MRM1_HUMAN	MRM1	rRNA methyltransferase 1, mitochondrial	5.1136e+06
Q6IPR1	ETFR1_HUMAN	ETFRF1	Electron transfer flavoprotein regulatory factor 1	1.77361e+06
Q6IQ22	RAB12_HUMAN	RAB12	Ras-related protein Rab-12	1.77459e+06
Q6IQ23	PKHA7_HUMAN	PLEKHA7	Pleckstrin homology domain-containing family A member 7	2.96172e+07
Q6JQN1	ACD10_HUMAN	ACAD10	Acyl-CoA dehydrogenase family member 10	2.34885e+06
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	1.40232e+07
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	1.33104e+07
Q6N069	NAA16_HUMAN	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit	2.40435e+08
Q6NSI8	SANBR_HUMAN	SANBR	SANT and BTB domain regulator of class switch recombination	1.42343e+08
Q6NUK1	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24	2.46445e+07
Q6NUM9	RETST_HUMAN	RETSAT	All-trans-retinol 13,14-reductase	9.24882e+06
Q6NUQ1	RINT1_HUMAN	RINT1	RAD50-interacting protein 1	3.78737e+06
Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214	5.42623e+07
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1.25966e+08
Q6NW29	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4	6.3722e+06
Q6NXG1	ESRP1_HUMAN	ESRP1	Epithelial splicing regulatory protein 1	1.63449e+07
Q6NXR4	TTI2_HUMAN	TTI2	TELO2-interacting protein 2	9.85913e+06
Q6NYC1	JMJD6_HUMAN	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	2.46982e+06
Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	6.78587e+06
Q6NZ67	MZT2B_HUMAN	MZT2B	Mitotic-spindle organizing protein 2B	1.43748e+06
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	8.49173e+07
Q6P158	DHX57_HUMAN	DHX57	Putative ATP-dependent RNA helicase DHX57	1.24752e+06
Q6P161	RM54_HUMAN	MRPL54	Large ribosomal subunit protein mL54	1.67021e+07
Q6P1A2	MBOA5_HUMAN	LPCAT3	Lysophospholipid acyltransferase 5	9.1779e+06
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	7.27975e+06
Q6P1L8	RM14_HUMAN	MRPL14	Large ribosomal subunit protein uL14m	2.10595e+06
Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	4.5756e+06
Q6P1M3	L2GL2_HUMAN	LLGL2	LLGL scribble cell polarity complex component 2	3.35451e+07
Q6P1N0	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	2.24352e+07
Q6P1N9	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1	2.0573e+07
Q6P1X6	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82	2.18046e+07
Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	1.18745e+07
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	1.39155e+08
Q6P4A7	SFXN4_HUMAN	SFXN4	Sideroflexin-4	3.53594e+06
Q6P4A8	PLBL1_HUMAN	PLBD1	Phospholipase B-like 1	4.66886e+06
Q6P4E1	GOLM2_HUMAN	GOLM2	Protein GOLM2	1.25692e+07
Q6P4F2	FDX2_HUMAN	FDX2	Ferredoxin-2, mitochondrial	5.00742e+06
Q6P4R8	NFRKB_HUMAN	NFRKB	Nuclear factor related to kappa-B-binding protein	972859
Q6P587	FAHD1_HUMAN	FAHD1	Acylpyruvase FAHD1, mitochondrial	1.64387e+07
Q6P5R6	RL22L_HUMAN	RPL22L1	Ribosomal protein eL22-like	1.92536e+07
Q6P6B1	ERIC5_HUMAN	ERICH5	Glutamate-rich protein 5	4.42054e+06
Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	2.95287e+07
Q6P9A2	GLT18_HUMAN	GALNT18	Polypeptide N-acetylgalactosaminyltransferase 18	8.94921e+06
Q6P9B6	MEAK7_HUMAN	MEAK7	MTOR-associated protein MEAK7	1.78097e+07
Q6P9B9	INT5_HUMAN	INTS5	Integrator complex subunit 5	5.48056e+06
Q6PCB0	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1	8.58135e+07
Q6PCB7	S27A1_HUMAN	SLC27A1	Long-chain fatty acid transport protein 1	1.64188e+07
Q6PCE3	PGM2L_HUMAN	PGM2L1	Glucose 1,6-bisphosphate synthase	1.40801e+07
Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog	8.52959e+06
Q6PGP7	SKI3_HUMAN	SKIC3	Superkiller complex protein 3	3.98596e+07
Q6PI48	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial	4.65396e+07
Q6PI78	TMM65_HUMAN	TMEM65	Transmembrane protein 65	3.66459e+06
Q6PIU2	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1	1.35395e+07
Q6PJG6	BRAT1_HUMAN	BRAT1	BRCA1-associated ATM activator 1	397323
Q6PJI9	WDR59_HUMAN	WDR59	GATOR complex protein WDR59	699931
Q6PJT7	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14	1.6477e+06
Q6PKC3	TXD11_HUMAN	TXNDC11	Thioredoxin domain-containing protein 11	8.3999e+06
Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	9.4127e+07
Q6PML9	ZNT9_HUMAN	SLC30A9	Proton-coupled zinc antiporter SLC30A9, mitochondrial	9.45871e+06
Q6QNY0	BL1S3_HUMAN	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3	1.16671e+07
Q6QNY1	BL1S2_HUMAN	BLOC1S2	Biogenesis of lysosome-related organelles complex 1 subunit 2	1.5922e+07
Q6RW13	ATRAP_HUMAN	AGTRAP	Type-1 angiotensin II receptor-associated protein	7.32165e+06
Q6SZW1	SARM1_HUMAN	SARM1	NAD(+) hydrolase SARM1	3.32862e+06
Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	6.1962e+06
Q6ULP2	AFTIN_HUMAN	AFTPH	Aftiphilin	7.56725e+06
Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	2.04879e+07
Q6UUV7	CRTC3_HUMAN	CRTC3	CREB-regulated transcription coactivator 3	2.01016e+06
Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4	1.29913e+07
Q6UVY6	MOXD1_HUMAN	MOXD1	DBH-like monooxygenase protein 1	1.96711e+06
Q6UW02	CP20A_HUMAN	CYP20A1	Cytochrome P450 20A1	1.65275e+07
Q6UW68	TM205_HUMAN	TMEM205	Transmembrane protein 205	1.4889e+08
Q6UWE0	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1	3.58346e+06
Q6UWH4	GAK1B_HUMAN	GASK1B	Golgi-associated kinase 1B	2.02196e+06
Q6UWP2	DHR11_HUMAN	DHRS11	Dehydrogenase/reductase SDR family member 11	4.80839e+06
Q6UWP7	LCLT1_HUMAN	LCLAT1	Lysocardiolipin acyltransferase 1	3.58736e+07
Q6UWY5	OLFL1_HUMAN	OLFML1	Olfactomedin-like protein 1	2.55737e+07
Q6UX06	OLFM4_HUMAN	OLFM4	Olfactomedin-4	2.17937e+07
Q6UX07	DHR13_HUMAN	DHRS13	Dehydrogenase/reductase SDR family member 13	3.33443e+06
Q6UX53	TMT1B_HUMAN	TMT1B	Thiol S-methyltransferase TMT1B	2.43177e+07
Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2	8.04835e+06
Q6UXG2	ELAP1_HUMAN	ELAPOR1	Endosome/lysosome-associated apoptosis and autophagy regulator 1	6.29828e+07
Q6UXH1	CREL2_HUMAN	CRELD2	Protein disulfide isomerase CRELD2	2.01875e+07
Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82	1.21392e+07
Q6UXV4	MIC27_HUMAN	APOOL	MICOS complex subunit MIC27	7.35196e+06
Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1	1.01253e+07
Q6WCQ1	MPRIP_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein	2.01231e+07
Q6WKZ4	RFIP1_HUMAN	RAB11FIP1	Rab11 family-interacting protein 1	648641
Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	1.42462e+07
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	4.89489e+07
Q6YHK3	CD109_HUMAN	CD109	CD109 antigen	4.51183e+06
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	2.15578e+07
Q6YP21	KAT3_HUMAN	KYAT3	Kynurenine--oxoglutarate transaminase 3	1.35018e+07
Q6ZMI0	PPR21_HUMAN	PPP1R21	Protein phosphatase 1 regulatory subunit 21	2.59126e+06
Q6ZMP0	THSD4_HUMAN	THSD4	Thrombospondin type-1 domain-containing protein 4	5.40093e+06
Q6ZPD9	D19L3_HUMAN	DPY19L3	Probable C-mannosyltransferase DPY19L3	2.1661e+06
Q6ZRP7	QSOX2_HUMAN	QSOX2	Sulfhydryl oxidase 2	1.21915e+07
Q6ZRV2	FA83H_HUMAN	FAM83H	Protein FAM83H	4.82229e+06
Q6ZRY4	RBPS2_HUMAN	RBPMS2	RNA-binding protein with multiple splicing 2	992887
Q6ZSJ8	CA122_HUMAN	C1orf122	Uncharacterized protein C1orf122	2.23732e+06
Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	1.23289e+07
Q6ZT12	UBR3_HUMAN	UBR3	E3 ubiquitin-protein ligase UBR3	5.71153e+06
Q6ZT62	BGIN_HUMAN	BARGIN	Bargin	2.06892e+06
Q6ZUJ8	BCAP_HUMAN	PIK3AP1	Phosphoinositide 3-kinase adapter protein 1	8.86922e+06
Q6ZUS6	CC149_HUMAN	CCDC149	Coiled-coil domain-containing protein 149	1.97574e+08
Q6ZVK8	NUD18_HUMAN	NUDT18	8-oxo-dGDP phosphatase NUDT18	1.51515e+06
Q6ZVM7	TM1L2_HUMAN	TOM1L2	TOM1-like protein 2	1.0417e+07
Q6ZW31	SYDE1_HUMAN	SYDE1	Rho GTPase-activating protein SYDE1	3.76355e+08
Q6ZXV5	TMTC3_HUMAN	TMTC3	Protein O-mannosyl-transferase TMTC3	1.18013e+06
Q709C8	VP13C_HUMAN	VPS13C	Intermembrane lipid transfer protein VPS13C	6.06831e+07
Q70IA6	MOB2_HUMAN	MOB2	MOB kinase activator 2	5.45367e+06
Q712K3	UB2R2_HUMAN	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	9.31754e+06
Q71U36	TBA1A_HUMAN	TUBA1A	Tubulin alpha-1A chain	2.10836e+06
Q71UM5	RS27L_HUMAN	RPS27L	Ribosomal protein eS27-like	1.82484e+08
Q75QN2	INT8_HUMAN	INTS8	Integrator complex subunit 8	1.81705e+06
Q7KYR7	BT2A1_HUMAN	BTN2A1	Butyrophilin subfamily 2 member A1	1.94623e+06
Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6	3.1665e+07
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	4.14629e+08
Q7KZI7	MARK2_HUMAN	MARK2	Serine/threonine-protein kinase MARK2	6.67522e+06
Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	1.41112e+07
Q7L099	RUFY3_HUMAN	RUFY3	Protein RUFY3	7.32428e+06
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	9.11327e+06
Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	2.80283e+07
Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	4.91774e+07
Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M	2.02616e+07
Q7L311	ARMX2_HUMAN	ARMCX2	Armadillo repeat-containing X-linked protein 2	2.48155e+06
Q7L3T8	SYPM_HUMAN	PARS2	Probable proline--tRNA ligase, mitochondrial	4.35759e+06
Q7L4I2	RSRC2_HUMAN	RSRC2	Arginine/serine-rich coiled-coil protein 2	5.0355e+06
Q7L523	RRAGA_HUMAN	RRAGA	Ras-related GTP-binding protein A	1.47109e+07
Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	6.55791e+07
Q7L592	NDUF7_HUMAN	NDUFAF7	Protein arginine methyltransferase NDUFAF7, mitochondrial	5.54079e+06
Q7L5D6	GET4_HUMAN	GET4	Golgi to ER traffic protein 4 homolog	1.43114e+07
Q7L5N1	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6	2.63737e+07
Q7L5N7	PCAT2_HUMAN	LPCAT2	Lysophosphatidylcholine acyltransferase 2	518567
Q7L775	EPMIP_HUMAN	EPM2AIP1	EPM2A-interacting protein 1	1.97829e+07
Q7L7V1	DHX32_HUMAN	DHX32	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	4.09666e+06
Q7L7X3	TAOK1_HUMAN	TAOK1	Serine/threonine-protein kinase TAO1	2.8558e+06
Q7L8J4	3BP5L_HUMAN	SH3BP5L	SH3 domain-binding protein 5-like	2.35092e+07
Q7LG56	RIR2B_HUMAN	RRM2B	Ribonucleoside-diphosphate reductase subunit M2 B	4.832e+06
Q7LGA3	HS2ST_HUMAN	HS2ST1	Heparan sulfate 2-O-sulfotransferase 1	7.06931e+06
Q7RTP6	MICA3_HUMAN	MICAL3	[F-actin]-monooxygenase MICAL3	4.65329e+06
Q7RTS1	BHA15_HUMAN	BHLHA15	Class A basic helix-loop-helix protein 15	1.5649e+07
Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A	6.93106e+07
Q7RTV2	GSTA5_HUMAN	GSTA5	Glutathione S-transferase A5	6.57967e+07
Q7Z2K6	ERMP1_HUMAN	ERMP1	Endoplasmic reticulum metallopeptidase 1	7.99275e+06
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	3.86861e+07
Q7Z2W9	RM21_HUMAN	MRPL21	Large ribosomal subunit protein bL21m	1.01718e+07
Q7Z2Z2	EFL1_HUMAN	EFL1	Elongation factor-like GTPase 1	7.99063e+06
Q7Z392	TPC11_HUMAN	TRAPPC11	Trafficking protein particle complex subunit 11	8.21169e+06
Q7Z3B1	NEGR1_HUMAN	NEGR1	Neuronal growth regulator 1	5.21393e+06
Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	1.31762e+07
Q7Z3C6	ATG9A_HUMAN	ATG9A	Autophagy-related protein 9A	2.20727e+06
Q7Z3D6	GLUCM_HUMAN	DGLUCY	D-glutamate cyclase, mitochondrial	1.19196e+07
Q7Z3J2	VP35L_HUMAN	VPS35L	VPS35 endosomal protein-sorting factor-like	2.88713e+06
Q7Z3U7	MON2_HUMAN	MON2	Protein MON2 homolog	1.05951e+07
Q7Z404	TMC4_HUMAN	TMC4	Transmembrane channel-like protein 4	1.11874e+07
Q7Z406	MYH14_HUMAN	MYH14	Myosin-14	5.54938e+07
Q7Z422	SZRD1_HUMAN	SZRD1	SUZ domain-containing protein 1	7.93071e+06
Q7Z434	MAVS_HUMAN	MAVS	Mitochondrial antiviral-signaling protein	2.01466e+07
Q7Z460	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1	6.36311e+06
Q7Z478	DHX29_HUMAN	DHX29	ATP-dependent RNA helicase DHX29	5.08501e+06
Q7Z4G1	COMD6_HUMAN	COMMD6	COMM domain-containing protein 6	8.74126e+07
Q7Z4G4	TRM11_HUMAN	TRMT11	tRNA (guanine(10)-N2)-methyltransferase homolog	6.79733e+07
Q7Z4H3	HDDC2_HUMAN	HDDC2	5'-deoxynucleotidase HDDC2	1.09852e+07
Q7Z4H8	PLGT3_HUMAN	POGLUT3	Protein O-glucosyltransferase 3	8.40667e+06
Q7Z4Q2	HEAT3_HUMAN	HEATR3	HEAT repeat-containing protein 3	4.77164e+06
Q7Z4S6	KI21A_HUMAN	KIF21A	Kinesin-like protein KIF21A	1.16178e+07
Q7Z4V5	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2	3.86847e+07
Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase	7.94725e+07
Q7Z5G4	GOGA7_HUMAN	GOLGA7	Golgin subfamily A member 7	1.60871e+06
Q7Z5L7	PODN_HUMAN	PODN	Podocan	7.50095e+07
Q7Z5L9	I2BP2_HUMAN	IRF2BP2	Interferon regulatory factor 2-binding protein 2	6.81211e+06
Q7Z5Q1	CPEB2_HUMAN	CPEB2	Cytoplasmic polyadenylation element-binding protein 2	2.74237e+06
Q7Z6B0	CCD91_HUMAN	CCDC91	Coiled-coil domain-containing protein 91	2.00002e+06
Q7Z6K5	ARPIN_HUMAN	ARPIN	Arpin	3.16857e+07
Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	3.12956e+07
Q7Z739	YTHD3_HUMAN	YTHDF3	YTH domain-containing family protein 3	2.33535e+07
Q7Z7A3	CTU1_HUMAN	CTU1	Cytoplasmic tRNA 2-thiolation protein 1	3.3213e+06
Q7Z7F7	RM55_HUMAN	MRPL55	Large ribosomal subunit protein mL55	3.07847e+06
Q7Z7G0	TARSH_HUMAN	ABI3BP	Target of Nesh-SH3	2.89633e+07
Q7Z7H5	TMED4_HUMAN	TMED4	Transmembrane emp24 domain-containing protein 4	4.93131e+07
Q7Z7K6	CENPV_HUMAN	CENPV	Centromere protein V	1.02751e+07
Q86SK9	SCD5_HUMAN	SCD5	Stearoyl-CoA desaturase 5	826115
Q86SQ0	PHLB2_HUMAN	PHLDB2	Pleckstrin homology-like domain family B member 2	6.75102e+06
Q86SR1	GLT10_HUMAN	GALNT10	Polypeptide N-acetylgalactosaminyltransferase 10	5.41493e+08
Q86SX6	GLRX5_HUMAN	GLRX5	Glutaredoxin-related protein 5, mitochondrial	3.04163e+07
Q86TI0	TBCD1_HUMAN	TBC1D1	TBC1 domain family member 1	5.25942e+06
Q86TI2	DPP9_HUMAN	DPP9	Dipeptidyl peptidase 9	5.25207e+06
Q86TM6	SYVN1_HUMAN	SYVN1	E3 ubiquitin-protein ligase synoviolin	3.62692e+06
Q86TP1	PRUN1_HUMAN	PRUNE1	Exopolyphosphatase PRUNE1	4.34873e+06
Q86TS9	RM52_HUMAN	MRPL52	Large ribosomal subunit protein mL52	1.32066e+06
Q86TU7	SETD3_HUMAN	SETD3	Actin-histidine N-methyltransferase	6.11145e+06
Q86TV6	TTC7B_HUMAN	TTC7B	Tetratricopeptide repeat protein 7B	3.02593e+06
Q86TW2	ADCK1_HUMAN	ADCK1	AarF domain-containing protein kinase 1	5.49065e+06
Q86U28	ISCA2_HUMAN	ISCA2	Iron-sulfur cluster assembly 2 homolog, mitochondrial	1.36024e+07
Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2	4.24133e+07
Q86U86	PB1_HUMAN	PBRM1	Protein polybromo-1	1.40442e+06
Q86UA1	PRP39_HUMAN	PRPF39	Pre-mRNA-processing factor 39	1.09457e+06
Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC	3.66174e+07
Q86UE8	TLK2_HUMAN	TLK2	Serine/threonine-protein kinase tousled-like 2	903913
Q86UK0	ABCAC_HUMAN	ABCA12	Glucosylceramide transporter ABCA12	3.44058e+07
Q86UP2	KTN1_HUMAN	KTN1	Kinectin	4.71598e+07
Q86UP6	CUZD1_HUMAN	CUZD1	CUB and zona pellucida-like domain-containing protein 1	1.02362e+08
Q86UT6	NLRX1_HUMAN	NLRX1	NLR family member X1	6.74573e+06
Q86UU1	PHLB1_HUMAN	PHLDB1	Pleckstrin homology-like domain family B member 1	1.12338e+07
Q86UW7	CAPS2_HUMAN	CADPS2	Calcium-dependent secretion activator 2	6.82548e+06
Q86UX2	ITIH5_HUMAN	ITIH5	Inter-alpha-trypsin inhibitor heavy chain H5	1.7186e+07
Q86UX7	URP2_HUMAN	FERMT3	Fermitin family homolog 3	1.08468e+08
Q86UY8	NT5D3_HUMAN	NT5DC3	5'-nucleotidase domain-containing protein 3	6.38975e+06
Q86V21	AACS_HUMAN	AACS	Acetoacetyl-CoA synthetase	2.46422e+07
Q86V48	LUZP1_HUMAN	LUZP1	Leucine zipper protein 1	3.45915e+06
Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	8.57726e+07
Q86V88	MGDP1_HUMAN	MDP1	Magnesium-dependent phosphatase 1	1.62052e+07
Q86VB7	C163A_HUMAN	CD163	Scavenger receptor cysteine-rich type 1 protein M130	4.86993e+06
Q86VE3	SATL1_HUMAN	SATL1	Spermidine/spermine N(1)-acetyltransferase-like protein 1	7.26789e+08
Q86VN1	VPS36_HUMAN	VPS36	Vacuolar protein-sorting-associated protein 36	2.15545e+07
