Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190319yix_KRUK_DIA_b5_15.mzML
Q10589	BST2_HUMAN	BST2	Bone marrow stromal antigen 2	2.45641e+07
Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	6.89729e+06
Q12765	SCRN1_HUMAN	SCRN1	Secernin-1	1.21525e+07
Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5	7.16354e+06
Q12778	FOXO1_HUMAN	FOXO1	Forkhead box protein O1	277830
Q12789	TF3C1_HUMAN	GTF3C1	General transcription factor 3C polypeptide 1	934397
Q12792	TWF1_HUMAN	TWF1	Twinfilin-1	1.2641e+07
Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	3.0815e+07
Q12800	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	2.60647e+06
Q12802	AKP13_HUMAN	AKAP13	A-kinase anchor protein 13	3.44917e+07
Q12805	FBLN3_HUMAN	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	3.5937e+07
Q12816	TROP_HUMAN	TRO	Trophinin	3.74172e+07
Q12824	SNF5_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	1.05023e+07
Q12841	FSTL1_HUMAN	FSTL1	Follistatin-related protein 1	3.38372e+06
Q12846	STX4_HUMAN	STX4	Syntaxin-4	3.94032e+06
Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	1.69521e+06
Q12873	CHD3_HUMAN	CHD3	Chromodomain-helicase-DNA-binding protein 3	3.60558e+06
Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	1.15874e+07
Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	3.36503e+07
Q12884	SEPR_HUMAN	FAP	Prolyl endopeptidase FAP	3.55996e+07
Q12888	TP53B_HUMAN	TP53BP1	TP53-binding protein 1	2.31561e+06
Q12899	TRI26_HUMAN	TRIM26	Tripartite motif-containing protein 26	1.71613e+06
Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	8.2702e+06
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	3.41874e+07
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	3.76108e+07
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	3.00314e+07
Q12929	EPS8_HUMAN	EPS8	Epidermal growth factor receptor kinase substrate 8	2.85552e+06
Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	3.32868e+07
Q12959	DLG1_HUMAN	DLG1	Disks large homolog 1	2.07662e+06
Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie	2.39001e+07
Q12972	PP1R8_HUMAN	PPP1R8	Nuclear inhibitor of protein phosphatase 1	1.60502e+06
Q12979	ABR_HUMAN	ABR	Active breakpoint cluster region-related protein	1.61091e+06
Q12981	SEC20_HUMAN	BNIP1	Vesicle transport protein SEC20	3.1314e+06
Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	2.42295e+06
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	5.18415e+07
Q13033	STRN3_HUMAN	STRN3	Striatin-3	2.7168e+06
Q13042	CDC16_HUMAN	CDC16	Cell division cycle protein 16 homolog	1.18985e+06
Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	1.69354e+07
Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	8.14329e+06
Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	9.14163e+06
Q13075	BIRC1_HUMAN	NAIP	Baculoviral IAP repeat-containing protein 1	533648
Q13084	RM28_HUMAN	MRPL28	Large ribosomal subunit protein bL28m	1.323e+06
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	6.2614e+06
Q13094	LCP2_HUMAN	LCP2	Lymphocyte cytosolic protein 2	9.63984e+06
Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	1.28446e+07
Q13107	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	5.21833e+06
Q13123	RED_HUMAN	IK	Protein Red	3.73309e+06
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	1.31864e+07
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	1.16714e+07
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	3.69146e+06
Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	3.03113e+06
Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	2.43919e+07
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	5.11212e+07
Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	155383
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	8.20986e+06
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	1.67503e+08
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	4.08174e+07
Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	2.87942e+07
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	3.6742e+06
Q13190	STX5_HUMAN	STX5	Syntaxin-5	6.57734e+06
Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	2.88396e+07
Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	6.95257e+06
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	5.06641e+07
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	3.4328e+06
Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	1.90781e+07
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	1.43572e+07
Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	8.51741e+07
Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	3.39618e+07
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	2.68944e+07
Q13287	NMI_HUMAN	NMI	N-myc-interactor	4.31218e+06
Q13303	KCAB2_HUMAN	KCNAB2	Voltage-gated potassium channel subunit beta-2	4.15173e+06
Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	7.87737e+06
Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	1.88969e+07
Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	2.01934e+06
Q13325	IFIT5_HUMAN	IFIT5	Interferon-induced protein with tetratricopeptide repeats 5	1.78386e+06
Q13332	PTPRS_HUMAN	PTPRS	Receptor-type tyrosine-protein phosphatase S	388366
Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	2.36124e+07
Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	2.21452e+06
Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	1.56072e+07
Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	4.55573e+06
Q13405	RM49_HUMAN	MRPL49	Large ribosomal subunit protein mL49	1.60827e+06
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	2.61367e+07
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	3.19849e+07
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	1.34764e+07
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	3.96337e+07
Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G	5.94749e+06
Q13428	TCOF_HUMAN	TCOF1	Treacle protein	4.35855e+06
Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	1.80688e+07
Q13438	OS9_HUMAN	OS9	Protein OS-9	4.01055e+06
Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	3.74635e+06
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	3.27151e+07
Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	3.83514e+06
Q13449	LSAMP_HUMAN	LSAMP	Limbic system-associated membrane protein	2.28584e+06
Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	2.05154e+07
Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	1.98458e+07
Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	3.8103e+06
Q13469	NFAC2_HUMAN	NFATC2	Nuclear factor of activated T-cells, cytoplasmic 2	3.44366e+06
Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	1.34321e+07
Q13496	MTM1_HUMAN	MTM1	Myotubularin	1.35265e+06
Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	9.97424e+06
Q13505	MTX1_HUMAN	MTX1	Metaxin-1	1.20202e+06
Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	2.40636e+07
Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	1.29643e+07
Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	6.41307e+06
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	9.78578e+06
Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	6.08124e+06
Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	2.48681e+06
Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	9.17214e+06
Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	3.20301e+06
Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	1.65332e+07
Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	2.31363e+07
Q13563	PKD2_HUMAN	PKD2	Polycystin-2	743506
Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	7.01345e+06
Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	2.51233e+07
Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	2.57223e+07
Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	9.45337e+06
Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	8.20866e+06
Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	1.36549e+07
Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	1.98298e+06
Q13613	MTMR1_HUMAN	MTMR1	Myotubularin-related protein 1	1.30846e+06
Q13616	CUL1_HUMAN	CUL1	Cullin-1	8.97319e+06
Q13617	CUL2_HUMAN	CUL2	Cullin-2	3.24851e+06
Q13618	CUL3_HUMAN	CUL3	Cullin-3	5.29404e+06
Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	1.32334e+06
Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B	7.45172e+06
Q13625	ASPP2_HUMAN	TP53BP2	Apoptosis-stimulating of p53 protein 2	2.69618e+06
Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	1.80613e+07
Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	6.31847e+06
Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	2.88551e+06
Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein	3.36937e+06
Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	3.9544e+07
Q13683	ITA7_HUMAN	ITGA7	Integrin alpha-7	1.48123e+07
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	1.99163e+07
Q13761	RUNX3_HUMAN	RUNX3	Runt-related transcription factor 3	1.66635e+06
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	7.73677e+07
Q13825	AUHM_HUMAN	AUH	Methylglutaconyl-CoA hydratase, mitochondrial	4.63226e+06
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	9.25608e+07
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	4.07902e+06
Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	931963
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	2.05179e+08
Q13895	BYST_HUMAN	BYSL	Bystin	1.83769e+06
Q13948	CASP_HUMAN	CUX1	Protein CASP	1.01362e+06
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	2.35061e+07
Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	3.08559e+06
Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	9.2613e+06
Q14002	CEAM7_HUMAN	CEACAM7	Carcinoembryonic antigen-related cell adhesion molecule 7	5.58524e+06
Q14005	IL16_HUMAN	IL16	Pro-interleukin-16	1.8666e+07
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	2.59914e+08
Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	5.05014e+07
Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	1.08727e+06
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	9.02671e+07
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	1.70024e+08
Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	8.2434e+06
Q14112	NID2_HUMAN	NID2	Nidogen-2	4.38352e+07
Q14116	IL18_HUMAN	IL18	Interleukin-18	6.0819e+06
Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	1.13863e+07
Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	5.6135e+06
Q14141	SEPT6_HUMAN	SEPTIN6	Septin-6	1.72575e+07
Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3	634406
Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	6.73602e+06
Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	2.23933e+07
Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	9.56628e+06
Q14156	EFR3A_HUMAN	EFR3A	Protein EFR3 homolog A	1.87132e+06
Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	2.41833e+07
Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	3.50728e+06
Q14161	GIT2_HUMAN	GIT2	ARF GTPase-activating protein GIT2	1.20601e+07
Q14165	MLEC_HUMAN	MLEC	Malectin	2.39329e+07
Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	7.52961e+06
Q14185	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1	4.16465e+06
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	8.7457e+06
Q14194	DPYL1_HUMAN	CRMP1	Dihydropyrimidinase-related protein 1	1.48334e+06
Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	1.29609e+08
Q14197	ICT1_HUMAN	MRPL58	Large ribosomal subunit protein mL62	1.65307e+06
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	1.32435e+07
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	5.7818e+07
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	2.54428e+06
Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	2.50663e+07
Q14242	SELPL_HUMAN	SELPLG	P-selectin glycoprotein ligand 1	3.264e+06
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	4.7318e+07
Q14249	NUCG_HUMAN	ENDOG	Endonuclease G, mitochondrial	459619
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	9.89542e+06
Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	8.9399e+06
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	1.07391e+07
Q14289	FAK2_HUMAN	PTK2B	Protein-tyrosine kinase 2-beta	6.3433e+06
Q14314	FGL2_HUMAN	FGL2	Fibroleukin	1.94314e+07
Q14315	FLNC_HUMAN	FLNC	Filamin-C	2.071e+07
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	4.51189e+06
Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A	4.17839e+06
Q14331	FRG1_HUMAN	FRG1	Protein FRG1	2.63795e+06
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	2.80992e+07
Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	1.66621e+06
Q14392	LRC32_HUMAN	LRRC32	Transforming growth factor beta activator LRRC32	6.17435e+06
Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	1.98585e+07
Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	2.03629e+07
Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	1.90039e+07
Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	1.3615e+07
Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	8.55301e+06
Q14571	ITPR2_HUMAN	ITPR2	Inositol 1,4,5-trisphosphate receptor type 2	1.35126e+06
Q14573	ITPR3_HUMAN	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3	4.94758e+07
Q14624	ITIH4_HUMAN	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4	1.124e+08
Q14643	ITPR1_HUMAN	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	1.02081e+07
Q14644	RASA3_HUMAN	RASA3	Ras GTPase-activating protein 3	2.86765e+06
Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	2.08579e+06
Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	7.28405e+06
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	2.07247e+07
Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	4.189e+07
Q14689	DIP2A_HUMAN	DIP2A	Disco-interacting protein 2 homolog A	664916
Q14690	RRP5_HUMAN	PDCD11	Protein RRP5 homolog	896967
Q14692	BMS1_HUMAN	BMS1	Ribosome biogenesis protein BMS1 homolog	9.11994e+06
Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10	2.87713e+06
Q14696	MESD_HUMAN	MESD	LRP chaperone MESD	1.62201e+07
Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	1.86634e+08
Q14699	RFTN1_HUMAN	RFTN1	Raftlin	6.34933e+06
Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	5.98396e+06
Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	1.87134e+07
Q14746	COG2_HUMAN	COG2	Conserved oligomeric Golgi complex subunit 2	1.40916e+06
Q14761	PTCA_HUMAN	PTPRCAP	Protein tyrosine phosphatase receptor type C-associated protein	2.13211e+07
Q14764	MVP_HUMAN	MVP	Major vault protein	9.31651e+07
Q14766	LTBP1_HUMAN	LTBP1	Latent-transforming growth factor beta-binding protein 1	4.80765e+07
Q14767	LTBP2_HUMAN	LTBP2	Latent-transforming growth factor beta-binding protein 2	2.48156e+07
Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	1.1675e+07
Q14790	CASP8_HUMAN	CASP8	Caspase-8	3.30386e+06
Q14839	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	9.6476e+06
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	1.25048e+08
Q14865	ARI5B_HUMAN	ARID5B	AT-rich interactive domain-containing protein 5B	4.44355e+07
Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	2.47683e+06
Q14919	NC2A_HUMAN	DRAP1	Dr1-associated corepressor	2.74283e+06
Q14938	NFIX_HUMAN	NFIX	Nuclear factor 1 X-type	1.781e+06
Q14956	GPNMB_HUMAN	GPNMB	Transmembrane glycoprotein NMB	3.02653e+07
Q14966	ZN638_HUMAN	ZNF638	Zinc finger protein 638	3.47184e+07
Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	4.67513e+07
Q14978	NOLC1_HUMAN	NOLC1	Nucleolar and coiled-body phosphoprotein 1	1.70067e+07
Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	1.50735e+07
Q14993	COJA1_HUMAN	COL19A1	Collagen alpha-1(XIX) chain	1.27114e+07
Q14BN4	SLMAP_HUMAN	SLMAP	Sarcolemmal membrane-associated protein	3.02176e+06
Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	4.91975e+06
Q14CX7	NAA25_HUMAN	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	525382
Q15005	SPCS2_HUMAN	SPCS2	Signal peptidase complex subunit 2	5.40411e+07
Q15006	EMC2_HUMAN	EMC2	ER membrane protein complex subunit 2	1.86261e+06
Q15007	FL2D_HUMAN	WTAP	Pre-mRNA-splicing regulator WTAP	809372
Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	1.39118e+07
Q15018	ABRX2_HUMAN	ABRAXAS2	BRISC complex subunit Abraxas 2	1.68523e+07
Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	4.72072e+07
Q15020	SART3_HUMAN	SART3	Squamous cell carcinoma antigen recognized by T-cells 3	1.09045e+07
Q15027	ACAP1_HUMAN	ACAP1	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	6.40353e+07
Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	1.88078e+07
Q15031	SYLM_HUMAN	LARS2	Leucine--tRNA ligase, mitochondrial	1.72045e+06
Q15036	SNX17_HUMAN	SNX17	Sorting nexin-17	3.56956e+06
Q15042	RB3GP_HUMAN	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit	3.48779e+06
Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	3.86049e+07
Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog	4.27212e+06
Q15052	ARHG6_HUMAN	ARHGEF6	Rho guanine nucleotide exchange factor 6	7.04839e+06
Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	4.93418e+07
Q15057	ACAP2_HUMAN	ACAP2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	8.75571e+06
Q15063	POSTN_HUMAN	POSTN	Periostin	7.12147e+08
Q15070	OXA1L_HUMAN	OXA1L	Mitochondrial inner membrane protein OXA1L	3.53194e+06
Q15075	EEA1_HUMAN	EEA1	Early endosome antigen 1	1.64216e+07
Q15080	NCF4_HUMAN	NCF4	Neutrophil cytosol factor 4	7.39825e+06
Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	1.80359e+08
Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1	1.12491e+07
Q15113	PCOC1_HUMAN	PCOLCE	Procollagen C-endopeptidase enhancer 1	2.32965e+07
Q15118	PDK1_HUMAN	PDK1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	1.10562e+07
Q15120	PDK3_HUMAN	PDK3	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial	5.29291e+06
Q15121	PEA15_HUMAN	PEA15	Astrocytic phosphoprotein PEA-15	6.55834e+07
Q15124	PGM5_HUMAN	PGM5	Phosphoglucomutase-like protein 5	1.06766e+07
Q15126	PMVK_HUMAN	PMVK	Phosphomevalonate kinase	1.12809e+07
Q15149	PLEC_HUMAN	PLEC	Plectin	1.08429e+08
Q15154	PCM1_HUMAN	PCM1	Pericentriolar material 1 protein	2.3949e+06
Q15172	2A5A_HUMAN	PPP2R5A	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	5.40262e+06
Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	8.68792e+07
Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3	3.43245e+07
Q15208	STK38_HUMAN	STK38	Serine/threonine-protein kinase 38	2.09186e+06
Q15223	NECT1_HUMAN	NECTIN1	Nectin-1	1.68659e+08
Q15233	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein	8.74845e+07
Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator	6.2135e+06
Q15274	NADC_HUMAN	QPRT	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	6.56501e+06
Q15276	RABE1_HUMAN	RABEP1	Rab GTPase-binding effector protein 1	2.90756e+06
Q15286	RAB35_HUMAN	RAB35	Ras-related protein Rab-35	6.0142e+06
Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	2.8837e+07
Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	2.96814e+07
Q15306	IRF4_HUMAN	IRF4	Interferon regulatory factor 4	6.7388e+06
Q15334	L2GL1_HUMAN	LLGL1	Lethal(2) giant larvae protein homolog 1	2.84211e+06
Q15363	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2	1.56441e+07
Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	8.41003e+07
Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	3.61165e+07
Q15369	ELOC_HUMAN	ELOC	Elongin-C	9.16055e+06
Q15370	ELOB_HUMAN	ELOB	Elongin-B	1.83087e+07
Q15382	RHEB_HUMAN	RHEB	GTP-binding protein Rheb	5.85167e+06
Q15386	UBE3C_HUMAN	UBE3C	Ubiquitin-protein ligase E3C	1.88292e+07
Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	8.63823e+07
Q15397	PUM3_HUMAN	PUM3	Pumilio homolog 3	7.68005e+08
Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	2.76338e+07
Q15417	CNN3_HUMAN	CNN3	Calponin-3	8.52414e+07
Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	1.5597e+07
Q15427	SF3B4_HUMAN	SF3B4	Splicing factor 3B subunit 4	1.01747e+07
Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	1.2637e+07
Q15434	RBMS2_HUMAN	RBMS2	RNA-binding motif, single-stranded-interacting protein 2	2.4349e+06
Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	1.57954e+07
Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	2.8224e+07
