Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200930yuanch_Connie_TCPA_60minDIA_b3-1.mzML
Q6KB66	K2C80_HUMAN	KRT80	Keratin, type II cytoskeletal 80	1.02009e+08
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	5.80071e+06
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	8.72586e+06
Q6NSI8	SANBR_HUMAN	SANBR	SANT and BTB domain regulator of class switch recombination	9.97996e+07
Q6NUI6	CHADL_HUMAN	CHADL	Chondroadherin-like protein	2.83686e+07
Q6NUK1	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24	2.54416e+07
Q6NUK4	REEP3_HUMAN	REEP3	Receptor expression-enhancing protein 3	5.58741e+06
Q6NUM9	RETST_HUMAN	RETSAT	All-trans-retinol 13,14-reductase	2.11087e+06
Q6NUQ1	RINT1_HUMAN	RINT1	RAD50-interacting protein 1	3.50266e+06
Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214	3.73587e+07
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1.27113e+08
Q6NW29	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4	3.28671e+06
Q6NXG1	ESRP1_HUMAN	ESRP1	Epithelial splicing regulatory protein 1	5.63281e+06
Q6NY19	KANK3_HUMAN	KANK3	KN motif and ankyrin repeat domain-containing protein 3	972800
Q6NYC1	JMJD6_HUMAN	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	3.02477e+06
Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	1.28433e+07
Q6NZ67	MZT2B_HUMAN	MZT2B	Mitotic-spindle organizing protein 2B	4.37499e+06
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	7.30183e+07
Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8	5.27067e+06
Q6P158	DHX57_HUMAN	DHX57	Putative ATP-dependent RNA helicase DHX57	555199
Q6P179	ERAP2_HUMAN	ERAP2	Endoplasmic reticulum aminopeptidase 2	1.13397e+07
Q6P1A2	MBOA5_HUMAN	LPCAT3	Lysophospholipid acyltransferase 5	4.49414e+06
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	682838
Q6P1L8	RM14_HUMAN	MRPL14	Large ribosomal subunit protein uL14m	7.91243e+06
Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	5.12232e+06
Q6P1M3	L2GL2_HUMAN	LLGL2	LLGL scribble cell polarity complex component 2	1.02391e+07
Q6P1N0	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	8.47723e+06
Q6P1N9	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1	1.10477e+07
Q6P1X6	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82	2.36338e+07
Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	2.78307e+07
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	1.71204e+08
Q6P3W7	SCYL2_HUMAN	SCYL2	SCY1-like protein 2	1.09998e+07
Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27	7.66051e+06
Q6P4A8	PLBL1_HUMAN	PLBD1	Phospholipase B-like 1	8.07368e+06
Q6P4E1	GOLM2_HUMAN	GOLM2	Protein GOLM2	1.13069e+07
Q6P4F2	FDX2_HUMAN	FDX2	Ferredoxin-2, mitochondrial	4.15222e+06
Q6P4Q7	CNNM4_HUMAN	CNNM4	Metal transporter CNNM4	2.32831e+06
Q6P4R8	NFRKB_HUMAN	NFRKB	Nuclear factor related to kappa-B-binding protein	852155
Q6P587	FAHD1_HUMAN	FAHD1	Acylpyruvase FAHD1, mitochondrial	7.52408e+06
Q6P597	KLC3_HUMAN	KLC3	Kinesin light chain 3	404340
Q6P5R6	RL22L_HUMAN	RPL22L1	Ribosomal protein eL22-like	1.32431e+07
Q6P5Z2	PKN3_HUMAN	PKN3	Serine/threonine-protein kinase N3	6.53133e+06
Q6P6C2	ALKB5_HUMAN	ALKBH5	RNA demethylase ALKBH5	1.50701e+06
Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	1.88028e+07
Q6P9A2	GLT18_HUMAN	GALNT18	Polypeptide N-acetylgalactosaminyltransferase 18	5.70757e+06
Q6P9B6	MEAK7_HUMAN	MEAK7	MTOR-associated protein MEAK7	1.29577e+07
Q6P9B9	INT5_HUMAN	INTS5	Integrator complex subunit 5	2.14741e+06
Q6PCB0	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1	2.16096e+07
Q6PCB7	S27A1_HUMAN	SLC27A1	Long-chain fatty acid transport protein 1	2.46866e+06
Q6PCE3	PGM2L_HUMAN	PGM2L1	Glucose 1,6-bisphosphate synthase	1.34865e+07
Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog	3.62794e+06
Q6PGP7	SKI3_HUMAN	SKIC3	Superkiller complex protein 3	2.13946e+07
Q6PI48	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial	1.27596e+07
Q6PI78	TMM65_HUMAN	TMEM65	Transmembrane protein 65	1.44132e+06
Q6PI98	IN80C_HUMAN	INO80C	INO80 complex subunit C	5.68725e+06
Q6PIU2	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1	4.04e+07
Q6PJ69	TRI65_HUMAN	TRIM65	E3 ubiquitin-protein ligase TRIM65	5.2606e+06
Q6PJG2	MDEAS_HUMAN	MIDEAS	Mitotic deacetylase-associated SANT domain protein	1.36014e+06
Q6PJG6	BRAT1_HUMAN	BRAT1	BRCA1-associated ATM activator 1	1.51512e+06
Q6PJI9	WDR59_HUMAN	WDR59	GATOR complex protein WDR59	830071
Q6PJT7	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14	2.38093e+06
Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	1.08045e+08
Q6PML9	ZNT9_HUMAN	SLC30A9	Proton-coupled zinc antiporter SLC30A9, mitochondrial	1.13053e+07
Q6QNY0	BL1S3_HUMAN	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3	7.85452e+06
Q6RFH5	WDR74_HUMAN	WDR74	WD repeat-containing protein 74	3.06309e+06
Q6RW13	ATRAP_HUMAN	AGTRAP	Type-1 angiotensin II receptor-associated protein	8.45988e+06
Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	6.07271e+06
Q6ULP2	AFTIN_HUMAN	AFTPH	Aftiphilin	2.40135e+06
Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	8.12689e+06
Q6UUV7	CRTC3_HUMAN	CRTC3	CREB-regulated transcription coactivator 3	5.52799e+06
Q6UVJ0	SAS6_HUMAN	SASS6	Spindle assembly abnormal protein 6 homolog	4.24072e+06
Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4	3.10372e+06
Q6UVY6	MOXD1_HUMAN	MOXD1	DBH-like monooxygenase protein 1	1.13482e+07
Q6UW02	CP20A_HUMAN	CYP20A1	Cytochrome P450 20A1	7.67977e+06
Q6UW68	TM205_HUMAN	TMEM205	Transmembrane protein 205	4.79714e+07
Q6UWE0	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1	3.39503e+06
Q6UWP2	DHR11_HUMAN	DHRS11	Dehydrogenase/reductase SDR family member 11	5.26343e+06
Q6UWP7	LCLT1_HUMAN	LCLAT1	Lysocardiolipin acyltransferase 1	1.87677e+07
Q6UWY5	OLFL1_HUMAN	OLFML1	Olfactomedin-like protein 1	2.2931e+07
Q6UX06	OLFM4_HUMAN	OLFM4	Olfactomedin-4	3.88527e+06
Q6UX53	TMT1B_HUMAN	TMT1B	Thiol S-methyltransferase TMT1B	2.04823e+07
Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2	6.06399e+06
Q6UXB8	PI16_HUMAN	PI16	Peptidase inhibitor 16	1.78349e+06
Q6UXG2	ELAP1_HUMAN	ELAPOR1	Endosome/lysosome-associated apoptosis and autophagy regulator 1	5.14784e+06
Q6UXH1	CREL2_HUMAN	CRELD2	Protein disulfide isomerase CRELD2	1.05794e+07
Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82	9.82811e+06
Q6UXV4	MIC27_HUMAN	APOOL	MICOS complex subunit MIC27	4.2558e+06
Q6UXY1	BI2L2_HUMAN	BAIAP2L2	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 2	2.73409e+06
Q6UY14	ATL4_HUMAN	ADAMTSL4	ADAMTS-like protein 4	947058
Q6V1X1	DPP8_HUMAN	DPP8	Dipeptidyl peptidase 8	1.40707e+06
Q6VN20	RBP10_HUMAN	RANBP10	Ran-binding protein 10	2.19623e+06
Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1	7.44149e+06
Q6WCQ1	MPRIP_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein	1.97787e+07
Q6WKZ4	RFIP1_HUMAN	RAB11FIP1	Rab11 family-interacting protein 1	2.60605e+06
Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	1.46526e+07
Q6Y288	B3GLT_HUMAN	B3GLCT	Beta-1,3-glucosyltransferase	2.4484e+06
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	7.09471e+06
Q6YHK3	CD109_HUMAN	CD109	CD109 antigen	9.79107e+06
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	1.77863e+07
Q6YP21	KAT3_HUMAN	KYAT3	Kynurenine--oxoglutarate transaminase 3	2.36501e+07
Q6ZMI0	PPR21_HUMAN	PPP1R21	Protein phosphatase 1 regulatory subunit 21	5.53225e+06
Q6ZMP0	THSD4_HUMAN	THSD4	Thrombospondin type-1 domain-containing protein 4	3.37301e+06
Q6ZMW3	EMAL6_HUMAN	EML6	Echinoderm microtubule-associated protein-like 6	1.0387e+07
Q6ZMZ3	SYNE3_HUMAN	SYNE3	Nesprin-3	3.44286e+07
Q6ZNJ1	NBEL2_HUMAN	NBEAL2	Neurobeachin-like protein 2	5.42972e+06
Q6ZRP7	QSOX2_HUMAN	QSOX2	Sulfhydryl oxidase 2	3.93528e+06
Q6ZRV2	FA83H_HUMAN	FAM83H	Protein FAM83H	3.61454e+06
Q6ZS81	WDFY4_HUMAN	WDFY4	WD repeat- and FYVE domain-containing protein 4	7.09833e+06
Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	9.56619e+06
Q6ZSZ5	ARHGI_HUMAN	ARHGEF18	Rho guanine nucleotide exchange factor 18	4.19371e+06
Q6ZT21	TMPPE_HUMAN	TMPPE	Transmembrane protein with metallophosphoesterase domain	3.02749e+06
Q6ZUJ8	BCAP_HUMAN	PIK3AP1	Phosphoinositide 3-kinase adapter protein 1	5.01883e+06
Q6ZUM4	RHG27_HUMAN	ARHGAP27	Rho GTPase-activating protein 27	2.08632e+06
Q6ZUS6	CC149_HUMAN	CCDC149	Coiled-coil domain-containing protein 149	159712
Q6ZVX7	FBX50_HUMAN	NCCRP1	F-box only protein 50	2.47585e+06
Q6ZW31	SYDE1_HUMAN	SYDE1	Rho GTPase-activating protein SYDE1	556615
Q709C8	VP13C_HUMAN	VPS13C	Intermembrane lipid transfer protein VPS13C	4.01098e+07
Q70E73	RAPH1_HUMAN	RAPH1	Ras-associated and pleckstrin homology domains-containing protein 1	3.49793e+06
Q70IA6	MOB2_HUMAN	MOB2	MOB kinase activator 2	8.33735e+06
Q70J99	UN13D_HUMAN	UNC13D	Protein unc-13 homolog D	8.64517e+06
Q70UQ0	IKIP_HUMAN	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein	9.17097e+06
Q712K3	UB2R2_HUMAN	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	7.66774e+06
Q71RC2	LARP4_HUMAN	LARP4	La-related protein 4	3.99462e+06
Q71UM5	RS27L_HUMAN	RPS27L	Ribosomal protein eS27-like	7.15246e+07
Q76M96	CCD80_HUMAN	CCDC80	Coiled-coil domain-containing protein 80	1.13846e+07
Q7KYR7	BT2A1_HUMAN	BTN2A1	Butyrophilin subfamily 2 member A1	457151
Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6	2.27758e+07
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	1.88938e+08
Q7KZI7	MARK2_HUMAN	MARK2	Serine/threonine-protein kinase MARK2	3.85556e+06
Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	1.21786e+07
Q7L099	RUFY3_HUMAN	RUFY3	Protein RUFY3	4.43722e+06
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	5.13014e+06
Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	4.22815e+07
Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	1.01037e+08
Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M	5.32521e+07
Q7L2J0	MEPCE_HUMAN	MEPCE	7SK snRNA methylphosphate capping enzyme	2.78201e+06
Q7L3T8	SYPM_HUMAN	PARS2	Probable proline--tRNA ligase, mitochondrial	2.62405e+06
Q7L4I2	RSRC2_HUMAN	RSRC2	Arginine/serine-rich coiled-coil protein 2	3.07129e+06
Q7L523	RRAGA_HUMAN	RRAGA	Ras-related GTP-binding protein A	1.37187e+07
Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	3.45832e+07
Q7L591	DOK3_HUMAN	DOK3	Docking protein 3	2.4449e+06
Q7L5D6	GET4_HUMAN	GET4	Golgi to ER traffic protein 4 homolog	7.0546e+06
Q7L5N1	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6	1.37938e+07
Q7L5N7	PCAT2_HUMAN	LPCAT2	Lysophosphatidylcholine acyltransferase 2	4.03253e+07
Q7L775	EPMIP_HUMAN	EPM2AIP1	EPM2A-interacting protein 1	3.90986e+06
Q7L7V1	DHX32_HUMAN	DHX32	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	1.54624e+06
Q7L7X3	TAOK1_HUMAN	TAOK1	Serine/threonine-protein kinase TAO1	2.456e+06
Q7L8J4	3BP5L_HUMAN	SH3BP5L	SH3 domain-binding protein 5-like	1.09772e+07
Q7L8L6	FAKD5_HUMAN	FASTKD5	FAST kinase domain-containing protein 5, mitochondrial	3.74615e+06
Q7LBC6	KDM3B_HUMAN	KDM3B	Lysine-specific demethylase 3B	1.01074e+07
Q7LBR1	CHM1B_HUMAN	CHMP1B	Charged multivesicular body protein 1b	1.60564e+07
Q7LG56	RIR2B_HUMAN	RRM2B	Ribonucleoside-diphosphate reductase subunit M2 B	4.74997e+06
Q7LGA3	HS2ST_HUMAN	HS2ST1	Heparan sulfate 2-O-sulfotransferase 1	2.00877e+06
Q7RTP6	MICA3_HUMAN	MICAL3	[F-actin]-monooxygenase MICAL3	2.09116e+06
Q7RTS1	BHA15_HUMAN	BHLHA15	Class A basic helix-loop-helix protein 15	5.26962e+06
Q7RTS9	DYM_HUMAN	DYM	Dymeclin	3.36974e+07
Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A	5.14254e+07
Q7RTV2	GSTA5_HUMAN	GSTA5	Glutathione S-transferase A5	6.69477e+07
Q7RTV5	PXL2C_HUMAN	PRXL2C	Peroxiredoxin-like 2C	919640
Q7Z2K6	ERMP1_HUMAN	ERMP1	Endoplasmic reticulum metallopeptidase 1	4.97973e+06
Q7Z2T5	TRM1L_HUMAN	TRMT1L	TRMT1-like protein	1.32415e+06
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	1.55764e+07
Q7Z2W9	RM21_HUMAN	MRPL21	Large ribosomal subunit protein bL21m	6.96249e+06
Q7Z2Z2	EFL1_HUMAN	EFL1	Elongation factor-like GTPase 1	8.70025e+06
Q7Z304	MAMC2_HUMAN	MAMDC2	MAM domain-containing protein 2	3.29673e+06
Q7Z392	TPC11_HUMAN	TRAPPC11	Trafficking protein particle complex subunit 11	3.87676e+06
Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	1.91206e+07
Q7Z3C6	ATG9A_HUMAN	ATG9A	Autophagy-related protein 9A	4.1229e+06
Q7Z3D6	GLUCM_HUMAN	DGLUCY	D-glutamate cyclase, mitochondrial	1.26399e+07
Q7Z3J2	VP35L_HUMAN	VPS35L	VPS35 endosomal protein-sorting factor-like	4.12443e+07
Q7Z3K3	POGZ_HUMAN	POGZ	Pogo transposable element with ZNF domain	3.61019e+06
Q7Z3U7	MON2_HUMAN	MON2	Protein MON2 homolog	1.16776e+07
Q7Z401	MYCPP_HUMAN	DENND4A	C-myc promoter-binding protein	2.3125e+08
Q7Z406	MYH14_HUMAN	MYH14	Myosin-14	1.47488e+07
Q7Z417	NUFP2_HUMAN	NUFIP2	FMR1-interacting protein NUFIP2	6.75272e+06
Q7Z422	SZRD1_HUMAN	SZRD1	SUZ domain-containing protein 1	9.24494e+06
Q7Z434	MAVS_HUMAN	MAVS	Mitochondrial antiviral-signaling protein	2.04418e+07
Q7Z460	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1	3.95671e+06
Q7Z478	DHX29_HUMAN	DHX29	ATP-dependent RNA helicase DHX29	3.77502e+06
Q7Z4G1	COMD6_HUMAN	COMMD6	COMM domain-containing protein 6	1.34158e+09
Q7Z4G4	TRM11_HUMAN	TRMT11	tRNA (guanine(10)-N2)-methyltransferase homolog	3.25623e+06
Q7Z4H3	HDDC2_HUMAN	HDDC2	5'-deoxynucleotidase HDDC2	7.4166e+06
Q7Z4H8	PLGT3_HUMAN	POGLUT3	Protein O-glucosyltransferase 3	5.96552e+06
Q7Z4Q2	HEAT3_HUMAN	HEATR3	HEAT repeat-containing protein 3	1.10635e+07
Q7Z4S6	KI21A_HUMAN	KIF21A	Kinesin-like protein KIF21A	2.21773e+07
Q7Z4V5	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2	1.88446e+07
Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase	4.85514e+07
Q7Z569	BRAP_HUMAN	BRAP	BRCA1-associated protein	1.46919e+06
Q7Z570	Z804A_HUMAN	ZNF804A	Zinc finger protein 804A	1.36374e+06
Q7Z5K2	WAPL_HUMAN	WAPL	Wings apart-like protein homolog	4.64135e+06
Q7Z5L7	PODN_HUMAN	PODN	Podocan	1.16705e+07
Q7Z5L9	I2BP2_HUMAN	IRF2BP2	Interferon regulatory factor 2-binding protein 2	8.73557e+06
Q7Z5Q1	CPEB2_HUMAN	CPEB2	Cytoplasmic polyadenylation element-binding protein 2	1.26431e+06
Q7Z5R6	AB1IP_HUMAN	APBB1IP	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein	6.69774e+06
Q7Z614	SNX20_HUMAN	SNX20	Sorting nexin-20	2.27803e+06
Q7Z6B0	CCD91_HUMAN	CCDC91	Coiled-coil domain-containing protein 91	1.17493e+06
Q7Z6B7	SRGP1_HUMAN	SRGAP1	SLIT-ROBO Rho GTPase-activating protein 1	1.5737e+06
Q7Z6G8	ANS1B_HUMAN	ANKS1B	Ankyrin repeat and sterile alpha motif domain-containing protein 1B	7.79683e+06
Q7Z6I6	RHG30_HUMAN	ARHGAP30	Rho GTPase-activating protein 30	3.7228e+06
Q7Z6J4	FGD2_HUMAN	FGD2	FYVE, RhoGEF and PH domain-containing protein 2	6.76631e+06
Q7Z6K5	ARPIN_HUMAN	ARPIN	Arpin	1.60646e+07
Q7Z6L1	TCPR1_HUMAN	TECPR1	Tectonin beta-propeller repeat-containing protein 1	4.18049e+06
Q7Z6M1	RABEK_HUMAN	RABEPK	Rab9 effector protein with kelch motifs	3.20731e+06
Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	1.56662e+07
Q7Z739	YTHD3_HUMAN	YTHDF3	YTH domain-containing family protein 3	2.4841e+07
Q7Z7F7	RM55_HUMAN	MRPL55	Large ribosomal subunit protein mL55	5.31836e+06
Q7Z7G0	TARSH_HUMAN	ABI3BP	Target of Nesh-SH3	1.72283e+07
Q7Z7H5	TMED4_HUMAN	TMED4	Transmembrane emp24 domain-containing protein 4	1.70294e+07
Q7Z7L7	ZER1_HUMAN	ZER1	Protein zer-1 homolog	4.33e+07
Q7Z7L8	CK096_HUMAN	C11orf96	Uncharacterized protein C11orf96	1.63723e+07
Q7Z7N9	T179B_HUMAN	TMEM179B	Transmembrane protein 179B	864333
Q86SF2	GALT7_HUMAN	GALNT7	N-acetylgalactosaminyltransferase 7	7.58511e+06
Q86SQ0	PHLB2_HUMAN	PHLDB2	Pleckstrin homology-like domain family B member 2	1.45491e+07
Q86SR1	GLT10_HUMAN	GALNT10	Polypeptide N-acetylgalactosaminyltransferase 10	3.27877e+08
Q86SX6	GLRX5_HUMAN	GLRX5	Glutaredoxin-related protein 5, mitochondrial	1.81535e+07
Q86SZ2	TPC6B_HUMAN	TRAPPC6B	Trafficking protein particle complex subunit 6B	8.3826e+06
Q86T03	PP4P1_HUMAN	PIP4P1	Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	1.88754e+06
Q86TI0	TBCD1_HUMAN	TBC1D1	TBC1 domain family member 1	2.41856e+06
Q86TI2	DPP9_HUMAN	DPP9	Dipeptidyl peptidase 9	9.67272e+06
Q86TU7	SETD3_HUMAN	SETD3	Actin-histidine N-methyltransferase	4.84383e+06
Q86TV6	TTC7B_HUMAN	TTC7B	Tetratricopeptide repeat protein 7B	1.62312e+06
Q86U28	ISCA2_HUMAN	ISCA2	Iron-sulfur cluster assembly 2 homolog, mitochondrial	6.74531e+06
Q86U38	NOP9_HUMAN	NOP9	Nucleolar protein 9	6.20878e+06
Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2	2.5496e+07
Q86U44	MTA70_HUMAN	METTL3	N6-adenosine-methyltransferase catalytic subunit	3.75618e+06
Q86U90	YRDC_HUMAN	YRDC	Threonylcarbamoyl-AMP synthase	508512
Q86UA1	PRP39_HUMAN	PRPF39	Pre-mRNA-processing factor 39	2.27673e+06
Q86UD5	SL9B2_HUMAN	SLC9B2	Sodium/hydrogen exchanger 9B2	2.13723e+06
Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC	4.36219e+07
Q86UK0	ABCAC_HUMAN	ABCA12	Glucosylceramide transporter ABCA12	6.30124e+07
Q86UP2	KTN1_HUMAN	KTN1	Kinectin	3.28525e+07
Q86UP6	CUZD1_HUMAN	CUZD1	CUB and zona pellucida-like domain-containing protein 1	1.27194e+07
Q86UT6	NLRX1_HUMAN	NLRX1	NLR family member X1	2.62453e+06
Q86UU1	PHLB1_HUMAN	PHLDB1	Pleckstrin homology-like domain family B member 1	6.70163e+06
Q86UV5	UBP48_HUMAN	USP48	Ubiquitin carboxyl-terminal hydrolase 48	1.324e+06
Q86UX2	ITIH5_HUMAN	ITIH5	Inter-alpha-trypsin inhibitor heavy chain H5	1.95241e+06
Q86UX7	URP2_HUMAN	FERMT3	Fermitin family homolog 3	9.39154e+07
Q86V21	AACS_HUMAN	AACS	Acetoacetyl-CoA synthetase	8.90982e+06
Q86V48	LUZP1_HUMAN	LUZP1	Leucine zipper protein 1	7.7389e+06
Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	9.66606e+07
Q86V85	GP180_HUMAN	GPR180	Integral membrane protein GPR180	7.09858e+06
Q86V88	MGDP1_HUMAN	MDP1	Magnesium-dependent phosphatase 1	8.89644e+06
Q86VB7	C163A_HUMAN	CD163	Scavenger receptor cysteine-rich type 1 protein M130	8.69578e+06
Q86VE3	SATL1_HUMAN	SATL1	Spermidine/spermine N(1)-acetyltransferase-like protein 1	3.61091e+08
Q86VF7	NRAP_HUMAN	NRAP	Nebulin-related-anchoring protein	4.03818e+07
Q86VM9	ZCH18_HUMAN	ZC3H18	Zinc finger CCCH domain-containing protein 18	7.61656e+06
Q86VN1	VPS36_HUMAN	VPS36	Vacuolar protein-sorting-associated protein 36	2.03e+07
Q86VP3	PACS2_HUMAN	PACS2	Phosphofurin acidic cluster sorting protein 2	1.99936e+06
Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	7.09507e+07
Q86VR2	RETR3_HUMAN	RETREG3	Reticulophagy regulator 3	1.1744e+06
Q86VS8	HOOK3_HUMAN	HOOK3	Protein Hook homolog 3	6.46113e+06
Q86VU5	CMTD1_HUMAN	COMTD1	Catechol O-methyltransferase domain-containing protein 1	6.32478e+06
Q86VX2	COMD7_HUMAN	COMMD7	COMM domain-containing protein 7	6.23562e+06
Q86W42	THOC6_HUMAN	THOC6	THO complex subunit 6 homolog	4.69945e+06
Q86W50	MET16_HUMAN	METTL16	RNA N6-adenosine-methyltransferase METTL16	2.14633e+06
Q86W92	LIPB1_HUMAN	PPFIBP1	Liprin-beta-1	1.40463e+07
Q86WA6	BPHL_HUMAN	BPHL	Valacyclovir hydrolase	2.09595e+07
Q86WA8	LONP2_HUMAN	LONP2	Lon protease homolog 2, peroxisomal	603863
Q86WB0	ZC3C1_HUMAN	ZC3HC1	Zinc finger C3HC-type protein 1	3.84308e+06
Q86WJ1	CHD1L_HUMAN	CHD1L	Chromodomain-helicase-DNA-binding protein 1-like	1.31734e+07
Q86WQ0	NR2CA_HUMAN	NR2C2AP	Nuclear receptor 2C2-associated protein	2.57632e+06
Q86WR0	CCD25_HUMAN	CCDC25	Coiled-coil domain-containing protein 25	6.02687e+06
Q86WU2	LDHD_HUMAN	LDHD	Probable D-lactate dehydrogenase, mitochondrial	8.97176e+06
Q86WV1	SKAP1_HUMAN	SKAP1	Src kinase-associated phosphoprotein 1	3.34208e+06
Q86WV6	STING_HUMAN	STING1	Stimulator of interferon genes protein	6.84402e+06
Q86WX3	AROS_HUMAN	RPS19BP1	Active regulator of SIRT1	4.22731e+06
Q86X29	LSR_HUMAN	LSR	Lipolysis-stimulated lipoprotein receptor	7.9537e+06
Q86X55	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1	1.1167e+07
Q86X76	NIT1_HUMAN	NIT1	Deaminated glutathione amidase	2.02393e+07
Q86X83	COMD2_HUMAN	COMMD2	COMM domain-containing protein 2	1.462e+07
Q86XE0	SNX32_HUMAN	SNX32	Sorting nexin-32	333127
Q86XE5	HOGA1_HUMAN	HOGA1	4-hydroxy-2-oxoglutarate aldolase, mitochondrial	8.75101e+06
Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42	1.20403e+07
Q86Y07	VRK2_HUMAN	VRK2	Serine/threonine-protein kinase VRK2	1.20529e+06
Q86Y46	K2C73_HUMAN	KRT73	Keratin, type II cytoskeletal 73	2.55907e+06
Q86Y56	DAAF5_HUMAN	DNAAF5	Dynein axonemal assembly factor 5	3.42555e+06
Q86Y79	PTH_HUMAN	PTRH1	Peptidyl-tRNA hydrolase	3.17756e+06
Q86Y82	STX12_HUMAN	STX12	Syntaxin-12	2.0172e+07
