Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200929yuanch_Connie_TCPA_60minDIA_b2-15.mzML
Q5JTZ9	SYAM_HUMAN	AARS2	Alanine--tRNA ligase, mitochondrial	6.80284e+06
Q5JVS0	HABP4_HUMAN	HABP4	Intracellular hyaluronan-binding protein 4	3.43202e+06
Q5JWF2	GNAS1_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	3.77305e+07
Q5K4L6	S27A3_HUMAN	SLC27A3	Long-chain fatty acid transport protein 3	7.57739e+06
Q5K651	SAMD9_HUMAN	SAMD9	Sterile alpha motif domain-containing protein 9	5.49019e+06
Q5M775	CYTSB_HUMAN	SPECC1	Cytospin-B	3.28969e+08
Q5MNZ6	WIPI3_HUMAN	WDR45B	WD repeat domain phosphoinositide-interacting protein 3	4.10205e+06
Q5NDL2	EOGT_HUMAN	EOGT	EGF domain-specific O-linked N-acetylglucosamine transferase	2.37586e+06
Q5NUL3	FFAR4_HUMAN	FFAR4	Free fatty acid receptor 4	1.36505e+07
Q5QJ74	TBCEL_HUMAN	TBCEL	Tubulin-specific chaperone cofactor E-like protein	8.06463e+06
Q5QJE6	TDIF2_HUMAN	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	1.50947e+06
Q5QP82	DCA10_HUMAN	DCAF10	DDB1- and CUL4-associated factor 10	1.46026e+06
Q5R372	RBG1L_HUMAN	RABGAP1L	Rab GTPase-activating protein 1-like	2.15586e+06
Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38	1.86635e+07
Q5RKV6	EXOS6_HUMAN	EXOSC6	Exosome complex component MTR3	2.23819e+06
Q5SRE5	NU188_HUMAN	NUP188	Nucleoporin NUP188	7.53504e+06
Q5SRE7	PHYD1_HUMAN	PHYHD1	Phytanoyl-CoA dioxygenase domain-containing protein 1	6.36421e+06
Q5SSJ5	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	1.08064e+08
Q5SW79	CE170_HUMAN	CEP170	Centrosomal protein of 170 kDa	1.21909e+07
Q5SWX8	ODR4_HUMAN	ODR4	Protein odr-4 homolog	2.35661e+07
Q5SXH7	PKHS1_HUMAN	PLEKHS1	Pleckstrin homology domain-containing family S member 1	5.99461e+07
Q5SXM8	DNLZ_HUMAN	DNLZ	DNL-type zinc finger protein	1.17578e+07
Q5SY16	NOL9_HUMAN	NOL9	Polynucleotide 5'-hydroxyl-kinase NOL9	3.20432e+06
Q5T013	HYI_HUMAN	HYI	Putative hydroxypyruvate isomerase	5.83462e+06
Q5T0F9	C2D1B_HUMAN	CC2D1B	Coiled-coil and C2 domain-containing protein 1B	2.42475e+06
Q5T0N5	FBP1L_HUMAN	FNBP1L	Formin-binding protein 1-like	5.30629e+06
Q5T0Z8	CF132_HUMAN	C6orf132	Uncharacterized protein C6orf132	3.38371e+06
Q5T1C6	THEM4_HUMAN	THEM4	Acyl-coenzyme A thioesterase THEM4	2.68427e+07
Q5T1M5	FKB15_HUMAN	FKBP15	FK506-binding protein 15	1.60088e+07
Q5T440	CAF17_HUMAN	IBA57	Putative transferase CAF17, mitochondrial	1.57604e+07
Q5T447	HECD3_HUMAN	HECTD3	E3 ubiquitin-protein ligase HECTD3	3.84027e+06
Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	4.80993e+07
Q5T5C0	STXB5_HUMAN	STXBP5	Syntaxin-binding protein 5	2.4637e+06
Q5T5P2	SKT_HUMAN	KIAA1217	Sickle tail protein homolog	1.27845e+08
Q5T6V5	QNG1_HUMAN	QNG1	Queuosine 5'-phosphate N-glycosylase/hydrolase	2.09904e+07
Q5T7W0	ZN618_HUMAN	ZNF618	Zinc finger protein 618	3.66841e+07
Q5T8D3	ACBD5_HUMAN	ACBD5	Acyl-CoA-binding domain-containing protein 5	2.31297e+06
Q5T8P6	RBM26_HUMAN	RBM26	RNA-binding protein 26	1.15383e+07
Q5TA45	INT11_HUMAN	INTS11	Integrator complex subunit 11	3.48106e+06
Q5TAQ9	DCAF8_HUMAN	DCAF8	DDB1- and CUL4-associated factor 8	5.87108e+06
Q5TBB1	RNH2B_HUMAN	RNASEH2B	Ribonuclease H2 subunit B	1.19092e+06
Q5TC12	ATPF1_HUMAN	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	1.16743e+06
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	1.30652e+07
Q5TEJ8	THMS2_HUMAN	THEMIS2	Protein THEMIS2	5.77408e+06
Q5TFE4	NT5D1_HUMAN	NT5DC1	5'-nucleotidase domain-containing protein 1	5.47759e+06
Q5TGL8	PXDC1_HUMAN	PXDC1	PX domain-containing protein 1	6.50428e+06
Q5TH69	BIG3_HUMAN	ARFGEF3	Brefeldin A-inhibited guanine nucleotide-exchange protein 3	1.89909e+06
Q5THK1	PR14L_HUMAN	PRR14L	Protein PRR14L	4.04272e+06
Q5TZA2	CROCC_HUMAN	CROCC	Rootletin	1.16352e+07
Q5U5X0	LYRM7_HUMAN	LYRM7	Complex III assembly factor LYRM7	2.39883e+06
Q5U651	RAIN_HUMAN	RASIP1	Ras-interacting protein 1	8.56165e+06
Q5UCC4	EMC10_HUMAN	EMC10	ER membrane protein complex subunit 10	8.25683e+06
Q5VIR6	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog	1.22518e+08
Q5VSL9	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1	4.54678e+06
Q5VT25	MRCKA_HUMAN	CDC42BPA	Serine/threonine-protein kinase MRCK alpha	4.82902e+06
Q5VT52	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2	2.51917e+06
Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B	8.14384e+06
Q5VTQ0	TT39B_HUMAN	TTC39B	Tetratricopeptide repeat protein 39B	2.27745e+06
Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A	2.89978e+06
Q5VU43	MYOME_HUMAN	PDE4DIP	Myomegalin	5.82613e+06
Q5VV41	ARHGG_HUMAN	ARHGEF16	Rho guanine nucleotide exchange factor 16	1.97688e+07
Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	3.53363e+07
Q5VW36	FOCAD_HUMAN	FOCAD	Focadhesin	2.14563e+06
Q5VWQ8	DAB2P_HUMAN	DAB2IP	Disabled homolog 2-interacting protein	4.91213e+06
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	1.11699e+07
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	2.48066e+07
Q5VYY1	ANR22_HUMAN	ANKRD22	Ankyrin repeat domain-containing protein 22	8.43698e+06
Q5VZ46	K1614_HUMAN	KIAA1614	Uncharacterized protein KIAA1614	1.28775e+06
Q5VZ89	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	2.58426e+06
Q5VZE5	NAA35_HUMAN	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit	1.75018e+06
Q5VZK9	CARL1_HUMAN	CARMIL1	F-actin-uncapping protein LRRC16A	1.49057e+07
Q5W0U4	BSPRY_HUMAN	BSPRY	B box and SPRY domain-containing protein	2.13404e+06
Q5W0V3	FHI2A_HUMAN	FHIP2A	FHF complex subunit HOOK interacting protein 2A	1.07707e+06
Q5XXA6	ANO1_HUMAN	ANO1	Anoctamin-1	4.54637e+06
Q5ZPR3	CD276_HUMAN	CD276	CD276 antigen	8.85434e+06
Q629K1	TRIQK_HUMAN	TRIQK	Triple QxxK/R motif-containing protein	8.42659e+06
Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213	2.46767e+07
Q63HR2	TENS2_HUMAN	TNS2	Tensin-2	1.55989e+07
Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	9.74593e+07
Q641Q2	WAC2A_HUMAN	WASHC2A	WASH complex subunit 2A	1.26939e+07
Q643R3	LPCT4_HUMAN	LPCAT4	Lysophospholipid acyltransferase LPCAT4	5.97441e+06
Q64LD2	WDR25_HUMAN	WDR25	WD repeat-containing protein 25	6.72627e+06
Q658P3	STEA3_HUMAN	STEAP3	Metalloreductase STEAP3	1.25709e+07
Q658Y4	F91A1_HUMAN	FAM91A1	Protein FAM91A1	1.33668e+07
Q659C4	LAR1B_HUMAN	LARP1B	La-related protein 1B	510800
Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	1.40517e+07
Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	8.48671e+07
Q66K79	CBPZ_HUMAN	CPZ	Carboxypeptidase Z	1.53298e+07
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	7.92899e+06
Q676U5	A16L1_HUMAN	ATG16L1	Autophagy-related protein 16-1	1.1156e+07
Q68CP9	ARID2_HUMAN	ARID2	AT-rich interactive domain-containing protein 2	1.30792e+06
Q68CQ7	GL8D1_HUMAN	GLT8D1	Glycosyltransferase 8 domain-containing protein 1	2.92001e+06
Q68CZ2	TENS3_HUMAN	TNS3	Tensin-3	1.06456e+07
Q68D91	MBLC2_HUMAN	MBLAC2	Acyl-coenzyme A thioesterase MBLAC2	9.53362e+06
Q68DU8	KCD16_HUMAN	KCTD16	BTB/POZ domain-containing protein KCTD16	1.02404e+07
Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3	4.70011e+06
Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	1.66188e+07
Q69YN2	C19L1_HUMAN	CWF19L1	CWF19-like protein 1	5.84447e+06
Q69YQ0	CYTSA_HUMAN	SPECC1L	Cytospin-A	5.99465e+06
Q6BCY4	NB5R2_HUMAN	CYB5R2	NADH-cytochrome b5 reductase 2	5.42182e+07
Q6DD87	ZN787_HUMAN	ZNF787	Zinc finger protein 787	1.54554e+06
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	3.61622e+07
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	2.05897e+07
Q6DKJ4	NXN_HUMAN	NXN	Nucleoredoxin	1.12315e+07
Q6DN90	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	1.04415e+08
Q6EMK4	VASN_HUMAN	VASN	Vasorin	5.89259e+06
Q6FHJ7	SFRP4_HUMAN	SFRP4	Secreted frizzled-related protein 4	3.89261e+07
Q6FI13	H2A2A_HUMAN	H2AC18	Histone H2A type 2-A	1.21758e+10
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	2.43813e+06
Q6GPI1	CTRB2_HUMAN	CTRB2	Chymotrypsinogen B2	1.23066e+08
Q6GQQ9	OTU7B_HUMAN	OTUD7B	OTU domain-containing protein 7B	2.24101e+06
Q6GTX8	LAIR1_HUMAN	LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	2.23361e+06
Q6H9L7	ISM2_HUMAN	ISM2	Isthmin-2	1.07223e+09
Q6IA69	NADE_HUMAN	NADSYN1	Glutamine-dependent NAD(+) synthetase	7.36152e+06
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	6.06421e+07
Q6IAN0	DRS7B_HUMAN	DHRS7B	Dehydrogenase/reductase SDR family member 7B	7.99901e+06
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	3.77518e+07
Q6IC98	GRAM4_HUMAN	GRAMD4	GRAM domain-containing protein 4	1.00358e+07
Q6ICG6	K0930_HUMAN	KIAA0930	Uncharacterized protein KIAA0930	2.12264e+06
Q6ICL3	TNG2_HUMAN	TANGO2	Transport and Golgi organization protein 2 homolog	4.82773e+06
Q6IPR1	ETFR1_HUMAN	ETFRF1	Electron transfer flavoprotein regulatory factor 1	2.04203e+06
Q6IQ22	RAB12_HUMAN	RAB12	Ras-related protein Rab-12	2.83062e+06
Q6IQ23	PKHA7_HUMAN	PLEKHA7	Pleckstrin homology domain-containing family A member 7	2.25317e+07
Q6JQN1	ACD10_HUMAN	ACAD10	Acyl-CoA dehydrogenase family member 10	2.76273e+06
Q6KB66	K2C80_HUMAN	KRT80	Keratin, type II cytoskeletal 80	3.84245e+07
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	2.20862e+06
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	1.51652e+07
Q6N069	NAA16_HUMAN	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit	1.62516e+08
Q6NUK1	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24	5.4937e+07
Q6NUK4	REEP3_HUMAN	REEP3	Receptor expression-enhancing protein 3	4.61832e+06
Q6NUM9	RETST_HUMAN	RETSAT	All-trans-retinol 13,14-reductase	8.79111e+06
Q6NUQ1	RINT1_HUMAN	RINT1	RAD50-interacting protein 1	2.81437e+06
Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214	9.6304e+06
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	7.88428e+07
Q6NXG1	ESRP1_HUMAN	ESRP1	Epithelial splicing regulatory protein 1	2.42388e+07
Q6NXT4	ZNT6_HUMAN	SLC30A6	Zinc transporter 6	2.1561e+06
Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	1.46349e+07
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	7.65888e+07
Q6NZY7	BORG3_HUMAN	CDC42EP5	Cdc42 effector protein 5	1.55159e+07
Q6P0Q8	MAST2_HUMAN	MAST2	Microtubule-associated serine/threonine-protein kinase 2	3.53378e+07
Q6P179	ERAP2_HUMAN	ERAP2	Endoplasmic reticulum aminopeptidase 2	1.7458e+07
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	3.78342e+06
Q6P1K2	PMF1_HUMAN	PMF1	Polyamine-modulated factor 1	2.42575e+06
Q6P1L8	RM14_HUMAN	MRPL14	Large ribosomal subunit protein uL14m	3.48988e+06
Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	5.52642e+06
Q6P1M3	L2GL2_HUMAN	LLGL2	LLGL scribble cell polarity complex component 2	7.94366e+06
Q6P1N0	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	1.29124e+07
Q6P1N9	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1	3.84072e+06
Q6P1X6	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82	6.25435e+06
Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	6.09896e+06
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	2.63234e+08
Q6P3W7	SCYL2_HUMAN	SCYL2	SCY1-like protein 2	4.68832e+06
Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27	1.2363e+07
Q6P4A8	PLBL1_HUMAN	PLBD1	Phospholipase B-like 1	3.41763e+07
Q6P4E1	GOLM2_HUMAN	GOLM2	Protein GOLM2	1.41371e+07
Q6P4F2	FDX2_HUMAN	FDX2	Ferredoxin-2, mitochondrial	3.42903e+06
Q6P4R8	NFRKB_HUMAN	NFRKB	Nuclear factor related to kappa-B-binding protein	1.28825e+06
Q6P587	FAHD1_HUMAN	FAHD1	Acylpyruvase FAHD1, mitochondrial	2.03609e+07
Q6P589	TP8L2_HUMAN	TNFAIP8L2	Tumor necrosis factor alpha-induced protein 8-like protein 2	908098
Q6P597	KLC3_HUMAN	KLC3	Kinesin light chain 3	1.32431e+07
Q6P5R6	RL22L_HUMAN	RPL22L1	Ribosomal protein eL22-like	1.43227e+07
Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	6.52728e+07
Q6P9B6	MEAK7_HUMAN	MEAK7	MTOR-associated protein MEAK7	1.32315e+07
Q6P9B9	INT5_HUMAN	INTS5	Integrator complex subunit 5	2.32223e+06
Q6PCB0	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1	4.61274e+07
Q6PCB7	S27A1_HUMAN	SLC27A1	Long-chain fatty acid transport protein 1	1.08193e+07
Q6PCE3	PGM2L_HUMAN	PGM2L1	Glucose 1,6-bisphosphate synthase	1.06254e+07
Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog	5.20689e+06
Q6PFW1	VIP1_HUMAN	PPIP5K1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1	837084
Q6PGP7	SKI3_HUMAN	SKIC3	Superkiller complex protein 3	4.50195e+07
Q6PI48	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial	2.91163e+07
Q6PI78	TMM65_HUMAN	TMEM65	Transmembrane protein 65	3.36529e+06
Q6PIF6	MYO7B_HUMAN	MYO7B	Unconventional myosin-VIIb	5.70828e+06
Q6PIU2	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1	2.71228e+07
Q6PJ69	TRI65_HUMAN	TRIM65	E3 ubiquitin-protein ligase TRIM65	2.9394e+06
Q6PJI9	WDR59_HUMAN	WDR59	GATOR complex protein WDR59	1.18172e+06
Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	1.1486e+07
Q6PML9	ZNT9_HUMAN	SLC30A9	Proton-coupled zinc antiporter SLC30A9, mitochondrial	5.78281e+06
Q6QNY0	BL1S3_HUMAN	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3	9.76725e+06
Q6QNY1	BL1S2_HUMAN	BLOC1S2	Biogenesis of lysosome-related organelles complex 1 subunit 2	2.48643e+07
Q6SZW1	SARM1_HUMAN	SARM1	NAD(+) hydrolase SARM1	5.74477e+06
Q6T4R5	NHS_HUMAN	NHS	Actin remodeling regulator NHS	525840
Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	7.3651e+06
Q6ULP2	AFTIN_HUMAN	AFTPH	Aftiphilin	6.50062e+06
Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	1.15702e+07
Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4	3.80215e+06
Q6UVY6	MOXD1_HUMAN	MOXD1	DBH-like monooxygenase protein 1	1.45847e+07
Q6UW02	CP20A_HUMAN	CYP20A1	Cytochrome P450 20A1	9.74115e+06
Q6UW68	TM205_HUMAN	TMEM205	Transmembrane protein 205	3.62464e+07
Q6UWE0	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1	2.39446e+06
Q6UWM9	UD2A3_HUMAN	UGT2A3	UDP-glucuronosyltransferase 2A3	6.51198e+06
Q6UWP2	DHR11_HUMAN	DHRS11	Dehydrogenase/reductase SDR family member 11	6.26798e+06
Q6UWP7	LCLT1_HUMAN	LCLAT1	Lysocardiolipin acyltransferase 1	1.3107e+07
Q6UWY5	OLFL1_HUMAN	OLFML1	Olfactomedin-like protein 1	5.95775e+07
Q6UX06	OLFM4_HUMAN	OLFM4	Olfactomedin-4	1.64975e+09
Q6UX53	TMT1B_HUMAN	TMT1B	Thiol S-methyltransferase TMT1B	1.22843e+08
Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2	2.62745e+07
Q6UXG2	ELAP1_HUMAN	ELAPOR1	Endosome/lysosome-associated apoptosis and autophagy regulator 1	4.72415e+06
Q6UXI9	NPNT_HUMAN	NPNT	Nephronectin	7.70459e+06
Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82	1.03277e+07
Q6UXV4	MIC27_HUMAN	APOOL	MICOS complex subunit MIC27	1.36301e+07
Q6UY14	ATL4_HUMAN	ADAMTSL4	ADAMTS-like protein 4	5.32816e+06
Q6V1X1	DPP8_HUMAN	DPP8	Dipeptidyl peptidase 8	1.2222e+06
Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1	1.42158e+07
Q6W4X9	MUC6_HUMAN	MUC6	Mucin-6	6.07765e+06
Q6WCQ1	MPRIP_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein	1.87858e+07
Q6WKZ4	RFIP1_HUMAN	RAB11FIP1	Rab11 family-interacting protein 1	5.5385e+06
Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	1.79201e+07
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	6.42192e+06
Q6YHK3	CD109_HUMAN	CD109	CD109 antigen	6.18933e+06
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	2.94014e+07
Q6YP21	KAT3_HUMAN	KYAT3	Kynurenine--oxoglutarate transaminase 3	3.84756e+07
Q6ZMI0	PPR21_HUMAN	PPP1R21	Protein phosphatase 1 regulatory subunit 21	1.26698e+07
Q6ZMP0	THSD4_HUMAN	THSD4	Thrombospondin type-1 domain-containing protein 4	2.19545e+07
Q6ZMZ3	SYNE3_HUMAN	SYNE3	Nesprin-3	6.02128e+07
Q6ZNJ1	NBEL2_HUMAN	NBEAL2	Neurobeachin-like protein 2	4.00417e+06
Q6ZNW5	GDPP1_HUMAN	GDPGP1	GDP-D-glucose phosphorylase 1	1.94475e+06
Q6ZRP7	QSOX2_HUMAN	QSOX2	Sulfhydryl oxidase 2	1.79247e+07
Q6ZRQ5	MMS22_HUMAN	MMS22L	Protein MMS22-like	4.03728e+07
Q6ZRV2	FA83H_HUMAN	FAM83H	Protein FAM83H	3.00585e+06
Q6ZSJ8	CA122_HUMAN	C1orf122	Uncharacterized protein C1orf122	554033
Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	4.10074e+06
Q6ZT12	UBR3_HUMAN	UBR3	E3 ubiquitin-protein ligase UBR3	2.41326e+06
Q6ZT21	TMPPE_HUMAN	TMPPE	Transmembrane protein with metallophosphoesterase domain	5.56637e+06
Q6ZTI6	RFLA_HUMAN	RFLNA	Refilin-A	7.69984e+06
Q6ZUJ8	BCAP_HUMAN	PIK3AP1	Phosphoinositide 3-kinase adapter protein 1	8.87938e+06
Q6ZUM4	RHG27_HUMAN	ARHGAP27	Rho GTPase-activating protein 27	3.86184e+06
Q6ZV73	FGD6_HUMAN	FGD6	FYVE, RhoGEF and PH domain-containing protein 6	5.19907e+06
Q6ZVK8	NUD18_HUMAN	NUDT18	8-oxo-dGDP phosphatase NUDT18	1.15e+07
Q6ZVM7	TM1L2_HUMAN	TOM1L2	TOM1-like protein 2	9.87976e+06
Q6ZW31	SYDE1_HUMAN	SYDE1	Rho GTPase-activating protein SYDE1	1.97967e+06
Q6ZWT7	MBOA2_HUMAN	MBOAT2	Lysophospholipid acyltransferase 2	1.5322e+06
Q709C8	VP13C_HUMAN	VPS13C	Intermembrane lipid transfer protein VPS13C	3.20414e+07
Q70CQ2	UBP34_HUMAN	USP34	Ubiquitin carboxyl-terminal hydrolase 34	2.96431e+06
Q70E73	RAPH1_HUMAN	RAPH1	Ras-associated and pleckstrin homology domains-containing protein 1	7.75541e+06
Q70EL1	UBP54_HUMAN	USP54	Inactive ubiquitin carboxyl-terminal hydrolase 54	2.38363e+06
Q70UQ0	IKIP_HUMAN	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein	7.95587e+06
Q712K3	UB2R2_HUMAN	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	2.74912e+06
Q71UM5	RS27L_HUMAN	RPS27L	Ribosomal protein eS27-like	3.58822e+07
Q76M96	CCD80_HUMAN	CCDC80	Coiled-coil domain-containing protein 80	7.8858e+06
Q76MJ5	ERN2_HUMAN	ERN2	Serine/threonine-protein kinase/endoribonuclease IRE2	3.30598e+07
Q7KYR7	BT2A1_HUMAN	BTN2A1	Butyrophilin subfamily 2 member A1	1.51263e+06
Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6	2.25796e+07
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	2.03755e+08
Q7KZI7	MARK2_HUMAN	MARK2	Serine/threonine-protein kinase MARK2	1.00321e+07
Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	3.03853e+07
Q7L099	RUFY3_HUMAN	RUFY3	Protein RUFY3	8.58754e+06
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	1.26114e+07
Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	2.56284e+07
Q7L266	ASGL1_HUMAN	ASRGL1	Isoaspartyl peptidase/L-asparaginase	2.54639e+06
Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	9.00037e+07
Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M	2.07246e+07
Q7L311	ARMX2_HUMAN	ARMCX2	Armadillo repeat-containing X-linked protein 2	3.26785e+06
Q7L3T8	SYPM_HUMAN	PARS2	Probable proline--tRNA ligase, mitochondrial	2.80129e+06
Q7L523	RRAGA_HUMAN	RRAGA	Ras-related GTP-binding protein A	1.47591e+07
Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	6.19589e+07
Q7L591	DOK3_HUMAN	DOK3	Docking protein 3	2.13526e+06
Q7L5D6	GET4_HUMAN	GET4	Golgi to ER traffic protein 4 homolog	7.34024e+06
Q7L5N1	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6	1.22444e+07
Q7L5N7	PCAT2_HUMAN	LPCAT2	Lysophosphatidylcholine acyltransferase 2	2.87879e+07
Q7L5Y1	ENOF1_HUMAN	ENOSF1	Mitochondrial enolase superfamily member 1	1.47268e+06
Q7L5Y9	MAEA_HUMAN	MAEA	E3 ubiquitin-protein transferase MAEA	3.18775e+06
Q7L775	EPMIP_HUMAN	EPM2AIP1	EPM2A-interacting protein 1	1.49202e+07
Q7L7V1	DHX32_HUMAN	DHX32	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	3.14009e+06
Q7L7X3	TAOK1_HUMAN	TAOK1	Serine/threonine-protein kinase TAO1	3.73229e+08
Q7LBC6	KDM3B_HUMAN	KDM3B	Lysine-specific demethylase 3B	3.15303e+06
Q7LBR1	CHM1B_HUMAN	CHMP1B	Charged multivesicular body protein 1b	1.41442e+07
Q7LC44	ARC_HUMAN	ARC	Activity-regulated cytoskeleton-associated protein	3.84301e+06
Q7LGA3	HS2ST_HUMAN	HS2ST1	Heparan sulfate 2-O-sulfotransferase 1	6.64344e+06
Q7RTP6	MICA3_HUMAN	MICAL3	[F-actin]-monooxygenase MICAL3	1.5397e+06
Q7RTV5	PXL2C_HUMAN	PRXL2C	Peroxiredoxin-like 2C	645614
Q7Z2K6	ERMP1_HUMAN	ERMP1	Endoplasmic reticulum metallopeptidase 1	9.40372e+07
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	1.70383e+07
Q7Z2W9	RM21_HUMAN	MRPL21	Large ribosomal subunit protein bL21m	5.09603e+06
Q7Z304	MAMC2_HUMAN	MAMDC2	MAM domain-containing protein 2	7.26096e+06
Q7Z392	TPC11_HUMAN	TRAPPC11	Trafficking protein particle complex subunit 11	781961
Q7Z3B1	NEGR1_HUMAN	NEGR1	Neuronal growth regulator 1	6.33398e+06
