Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200929yuanch_Connie_TCPA_60minDIA_b2-2.mzML
P67936	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain	4.25081e+08
P68036	UB2L3_HUMAN	UBE2L3	Ubiquitin-conjugating enzyme E2 L3	3.26568e+07
P68104	EF1A1_HUMAN	EEF1A1	Elongation factor 1-alpha 1	1.47156e+09
P68133	ACTS_HUMAN	ACTA1	Actin, alpha skeletal muscle	3.99782e+09
P68363	TBA1B_HUMAN	TUBA1B	Tubulin alpha-1B chain	1.10428e+09
P68366	TBA4A_HUMAN	TUBA4A	Tubulin alpha-4A chain	1.06159e+09
P68371	TBB4B_HUMAN	TUBB4B	Tubulin beta-4B chain	5.11343e+08
P68400	CSK21_HUMAN	CSNK2A1	Casein kinase II subunit alpha	1.9472e+07
P68402	PA1B2_HUMAN	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit alpha2	7.83055e+07
P68431;P84243;Q16695;Q71DI3	H31T_HUMAN;H31_HUMAN;H32_HUMAN;H33_HUMAN	H3-3A;H3-4;H3C1;H3C15	Histone H3.1	2.29409e+09
P68871	HBB_HUMAN	HBB	Hemoglobin subunit beta	6.91677e+09
P69849;Q5JPE7	NOMO2_HUMAN;NOMO3_HUMAN	NOMO2;NOMO3	BOS complex subunit NOMO3	5.75302e+07
P69891	HBG1_HUMAN	HBG1	Hemoglobin subunit gamma-1	8.22565e+06
P69905	HBA_HUMAN	HBA1	Hemoglobin subunit alpha	3.66201e+09
P78310	CXAR_HUMAN	CXADR	Coxsackievirus and adenovirus receptor	4.9639e+06
P78316	NOP14_HUMAN	NOP14	Nucleolar protein 14	556079
P78318	IGBP1_HUMAN	IGBP1	Immunoglobulin-binding protein 1	4.7458e+06
P78330	SERB_HUMAN	PSPH	Phosphoserine phosphatase	1.73598e+07
P78344	IF4G2_HUMAN	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2	2.62876e+07
P78345	RPP38_HUMAN	RPP38	Ribonuclease P protein subunit p38	1.65794e+06
P78346	RPP30_HUMAN	RPP30	Ribonuclease P protein subunit p30	2.40327e+06
P78347	GTF2I_HUMAN	GTF2I	General transcription factor II-I	2.02341e+07
P78356	PI42B_HUMAN	PIP4K2B	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	3.66296e+06
P78369	CLD10_HUMAN	CLDN10	Claudin-10	3.57035e+06
P78371	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta	2.0854e+08
P78386	KRT85_HUMAN	KRT85	Keratin, type II cuticular Hb5	2.25723e+07
P78406	RAE1L_HUMAN	RAE1	mRNA export factor RAE1	4.16439e+07
P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1	1.05077e+08
P78527	PRKDC_HUMAN	PRKDC	DNA-dependent protein kinase catalytic subunit	4.41944e+07
P78537	BL1S1_HUMAN	BLOC1S1	Biogenesis of lysosome-related organelles complex 1 subunit 1	9.53584e+06
P78539	SRPX_HUMAN	SRPX	Sushi repeat-containing protein SRPX	2.54798e+06
P78559	MAP1A_HUMAN	MAP1A	Microtubule-associated protein 1A	5.72579e+06
P79483	DRB3_HUMAN	HLA-DRB3	HLA class II histocompatibility antigen, DR beta 3 chain	4.22732e+07
P80188	NGAL_HUMAN	LCN2	Neutrophil gelatinase-associated lipocalin	5.73146e+06
P80217	IN35_HUMAN	IFI35	Interferon-induced 35 kDa protein	4.35106e+06
P80303	NUCB2_HUMAN	NUCB2	Nucleobindin-2	7.25109e+07
P80404	GABT_HUMAN	ABAT	4-aminobutyrate aminotransferase, mitochondrial	2.53215e+08
P80723	BASP1_HUMAN	BASP1	Brain acid soluble protein 1	1.59082e+07
P81605	DCD_HUMAN	DCD	Dermcidin	3.04506e+07
P82094	TMF1_HUMAN	TMF1	TATA element modulatory factor	2.2508e+06
P82650	RT22_HUMAN	MRPS22	Small ribosomal subunit protein mS22	1.19884e+07
P82663	RT25_HUMAN	MRPS25	Small ribosomal subunit protein mS25	5.58944e+06
P82664	RT10_HUMAN	MRPS10	Small ribosomal subunit protein uS10m	2.79059e+06
P82675	RT05_HUMAN	MRPS5	Small ribosomal subunit protein uS5m	3.70347e+06
P82909	KGD4_HUMAN	MRPS36	Alpha-ketoglutarate dehydrogenase component 4	1.16604e+07
P82912	RT11_HUMAN	MRPS11	Small ribosomal subunit protein uS11m	3.40041e+06
P82921	RT21_HUMAN	MRPS21	Small ribosomal subunit protein bS21m	1.94186e+07
P82930	RT34_HUMAN	MRPS34	Small ribosomal subunit protein mS34	1.27116e+07
P82933	RT09_HUMAN	MRPS9	Small ribosomal subunit protein uS9m	5.22229e+06
P82979	SARNP_HUMAN	SARNP	SAP domain-containing ribonucleoprotein	2.92886e+07
P83436	COG7_HUMAN	COG7	Conserved oligomeric Golgi complex subunit 7	4.89361e+06
P83731	RL24_HUMAN	RPL24	Large ribosomal subunit protein eL24	5.03665e+08
P83881	RL36A_HUMAN	RPL36A	Large ribosomal subunit protein eL42	1.16133e+06
P83916	CBX1_HUMAN	CBX1	Chromobox protein homolog 1	8.5211e+06
P84022	SMAD3_HUMAN	SMAD3	Mothers against decapentaplegic homolog 3	1.28391e+07
P84085	ARF5_HUMAN	ARF5	ADP-ribosylation factor 5	2.22873e+08
P84090	ERH_HUMAN	ERH	Enhancer of rudimentary homolog	5.19679e+07
P84095	RHOG_HUMAN	RHOG	Rho-related GTP-binding protein RhoG	1.34509e+07
P84098	RL19_HUMAN	RPL19	Large ribosomal subunit protein eL19	4.70699e+08
P84103	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	2.50566e+08
P85037	FOXK1_HUMAN	FOXK1	Forkhead box protein K1	5.48635e+06
P98082	DAB2_HUMAN	DAB2	Disabled homolog 2	6.96444e+06
P98088	MUC5A_HUMAN	MUC5AC	Mucin-5AC	5.26863e+06
P98095	FBLN2_HUMAN	FBLN2	Fibulin-2	1.07967e+07
P98160	PGBM_HUMAN	HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein	1.47772e+08
P98175	RBM10_HUMAN	RBM10	RNA-binding protein 10	5.01323e+06
P98179	RBM3_HUMAN	RBM3	RNA-binding protein 3	7.33438e+07
P99999	CYC_HUMAN	CYCS	Cytochrome c	6.29639e+07
Q00013	EM55_HUMAN	MPP1	55 kDa erythrocyte membrane protein	9.26328e+06
Q00059	TFAM_HUMAN	TFAM	Transcription factor A, mitochondrial	5.10458e+07
Q00169	PIPNA_HUMAN	PITPNA	Phosphatidylinositol transfer protein alpha isoform	1.64553e+07
Q00266	METK1_HUMAN	MAT1A	S-adenosylmethionine synthase isoform type-1	1.21634e+08
Q00325	S25A3_HUMAN	SLC25A3	Solute carrier family 25 member 3	2.60134e+08
Q00341	VIGLN_HUMAN	HDLBP	Vigilin	1.72024e+08
Q00403	TF2B_HUMAN	GTF2B	Transcription initiation factor IIB	3.7137e+06
Q00534	CDK6_HUMAN	CDK6	Cyclin-dependent kinase 6	6.47208e+07
Q00535	CDK5_HUMAN	CDK5	Cyclin-dependent kinase 5	3.33336e+06
Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha	7.45846e+07
Q00587	BORG5_HUMAN	CDC42EP1	Cdc42 effector protein 1	5.35848e+06
Q00610	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	1.73088e+08
Q00613	HSF1_HUMAN	HSF1	Heat shock factor protein 1	3.92369e+06
Q00653	NFKB2_HUMAN	NFKB2	Nuclear factor NF-kappa-B p100 subunit	1.2251e+07
Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	1.04229e+08
Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5	4.50807e+07
Q00796	DHSO_HUMAN	SORD	Sorbitol dehydrogenase	2.89943e+07
Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	1.8672e+08
Q01081	U2AF1_HUMAN	U2AF1	Splicing factor U2AF 35 kDa subunit	1.3243e+07
Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	1.47614e+08
Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR	2.95539e+07
Q01105	SET_HUMAN	SET	Protein SET	1.36686e+08
Q01130	SRSF2_HUMAN	SRSF2	Serine/arginine-rich splicing factor 2	1.55173e+08
Q01415	GALK2_HUMAN	GALK2	N-acetylgalactosamine kinase	1.96379e+07
Q01432	AMPD3_HUMAN	AMPD3	AMP deaminase 3	3.91261e+06
Q01433	AMPD2_HUMAN	AMPD2	AMP deaminase 2	1.32158e+07
Q01469	FABP5_HUMAN	FABP5	Fatty acid-binding protein 5	1.30746e+08
Q01484	ANK2_HUMAN	ANK2	Ankyrin-2	2.82364e+07
Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	1.02561e+08
Q01658	NC2B_HUMAN	DR1	Protein Dr1	1.45781e+07
Q01740	FMO1_HUMAN	FMO1	Flavin-containing monooxygenase 1	4.09835e+06
Q01780	EXOSX_HUMAN	EXOSC10	Exosome component 10	1.60283e+07
Q01813	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	3.09806e+07
Q01831	XPC_HUMAN	XPC	DNA repair protein complementing XP-C cells	1.95081e+06
Q01844	EWS_HUMAN	EWSR1	RNA-binding protein EWS	7.16284e+07
Q01968	OCRL_HUMAN	OCRL	Inositol polyphosphate 5-phosphatase OCRL	5.20077e+06
Q01970	PLCB3_HUMAN	PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	1.51144e+07
Q01995	TAGL_HUMAN	TAGLN	Transgelin	1.71008e+08
Q02108	GCYA1_HUMAN	GUCY1A1	Guanylate cyclase soluble subunit alpha-1	2.51364e+07
Q02127	PYRD_HUMAN	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial	1.03793e+07
Q02153	GCYB1_HUMAN	GUCY1B1	Guanylate cyclase soluble subunit beta-1	3.70067e+06
Q02218	ODO1_HUMAN	OGDH	2-oxoglutarate dehydrogenase complex component E1	4.83001e+07
Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	1.71366e+08
Q02318	CP27A_HUMAN	CYP27A1	Sterol 26-hydroxylase, mitochondrial	1.5807e+07
Q02338	BDH_HUMAN	BDH1	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	1.46352e+07
Q02388	CO7A1_HUMAN	COL7A1	Collagen alpha-1(VII) chain	7.59391e+06
Q02539	H11_HUMAN	H1-1	Histone H1.1	6.79477e+06
Q02543	RL18A_HUMAN	RPL18A	Large ribosomal subunit protein eL20	3.01688e+08
Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	1.85453e+07
Q02790	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	4.53169e+07
Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	1.29585e+07
Q02818	NUCB1_HUMAN	NUCB1	Nucleobindin-1	1.79807e+07
Q02878	RL6_HUMAN	RPL6	Large ribosomal subunit protein eL6	4.77248e+08
Q02880	TOP2B_HUMAN	TOP2B	DNA topoisomerase 2-beta	1.06264e+08
Q02952	AKA12_HUMAN	AKAP12	A-kinase anchor protein 12	1.44209e+07
Q02978	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	1.96339e+07
Q03135	CAV1_HUMAN	CAV1	Caveolin-1	4.26933e+07
Q03154	ACY1_HUMAN	ACY1	Aminoacylase-1	1.85393e+07
Q03169	TNAP2_HUMAN	TNFAIP2	Tumor necrosis factor alpha-induced protein 2	6.41455e+06
Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2	8.31286e+07
Q03518	TAP1_HUMAN	TAP1	Antigen peptide transporter 1	1.00492e+07
Q03519	TAP2_HUMAN	TAP2	Antigen peptide transporter 2	4.89356e+07
Q03591	FHR1_HUMAN	CFHR1	Complement factor H-related protein 1	1.35284e+07
Q03701	CEBPZ_HUMAN	CEBPZ	CCAAT/enhancer-binding protein zeta	5.03085e+06
Q04206	TF65_HUMAN	RELA	Transcription factor p65	2.28672e+07
Q04323	UBXN1_HUMAN	UBXN1	UBX domain-containing protein 1	1.60746e+07
Q04446	GLGB_HUMAN	GBE1	1,4-alpha-glucan-branching enzyme	1.7743e+07
Q04637	IF4G1_HUMAN	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	3.56547e+07
Q04695	K1C17_HUMAN	KRT17	Keratin, type I cytoskeletal 17	5.51473e+07
Q04726	TLE3_HUMAN	TLE3	Transducin-like enhancer protein 3	8.26865e+06
Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase	9.80017e+07
Q04837	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial	9.57085e+07
Q04917	1433F_HUMAN	YWHAH	14-3-3 protein eta	1.74412e+08
Q04941	PLP2_HUMAN	PLP2	Proteolipid protein 2	1.0647e+08
Q05048	CSTF1_HUMAN	CSTF1	Cleavage stimulation factor subunit 1	2.45629e+07
Q05084	ICA69_HUMAN	ICA1	Islet cell autoantigen 1	7.39676e+06
Q05086	UBE3A_HUMAN	UBE3A	Ubiquitin-protein ligase E3A	6.76341e+06
Q05193	DYN1_HUMAN	DNM1	Dynamin-1	4.82675e+06
Q05315	LEG10_HUMAN	CLC	Galectin-10	6.74643e+06
Q05397	FAK1_HUMAN	PTK2	Focal adhesion kinase 1	6.78767e+06
Q05519	SRS11_HUMAN	SRSF11	Serine/arginine-rich splicing factor 11	1.19842e+07
Q05639	EF1A2_HUMAN	EEF1A2	Elongation factor 1-alpha 2	2.92324e+09
Q05655	KPCD_HUMAN	PRKCD	Protein kinase C delta type	5.81871e+06
Q05682	CALD1_HUMAN	CALD1	Caldesmon	1.10811e+08
Q05707	COEA1_HUMAN	COL14A1	Collagen alpha-1(XIV) chain	3.78847e+08
Q05DH4	FHI1A_HUMAN	FHIP1A	FHF complex subunit HOOK-interacting protein 1A	1.41301e+06
Q06033	ITIH3_HUMAN	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	1.18462e+07
Q06124	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	3.27055e+07
Q06136	KDSR_HUMAN	KDSR	3-ketodihydrosphingosine reductase	2.50566e+07
Q06203	PUR1_HUMAN	PPAT	Amidophosphoribosyltransferase	1.06653e+07
Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	1.23563e+08
Q06278	AOXA_HUMAN	AOX1	Aldehyde oxidase	7.18213e+07
Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	1.00902e+08
Q06330	SUH_HUMAN	RBPJ	Recombining binding protein suppressor of hairless	2.59356e+06
Q06546	GABPA_HUMAN	GABPA	GA-binding protein alpha chain	2.04362e+06
Q06587	RING1_HUMAN	RING1	E3 ubiquitin-protein ligase RING1	3.92312e+06
Q06787	FMR1_HUMAN	FMR1	Fragile X messenger ribonucleoprotein 1	1.10236e+06
Q06828	FMOD_HUMAN	FMOD	Fibromodulin	8.86179e+06
Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	1.10285e+09
Q07020	RL18_HUMAN	RPL18	Large ribosomal subunit protein eL18	5.14281e+08
Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	8.04196e+07
Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	9.54535e+07
Q07075	AMPE_HUMAN	ENPEP	Glutamyl aminopeptidase	4.2875e+06
Q07157	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	1.62346e+07
Q07507	DERM_HUMAN	DPT	Dermatopontin	1.27968e+09
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	6.30166e+07
Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	1.83654e+07
Q07837	SLC31_HUMAN	SLC3A1	Amino acid transporter heavy chain SLC3A1	3.09857e+06
Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1	1.53488e+07
Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	2.29074e+07
Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	7.22075e+07
Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	6.44544e+07
Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	1.15728e+07
Q08209	PP2BA_HUMAN	PPP3CA	Protein phosphatase 3 catalytic subunit alpha	2.00594e+07
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	6.58397e+07
Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	1.64389e+08
Q08378	GOGA3_HUMAN	GOLGA3	Golgin subfamily A member 3	2.65582e+07
Q08379	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2	1.56651e+07
Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	8.298e+08
Q08426	ECHP_HUMAN	EHHADH	Peroxisomal bifunctional enzyme	7.53093e+06
Q08431	MFGM_HUMAN	MFGE8	Lactadherin	8.706e+06
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	1.7498e+07
Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	4.315e+06
Q08830	FGL1_HUMAN	FGL1	Fibrinogen-like protein 1	1.21623e+07
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	1.60343e+07
Q08AF3	SLFN5_HUMAN	SLFN5	Schlafen family member 5	5.57508e+06
Q08AG7	MZT1_HUMAN	MZT1	Mitotic-spindle organizing protein 1	3.10326e+06
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	8.66514e+06
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	1.05724e+07
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	1.56588e+08
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	1.55114e+07
Q09472	EP300_HUMAN	EP300	Histone acetyltransferase p300	1.39381e+06
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	5.61025e+08
Q0IIM8	TBC8B_HUMAN	TBC1D8B	TBC1 domain family member 8B	7.56761e+06
Q0VAF6	SYCN_HUMAN	SYCN	Syncollin	1.26654e+09
Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	3.26991e+06
Q0VF96	CGNL1_HUMAN	CGNL1	Cingulin-like protein 1	3.18172e+06
Q0ZGT2	NEXN_HUMAN	NEXN	Nexilin	6.52356e+06
Q10469	MGAT2_HUMAN	MGAT2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	5.19004e+06
Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	1.86825e+07
Q10472	GALT1_HUMAN	GALNT1	Polypeptide N-acetylgalactosaminyltransferase 1	4.60398e+06
Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	3.58651e+07
Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	1.04164e+08
Q10588	BST1_HUMAN	BST1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	7.85145e+06
Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	1.44927e+07
Q12756	KIF1A_HUMAN	KIF1A	Kinesin-like protein KIF1A	9.29386e+06
Q12765	SCRN1_HUMAN	SCRN1	Secernin-1	2.91638e+07
Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5	1.66556e+08
Q12769	NU160_HUMAN	NUP160	Nuclear pore complex protein Nup160	1.74481e+07
Q12774	ARHG5_HUMAN	ARHGEF5	Rho guanine nucleotide exchange factor 5	628832
Q12789	TF3C1_HUMAN	GTF3C1	General transcription factor 3C polypeptide 1	2.5774e+06
Q12792	TWF1_HUMAN	TWF1	Twinfilin-1	2.96376e+07
Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	1.5075e+07
Q12800	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	1.66796e+07
Q12802	AKP13_HUMAN	AKAP13	A-kinase anchor protein 13	5.36913e+06
Q12805	FBLN3_HUMAN	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	1.88702e+07
Q12824	SNF5_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	9.11946e+06
Q12846	STX4_HUMAN	STX4	Syntaxin-4	8.81756e+06
Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	7.82116e+06
Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	2.40818e+07
Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	2.21434e+07
Q12884	SEPR_HUMAN	FAP	Prolyl endopeptidase FAP	5.61393e+06
Q12888	TP53B_HUMAN	TP53BP1	TP53-binding protein 1	4.07991e+06
Q12894	IFRD2_HUMAN	IFRD2	Interferon-related developmental regulator 2	2.7013e+06
Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	4.57628e+07
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	6.98218e+07
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	5.28802e+07
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	9.03911e+07
Q12912	IRAG2_HUMAN	IRAG2	Inositol 1,4,5-triphosphate receptor associated 2	3.7139e+06
Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	5.31235e+07
Q12955	ANK3_HUMAN	ANK3	Ankyrin-3	8.71418e+06
Q12959	DLG1_HUMAN	DLG1	Disks large homolog 1	7.69734e+07
Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie	2.65996e+07
Q12972	PP1R8_HUMAN	PPP1R8	Nuclear inhibitor of protein phosphatase 1	3.24434e+06
Q12981	SEC20_HUMAN	BNIP1	Vesicle transport protein SEC20	5.47798e+06
Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	1.01903e+07
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	1.65824e+08
Q13033	STRN3_HUMAN	STRN3	Striatin-3	1.24379e+07
Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	6.71127e+06
Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	1.24086e+07
Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	2.3187e+07
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	2.79986e+06
Q13087	PDIA2_HUMAN	PDIA2	Protein disulfide-isomerase A2	8.85117e+08
Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	2.73469e+07
Q13107	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	3.4545e+06
Q13123	RED_HUMAN	IK	Protein Red	4.87093e+06
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	3.85642e+07
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	1.80683e+07
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	9.68913e+06
Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	1.94198e+07
Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	3.32919e+07
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	3.99382e+07
Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	6.95613e+06
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	2.68382e+07
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	2.47797e+06
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	1.06056e+09
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	1.97664e+07
Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	5.12512e+07
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	1.92038e+07
Q13190	STX5_HUMAN	STX5	Syntaxin-5	3.39022e+07
Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	8.57299e+07
Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	3.72492e+07
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	1.01012e+08
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	5.44379e+07
Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	5.18477e+07
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	1.98931e+07
Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	1.33033e+08
Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	3.86368e+07
Q13268	DHRS2_HUMAN	DHRS2	Dehydrogenase/reductase SDR family member 2, mitochondrial	2.58204e+07
Q13277	STX3_HUMAN	STX3	Syntaxin-3	2.56923e+06
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	4.12995e+07
Q13287	NMI_HUMAN	NMI	N-myc-interactor	4.08525e+06
Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	5.66599e+06
Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	1.79142e+08
Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	4.36566e+06
Q13322	GRB10_HUMAN	GRB10	Growth factor receptor-bound protein 10	5.84689e+06
Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	4.33935e+07
Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	2.99676e+06
Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	2.56887e+07
Q13395	TARB1_HUMAN	TARBP1	Probable methyltransferase TARBP1	891998
Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	1.75796e+07
Q13405	RM49_HUMAN	MRPL49	Large ribosomal subunit protein mL49	1.01635e+07
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	2.70744e+07
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	3.83267e+07
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	7.02381e+07
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	8.10579e+07
Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G	7.49856e+06
Q13428	TCOF_HUMAN	TCOF1	Treacle protein	1.48099e+07
Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	7.22541e+07
Q13438	OS9_HUMAN	OS9	Protein OS-9	2.62788e+07
Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	6.10416e+06
