Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200928yuanch_Connie_TCPA_60minDIA_b1-10.mzML
Q00325	S25A3_HUMAN	SLC25A3	Solute carrier family 25 member 3	1.35113e+08
Q00341	VIGLN_HUMAN	HDLBP	Vigilin	6.20173e+07
Q00403	TF2B_HUMAN	GTF2B	Transcription initiation factor IIB	1.55167e+06
Q00535	CDK5_HUMAN	CDK5	Cyclin-dependent kinase 5	4.92592e+06
Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha	4.1866e+07
Q00587	BORG5_HUMAN	CDC42EP1	Cdc42 effector protein 1	4.45877e+07
Q00610	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	2.78916e+08
Q00613	HSF1_HUMAN	HSF1	Heat shock factor protein 1	1.45553e+07
Q00653	NFKB2_HUMAN	NFKB2	Nuclear factor NF-kappa-B p100 subunit	1.25733e+07
Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	4.88114e+07
Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5	3.45905e+07
Q00796	DHSO_HUMAN	SORD	Sorbitol dehydrogenase	1.1039e+08
Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	3.30854e+08
Q00978	IRF9_HUMAN	IRF9	Interferon regulatory factor 9	1.77468e+07
Q01081	U2AF1_HUMAN	U2AF1	Splicing factor U2AF 35 kDa subunit	3.70524e+07
Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	1.89006e+08
Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR	4.10522e+07
Q01105	SET_HUMAN	SET	Protein SET	2.09207e+08
Q01130	SRSF2_HUMAN	SRSF2	Serine/arginine-rich splicing factor 2	3.14509e+08
Q01432	AMPD3_HUMAN	AMPD3	AMP deaminase 3	9.04205e+06
Q01433	AMPD2_HUMAN	AMPD2	AMP deaminase 2	1.87405e+07
Q01469	FABP5_HUMAN	FABP5	Fatty acid-binding protein 5	1.30024e+08
Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	1.72716e+08
Q01581	HMCS1_HUMAN	HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	3.33947e+07
Q01628	IFM3_HUMAN	IFITM3	Interferon-induced transmembrane protein 3	1.09128e+07
Q01658	NC2B_HUMAN	DR1	Protein Dr1	2.15625e+07
Q01780	EXOSX_HUMAN	EXOSC10	Exosome component 10	1.38798e+07
Q01804	OTUD4_HUMAN	OTUD4	OTU domain-containing protein 4	2.7017e+06
Q01813	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	1.09744e+08
Q01826	SATB1_HUMAN	SATB1	DNA-binding protein SATB1	8.99672e+06
Q01831	XPC_HUMAN	XPC	DNA repair protein complementing XP-C cells	4.89985e+06
Q01844	EWS_HUMAN	EWSR1	RNA-binding protein EWS	9.41595e+07
Q01970	PLCB3_HUMAN	PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	1.04509e+07
Q01995	TAGL_HUMAN	TAGLN	Transgelin	1.01002e+09
Q02127	PYRD_HUMAN	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial	2.7425e+06
Q02153	GCYB1_HUMAN	GUCY1B1	Guanylate cyclase soluble subunit beta-1	4.98207e+06
Q02218	ODO1_HUMAN	OGDH	2-oxoglutarate dehydrogenase complex component E1	6.08638e+07
Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	7.4762e+07
Q02318	CP27A_HUMAN	CYP27A1	Sterol 26-hydroxylase, mitochondrial	3.39859e+06
Q02338	BDH_HUMAN	BDH1	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	1.64978e+07
Q02539	H11_HUMAN	H1-1	Histone H1.1	1.19946e+09
Q02543	RL18A_HUMAN	RPL18A	Large ribosomal subunit protein eL20	9.57423e+07
Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	2.36763e+07
Q02790	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	8.33645e+07
Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	4.75458e+07
Q02818	NUCB1_HUMAN	NUCB1	Nucleobindin-1	4.45953e+07
Q02833	RASF7_HUMAN	RASSF7	Ras association domain-containing protein 7	3.96536e+06
Q02878	RL6_HUMAN	RPL6	Large ribosomal subunit protein eL6	1.91642e+08
Q02880	TOP2B_HUMAN	TOP2B	DNA topoisomerase 2-beta	1.8275e+08
Q02952	AKA12_HUMAN	AKAP12	A-kinase anchor protein 12	8.14507e+06
Q02978	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	1.13618e+07
Q03001	DYST_HUMAN	DST	Dystonin	7.45307e+06
Q03112	MECOM_HUMAN	MECOM	Histone-lysine N-methyltransferase MECOM	2.84989e+06
Q03135	CAV1_HUMAN	CAV1	Caveolin-1	3.03719e+07
Q03154	ACY1_HUMAN	ACY1	Aminoacylase-1	6.6891e+07
Q03169	TNAP2_HUMAN	TNFAIP2	Tumor necrosis factor alpha-induced protein 2	1.05091e+07
Q03188	CENPC_HUMAN	CENPC	Centromere protein C	1.52935e+06
Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2	7.22414e+07
Q03426	KIME_HUMAN	MVK	Mevalonate kinase	5.25767e+06
Q03518	TAP1_HUMAN	TAP1	Antigen peptide transporter 1	3.15001e+07
Q03519	TAP2_HUMAN	TAP2	Antigen peptide transporter 2	4.06832e+07
Q03701	CEBPZ_HUMAN	CEBPZ	CCAAT/enhancer-binding protein zeta	2.99599e+06
Q04206	TF65_HUMAN	RELA	Transcription factor p65	2.00158e+07
Q04323	UBXN1_HUMAN	UBXN1	UBX domain-containing protein 1	2.92046e+07
Q04446	GLGB_HUMAN	GBE1	1,4-alpha-glucan-branching enzyme	2.7612e+07
Q04637	IF4G1_HUMAN	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	3.59902e+07
Q04695	K1C17_HUMAN	KRT17	Keratin, type I cytoskeletal 17	6.76233e+07
Q04724;Q04725;Q04726;Q04727	TLE1_HUMAN;TLE2_HUMAN;TLE3_HUMAN;TLE4_HUMAN	TLE1;TLE2;TLE3;TLE4	Transducin-like enhancer protein 1	7.90673e+06
Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase	7.13522e+07
Q04771	ACVR1_HUMAN	ACVR1	Activin receptor type-1	886526
Q04837	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial	8.01628e+07
Q04864	REL_HUMAN	REL	Proto-oncogene c-Rel	8.96505e+06
Q04912	RON_HUMAN	MST1R	Macrophage-stimulating protein receptor	4.06687e+06
Q04917	1433F_HUMAN	YWHAH	14-3-3 protein eta	2.72868e+08
Q04941	PLP2_HUMAN	PLP2	Proteolipid protein 2	8.42665e+07
Q05048	CSTF1_HUMAN	CSTF1	Cleavage stimulation factor subunit 1	1.93734e+07
Q05086	UBE3A_HUMAN	UBE3A	Ubiquitin-protein ligase E3A	9.5119e+06
Q05193	DYN1_HUMAN	DNM1	Dynamin-1	3.0947e+07
Q05209	PTN12_HUMAN	PTPN12	Tyrosine-protein phosphatase non-receptor type 12	4.12464e+06
Q05397	FAK1_HUMAN	PTK2	Focal adhesion kinase 1	2.21622e+07
Q05513	KPCZ_HUMAN	PRKCZ	Protein kinase C zeta type	559451
Q05519	SRS11_HUMAN	SRSF11	Serine/arginine-rich splicing factor 11	1.77469e+07
Q05639	EF1A2_HUMAN	EEF1A2	Elongation factor 1-alpha 2	2.00277e+09
Q05655	KPCD_HUMAN	PRKCD	Protein kinase C delta type	1.14076e+07
Q05682	CALD1_HUMAN	CALD1	Caldesmon	2.24218e+08
Q05707	COEA1_HUMAN	COL14A1	Collagen alpha-1(XIV) chain	2.12019e+08
Q05823	RN5A_HUMAN	RNASEL	2-5A-dependent ribonuclease	3.24754e+06
Q06033	ITIH3_HUMAN	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	6.06146e+07
Q06124	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	3.20846e+07
Q06136	KDSR_HUMAN	KDSR	3-ketodihydrosphingosine reductase	1.43564e+07
Q06203	PUR1_HUMAN	PPAT	Amidophosphoribosyltransferase	2.21308e+07
Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	2.1775e+08
Q06265	EXOS9_HUMAN	EXOSC9	Exosome complex component RRP45	2.7133e+06
Q06278	AOXA_HUMAN	AOX1	Aldehyde oxidase	1.60134e+07
Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	2.59867e+08
Q06330	SUH_HUMAN	RBPJ	Recombining binding protein suppressor of hairless	5.22866e+06
Q06520	ST2A1_HUMAN	SULT2A1	Sulfotransferase 2A1	1.02096e+07
Q06546	GABPA_HUMAN	GABPA	GA-binding protein alpha chain	5.04188e+06
Q06587	RING1_HUMAN	RING1	E3 ubiquitin-protein ligase RING1	4.87684e+06
Q06787	FMR1_HUMAN	FMR1	Fragile X messenger ribonucleoprotein 1	9.56672e+06
Q06828	FMOD_HUMAN	FMOD	Fibromodulin	4.38302e+07
Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	1.79009e+09
Q07002	CDK18_HUMAN	CDK18	Cyclin-dependent kinase 18	3.9494e+06
Q07020	RL18_HUMAN	RPL18	Large ribosomal subunit protein eL18	2.55794e+08
Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	4.50967e+07
Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	7.26925e+07
Q07157	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	1.47827e+07
Q07507	DERM_HUMAN	DPT	Dermatopontin	7.21529e+08
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	1.8079e+08
Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	4.01185e+07
Q07817	B2CL1_HUMAN	BCL2L1	Bcl-2-like protein 1	8.24358e+06
Q07820	MCL1_HUMAN	MCL1	Induced myeloid leukemia cell differentiation protein Mcl-1	2.74056e+06
Q07837	SLC31_HUMAN	SLC3A1	Amino acid transporter heavy chain SLC3A1	7.42875e+06
Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1	1.22527e+07
Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	4.37544e+07
Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	1.40521e+08
Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	1.59985e+08
Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	3.39122e+07
Q08174	PCDH1_HUMAN	PCDH1	Protocadherin-1	8.80852e+06
Q08209	PP2BA_HUMAN	PPP3CA	Protein phosphatase 3 catalytic subunit alpha	2.44297e+07
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	1.38895e+08
Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	7.15746e+07
Q08357	S20A2_HUMAN	SLC20A2	Sodium-dependent phosphate transporter 2	1.21669e+07
Q08378	GOGA3_HUMAN	GOLGA3	Golgin subfamily A member 3	7.33738e+06
Q08379	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2	4.62969e+07
Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	1.49607e+08
Q08397	LOXL1_HUMAN	LOXL1	Lysyl oxidase homolog 1	4.32002e+06
Q08426	ECHP_HUMAN	EHHADH	Peroxisomal bifunctional enzyme	4.2946e+07
Q08431	MFGM_HUMAN	MFGE8	Lactadherin	1.13966e+07
Q08495	DEMA_HUMAN	DMTN	Dematin	1.12532e+07
Q08623	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	8.81987e+06
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	1.20562e+07
Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	5.28748e+06
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	2.89437e+07
Q08999	RBL2_HUMAN	RBL2	Retinoblastoma-like protein 2	9.96152e+06
Q08AF3	SLFN5_HUMAN	SLFN5	Schlafen family member 5	1.74717e+07
Q08AH3;Q68CK6	ACS2A_HUMAN;ACS2B_HUMAN	ACSM2A;ACSM2B	Acyl-coenzyme A synthetase ACSM2A, mitochondrial	6.38227e+06
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	9.05812e+06
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	1.62698e+07
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	6.57577e+07
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	1.11371e+07
Q09472	EP300_HUMAN	EP300	Histone acetyltransferase p300	5.20154e+06
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	2.24805e+08
Q0IIM8	TBC8B_HUMAN	TBC1D8B	TBC1 domain family member 8B	5.18671e+06
Q0JRZ9	FCHO2_HUMAN	FCHO2	F-BAR domain only protein 2	4.23128e+06
Q0VD83	APOBR_HUMAN	APOBR	Apolipoprotein B receptor	1.4777e+07
Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	9.04909e+06
Q0ZGT2	NEXN_HUMAN	NEXN	Nexilin	1.34362e+07
Q10469	MGAT2_HUMAN	MGAT2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	9.85112e+06
Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	1.32198e+07
Q10472	GALT1_HUMAN	GALNT1	Polypeptide N-acetylgalactosaminyltransferase 1	2.02076e+07
Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	3.73889e+07
Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	7.55985e+07
Q10588	BST1_HUMAN	BST1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	1.76221e+07
Q10589	BST2_HUMAN	BST2	Bone marrow stromal antigen 2	2.93022e+07
Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	1.37805e+07
Q11201	SIA4A_HUMAN	ST3GAL1	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	7.92674e+06
Q12765	SCRN1_HUMAN	SCRN1	Secernin-1	2.85881e+07
Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5	9.62738e+06
Q12769	NU160_HUMAN	NUP160	Nuclear pore complex protein Nup160	1.00967e+07
Q12774	ARHG5_HUMAN	ARHGEF5	Rho guanine nucleotide exchange factor 5	2.25357e+06
Q12788	TBL3_HUMAN	TBL3	Transducin beta-like protein 3	5.67734e+06
Q12789	TF3C1_HUMAN	GTF3C1	General transcription factor 3C polypeptide 1	9.97354e+07
Q12792	TWF1_HUMAN	TWF1	Twinfilin-1	3.62015e+07
Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	2.62781e+07
Q12800	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	3.76793e+07
Q12802	AKP13_HUMAN	AKAP13	A-kinase anchor protein 13	6.828e+06
Q12805	FBLN3_HUMAN	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	4.3787e+07
Q12824	SNF5_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	2.03452e+07
Q12846	STX4_HUMAN	STX4	Syntaxin-4	7.94621e+06
Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	2.93844e+07
Q12864	CAD17_HUMAN	CDH17	Cadherin-17	1.27955e+07
Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	3.1704e+07
Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	2.20304e+07
Q12884	SEPR_HUMAN	FAP	Prolyl endopeptidase FAP	7.35427e+06
Q12888	TP53B_HUMAN	TP53BP1	TP53-binding protein 1	1.67455e+07
Q12899	TRI26_HUMAN	TRIM26	Tripartite motif-containing protein 26	6.50321e+06
Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	4.58245e+07
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	1.28303e+08
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	9.02357e+07
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	3.88572e+07
Q12929	EPS8_HUMAN	EPS8	Epidermal growth factor receptor kinase substrate 8	1.85894e+07
Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	8.30487e+07
Q12955	ANK3_HUMAN	ANK3	Ankyrin-3	2.7302e+07
Q12959	DLG1_HUMAN	DLG1	Disks large homolog 1	2.11235e+07
Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie	2.80586e+07
Q12972	PP1R8_HUMAN	PPP1R8	Nuclear inhibitor of protein phosphatase 1	4.93565e+06
Q12974	TP4A2_HUMAN	PTP4A2	Protein tyrosine phosphatase type IVA 2	1.09675e+07
Q12979	ABR_HUMAN	ABR	Active breakpoint cluster region-related protein	5.20975e+06
Q12981	SEC20_HUMAN	BNIP1	Vesicle transport protein SEC20	5.99324e+06
Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	1.37538e+07
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	2.98028e+08
Q13017	RHG05_HUMAN	ARHGAP5	Rho GTPase-activating protein 5	869158
Q13033	STRN3_HUMAN	STRN3	Striatin-3	2.43629e+07
Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	8.40214e+06
Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	2.12927e+07
Q13049	TRI32_HUMAN	TRIM32	E3 ubiquitin-protein ligase TRIM32	2.50861e+06
Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	3.02774e+07
Q13084	RM28_HUMAN	MRPL28	Large ribosomal subunit protein bL28m	2.35419e+06
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	5.25944e+07
Q13087	PDIA2_HUMAN	PDIA2	Protein disulfide-isomerase A2	6.25566e+06
Q13094	LCP2_HUMAN	LCP2	Lymphocyte cytosolic protein 2	2.62265e+06
Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	2.55933e+07
Q13107	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	5.78858e+06
Q13112	CAF1B_HUMAN	CHAF1B	Chromatin assembly factor 1 subunit B	1.06529e+06
Q13113	PDZ1I_HUMAN	PDZK1IP1	PDZK1-interacting protein 1	1.0866e+07
Q13123	RED_HUMAN	IK	Protein Red	1.12365e+07
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	2.78963e+07
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	2.1142e+07
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	6.78907e+06
Q13137	CACO2_HUMAN	CALCOCO2	Calcium-binding and coiled-coil domain-containing protein 2	1.54819e+06
Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	9.28557e+06
Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	6.39001e+07
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	7.0512e+07
Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	1.64336e+07
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	1.94595e+07
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	5.16899e+06
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	2.21368e+08
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	2.37771e+07
Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	5.49184e+07
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	5.93133e+06
Q13190	STX5_HUMAN	STX5	Syntaxin-5	2.42589e+07
Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	5.69849e+07
Q13206	DDX10_HUMAN	DDX10	Probable ATP-dependent RNA helicase DDX10	3.2292e+06
Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	3.41787e+07
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	2.34201e+08
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	1.60694e+07
Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	3.00969e+07
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	4.06861e+07
Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	2.76233e+08
Q13257	MD2L1_HUMAN	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A	7.70053e+06
Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	7.29851e+07
Q13277	STX3_HUMAN	STX3	Syntaxin-3	2.35907e+06
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	1.02479e+08
Q13287	NMI_HUMAN	NMI	N-myc-interactor	6.26587e+06
Q13303	KCAB2_HUMAN	KCNAB2	Voltage-gated potassium channel subunit beta-2	1.21262e+07
Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	7.92204e+06
Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	1.12321e+08
Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	4.88587e+06
Q13325	IFIT5_HUMAN	IFIT5	Interferon-induced protein with tetratricopeptide repeats 5	1.8305e+06
Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	3.48853e+07
Q13361	MFAP5_HUMAN	MFAP5	Microfibrillar-associated protein 5	1.83153e+06
Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	2.26872e+07
Q13393	PLD1_HUMAN	PLD1	Phospholipase D1	1.15613e+07
Q13395	TARB1_HUMAN	TARBP1	Probable methyltransferase TARBP1	1.50445e+06
Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	1.89584e+07
Q13405	RM49_HUMAN	MRPL49	Large ribosomal subunit protein mL49	1.19601e+07
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	7.31317e+07
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	3.93188e+07
Q13421	MSLN_HUMAN	MSLN	Mesothelin	1.69604e+07
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	3.83575e+07
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	8.48073e+07
Q13426	XRCC4_HUMAN	XRCC4	DNA repair protein XRCC4	2.15865e+06
Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G	1.3756e+07
Q13428	TCOF_HUMAN	TCOF1	Treacle protein	1.61361e+07
Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	4.40015e+07
Q13438	OS9_HUMAN	OS9	Protein OS-9	8.31032e+06
Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	1.58422e+07
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	4.84117e+07
Q13444	ADA15_HUMAN	ADAM15	Disintegrin and metalloproteinase domain-containing protein 15	5.31255e+06
Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	1.59772e+07
Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	1.01712e+07
Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	4.10269e+06
Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	2.44289e+07
Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a 3	1.27165e+07
Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	5.639e+07
Q13496	MTM1_HUMAN	MTM1	Myotubularin	4.48179e+06
Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	2.68643e+07
Q13505	MTX1_HUMAN	MTX1	Metaxin-1	2.8837e+07
Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	1.26366e+09
Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	3.71838e+07
Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	1.01333e+07
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	2.51028e+07
Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	9.36006e+06
Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	4.40461e+06
Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	4.43198e+07
Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	4.42083e+06
Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	4.50143e+07
Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	3.90451e+07
Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	1.33474e+07
Q13572	ITPK1_HUMAN	ITPK1	Inositol-tetrakisphosphate 1-kinase	2.31463e+07
Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	1.59599e+07
Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	4.00724e+07
Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	9.74622e+07
Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	3.67946e+07
Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	3.50809e+07
Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog	2.82598e+07
Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	1.6295e+06
Q13616	CUL1_HUMAN	CUL1	Cullin-1	9.69673e+06
Q13617	CUL2_HUMAN	CUL2	Cullin-2	1.43849e+07
Q13618	CUL3_HUMAN	CUL3	Cullin-3	1.19135e+07
Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	1.50588e+07
Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B	5.67776e+06
Q13625	ASPP2_HUMAN	TP53BP2	Apoptosis-stimulating of p53 protein 2	1.8282e+06
Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	1.50836e+08
Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	8.15207e+06
Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	2.55842e+07
