Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20201002yuanch_Connie_TCPA_60minDIA_b4-4.mzML
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	9.90518e+07
Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2	2.24206e+07
Q13825	AUHM_HUMAN	AUH	Methylglutaconyl-CoA hydratase, mitochondrial	4.38583e+06
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	3.59637e+08
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	2.06509e+07
Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	9.48525e+06
Q13884	SNTB1_HUMAN	SNTB1	Beta-1-syntrophin	2.11336e+06
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	7.88688e+07
Q13888;Q6P1K8	T2H2L_HUMAN;TF2H2_HUMAN	GTF2H2;GTF2H2C	General transcription factor IIH subunit 2	2.64313e+06
Q13895	BYST_HUMAN	BYSL	Bystin	1.65715e+07
Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	9.99199e+06
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	4.35212e+06
Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	7.86832e+06
Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	4.64167e+06
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	2.61493e+07
Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	2.50597e+08
Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	2.21177e+06
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	1.01487e+07
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	4.18173e+08
Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	2.54164e+07
Q14112	NID2_HUMAN	NID2	Nidogen-2	3.7567e+07
Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	3.28255e+07
Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	2.30337e+07
Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	1.01805e+07
Q14145	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1	3.19389e+06
Q14146	URB2_HUMAN	URB2	Unhealthy ribosome biogenesis protein 2 homolog	1.19073e+06
Q14147	DHX34_HUMAN	DHX34	Probable ATP-dependent RNA helicase DHX34	2.13277e+06
Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3	5.80121e+06
Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	2.28032e+07
Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	1.14068e+08
Q14155	ARHG7_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	1.06832e+07
Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	2.74126e+07
Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	9.80501e+06
Q14161	GIT2_HUMAN	GIT2	ARF GTPase-activating protein GIT2	2.11928e+07
Q14165	MLEC_HUMAN	MLEC	Malectin	3.91665e+07
Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	2.29219e+07
Q14185	DOCK1_HUMAN	DOCK1	Dedicator of cytokinesis protein 1	3.54881e+07
Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	2.27878e+07
Q14194	DPYL1_HUMAN	CRMP1	Dihydropyrimidinase-related protein 1	5.86964e+06
Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	2.67769e+07
Q14197	ICT1_HUMAN	MRPL58	Large ribosomal subunit protein mL62	1.6616e+06
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	2.67797e+07
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	5.08174e+07
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha	4.26682e+07
Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	4.01519e+07
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	3.0901e+07
Q14254	FLOT2_HUMAN	FLOT2	Flotillin-2	1.73147e+07
Q14257	RCN2_HUMAN	RCN2	Reticulocalbin-2	5.50496e+07
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	8.21863e+06
Q14315	FLNC_HUMAN	FLNC	Filamin-C	4.32042e+08
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	9.34871e+06
Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A	4.32318e+06
Q14331	FRG1_HUMAN	FRG1	Protein FRG1	1.16947e+07
Q14332	FZD2_HUMAN	FZD2	Frizzled-2	5.8914e+06
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	9.33031e+07
Q14353	GAMT_HUMAN	GAMT	Guanidinoacetate N-methyltransferase	4.38808e+06
Q14376	GALE_HUMAN	GALE	UDP-glucose 4-epimerase	2.76119e+06
Q14410	GLPK2_HUMAN	GK2	Glycerol kinase 2	2.19368e+06
Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	5.33239e+07
Q14469	HES1_HUMAN	HES1	Transcription factor HES-1	2.41741e+06
Q14493	SLBP_HUMAN	SLBP	Histone RNA hairpin-binding protein	3.10785e+06
Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	4.73146e+07
Q14515	SPRL1_HUMAN	SPARCL1	SPARC-like protein 1	1.60936e+07
Q14517	FAT1_HUMAN	FAT1	Protocadherin Fat 1	6.50169e+06
Q14554	PDIA5_HUMAN	PDIA5	Protein disulfide-isomerase A5	4.04584e+06
Q14558	KPRA_HUMAN	PRPSAP1	Phosphoribosyl pyrophosphate synthase-associated protein 1	5.94916e+06
Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	2.52845e+07
Q14563	SEM3A_HUMAN	SEMA3A	Semaphorin-3A	2.80206e+06
Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	2.65249e+07
Q14571	ITPR2_HUMAN	ITPR2	Inositol 1,4,5-trisphosphate receptor type 2	9.65624e+06
Q14573	ITPR3_HUMAN	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3	9.10925e+06
Q14592	ZN460_HUMAN	ZNF460	Zinc finger protein 460	2.84956e+06
Q14624	ITIH4_HUMAN	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4	1.05195e+07
Q14644	RASA3_HUMAN	RASA3	Ras GTPase-activating protein 3	4.13247e+06
Q14653	IRF3_HUMAN	IRF3	Interferon regulatory factor 3	7.07032e+06
Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	4.48543e+06
Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	2.92016e+07
Q14676	MDC1_HUMAN	MDC1	Mediator of DNA damage checkpoint protein 1	1.1542e+07
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	1.96763e+08
Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	4.12388e+07
Q14684	RRP1B_HUMAN	RRP1B	Ribosomal RNA processing protein 1 homolog B	1.13727e+07
Q14690	RRP5_HUMAN	PDCD11	Protein RRP5 homolog	8.91584e+06
Q14691	PSF1_HUMAN	GINS1	DNA replication complex GINS protein PSF1	2.43786e+06
Q14692	BMS1_HUMAN	BMS1	Ribosome biogenesis protein BMS1 homolog	1.13794e+07
Q14693	LPIN1_HUMAN	LPIN1	Phosphatidate phosphatase LPIN1	6.92018e+06
Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10	9.2729e+06
Q14696	MESD_HUMAN	MESD	LRP chaperone MESD	8.73553e+06
Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	2.76204e+08
Q14699	RFTN1_HUMAN	RFTN1	Raftlin	1.09423e+07
Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	9.79994e+06
Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	1.39867e+07
Q14746	COG2_HUMAN	COG2	Conserved oligomeric Golgi complex subunit 2	4.46903e+06
Q14749	GNMT_HUMAN	GNMT	Glycine N-methyltransferase	5.6247e+06
Q14764	MVP_HUMAN	MVP	Major vault protein	1.50893e+07
Q14767	LTBP2_HUMAN	LTBP2	Latent-transforming growth factor beta-binding protein 2	1.21946e+07
Q14781	CBX2_HUMAN	CBX2	Chromobox protein homolog 2	9.56725e+06
Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	8.15458e+06
Q147X3	NAA30_HUMAN	NAA30	N-alpha-acetyltransferase 30	2.90641e+06
Q14814	MEF2D_HUMAN	MEF2D	Myocyte-specific enhancer factor 2D	5.60987e+06
Q14839	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	7.25449e+07
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	1.26769e+08
Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	2.50128e+06
Q14919	NC2A_HUMAN	DRAP1	Dr1-associated corepressor	1.49898e+07
Q14938	NFIX_HUMAN	NFIX	Nuclear factor 1 X-type	2.68183e+07
Q14956	GPNMB_HUMAN	GPNMB	Transmembrane glycoprotein NMB	4.35129e+07
Q14966	ZN638_HUMAN	ZNF638	Zinc finger protein 638	1.21297e+07
Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	9.82951e+07
Q14978	NOLC1_HUMAN	NOLC1	Nucleolar and coiled-body phosphoprotein 1	1.40119e+07
Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	1.8547e+08
Q14982	OPCM_HUMAN	OPCML	Opioid-binding protein/cell adhesion molecule	8.52079e+06
Q14997	PSME4_HUMAN	PSME4	Proteasome activator complex subunit 4	1.62493e+07
Q14999	CUL7_HUMAN	CUL7	Cullin-7	2.67943e+06
Q14BN4	SLMAP_HUMAN	SLMAP	Sarcolemmal membrane-associated protein	1.75907e+06
Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	9.14548e+06
Q14CX7	NAA25_HUMAN	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	4.03949e+06
Q15003	CND2_HUMAN	NCAPH	Condensin complex subunit 2	3.22241e+06
Q15004	PAF15_HUMAN	PCLAF	PCNA-associated factor	1.73175e+06
Q15005	SPCS2_HUMAN	SPCS2	Signal peptidase complex subunit 2	1.60304e+07
Q15006	EMC2_HUMAN	EMC2	ER membrane protein complex subunit 2	8.01965e+06
Q15007	FL2D_HUMAN	WTAP	Pre-mRNA-splicing regulator WTAP	7.69266e+06
Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	3.06596e+07
Q15013	MD2BP_HUMAN	MAD2L1BP	MAD2L1-binding protein	1.71142e+06
Q15018	ABRX2_HUMAN	ABRAXAS2	BRISC complex subunit Abraxas 2	7.86402e+06
Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	1.03067e+08
Q15020	SART3_HUMAN	SART3	Squamous cell carcinoma antigen recognized by T-cells 3	2.46938e+07
Q15021	CND1_HUMAN	NCAPD2	Condensin complex subunit 1	3.91633e+06
Q15024	EXOS7_HUMAN	EXOSC7	Exosome complex component RRP42	1.07012e+07
Q15025	TNIP1_HUMAN	TNIP1	TNFAIP3-interacting protein 1	4.75652e+06
Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	3.15243e+07
Q15031	SYLM_HUMAN	LARS2	Leucine--tRNA ligase, mitochondrial	4.88742e+06
Q15036	SNX17_HUMAN	SNX17	Sorting nexin-17	6.14984e+06
Q15042	RB3GP_HUMAN	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit	5.68064e+06
Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	2.36725e+07
Q15047	SETB1_HUMAN	SETDB1	Histone-lysine N-methyltransferase SETDB1	2.61804e+06
Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog	1.53609e+07
Q15052	ARHG6_HUMAN	ARHGEF6	Rho guanine nucleotide exchange factor 6	3.3952e+07
Q15054	DPOD3_HUMAN	POLD3	DNA polymerase delta subunit 3	4.05428e+06
Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	9.85068e+07
Q15059	BRD3_HUMAN	BRD3	Bromodomain-containing protein 3	1.14304e+07
Q15061	WDR43_HUMAN	WDR43	WD repeat-containing protein 43	1.77347e+07
Q15063	POSTN_HUMAN	POSTN	Periostin	1.89396e+09
Q15067	ACOX1_HUMAN	ACOX1	Peroxisomal acyl-coenzyme A oxidase 1	3.9797e+06
Q15072	OZF_HUMAN	ZNF146	Zinc finger protein OZF	3.30924e+06
Q15075	EEA1_HUMAN	EEA1	Early endosome antigen 1	1.0331e+07
Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	3.17054e+08
Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1	8.73219e+07
Q15113	PCOC1_HUMAN	PCOLCE	Procollagen C-endopeptidase enhancer 1	2.77644e+07
Q15118	PDK1_HUMAN	PDK1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	2.43565e+07
Q15121	PEA15_HUMAN	PEA15	Astrocytic phosphoprotein PEA-15	1.88968e+07
Q15124	PGM5_HUMAN	PGM5	Phosphoglucomutase-like protein 5	3.49269e+07
Q15126	PMVK_HUMAN	PMVK	Phosphomevalonate kinase	2.54963e+07
Q15139	KPCD1_HUMAN	PRKD1	Serine/threonine-protein kinase D1	9.60206e+06
Q15147	PLCB4_HUMAN	PLCB4	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4	3.35418e+06
Q15149	PLEC_HUMAN	PLEC	Plectin	6.82681e+07
Q15154	PCM1_HUMAN	PCM1	Pericentriolar material 1 protein	8.31673e+06
Q15165	PON2_HUMAN	PON2	Serum paraoxonase/arylesterase 2	1.15896e+07
Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	4.84026e+07
Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3	3.48641e+07
Q15208	STK38_HUMAN	STK38	Serine/threonine-protein kinase 38	8.21145e+06
Q15223	NECT1_HUMAN	NECTIN1	Nectin-1	1.8034e+07
Q15233	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein	3.43839e+08
Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator	1.96282e+07
Q15269	PWP2_HUMAN	PWP2	Periodic tryptophan protein 2 homolog	4.35046e+06
Q15274	NADC_HUMAN	QPRT	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	5.58428e+06
Q15276	RABE1_HUMAN	RABEP1	Rab GTPase-binding effector protein 1	7.5117e+06
Q15286	RAB35_HUMAN	RAB35	Ras-related protein Rab-35	1.23596e+07
Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	5.69623e+07
Q15291	RBBP5_HUMAN	RBBP5	Retinoblastoma-binding protein 5	5.64785e+06
Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	1.18856e+08
Q15326	ZMY11_HUMAN	ZMYND11	Zinc finger MYND domain-containing protein 11	1.11872e+06
Q15334	L2GL1_HUMAN	LLGL1	Lethal(2) giant larvae protein homolog 1	9.57771e+06
Q15363	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2	6.07951e+07
Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	2.64924e+08
Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	1.86539e+08
Q15369	ELOC_HUMAN	ELOC	Elongin-C	8.20266e+06
Q15370	ELOB_HUMAN	ELOB	Elongin-B	2.17297e+07
Q15375	EPHA7_HUMAN	EPHA7	Ephrin type-A receptor 7	4.86457e+06
Q15382	RHEB_HUMAN	RHEB	GTP-binding protein Rheb	1.15891e+07
Q15386	UBE3C_HUMAN	UBE3C	Ubiquitin-protein ligase E3C	3.91644e+06
Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	1.1997e+08
Q15397	PUM3_HUMAN	PUM3	Pumilio homolog 3	4.26339e+06
Q15398	DLGP5_HUMAN	DLGAP5	Disks large-associated protein 5	1.40282e+06
Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	1.51061e+07
Q15417	CNN3_HUMAN	CNN3	Calponin-3	5.1815e+07
Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	6.84538e+07
Q15427	SF3B4_HUMAN	SF3B4	Splicing factor 3B subunit 4	2.99107e+07
Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	4.73907e+07
Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	2.21553e+07
Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	4.511e+07
Q15437	SC23B_HUMAN	SEC23B	Protein transport protein Sec23B	6.39326e+06
Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	3.58396e+07
Q15464	SHB_HUMAN	SHB	SH2 domain-containing adapter protein B	1.91292e+06
Q15477	SKI2_HUMAN	SKIC2	Superkiller complex protein 2	8.83832e+06
Q15493	RGN_HUMAN	RGN	Regucalcin	4.06094e+06
Q15528	MED22_HUMAN	MED22	Mediator of RNA polymerase II transcription subunit 22	9.83631e+06
Q15545	TAF7_HUMAN	TAF7	Transcription initiation factor TFIID subunit 7	7.54786e+06
Q15554	TERF2_HUMAN	TERF2	Telomeric repeat-binding factor 2	1.96022e+06
Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2	4.25117e+06
Q15560	TCEA2_HUMAN	TCEA2	Transcription elongation factor A protein 2	1.09435e+06
Q15582	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3	1.53224e+08
Q15631	TSN_HUMAN	TSN	Translin	3.63454e+07
Q15637	SF01_HUMAN	SF1	Splicing factor 1	6.12948e+07
Q15642	CIP4_HUMAN	TRIP10	Cdc42-interacting protein 4	3.01012e+06
Q15643	TRIPB_HUMAN	TRIP11	Thyroid receptor-interacting protein 11	9.3585e+06
Q15645	PCH2_HUMAN	TRIP13	Pachytene checkpoint protein 2 homolog	4.10226e+06
Q15653	IKBB_HUMAN	NFKBIB	NF-kappa-B inhibitor beta	7.50117e+06
Q15654	TRIP6_HUMAN	TRIP6	Thyroid receptor-interacting protein 6	1.30496e+07
Q15678	PTN14_HUMAN	PTPN14	Tyrosine-protein phosphatase non-receptor type 14	1.86973e+06
Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	6.36775e+07
Q15714	T22D1_HUMAN	TSC22D1	TSC22 domain family protein 1	1.11583e+07
Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	1.85002e+08
Q15738	NSDHL_HUMAN	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	864200
Q15742	NAB2_HUMAN	NAB2	NGFI-A-binding protein 2	3.48127e+06
Q15746	MYLK_HUMAN	MYLK	Myosin light chain kinase, smooth muscle	2.13482e+07
Q15750	TAB1_HUMAN	TAB1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	9.92097e+06
Q15758	AAAT_HUMAN	SLC1A5	Neutral amino acid transporter B(0)	4.73028e+06
Q15773	MLF2_HUMAN	MLF2	Myeloid leukemia factor 2	6.75264e+06
Q15776	ZKSC8_HUMAN	ZKSCAN8	Zinc finger protein with KRAB and SCAN domains 8	2.88566e+06
Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	1.18055e+07
Q15788	NCOA1_HUMAN	NCOA1	Nuclear receptor coactivator 1	7.1492e+06
Q15797	SMAD1_HUMAN	SMAD1	Mothers against decapentaplegic homolog 1	6.15644e+06
Q15811	ITSN1_HUMAN	ITSN1	Intersectin-1	1.42025e+07
Q15813	TBCE_HUMAN	TBCE	Tubulin-specific chaperone E	2.62235e+07
Q15814	TBCC_HUMAN	TBCC	Tubulin-specific chaperone C	1.30964e+07
Q15819	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	5.70774e+07
Q15836	VAMP3_HUMAN	VAMP3	Vesicle-associated membrane protein 3	1.35583e+07
Q15843	NEDD8_HUMAN	NEDD8	NEDD8	3.48577e+07
Q15847	ADIRF_HUMAN	ADIRF	Adipogenesis regulatory factor	8.98261e+06
Q15906	VPS72_HUMAN	VPS72	Vacuolar protein sorting-associated protein 72 homolog	5.00386e+06
Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	7.30301e+07
Q15942	ZYX_HUMAN	ZYX	Zyxin	7.16616e+07
Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7	6.40893e+07
Q16186	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1	6.76142e+06
Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6	1.4822e+07
Q16222	UAP1_HUMAN	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	9.68643e+06
Q16270	IBP7_HUMAN	IGFBP7	Insulin-like growth factor-binding protein 7	5.39181e+06
Q16363	LAMA4_HUMAN	LAMA4	Laminin subunit alpha-4	1.86217e+07
Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	3.27477e+07
Q16512	PKN1_HUMAN	PKN1	Serine/threonine-protein kinase N1	9.33515e+06
Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	3.72755e+06
Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	2.10358e+07
Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	3.83774e+07
Q16537	2A5E_HUMAN	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	5.13342e+06
Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	1.9812e+07
Q16540	RM23_HUMAN	MRPL23	Large ribosomal subunit protein uL23m	796806
Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37	3.48127e+07
Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	1.4668e+08
Q16563	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1	1.3637e+07
Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7	3.61509e+07
Q16584	M3K11_HUMAN	MAP3K11	Mitogen-activated protein kinase kinase kinase 11	1.94579e+06
Q16585	SGCB_HUMAN	SGCB	Beta-sarcoglycan	1.02575e+07
Q16594	TAF9_HUMAN	TAF9	Transcription initiation factor TFIID subunit 9	9.02715e+06
Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	7.32675e+06
Q16626	MEA1_HUMAN	MEA1	Male-enhanced antigen 1	7.4629e+06
Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	1.83678e+08
Q16630	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	6.17552e+07
Q16637	SMN_HUMAN	SMN1	Survival motor neuron protein	8.02339e+06
Q16643	DREB_HUMAN	DBN1	Drebrin	2.22459e+08
Q16647	PTGIS_HUMAN	PTGIS	Prostacyclin synthase	1.79882e+07
Q16656	NRF1_HUMAN	NRF1	Nuclear respiratory factor 1	8.6571e+06
Q16658	FSCN1_HUMAN	FSCN1	Fascin	6.91883e+08
Q16666	IF16_HUMAN	IFI16	Gamma-interferon-inducible protein 16	3.64615e+08
Q16670	ZSC26_HUMAN	ZSCAN26	Zinc finger and SCAN domain-containing protein 26	2.33914e+06
Q16698	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial	4.63358e+07
Q16706	MA2A1_HUMAN	MAN2A1	Alpha-mannosidase 2	2.31827e+06
Q16718	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	9.56446e+06
Q16740	CLPP_HUMAN	CLPP	ATP-dependent Clp protease proteolytic subunit, mitochondrial	1.60915e+07
Q16762	THTR_HUMAN	TST	Thiosulfate sulfurtransferase	1.24785e+07
Q16774	KGUA_HUMAN	GUK1	Guanylate kinase	2.34263e+07
Q16775	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	3.10903e+06
Q16795	NDUA9_HUMAN	NDUFA9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	1.57447e+07
Q16822	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	6.47324e+06
Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	4.39584e+07
Q16850	CP51A_HUMAN	CYP51A1	Lanosterol 14-alpha demethylase	360402
Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	4.87467e+07
Q16853	AOC3_HUMAN	AOC3	Membrane primary amine oxidase	2.16493e+07
Q16864	VATF_HUMAN	ATP6V1F	V-type proton ATPase subunit F	5.70799e+06
Q16881	TRXR1_HUMAN	TXNRD1	Thioredoxin reductase 1, cytoplasmic	1.57575e+07
Q16891	MIC60_HUMAN	IMMT	MICOS complex subunit MIC60	5.03308e+07
Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	5.54161e+07
Q27J81	INF2_HUMAN	INF2	Inverted formin-2	4.25894e+06
Q29RF7	PDS5A_HUMAN	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	7.12633e+06
Q2M2I8	AAK1_HUMAN	AAK1	AP2-associated protein kinase 1	9.10917e+06
Q2M389	WASC4_HUMAN	WASHC4	WASH complex subunit 4	6.58426e+06
Q2NL82	TSR1_HUMAN	TSR1	Pre-rRNA-processing protein TSR1 homolog	1.19724e+07
Q2PZI1	D19L1_HUMAN	DPY19L1	Probable C-mannosyltransferase DPY19L1	2.38712e+06
Q2QD12;Q96AT9	RPEL1_HUMAN;RPE_HUMAN	RPE;RPEL1	Ribulose-phosphate 3-epimerase-like protein 1	3.69238e+07
Q2TAA2	IAH1_HUMAN	IAH1	Isoamyl acetate-hydrolyzing esterase 1 homolog	1.68308e+07
Q2TAA5	ALG11_HUMAN	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	1.2995e+06
Q2TAK8	PWP3A_HUMAN	PWWP3A	PWWP domain-containing DNA repair factor 3A	1.87654e+06
Q2TAL8	QRIC1_HUMAN	QRICH1	Transcriptional regulator QRICH1	5.09255e+06
Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1	3.19814e+07
Q2TAZ0	ATG2A_HUMAN	ATG2A	Autophagy-related protein 2 homolog A	4.22587e+06
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1	5.28735e+07
Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1	5.6619e+07
