Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200928yuanch_Connie_TCPA_60minDIA_b1-8.mzML
P83436	COG7_HUMAN	COG7	Conserved oligomeric Golgi complex subunit 7	6.54898e+06
P83731	RL24_HUMAN	RPL24	Large ribosomal subunit protein eL24	6.89223e+08
P84022	SMAD3_HUMAN	SMAD3	Mothers against decapentaplegic homolog 3	1.34474e+07
P84085	ARF5_HUMAN	ARF5	ADP-ribosylation factor 5	1.18983e+08
P84090	ERH_HUMAN	ERH	Enhancer of rudimentary homolog	2.43131e+07
P84095	RHOG_HUMAN	RHOG	Rho-related GTP-binding protein RhoG	2.1902e+07
P84098	RL19_HUMAN	RPL19	Large ribosomal subunit protein eL19	3.22037e+08
P84103	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	2.56218e+08
P85037	FOXK1_HUMAN	FOXK1	Forkhead box protein K1	3.33884e+06
P86790;P86791	CCZ1B_HUMAN;CCZ1_HUMAN	CCZ1;CCZ1B	Vacuolar fusion protein CCZ1 homolog B	4.64486e+06
P98082	DAB2_HUMAN	DAB2	Disabled homolog 2	8.59866e+06
P98095	FBLN2_HUMAN	FBLN2	Fibulin-2	3.60482e+07
P98160	PGBM_HUMAN	HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein	2.4735e+08
P98170	XIAP_HUMAN	XIAP	E3 ubiquitin-protein ligase XIAP	8.84925e+06
P98175	RBM10_HUMAN	RBM10	RNA-binding protein 10	6.84151e+06
P98179	RBM3_HUMAN	RBM3	RNA-binding protein 3	8.90913e+07
P99999	CYC_HUMAN	CYCS	Cytochrome c	6.87211e+07
Q00013	EM55_HUMAN	MPP1	55 kDa erythrocyte membrane protein	1.03472e+07
Q00059	TFAM_HUMAN	TFAM	Transcription factor A, mitochondrial	4.29846e+07
Q00169	PIPNA_HUMAN	PITPNA	Phosphatidylinositol transfer protein alpha isoform	1.75918e+07
Q00266	METK1_HUMAN	MAT1A	S-adenosylmethionine synthase isoform type-1	2.47809e+08
Q00325	S25A3_HUMAN	SLC25A3	Solute carrier family 25 member 3	2.61948e+08
Q00341	VIGLN_HUMAN	HDLBP	Vigilin	2.77921e+08
Q00403	TF2B_HUMAN	GTF2B	Transcription initiation factor IIB	5.74591e+06
Q00534	CDK6_HUMAN	CDK6	Cyclin-dependent kinase 6	6.49498e+06
Q00535	CDK5_HUMAN	CDK5	Cyclin-dependent kinase 5	3.15586e+06
Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha	7.80303e+07
Q00587	BORG5_HUMAN	CDC42EP1	Cdc42 effector protein 1	2.2157e+07
Q00610	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	2.22781e+08
Q00653	NFKB2_HUMAN	NFKB2	Nuclear factor NF-kappa-B p100 subunit	8.49154e+06
Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	1.15508e+08
Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5	5.76284e+07
Q00796	DHSO_HUMAN	SORD	Sorbitol dehydrogenase	3.98093e+07
Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	1.92392e+08
Q01081	U2AF1_HUMAN	U2AF1	Splicing factor U2AF 35 kDa subunit	1.57382e+07
Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	1.11333e+08
Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR	5.1335e+07
Q01105	SET_HUMAN	SET	Protein SET	1.5454e+08
Q01130	SRSF2_HUMAN	SRSF2	Serine/arginine-rich splicing factor 2	1.62775e+08
Q01432	AMPD3_HUMAN	AMPD3	AMP deaminase 3	9.20649e+06
Q01433	AMPD2_HUMAN	AMPD2	AMP deaminase 2	1.62501e+07
Q01469	FABP5_HUMAN	FABP5	Fatty acid-binding protein 5	1.44383e+08
Q01484	ANK2_HUMAN	ANK2	Ankyrin-2	7.28268e+06
Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	1.20223e+08
Q01581	HMCS1_HUMAN	HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	3.68015e+06
Q01628	IFM3_HUMAN	IFITM3	Interferon-induced transmembrane protein 3	5.88805e+06
Q01658	NC2B_HUMAN	DR1	Protein Dr1	1.65349e+07
Q01740	FMO1_HUMAN	FMO1	Flavin-containing monooxygenase 1	4.53412e+06
Q01780	EXOSX_HUMAN	EXOSC10	Exosome component 10	4.62821e+06
Q01813	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	1.97328e+07
Q01844	EWS_HUMAN	EWSR1	RNA-binding protein EWS	5.0443e+07
Q01968	OCRL_HUMAN	OCRL	Inositol polyphosphate 5-phosphatase OCRL	6.30649e+06
Q01970	PLCB3_HUMAN	PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	2.9467e+06
Q01995	TAGL_HUMAN	TAGLN	Transgelin	1.35586e+09
Q02083	NAAA_HUMAN	NAAA	N-acylethanolamine-hydrolyzing acid amidase	5.46689e+06
Q02108	GCYA1_HUMAN	GUCY1A1	Guanylate cyclase soluble subunit alpha-1	5.86572e+06
Q02127	PYRD_HUMAN	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial	2.93925e+06
Q02153	GCYB1_HUMAN	GUCY1B1	Guanylate cyclase soluble subunit beta-1	1.13941e+07
Q02218	ODO1_HUMAN	OGDH	2-oxoglutarate dehydrogenase complex component E1	6.76804e+07
Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	2.63231e+08
Q02338	BDH_HUMAN	BDH1	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	2.97364e+07
Q02539	H11_HUMAN	H1-1	Histone H1.1	2.17792e+07
Q02543	RL18A_HUMAN	RPL18A	Large ribosomal subunit protein eL20	2.71384e+08
Q02750	MP2K1_HUMAN	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	3.70778e+07
Q02790	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	4.25048e+07
Q02809	PLOD1_HUMAN	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	9.2406e+06
Q02818	NUCB1_HUMAN	NUCB1	Nucleobindin-1	1.57158e+07
Q02878	RL6_HUMAN	RPL6	Large ribosomal subunit protein eL6	4.92593e+08
Q02880	TOP2B_HUMAN	TOP2B	DNA topoisomerase 2-beta	8.80318e+06
Q02952	AKA12_HUMAN	AKAP12	A-kinase anchor protein 12	2.00102e+07
Q02978	M2OM_HUMAN	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	2.33274e+07
Q03135	CAV1_HUMAN	CAV1	Caveolin-1	1.05458e+08
Q03154	ACY1_HUMAN	ACY1	Aminoacylase-1	7.97621e+06
Q03169	TNAP2_HUMAN	TNFAIP2	Tumor necrosis factor alpha-induced protein 2	3.80067e+06
Q03252	LMNB2_HUMAN	LMNB2	Lamin-B2	1.56119e+08
Q03518	TAP1_HUMAN	TAP1	Antigen peptide transporter 1	1.19746e+07
Q03519	TAP2_HUMAN	TAP2	Antigen peptide transporter 2	3.98376e+06
Q04206	TF65_HUMAN	RELA	Transcription factor p65	1.97888e+07
Q04323	UBXN1_HUMAN	UBXN1	UBX domain-containing protein 1	1.8793e+07
Q04446	GLGB_HUMAN	GBE1	1,4-alpha-glucan-branching enzyme	3.35572e+07
Q04637	IF4G1_HUMAN	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	3.988e+07
Q04695	K1C17_HUMAN	KRT17	Keratin, type I cytoskeletal 17	3.43053e+07
Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase	1.64933e+08
Q04837	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial	5.05715e+07
Q04917	1433F_HUMAN	YWHAH	14-3-3 protein eta	1.25347e+08
Q05048	CSTF1_HUMAN	CSTF1	Cleavage stimulation factor subunit 1	1.43349e+07
Q05084	ICA69_HUMAN	ICA1	Islet cell autoantigen 1	6.64371e+06
Q05086	UBE3A_HUMAN	UBE3A	Ubiquitin-protein ligase E3A	7.4448e+06
Q05193	DYN1_HUMAN	DNM1	Dynamin-1	1.89732e+07
Q05397	FAK1_HUMAN	PTK2	Focal adhesion kinase 1	7.74217e+06
Q05469	LIPS_HUMAN	LIPE	Hormone-sensitive lipase	7.67534e+06
Q05519	SRS11_HUMAN	SRSF11	Serine/arginine-rich splicing factor 11	1.40296e+07
Q05639	EF1A2_HUMAN	EEF1A2	Elongation factor 1-alpha 2	4.72698e+09
Q05682	CALD1_HUMAN	CALD1	Caldesmon	1.78144e+08
Q05707	COEA1_HUMAN	COL14A1	Collagen alpha-1(XIV) chain	2.70952e+08
Q06033	ITIH3_HUMAN	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	1.07966e+07
Q06124	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	2.76553e+07
Q06136	KDSR_HUMAN	KDSR	3-ketodihydrosphingosine reductase	2.64473e+07
Q06203	PUR1_HUMAN	PPAT	Amidophosphoribosyltransferase	8.96105e+06
Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	1.41401e+08
Q06278	AOXA_HUMAN	AOX1	Aldehyde oxidase	3.56978e+07
Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	1.39915e+08
Q06330	SUH_HUMAN	RBPJ	Recombining binding protein suppressor of hairless	3.71626e+06
Q06587	RING1_HUMAN	RING1	E3 ubiquitin-protein ligase RING1	1.34862e+07
Q06787	FMR1_HUMAN	FMR1	Fragile X messenger ribonucleoprotein 1	2.67301e+06
Q06828	FMOD_HUMAN	FMOD	Fibromodulin	1.41674e+07
Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	1.50168e+09
Q07020	RL18_HUMAN	RPL18	Large ribosomal subunit protein eL18	7.24252e+08
Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	7.33977e+07
Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	1.4746e+08
Q07075	AMPE_HUMAN	ENPEP	Glutamyl aminopeptidase	6.44974e+06
Q07157	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	2.21189e+07
Q07507	DERM_HUMAN	DPT	Dermatopontin	1.3351e+09
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	4.56403e+07
Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	2.39353e+07
Q07817	B2CL1_HUMAN	BCL2L1	Bcl-2-like protein 1	3.75242e+06
Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1	1.37839e+07
Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	2.46281e+07
Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	9.21185e+07
Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	8.35956e+07
Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	4.40593e+06
Q08174	PCDH1_HUMAN	PCDH1	Protocadherin-1	1.50764e+06
Q08209	PP2BA_HUMAN	PPP3CA	Protein phosphatase 3 catalytic subunit alpha	2.75521e+07
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	6.85776e+07
Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	1.35787e+08
Q08378	GOGA3_HUMAN	GOLGA3	Golgin subfamily A member 3	1.27491e+07
Q08379	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2	2.48242e+07
Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	4.68571e+07
Q08426	ECHP_HUMAN	EHHADH	Peroxisomal bifunctional enzyme	1.67173e+07
Q08431	MFGM_HUMAN	MFGE8	Lactadherin	8.60609e+06
Q08495	DEMA_HUMAN	DMTN	Dematin	6.80464e+06
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	6.19209e+06
Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	4.92146e+06
Q08830	FGL1_HUMAN	FGL1	Fibrinogen-like protein 1	9.78748e+06
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	1.29432e+07
Q08AF3	SLFN5_HUMAN	SLFN5	Schlafen family member 5	6.69192e+06
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	1.20092e+07
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	9.1534e+06
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	3.70488e+07
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	1.70763e+07
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	3.1696e+08
Q0IIM8	TBC8B_HUMAN	TBC1D8B	TBC1 domain family member 8B	5.57265e+06
Q0VAF6	SYCN_HUMAN	SYCN	Syncollin	1.42931e+09
Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	8.42927e+06
Q0VF96	CGNL1_HUMAN	CGNL1	Cingulin-like protein 1	1.47724e+06
Q0ZGT2	NEXN_HUMAN	NEXN	Nexilin	1.75939e+07
Q10469	MGAT2_HUMAN	MGAT2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	1.00834e+07
Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	2.65719e+07
Q10472	GALT1_HUMAN	GALNT1	Polypeptide N-acetylgalactosaminyltransferase 1	2.03657e+07
Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	4.44582e+07
Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	5.63953e+06
Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	1.57315e+07
Q12756	KIF1A_HUMAN	KIF1A	Kinesin-like protein KIF1A	9.60951e+06
Q12765	SCRN1_HUMAN	SCRN1	Secernin-1	3.24553e+07
Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5	4.47321e+06
Q12769	NU160_HUMAN	NUP160	Nuclear pore complex protein Nup160	1.73957e+07
Q12788	TBL3_HUMAN	TBL3	Transducin beta-like protein 3	2.02128e+06
Q12789	TF3C1_HUMAN	GTF3C1	General transcription factor 3C polypeptide 1	2.46341e+06
Q12792	TWF1_HUMAN	TWF1	Twinfilin-1	4.45866e+07
Q12797	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	1.64172e+07
Q12800	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	2.40617e+07
Q12805	FBLN3_HUMAN	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	1.79602e+07
Q12824	SNF5_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	5.78251e+06
Q12846	STX4_HUMAN	STX4	Syntaxin-4	1.03142e+07
Q12849	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	9.82796e+06
Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	4.91236e+07
Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	2.14697e+07
Q12904	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	6.36592e+07
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	8.93217e+07
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	7.05441e+07
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	1.17943e+08
Q12912	IRAG2_HUMAN	IRAG2	Inositol 1,4,5-triphosphate receptor associated 2	4.43848e+06
Q12929	EPS8_HUMAN	EPS8	Epidermal growth factor receptor kinase substrate 8	3.07192e+06
Q12931	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	1.60438e+08
Q12955	ANK3_HUMAN	ANK3	Ankyrin-3	1.07871e+07
Q12959	DLG1_HUMAN	DLG1	Disks large homolog 1	4.83171e+07
Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie	1.63833e+07
Q12972	PP1R8_HUMAN	PPP1R8	Nuclear inhibitor of protein phosphatase 1	5.22623e+06
Q12981	SEC20_HUMAN	BNIP1	Vesicle transport protein SEC20	5.86429e+06
Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	7.78768e+07
Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	1.25734e+08
Q13033	STRN3_HUMAN	STRN3	Striatin-3	2.2071e+07
Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	6.09154e+06
Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	1.51324e+07
Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	3.06097e+07
Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	1.97388e+07
Q13087	PDIA2_HUMAN	PDIA2	Protein disulfide-isomerase A2	2.62971e+07
Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	3.73123e+07
Q13107	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	2.20023e+06
Q13123	RED_HUMAN	IK	Protein Red	6.493e+06
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	5.49273e+07
Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	2.22102e+07
Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	3.84247e+06
Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	2.46353e+07
Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	4.03722e+07
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	4.24436e+07
Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	9.19854e+06
Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	3.21775e+07
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	1.05005e+06
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	2.60879e+09
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	3.02687e+07
Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	4.39647e+07
Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	1.59493e+07
Q13190	STX5_HUMAN	STX5	Syntaxin-5	2.71297e+07
Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	5.85941e+07
Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	5.94547e+07
Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	1.34148e+08
Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	2.74395e+07
Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	6.79608e+07
Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	2.05689e+07
Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	1.18926e+08
Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	4.69743e+07
Q13268	DHRS2_HUMAN	DHRS2	Dehydrogenase/reductase SDR family member 2, mitochondrial	2.57688e+07
Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	4.37094e+07
Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	6.14679e+06
Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	2.50999e+08
Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	6.50315e+06
Q13322	GRB10_HUMAN	GRB10	Growth factor receptor-bound protein 10	4.28501e+06
Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	3.96272e+07
Q13361	MFAP5_HUMAN	MFAP5	Microfibrillar-associated protein 5	1.30325e+06
Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	2.23137e+06
Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	4.95271e+07
Q13395	TARB1_HUMAN	TARBP1	Probable methyltransferase TARBP1	704904
Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	3.24526e+07
Q13405	RM49_HUMAN	MRPL49	Large ribosomal subunit protein mL49	1.17758e+07
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	9.45917e+07
Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	5.7958e+07
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	5.86073e+07
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	1.68759e+08
Q13428	TCOF_HUMAN	TCOF1	Treacle protein	6.19468e+06
Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	5.71008e+07
Q13438	OS9_HUMAN	OS9	Protein OS-9	6.15324e+07
Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	8.45499e+06
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	7.32539e+07
Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	2.85732e+07
Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	1.26995e+07
Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a 3	1.67283e+07
Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	2.92827e+07
Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	7.67417e+06
Q13505	MTX1_HUMAN	MTX1	Metaxin-1	1.72844e+07
Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	3.9432e+07
Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	2.51186e+07
Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	9.51738e+06
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	1.87349e+07
Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	5.46371e+07
Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	6.2274e+06
Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	3.18768e+07
Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	6.9507e+06
Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	1.61602e+07
Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	6.99342e+08
Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	1.51664e+07
Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	1.5783e+07
Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	6.02809e+07
Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	1.94851e+07
Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	2.96177e+07
Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	2.64832e+07
Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	1.16116e+07
Q13616	CUL1_HUMAN	CUL1	Cullin-1	8.0552e+06
Q13617	CUL2_HUMAN	CUL2	Cullin-2	2.61559e+07
Q13618	CUL3_HUMAN	CUL3	Cullin-3	2.86771e+07
Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	1.55533e+07
Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B	3.36321e+06
Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	9.04592e+07
Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	8.55942e+06
Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein	1.80814e+06
Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	5.63383e+07
Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3	8.43516e+06
Q13683	ITA7_HUMAN	ITGA7	Integrin alpha-7	2.53398e+07
Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein	3.36942e+06
Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	7.99728e+07
Q13740	CD166_HUMAN	ALCAM	CD166 antigen	1.73556e+07
Q13751	LAMB3_HUMAN	LAMB3	Laminin subunit beta-3	8.17705e+06
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	1.20056e+08
Q13822	ENPP2_HUMAN	ENPP2	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	2.12603e+06
Q13825	AUHM_HUMAN	AUH	Methylglutaconyl-CoA hydratase, mitochondrial	4.71836e+07
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	1.81173e+08
Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase	4.14283e+07
Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4	2.16552e+06
Q13884	SNTB1_HUMAN	SNTB1	Beta-1-syntrophin	9.37691e+07
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	1.34728e+08
Q13895	BYST_HUMAN	BYSL	Bystin	4.47282e+06
Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	1.23535e+07
Q13938	CAYP1_HUMAN	CAPS	Calcyphosin	1.5895e+07
Q13948	CASP_HUMAN	CUX1	Protein CASP	5.12518e+06
Q13951	PEBB_HUMAN	CBFB	Core-binding factor subunit beta	5.65221e+06
Q13952	NFYC_HUMAN	NFYC	Nuclear transcription factor Y subunit gamma	5.62055e+06
Q13976	KGP1_HUMAN	PRKG1	cGMP-dependent protein kinase 1	1.0138e+07
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	1.34016e+07
Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein	1.39813e+08
Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	1.20092e+07
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	4.17371e+07
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	2.82409e+08
Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	7.84755e+07
Q14112	NID2_HUMAN	NID2	Nidogen-2	1.21039e+08
Q14116	IL18_HUMAN	IL18	Interleukin-18	1.09597e+07
Q14118	DAG1_HUMAN	DAG1	Dystroglycan 1	1.89711e+07
Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	2.8102e+07
Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	1.31736e+07
Q14139	UBE4A_HUMAN	UBE4A	Ubiquitin conjugation factor E4 A	9.55414e+06
Q14145	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1	5.32584e+06
