Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20201002yuanch_Connie_TCPA_60minDIA_b4-5.mzML
Q5HYI8	RABL3_HUMAN	RABL3	Rab-like protein 3	8.3338e+06
Q5HYK3	COQ5_HUMAN	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	1.67453e+07
Q5HYW2	NHSL2_HUMAN	NHSL2	NHS-like protein 2	3.45585e+06
Q5J8M3	EMC4_HUMAN	EMC4	ER membrane protein complex subunit 4	5.80749e+06
Q5JPH6	SYEM_HUMAN	EARS2	Probable glutamate--tRNA ligase, mitochondrial	3.85393e+06
Q5JRA6	TGO1_HUMAN	MIA3	Transport and Golgi organization protein 1 homolog	4.01413e+07
Q5JRX3	PREP_HUMAN	PITRM1	Presequence protease, mitochondrial	1.79271e+07
Q5JSH3	WDR44_HUMAN	WDR44	WD repeat-containing protein 44	8.14112e+06
Q5JSL3	DOC11_HUMAN	DOCK11	Dedicator of cytokinesis protein 11	4.77822e+06
Q5JTB6	PLAC9_HUMAN	PLAC9	Placenta-specific protein 9	9.03113e+07
Q5JTH9	RRP12_HUMAN	RRP12	RRP12-like protein	7.97221e+06
Q5JTV8	TOIP1_HUMAN	TOR1AIP1	Torsin-1A-interacting protein 1	4.75694e+07
Q5JTZ9	SYAM_HUMAN	AARS2	Alanine--tRNA ligase, mitochondrial	9.37796e+06
Q5JVF3	PCID2_HUMAN	PCID2	PCI domain-containing protein 2	7.0834e+06
Q5JVS0	HABP4_HUMAN	HABP4	Intracellular hyaluronan-binding protein 4	3.93216e+06
Q5K4L6	S27A3_HUMAN	SLC27A3	Long-chain fatty acid transport protein 3	8.6198e+06
Q5K651	SAMD9_HUMAN	SAMD9	Sterile alpha motif domain-containing protein 9	4.35008e+06
Q5M775	CYTSB_HUMAN	SPECC1	Cytospin-B	1.39973e+07
Q5MNZ6	WIPI3_HUMAN	WDR45B	WD repeat domain phosphoinositide-interacting protein 3	1.01799e+07
Q5NDL2	EOGT_HUMAN	EOGT	EGF domain-specific O-linked N-acetylglucosamine transferase	3.62415e+06
Q5QJ74	TBCEL_HUMAN	TBCEL	Tubulin-specific chaperone cofactor E-like protein	1.5895e+07
Q5QJE6	TDIF2_HUMAN	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	6.17812e+06
Q5R372	RBG1L_HUMAN	RABGAP1L	Rab GTPase-activating protein 1-like	4.39445e+06
Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38	1.00529e+07
Q5SGD2	PPM1L_HUMAN	PPM1L	Protein phosphatase 1L	7.4644e+06
Q5SNT2	TM201_HUMAN	TMEM201	Transmembrane protein 201	4.40374e+06
Q5SRE5	NU188_HUMAN	NUP188	Nucleoporin NUP188	2.69467e+06
Q5SRE7	PHYD1_HUMAN	PHYHD1	Phytanoyl-CoA dioxygenase domain-containing protein 1	1.86548e+07
Q5SSJ5	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	3.06917e+08
Q5SW79	CE170_HUMAN	CEP170	Centrosomal protein of 170 kDa	2.99526e+07
Q5SWX8	ODR4_HUMAN	ODR4	Protein odr-4 homolog	4.37387e+06
Q5SY16	NOL9_HUMAN	NOL9	Polynucleotide 5'-hydroxyl-kinase NOL9	9.5842e+06
Q5T013	HYI_HUMAN	HYI	Putative hydroxypyruvate isomerase	9.5343e+06
Q5T0F9	C2D1B_HUMAN	CC2D1B	Coiled-coil and C2 domain-containing protein 1B	7.7298e+06
Q5T0N5	FBP1L_HUMAN	FNBP1L	Formin-binding protein 1-like	2.3109e+06
Q5T1J5;Q9Y6H1	CHCH2_HUMAN;CHCH9_HUMAN	CHCHD2;CHCHD2P9	Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial	1.04148e+07
Q5T1M5	FKB15_HUMAN	FKBP15	FK506-binding protein 15	1.43507e+07
Q5T440	CAF17_HUMAN	IBA57	Putative transferase CAF17, mitochondrial	6.75333e+06
Q5T447	HECD3_HUMAN	HECTD3	E3 ubiquitin-protein ligase HECTD3	6.37695e+06
Q5T4B2	GT253_HUMAN	CERCAM	Inactive glycosyltransferase 25 family member 3	3.89782e+06
Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	1.71955e+07
Q5T5P2	SKT_HUMAN	KIAA1217	Sickle tail protein homolog	1.02854e+08
Q5T6V5	QNG1_HUMAN	QNG1	Queuosine 5'-phosphate N-glycosylase/hydrolase	1.10426e+07
Q5T8P6	RBM26_HUMAN	RBM26	RNA-binding protein 26	3.57912e+06
Q5T9A4	ATD3B_HUMAN	ATAD3B	ATPase family AAA domain-containing protein 3B	1.26766e+07
Q5T9L3	WLS_HUMAN	WLS	Protein wntless homolog	4.11787e+06
Q5TA45	INT11_HUMAN	INTS11	Integrator complex subunit 11	4.34254e+06
Q5TAQ9	DCAF8_HUMAN	DCAF8	DDB1- and CUL4-associated factor 8	7.81336e+06
Q5TC12	ATPF1_HUMAN	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	5.35521e+07
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	1.0452e+07
Q5TEC6	H37_HUMAN	H3-7	Histone H3-7	7.56194e+09
Q5TEJ8	THMS2_HUMAN	THEMIS2	Protein THEMIS2	4.23612e+06
Q5TGY3	AHDC1_HUMAN	AHDC1	Transcription factor Gibbin	1.16398e+07
Q5TZA2	CROCC_HUMAN	CROCC	Rootletin	2.55564e+07
Q5U5X0	LYRM7_HUMAN	LYRM7	Complex III assembly factor LYRM7	3.43131e+06
Q5U651	RAIN_HUMAN	RASIP1	Ras-interacting protein 1	1.14098e+07
Q5VIR6	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog	6.4496e+06
Q5VSL9	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1	6.27201e+06
Q5VT25	MRCKA_HUMAN	CDC42BPA	Serine/threonine-protein kinase MRCK alpha	4.47582e+06
Q5VT52	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2	2.99932e+06
Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B	1.06879e+07
Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A	5.24222e+06
Q5VU97	CAHD1_HUMAN	CACHD1	VWFA and cache domain-containing protein 1	1.81528e+07
Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	1.66397e+07
Q5VW36	FOCAD_HUMAN	FOCAD	Focadhesin	4.52547e+06
Q5VWJ9	SNX30_HUMAN	SNX30	Sorting nexin-30	3.19896e+06
Q5VWQ0	RSBN1_HUMAN	RSBN1	Lysine-specific demethylase 9	4.04585e+06
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	7.21985e+06
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	2.05308e+07
Q5VZ89	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	6.19815e+06
Q5VZF2;Q9NR56	MBNL1_HUMAN;MBNL2_HUMAN	MBNL1;MBNL2	Muscleblind-like protein 2	2.5804e+07
Q5VZK9	CARL1_HUMAN	CARMIL1	F-actin-uncapping protein LRRC16A	9.45236e+06
Q5W0V3	FHI2A_HUMAN	FHIP2A	FHF complex subunit HOOK interacting protein 2A	1.51262e+07
Q5XPI4	RN123_HUMAN	RNF123	E3 ubiquitin-protein ligase RNF123	2.57599e+06
Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213	3.65414e+07
Q63HR2	TENS2_HUMAN	TNS2	Tensin-2	3.37896e+07
Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	1.09553e+08
Q641Q2;Q9Y4E1	WAC2A_HUMAN;WAC2C_HUMAN	WASHC2A;WASHC2C	WASH complex subunit 2A	1.53258e+07
Q658P3	STEA3_HUMAN	STEAP3	Metalloreductase STEAP3	1.43292e+07
Q658Y4	F91A1_HUMAN	FAM91A1	Protein FAM91A1	8.99405e+06
Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	2.30344e+07
Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	2.90592e+07
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	2.51536e+07
Q68CP9	ARID2_HUMAN	ARID2	AT-rich interactive domain-containing protein 2	2.13566e+06
Q68CZ2	TENS3_HUMAN	TNS3	Tensin-3	1.10873e+07
Q68D91	MBLC2_HUMAN	MBLAC2	Acyl-coenzyme A thioesterase MBLAC2	5.54193e+06
Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3	4.62817e+06
Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	2.4258e+07
Q69YN2	C19L1_HUMAN	CWF19L1	CWF19-like protein 1	1.48191e+06
Q69YN4	VIR_HUMAN	VIRMA	Protein virilizer homolog	412535
Q69YQ0	CYTSA_HUMAN	SPECC1L	Cytospin-A	7.01876e+06
Q6BCY4	NB5R2_HUMAN	CYB5R2	NADH-cytochrome b5 reductase 2	4.62563e+07
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	3.68526e+07
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	2.8597e+07
Q6DKJ4	NXN_HUMAN	NXN	Nucleoredoxin	2.71137e+07
Q6DN90	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	8.97922e+06
Q6EEV4	GL1AD_HUMAN	POLR2M	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	1.82437e+07
Q6EMK4	VASN_HUMAN	VASN	Vasorin	1.56866e+07
Q6GMV2	SMYD5_HUMAN	SMYD5	Histone-lysine N-trimethyltransferase SMYD5	1.13781e+07
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	4.24881e+06
Q6GQQ9	OTU7B_HUMAN	OTUD7B	OTU domain-containing protein 7B	9.38514e+06
Q6GTX8	LAIR1_HUMAN	LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	3.03491e+06
Q6GYQ0	RGPA1_HUMAN	RALGAPA1	Ral GTPase-activating protein subunit alpha-1	6.13166e+06
Q6H8Q1	ABLM2_HUMAN	ABLIM2	Actin-binding LIM protein 2	1.22902e+07
Q6IA69	NADE_HUMAN	NADSYN1	Glutamine-dependent NAD(+) synthetase	4.87386e+06
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	3.85508e+07
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	4.28617e+07
Q6ICG6	K0930_HUMAN	KIAA0930	Uncharacterized protein KIAA0930	4.18793e+06
Q6ICL3	TNG2_HUMAN	TANGO2	Transport and Golgi organization protein 2 homolog	6.32938e+06
Q6IN85	P4R3A_HUMAN	PPP4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	1.7907e+06
Q6IQ22	RAB12_HUMAN	RAB12	Ras-related protein Rab-12	2.74706e+06
Q6IS24	GLT17_HUMAN	GALNT17	Polypeptide N-acetylgalactosaminyltransferase 17	1.19792e+06
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	5.14744e+06
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	1.50625e+07
Q6NUK1	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24	5.09157e+07
Q6NUK4	REEP3_HUMAN	REEP3	Receptor expression-enhancing protein 3	2.00573e+06
Q6NUQ4	TM214_HUMAN	TMEM214	Transmembrane protein 214	7.51281e+06
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	7.79535e+07
Q6NW29	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4	1.51146e+07
Q6NXE6	ARMC6_HUMAN	ARMC6	Armadillo repeat-containing protein 6	3.21582e+06
Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	1.31998e+07
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	1.8935e+08
Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8	4.03492e+06
Q6NZY7	BORG3_HUMAN	CDC42EP5	Cdc42 effector protein 5	1.88837e+07
Q6P158	DHX57_HUMAN	DHX57	Putative ATP-dependent RNA helicase DHX57	2.15101e+06
Q6P179	ERAP2_HUMAN	ERAP2	Endoplasmic reticulum aminopeptidase 2	1.30445e+07
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	4.99828e+06
Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	5.38365e+06
Q6P1N0	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	1.33209e+07
Q6P1N9	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1	8.47018e+06
Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	1.44793e+07
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	2.92014e+07
Q6P3W7	SCYL2_HUMAN	SCYL2	SCY1-like protein 2	2.33339e+06
Q6P4A8	PLBL1_HUMAN	PLBD1	Phospholipase B-like 1	4.51189e+06
Q6P4F2	FDX2_HUMAN	FDX2	Ferredoxin-2, mitochondrial	3.88926e+06
Q6P582	MZT2A_HUMAN	MZT2A	Mitotic-spindle organizing protein 2A	2.39159e+06
Q6P587	FAHD1_HUMAN	FAHD1	Acylpyruvase FAHD1, mitochondrial	1.3741e+07
Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	2.42158e+07
Q6P9B6	MEAK7_HUMAN	MEAK7	MTOR-associated protein MEAK7	9.70674e+06
Q6P9B9	INT5_HUMAN	INTS5	Integrator complex subunit 5	4.70289e+06
Q6PCB0	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1	7.25525e+07
Q6PCB7	S27A1_HUMAN	SLC27A1	Long-chain fatty acid transport protein 1	1.43245e+07
Q6PCE3	PGM2L_HUMAN	PGM2L1	Glucose 1,6-bisphosphate synthase	7.21645e+06
Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog	4.66848e+06
Q6PGP7	SKI3_HUMAN	SKIC3	Superkiller complex protein 3	5.08555e+06
Q6PI48	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial	1.43276e+07
Q6PI78	TMM65_HUMAN	TMEM65	Transmembrane protein 65	4.30099e+06
Q6PIU2	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1	3.12069e+07
Q6PJ69	TRI65_HUMAN	TRIM65	E3 ubiquitin-protein ligase TRIM65	2.88003e+06
Q6PJG2	MDEAS_HUMAN	MIDEAS	Mitotic deacetylase-associated SANT domain protein	6.51983e+06
Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	2.39421e+07
Q6PL24	TMED8_HUMAN	TMED8	Protein TMED8	2.92917e+06
Q6PML9	ZNT9_HUMAN	SLC30A9	Proton-coupled zinc antiporter SLC30A9, mitochondrial	1.06676e+07
Q6QNY0	BL1S3_HUMAN	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3	1.22436e+07
Q6RW13	ATRAP_HUMAN	AGTRAP	Type-1 angiotensin II receptor-associated protein	2.67433e+06
Q6STE5	SMRD3_HUMAN	SMARCD3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3	3.82416e+06
Q6SZW1	SARM1_HUMAN	SARM1	NAD(+) hydrolase SARM1	1.09576e+07
Q6T4R5	NHS_HUMAN	NHS	Actin remodeling regulator NHS	2.05817e+06
Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	7.01378e+06
Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	4.08332e+07
Q6UUV7	CRTC3_HUMAN	CRTC3	CREB-regulated transcription coactivator 3	1.42018e+07
Q6UUV9	CRTC1_HUMAN	CRTC1	CREB-regulated transcription coactivator 1	1.17322e+07
Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4	6.4567e+06
Q6UVY6	MOXD1_HUMAN	MOXD1	DBH-like monooxygenase protein 1	1.7914e+07
Q6UW02	CP20A_HUMAN	CYP20A1	Cytochrome P450 20A1	4.12294e+06
Q6UW68	TM205_HUMAN	TMEM205	Transmembrane protein 205	3.82894e+07
Q6UWE0	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1	1.10953e+07
Q6UWH4	GAK1B_HUMAN	GASK1B	Golgi-associated kinase 1B	2.13618e+07
Q6UWP7	LCLT1_HUMAN	LCLAT1	Lysocardiolipin acyltransferase 1	9.30317e+06
Q6UWY5	OLFL1_HUMAN	OLFML1	Olfactomedin-like protein 1	1.35502e+08
Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2	2.64929e+07
Q6UXH9	PAMR1_HUMAN	PAMR1	Inactive serine protease PAMR1	4.56924e+06
Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82	2.63344e+07
Q6UY14	ATL4_HUMAN	ADAMTSL4	ADAMTS-like protein 4	4.35911e+07
Q6V1X1	DPP8_HUMAN	DPP8	Dipeptidyl peptidase 8	2.61311e+06
Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1	8.74176e+06
Q6WCQ1	MPRIP_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein	1.70523e+07
Q6XE24	RBMS3_HUMAN	RBMS3	RNA-binding motif, single-stranded-interacting protein 3	2.76535e+07
Q6Y288	B3GLT_HUMAN	B3GLCT	Beta-1,3-glucosyltransferase	8.36138e+06
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	8.25824e+06
Q6YHK3	CD109_HUMAN	CD109	CD109 antigen	4.53646e+06
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	4.93581e+06
Q6YP21	KAT3_HUMAN	KYAT3	Kynurenine--oxoglutarate transaminase 3	7.95791e+07
Q6ZMI0	PPR21_HUMAN	PPP1R21	Protein phosphatase 1 regulatory subunit 21	9.96156e+06
Q6ZMM2	ATL5_HUMAN	ADAMTSL5	ADAMTS-like protein 5	1.29933e+07
Q6ZMP0	THSD4_HUMAN	THSD4	Thrombospondin type-1 domain-containing protein 4	1.35186e+06
Q6ZMW3	EMAL6_HUMAN	EML6	Echinoderm microtubule-associated protein-like 6	6.35203e+07
Q6ZMZ3	SYNE3_HUMAN	SYNE3	Nesprin-3	5.15343e+07
Q6ZPD9	D19L3_HUMAN	DPY19L3	Probable C-mannosyltransferase DPY19L3	8.32577e+06
Q6ZRP7	QSOX2_HUMAN	QSOX2	Sulfhydryl oxidase 2	3.65335e+07
Q6ZS17	RIPR1_HUMAN	RIPOR1	Rho family-interacting cell polarization regulator 1	6.40349e+06
Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	4.28738e+06
Q6ZSZ5	ARHGI_HUMAN	ARHGEF18	Rho guanine nucleotide exchange factor 18	2.6743e+06
Q6ZT21	TMPPE_HUMAN	TMPPE	Transmembrane protein with metallophosphoesterase domain	2.97881e+06
Q6ZTI6	RFLA_HUMAN	RFLNA	Refilin-A	3.84176e+06
Q6ZW31	SYDE1_HUMAN	SYDE1	Rho GTPase-activating protein SYDE1	1.43528e+06
Q6ZWJ8	KCP_HUMAN	KCP	Kielin/chordin-like protein	6.33575e+06
Q709C8	VP13C_HUMAN	VPS13C	Intermembrane lipid transfer protein VPS13C	3.34447e+07
Q70IA6	MOB2_HUMAN	MOB2	MOB kinase activator 2	7.64844e+06
Q70UQ0	IKIP_HUMAN	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein	2.41086e+07
Q712K3	UB2R2_HUMAN	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	6.10779e+06
Q71U36	TBA1A_HUMAN	TUBA1A	Tubulin alpha-1A chain	3.52577e+09
Q71UM5	RS27L_HUMAN	RPS27L	Ribosomal protein eS27-like	9.87502e+07
Q76M96	CCD80_HUMAN	CCDC80	Coiled-coil domain-containing protein 80	5.98138e+06
Q7KYR7	BT2A1_HUMAN	BTN2A1	Butyrophilin subfamily 2 member A1	1.62414e+06
Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6	3.13804e+07
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	1.43766e+08
Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	7.40309e+07
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	1.21767e+07
Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	2.79903e+07
Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	5.07891e+07
Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M	3.26737e+07
Q7L2J0	MEPCE_HUMAN	MEPCE	7SK snRNA methylphosphate capping enzyme	4.84332e+06
Q7L311	ARMX2_HUMAN	ARMCX2	Armadillo repeat-containing X-linked protein 2	4.31906e+06
Q7L3T8	SYPM_HUMAN	PARS2	Probable proline--tRNA ligase, mitochondrial	8.68302e+06
Q7L523	RRAGA_HUMAN	RRAGA	Ras-related GTP-binding protein A	1.91916e+07
Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	7.87666e+07
Q7L5D6	GET4_HUMAN	GET4	Golgi to ER traffic protein 4 homolog	2.93951e+06
Q7L5N1	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6	2.27429e+07
Q7L5N7	PCAT2_HUMAN	LPCAT2	Lysophosphatidylcholine acyltransferase 2	2.41185e+07
Q7L5Y9	MAEA_HUMAN	MAEA	E3 ubiquitin-protein transferase MAEA	1.5381e+06
Q7L775	EPMIP_HUMAN	EPM2AIP1	EPM2A-interacting protein 1	1.83253e+07
Q7L7X3	TAOK1_HUMAN	TAOK1	Serine/threonine-protein kinase TAO1	2.80143e+06
Q7L9L4;Q9H8S9	MOB1A_HUMAN;MOB1B_HUMAN	MOB1A;MOB1B	MOB kinase activator 1B	4.74462e+07
Q7LBC6	KDM3B_HUMAN	KDM3B	Lysine-specific demethylase 3B	464565
Q7LBR1	CHM1B_HUMAN	CHMP1B	Charged multivesicular body protein 1b	9.12776e+06
Q7Z2K6	ERMP1_HUMAN	ERMP1	Endoplasmic reticulum metallopeptidase 1	9.67876e+07
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	2.38487e+07
Q7Z2W9	RM21_HUMAN	MRPL21	Large ribosomal subunit protein bL21m	1.3944e+06
Q7Z2X4	PCLI1_HUMAN	PID1	PTB-containing, cubilin and LRP1-interacting protein	5.77133e+06
Q7Z304	MAMC2_HUMAN	MAMDC2	MAM domain-containing protein 2	2.19017e+07
Q7Z392	TPC11_HUMAN	TRAPPC11	Trafficking protein particle complex subunit 11	1.83637e+06
Q7Z3B1	NEGR1_HUMAN	NEGR1	Neuronal growth regulator 1	1.51837e+06
Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	1.63499e+07
Q7Z3C6	ATG9A_HUMAN	ATG9A	Autophagy-related protein 9A	3.55717e+06
Q7Z3D6	GLUCM_HUMAN	DGLUCY	D-glutamate cyclase, mitochondrial	2.18049e+07
Q7Z3J2	VP35L_HUMAN	VPS35L	VPS35 endosomal protein-sorting factor-like	4.46355e+06
Q7Z3K3	POGZ_HUMAN	POGZ	Pogo transposable element with ZNF domain	4.14442e+06
Q7Z3T8	ZFY16_HUMAN	ZFYVE16	Zinc finger FYVE domain-containing protein 16	579279
Q7Z3U7	MON2_HUMAN	MON2	Protein MON2 homolog	8.78594e+06
Q7Z417	NUFP2_HUMAN	NUFIP2	FMR1-interacting protein NUFIP2	2.53759e+06
Q7Z434	MAVS_HUMAN	MAVS	Mitochondrial antiviral-signaling protein	6.57564e+06
Q7Z460	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1	9.81837e+06
Q7Z478	DHX29_HUMAN	DHX29	ATP-dependent RNA helicase DHX29	2.31344e+07
Q7Z4G1	COMD6_HUMAN	COMMD6	COMM domain-containing protein 6	7.20753e+06
Q7Z4H3	HDDC2_HUMAN	HDDC2	5'-deoxynucleotidase HDDC2	1.01467e+07
Q7Z4H8	PLGT3_HUMAN	POGLUT3	Protein O-glucosyltransferase 3	2.02324e+07
Q7Z4S6	KI21A_HUMAN	KIF21A	Kinesin-like protein KIF21A	4.39704e+06
Q7Z4V5	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2	1.08716e+07
Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase	4.51835e+07
Q7Z5G4	GOGA7_HUMAN	GOLGA7	Golgin subfamily A member 7	2.26493e+06
Q7Z5H3	RHG22_HUMAN	ARHGAP22	Rho GTPase-activating protein 22	2.14464e+06
Q7Z5L7	PODN_HUMAN	PODN	Podocan	6.47937e+07
Q7Z5L9	I2BP2_HUMAN	IRF2BP2	Interferon regulatory factor 2-binding protein 2	1.0872e+07
Q7Z6K5	ARPIN_HUMAN	ARPIN	Arpin	2.43822e+07
Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	2.97417e+07
Q7Z736	PKHH3_HUMAN	PLEKHH3	Pleckstrin homology domain-containing family H member 3	2.6718e+06
Q7Z739	YTHD3_HUMAN	YTHDF3	YTH domain-containing family protein 3	1.98157e+07
Q7Z7A4	PXK_HUMAN	PXK	PX domain-containing protein kinase-like protein	4.36923e+06
Q7Z7G0	TARSH_HUMAN	ABI3BP	Target of Nesh-SH3	3.83185e+06
Q7Z7H5	TMED4_HUMAN	TMED4	Transmembrane emp24 domain-containing protein 4	2.19019e+07
Q7Z7K6	CENPV_HUMAN	CENPV	Centromere protein V	4.52886e+07
Q7Z7L7	ZER1_HUMAN	ZER1	Protein zer-1 homolog	7.91762e+06
Q7Z7N9	T179B_HUMAN	TMEM179B	Transmembrane protein 179B	6.58056e+06
Q86SQ0	PHLB2_HUMAN	PHLDB2	Pleckstrin homology-like domain family B member 2	7.45732e+06
Q86SX6	GLRX5_HUMAN	GLRX5	Glutaredoxin-related protein 5, mitochondrial	1.91384e+07
Q86TB9	PATL1_HUMAN	PATL1	Protein PAT1 homolog 1	1.04046e+06
Q86TI0	TBCD1_HUMAN	TBC1D1	TBC1 domain family member 1	5.4162e+06
Q86TI2	DPP9_HUMAN	DPP9	Dipeptidyl peptidase 9	5.70166e+06
Q86TL2	STIMA_HUMAN	STIMATE	Store-operated calcium entry regulator STIMATE	5.99578e+06
Q86TP1	PRUN1_HUMAN	PRUNE1	Exopolyphosphatase PRUNE1	7.92758e+06
Q86TU7	SETD3_HUMAN	SETD3	Actin-histidine N-methyltransferase	2.94713e+06
Q86TV6	TTC7B_HUMAN	TTC7B	Tetratricopeptide repeat protein 7B	5.01085e+06
Q86TX2	ACOT1_HUMAN	ACOT1	Acyl-coenzyme A thioesterase 1	1.47125e+07
Q86U28	ISCA2_HUMAN	ISCA2	Iron-sulfur cluster assembly 2 homolog, mitochondrial	4.74833e+06
