Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML
Q05881	YL287_YEAST	YLR287C	Uncharacterized protein YLR287C	530600
Q05902	ECM38_YEAST	ECM38	Glutathione hydrolase proenzyme	749170
Q05905	HRI1_YEAST	HRI1	Protein HRI1	1.99557e+07
Q05911	PUR8_YEAST	ADE13	Adenylosuccinate lyase	1.32955e+07
Q05926	GLRX8_YEAST	GRX8	Glutaredoxin-8	4.60026e+06
Q05931	HSP7Q_YEAST	SSQ1	Heat shock protein SSQ1, mitochondrial	3.80182e+06
Q05933	ARPC3_YEAST	ARC18	Actin-related protein 2/3 complex subunit 3	9.11892e+06
Q05946	UTP13_YEAST	UTP13	U3 small nucleolar RNA-associated protein 13	671247
Q05948	YL225_YEAST	YLR225C	Uncharacterized SVF1-like protein YLR225C	2.91671e+06
Q05979	KYNU_YEAST	BNA5	Kynureninase	4.91195e+06
Q05D32	CTSL2_HUMAN	CTDSPL2	CTD small phosphatase-like protein 2	6.13117e+06
Q06010	STE23_YEAST	STE23	A-factor-processing enzyme	1.52485e+06
Q06053	DUS3_YEAST	DUS3	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	320236
Q06103	RPN7_YEAST	RPN7	26S proteasome regulatory subunit RPN7	5.83049e+06
Q06124	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	1.46985e+07
Q06136	KDSR_HUMAN	KDSR	3-ketodihydrosphingosine reductase	4.1317e+06
Q06137	YL345_YEAST	YLR345W	Putative 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase YLR345W	3.49092e+06
Q06142	IMB1_YEAST	KAP95	Importin subunit beta-1	4.7865e+06
Q06143	DIC1_YEAST	DIC1	Mitochondrial dicarboxylate transporter	571102
Q06144	ORM2_YEAST	ORM2	Protein ORM2	2.70862e+06
Q06146	YL257_YEAST	YLR257W	Uncharacterized protein YLR257W	6.50762e+06
Q06151	DCPS_YEAST	DCS1	m7GpppX diphosphatase	1.78112e+07
Q06177	TMA10_YEAST	TMA10	Translation machinery-associated protein 10	1.13352e+07
Q06178	NMA1_YEAST	NMA1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	1.54064e+06
Q06203	PUR1_HUMAN	PPAT	Amidophosphoribosyltransferase	9.72027e+06
Q06205	FKBP4_YEAST	FPR4	FK506-binding protein 4	3.03658e+06
Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	7.93073e+06
Q06251	YL177_YEAST	YLR177W	Uncharacterized protein YLR177W	873760
Q06252	YL179_YEAST	YLR179C	Uncharacterized protein YLR179C	5.22133e+07
Q06263	VTA1_YEAST	VTA1	Vacuolar protein sorting-associated protein VTA1	1.0392e+06
Q06265	EXOS9_HUMAN	EXOSC9	Exosome complex component RRP45	7.38739e+06
Q06287	NEP1_YEAST	EMG1	Ribosomal RNA small subunit methyltransferase NEP1	2.57202e+06
Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	3.81407e+07
Q06336	GGA1_YEAST	GGA1	ADP-ribosylation factor-binding protein GGA1	8.88801e+06
Q06338	BCP1_YEAST	BCP1	Protein BCP1	1.76324e+06
Q06344	ESF1_YEAST	ESF1	Pre-rRNA-processing protein ESF1	1.43648e+06
Q06385	VPS74_YEAST	VPS74	Vacuolar protein sorting-associated protein 74	2.80918e+06
Q06405	ATPK_YEAST	ATP17	ATP synthase subunit f, mitochondrial	3.23994e+07
Q06406	LSM6_YEAST	LSM6	U6 snRNA-associated Sm-like protein LSm6	1.19527e+07
Q06440	CORO_YEAST	CRN1	Coronin-like protein	1.12175e+07
Q06449	PIN3_YEAST	PIN3	[PSI+] inducibility protein 3	7.19962e+06
Q06451	TPO3_YEAST	TPO3	Polyamine transporter 3	3.22456e+06
Q06489	MTNA_YEAST	MRI1	Methylthioribose-1-phosphate isomerase	5.82183e+06
Q06493	YLH47_YEAST	YLH47	LETM1 domain-containing protein YLH47, mitochondrial	2.12616e+06
Q06494	PLR1_YEAST	YPR127W	Putative pyridoxal reductase	6.38902e+07
Q06505	IWS1_YEAST	SPN1	Transcription factor SPN1	3.72663e+06
Q06506	RRP9_YEAST	RRP9	Ribosomal RNA-processing protein 9	294580
Q06508	LOA1_YEAST	LOA1	Lysophosphatidic acid:oleoyl-CoA acyltransferase 1	1.81129e+06
Q06511	RRP15_YEAST	RRP15	Ribosomal RNA-processing protein 15	1.30506e+06
Q06523	YP148_YEAST	YPR148C	Uncharacterized protein YPR148C	7.79849e+06
Q06546	GABPA_HUMAN	GABPA	GA-binding protein alpha chain	5.06616e+06
Q06547	GABP1_HUMAN	GABPB1	GA-binding protein subunit beta-1	845543
Q06561	UNC52_CAEEL	unc-52	Basement membrane proteoglycan	7.5046e+06
Q06587	RING1_HUMAN	RING1	E3 ubiquitin-protein ligase RING1	1.13041e+07
Q06608	PDXH_YEAST	YPR172W	Pyridoxamine 5'-phosphate oxidase homolog	5.67227e+06
Q06624	RHC31_YEAST	AOS1	DNA damage tolerance protein RHC31	839845
Q06625	GDE_YEAST	GDB1	Glycogen debranching enzyme	3.77586e+06
Q06630	MHR1_YEAST	MHR1	Mitochondrial homologous recombination protein 1	1.56774e+06
Q06631	BFR2_YEAST	BFR2	Protein BFR2	461578
Q06676	YFT2_YEAST	YFT2	FIT family protein YFT2	2.0899e+06
Q06677	SWA2_YEAST	SWA2	Auxilin-like clathrin uncoating factor SWA2	1.58532e+06
Q06678	RM35_YEAST	MRPL35	54S ribosomal protein L35, mitochondrial	1.33418e+06
Q06682	UBX5_YEAST	UBX5	UBX domain-containing protein 5	404959
Q06685	VIP1_YEAST	VIP1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	1.36863e+06
Q06697	CDC73_YEAST	CDC73	Cell division control protein 73	1.80032e+06
Q06698	YL419_YEAST	YLR419W	Putative ATP-dependent RNA helicase YLR419W	248009
Q06705	CSR1_YEAST	CSR1	Phosphatidylinositol transfer protein CSR1	6.26488e+06
Q06706	ELP1_YEAST	IKI3	Elongator complex protein 1	711215
Q06787	FMR1_HUMAN	FMR1	Synaptic functional regulator FMR1	5.87566e+06
Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	5.36835e+08
Q06833	NVJ2_YEAST	NVJ2	Nucleus-vacuole junction protein 2	4.71194e+06
Q06892	POS5_YEAST	POS5	NADH kinase POS5, mitochondrial	1.49694e+07
Q07020	RL18_HUMAN	RPL18	60S ribosomal protein L18	1.80291e+08
Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	9.62082e+07
Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	8.76585e+06
Q07085	EST2_CAEEL	F13H6.3	Esterase CM06B1	3.3711e+06
Q07157	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	3.49466e+06
Q07362	PBP4_YEAST	PBP4	Protein PBP4	2.02117e+06
Q07381	TSR1_YEAST	TSR1	Ribosome biogenesis protein TSR1	747533
Q07418	PEX19_YEAST	PEX19	Peroxisomal membrane protein import receptor PEX19	1.08797e+06
Q07451	YET3_YEAST	YET3	Endoplasmic reticulum transmembrane protein 3	1.34602e+07
Q07478	SUB2_YEAST	SUB2	ATP-dependent RNA helicase SUB2	1.03093e+08
Q07500	NDH2_YEAST	NDE2	External NADH-ubiquinone oxidoreductase 2, mitochondrial	790324
Q07505	DLHH_YEAST	YDL086W	Putative carboxymethylenebutenolidase	1.18592e+07
Q07532	IWR1_YEAST	IWR1	RNA polymerase II nuclear localization protein IWR1	1.02585e+06
Q07540	FRDA_YEAST	YFH1	Frataxin homolog, mitochondrial	3.48597e+06
Q07551	KAR_YEAST	YDL124W	NADPH-dependent alpha-keto amide reductase	9.71962e+07
Q07589	YD144_YEAST	YDL144C	Uncharacterized protein YDL144C	1.88518e+06
Q07623	NOP6_YEAST	NOP6	Nucleolar protein 6	1.1348e+06
Q07629	YD218_YEAST	YDL218W	Uncharacterized membrane protein YDL218W	3.30018e+06
Q07648	DTD_YEAST	DTD1	D-aminoacyl-tRNA deacylase	1.78331e+06
Q07651	FMP45_YEAST	FMP45	SUR7 family protein FMP45	1.58006e+07
Q07653	HBT1_YEAST	HBT1	Protein HBT1	3.55943e+07
Q07655	WHI4_YEAST	WHI4	Protein WHI4	475460
Q07657	SHS1_YEAST	SHS1	Seventh homolog of septin 1	2.3329e+06
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	4.19635e+07
Q07688	YPD1_YEAST	YPD1	Phosphorelay intermediate protein YPD1	2.44919e+06
Q07716	AIM6_YEAST	AIM6	Altered inheritance of mitochondria protein 6	2.52129e+06
Q07749	ADF2_CAEEL	unc-60	Actin-depolymerizing factor 2, isoform c	2.36281e+07
Q07750	ADF1_CAEEL	unc-60	Actin-depolymerizing factor 1, isoforms a/b	2.21285e+07
Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	8.19142e+06
Q07825	FRA1_YEAST	FRA1	Putative Xaa-Pro aminopeptidase FRA1	3.61938e+06
Q07844	RIX7_YEAST	RIX7	Ribosome biogenesis ATPase RIX7	480147
Q07864	DPOE1_HUMAN	POLE	DNA polymerase epsilon catalytic subunit A	2.57476e+06
Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1	1.03299e+07
Q07896	NOC3_YEAST	NOC3	Nucleolar complex-associated protein 3	478792
Q07897	CMS1_YEAST	CMS1	Protein CMS1	843569
Q07915	RLP24_YEAST	RLP24	Ribosome biogenesis protein RLP24	3.53129e+06
Q07938	MTAP_YEAST	MEU1	S-methyl-5'-thioadenosine phosphorylase	2.51046e+06
Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	7.01577e+06
Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	1.28009e+08
Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	8.68126e+06
Q07979	RSC58_YEAST	RSC58	Chromatin structure-remodeling complex protein RSC58	660982
Q08117	TLE5_HUMAN	TLE5	TLE family member 5	1.38923e+06
Q08162	RRP44_YEAST	DIS3	Exosome complex exonuclease DIS3	1.41598e+06
Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	9.81446e+06
Q08179	MDM38_YEAST	MDM38	Mitochondrial distribution and morphology protein 38	5.11339e+06
Q08193	GAS5_YEAST	GAS5	1,3-beta-glucanosyltransferase GAS5	870392
Q08199	SIL1_YEAST	SIL1	Nucleotide exchange factor SIL1	3.97994e+06
Q08202	OPI10_YEAST	OPI10	Protein OPI10	1.55673e+06
Q08208	NOP12_YEAST	NOP12	Nucleolar protein 12	1.24675e+06
Q08209	PP2BA_HUMAN	PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	6.72463e+06
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	7.11256e+07
Q08220	GSHB_YEAST	GSH2	Glutathione synthetase	2.87674e+06
Q08224	THI20_YEAST	THI20	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20	7.74514e+06
Q08225	DPP3_YEAST	YOL057W	Probable dipeptidyl peptidase 3	2.14735e+06
Q08229	NBA1_YEAST	NBA1	Protein NBA1	693907
Q08230	SDHF2_YEAST	SDH5	Succinate dehydrogenase assembly factor 2, mitochondrial	2.89534e+06
Q08235	BRX1_YEAST	BRX1	Ribosome biogenesis protein BRX1	2.66693e+06
Q08245	ZEO1_YEAST	ZEO1	Protein ZEO1	2.03294e+08
Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	9.34019e+07
Q08273	RBX1_YEAST	HRT1	RING-box protein HRT1	1.89156e+06
Q08378	GOGA3_HUMAN	GOLGA3	Golgin subfamily A member 3	3.00766e+06
Q08379	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2	4.97356e+06
Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	3.15433e+07
Q08412	CUE5_YEAST	CUE5	Ubiquitin-binding protein CUE5	9.44787e+06
Q08421	ETT1_YEAST	ETT1	Enhancer of translation termination 1	1.33458e+06
Q08438	VHS3_YEAST	VHS3	Phosphopantothenoylcysteine decarboxylase subunit VHS3	2.58623e+06
Q08446	SGT1_YEAST	SGT1	Protein SGT1	1.34236e+06
Q08484	GYP1_YEAST	GYP1	GTPase-activating protein GYP1	149122
Q08492	BUD21_YEAST	BUD21	Bud site selection protein 21	1.26385e+06
Q08548	ALE1_YEAST	ALE1	Lysophospholipid acyltransferase	978102
Q08561	IES4_YEAST	IES4	Ino eighty subunit 4	885896
Q08601	MCA1_YEAST	MCA1	Metacaspase-1	5.57083e+06
Q08623	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	7.24975e+06
Q08641	AB140_YEAST	ABP140	tRNA(Thr) (cytosine(32)-N(3))-methyltransferase	1.66256e+06
Q08645	FOLE_YEAST	MET7	Folylpolyglutamate synthase	1.53153e+06
Q08647	PUS7_YEAST	PUS7	Multisubstrate pseudouridine synthase 7	3.2366e+06
Q08685	CLP1_YEAST	CLP1	mRNA cleavage and polyadenylation factor CLP1	1.07299e+06
Q08686	THTR_YEAST	TUM1	Thiosulfate sulfurtransferase TUM1	5.62062e+06
Q08689	NAT5_YEAST	NAT5	N-alpha-acetyltransferase NAT5	1.4745e+06
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	8.85815e+06
Q08723	RPN8_YEAST	RPN8	26S proteasome regulatory subunit RPN8	1.63829e+07
Q08732	HRK1_YEAST	HRK1	Serine/threonine-protein kinase HRK1	2.06577e+06
Q08746	RRS1_YEAST	RRS1	Regulator of ribosome biosynthesis	1.23578e+06
Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	5.84082e+06
Q08754	BUD7_YEAST	BUD7	Bud site selection protein 7	207891
Q08773	ISW2_YEAST	ISW2	ISWI chromatin-remodeling complex ATPase ISW2	7.13933e+06
Q08816	YO352_YEAST	YOR352W	Uncharacterized protein YOR352W	356266
Q08818	MSC6_YEAST	MSC6	Meiotic sister-chromatid recombination protein 6, mitochondrial	3.46538e+06
Q08822	ETFD_YEAST	CIR2	Probable electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	1.21869e+06
Q08873	SCP1_YEAST	SCP1	Transgelin	2.1267e+06
Q08912	YO389_YEAST	YOR389W	Uncharacterized protein YOR389W	775617
Q08920	NCBP2_YEAST	CBC2	Nuclear cap-binding protein subunit 2	2.75387e+06
Q08925	MRN1_YEAST	MRN1	RNA-binding protein MRN1	2.47402e+06
Q08926	UIP4_YEAST	UIP4	ULP1-interacting protein 4	1.546e+07
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	3.36828e+07
Q08959	PGC1_YEAST	PGC1	Phosphatidylglycerol phospholipase C	1.95975e+06
Q08968	SELO_YEAST	FMP40	Protein adenylyltransferase SelO, mitochondrial	1.43605e+06
Q08969	GRE1_YEAST	GRE1	Protein GRE1	1.21102e+08
Q08971	YP225_YEAST	YPL225W	Protein PBDC1 homolog	2.14262e+07
Q08972	NEW1_YEAST	NEW1	[NU+] prion formation protein 1	3.85947e+06
Q08977	CUB1_YEAST	CUB1	Cu(2+) suppressing and bleomycin sensitive protein 1	1.23698e+07
Q08985	SAM4_YEAST	SAM4	Homocysteine S-methyltransferase 2	7.60877e+06
Q08AD1	CAMP2_HUMAN	CAMSAP2	Calmodulin-regulated spectrin-associated protein 2	1.10763e+06
Q08AF3	SLFN5_HUMAN	SLFN5	Schlafen family member 5	3.8518e+06
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	2.67372e+06
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	4.10608e+07
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	1.76332e+07
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	1.98125e+07
Q09165	DIG1_CAEEL	dig-1	Mesocentin	8.04741e+06
Q09216	ERP1A_CAEEL	B0495.7	Putative endoplasmic reticulum metallopeptidase 1-A	2.39314e+06
Q09221	CPNA2_CAEEL	cpna-2	Copine family protein 2	3.33905e+06
Q09236	COPD_CAEEL	copd-1	Probable coatomer subunit delta	5.41537e+06
Q09237	GYF1_CAEEL	gyf-1	GYF domain-containing protein gyf-1	4.92402e+06
Q09248	DCTN2_CAEEL	dnc-2	Probable dynactin subunit 2	5.04935e+06
Q09249	YQ53_CAEEL	C16C10.3	Uncharacterized protein C16C10.3	1.3229e+06
Q09250	SAP18_CAEEL	C16C10.4	Probable histone deacetylase complex subunit SAP18	3.85419e+06
Q09253	GLOD4_CAEEL	glod-4	Glyoxalase 1	911280
Q09254	HAR1_CAEEL	har-1	Hemiasterlin resistant protein 1	1.14796e+06
Q09261	RT31_CAEEL	mrps-31	28S ribosomal protein S31, mitochondrial	1.96304e+06
Q09278	YQI5_CAEEL	C45G9.5	Uncharacterized protein C45G9.5	2.63846e+06
Q09285	AKAP1_CAEEL	akap-1	KH domain-containing protein akap-1	3.50478e+06
Q09289	ADRM1_CAEEL	rpn-13	Proteasomal ubiquitin receptor ADRM1 homolog	9.18725e+06
Q09293	TOFU6_CAEEL	tofu-6	Embryonic developmental protein tofu-6	1.09777e+06
Q09318	YQY2_CAEEL	F36G3.2	Uncharacterized protein F36G3.2	1.35448e+06
Q09321	YR51_CAEEL	F42A8.1	Uncharacterized protein F42A8.1	1.10373e+06
Q09349	UBE4_CAEEL	ufd-2	Ubiquitin conjugation factor E4 ufd-2	861812
Q09359	YS11_CAEEL	ZK1307.1	Uncharacterized protein ZK1307.1	8.71543e+06
Q09364	YS22_CAEEL	ZK1320.2	Uncharacterized protein ZK1320.2	2.09723e+06
Q09365	YS23_CAEEL	ZK1320.3	Uncharacterized protein ZK1320.3	1.77506e+06
Q09422	PGAM5_CAEEL	pgam-5	Serine/threonine-protein phosphatase Pgam5, mitochondrial	5.91433e+06
Q09438	MTAP_CAEEL	B0228.7	S-methyl-5'-thioadenosine phosphorylase	2.11224e+06
Q09444	UBH4_CAEEL	ubh-4	Ubiquitin carboxyl-terminal hydrolase ubh-4	7.84532e+06
Q09450	SCOT_CAEEL	C05C10.3	Probable succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial	1.01465e+07
Q09463	RNF5_CAEEL	rnf-5	E3 ubiquitin ligase rnf-5	4.98414e+06
Q09474	T23O_CAEEL	tdo-2	Tryptophan 2,3-dioxygenase	2.59606e+06
Q09475	YP93_CAEEL	C28H8.3	Uncharacterized helicase C28H8.3	3.35736e+06
Q09476	PXL1_CAEEL	pxl-1	Paxillin homolog 1	3.7736e+06
Q09501	IFP1_CAEEL	ifp-1	Intermediate filament protein ifp-1	5.73156e+06
Q09508	SDHA_CAEEL	sdha-1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	2.3545e+07
Q09509	FOLC_CAEEL	F25B5.6	Putative folylpolyglutamate synthase	340827
Q09510	MLRH_CAEEL	mlc-4	Myosin regulatory light chain	1.11858e+07
Q09511	RSP4_CAEEL	rsp-4	Probable splicing factor, arginine/serine-rich 4	8.52149e+06
Q09512	TTL12_CAEEL	ttll-12	Tubulin--tyrosine ligase-like protein 12	424249
Q09517	LE767_CAEEL	let-767	Very-long-chain 3-oxooacyl-coA reductase let-767	7.13849e+06
Q09527	KAD6_CAEEL	E02H1.6	Adenylate kinase isoenzyme 6 homolog	1.48182e+06
Q09531	YQP4_CAEEL	F07F6.4	Uncharacterized protein F07F6.4	1.63211e+06
Q09533	RL10_CAEEL	rpl-10	60S ribosomal protein L10	9.73133e+07
Q09541	TPP2_CAEEL	tpp-2	Tripeptidyl-peptidase 2	1.53105e+07
Q09543	2AAA_CAEEL	paa-1	Probable serine/threonine-protein phosphatase PP2A regulatory subunit	2.38007e+07
Q09544	ATPD_CAEEL	F58F12.1	ATP synthase subunit delta, mitochondrial	1.14631e+08
Q09545	SDHB_CAEEL	sdhb-1	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	2.85215e+07
Q09580	GUAA_CAEEL	gmps-1	Probable GMP synthase [glutamine-hydrolyzing]	2.01237e+06
Q09581	LEC3_CAEEL	lec-3	32 kDa beta-galactoside-binding lectin lec-3	3.4629e+07
Q09582	METH_CAEEL	metr-1	Probable methionine synthase	1.38854e+06
Q09583	PSA3_CAEEL	pas-7	Proteasome subunit alpha type-3	2.23562e+07
Q09596	GST5_CAEEL	gst-5	Probable glutathione S-transferase 5	7.49936e+06
Q09607	GST36_CAEEL	gst-36	Probable glutathione S-transferase gst-36	1.11937e+07
Q09610	LEC8_CAEEL	lec-8	Probable galaptin lec-8	1.24342e+07
Q09622	PUF12_CAEEL	puf-12	Pumilio domain-containing protein 12	2.21681e+06
Q09629	KADY_CAEEL	ZK673.2	Probable adenylate kinase isoenzyme ZK673.2	9.56864e+06
Q09665	TNNC2_CAEEL	tnc-2	Troponin C, isoform 2	2.56922e+07
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	1.7147e+08
Q09931	UBPY_CAEEL	K02C4.3	Probable ubiquitin carboxyl-terminal hydrolase K02C4.3	682779
Q09936	YSE2_CAEEL	C53C9.2	Uncharacterized protein C53C9.2	2.37024e+07
Q09958	EBP2_CAEEL	C18A3.3	Probable rRNA-processing protein EBP2 homolog	3.55878e+06
Q09996	SYLC_CAEEL	lars-1	Leucine--tRNA ligase	4.97074e+06
Q0G819	PP2B_CAEEL	tax-6	Serine/threonine-protein phosphatase 2B catalytic subunit	7.21545e+06
Q0JRZ9	FCHO2_HUMAN	FCHO2	F-BAR domain only protein 2	553793
Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	5.72588e+06
Q10008	YSV2_CAEEL	T19C3.2	Uncharacterized protein T19C3.2	826258
Q10013	SMD1_CAEEL	snr-3	Probable small nuclear ribonucleoprotein Sm D1	4.44418e+06
Q10014	YR01_CAEEL	T25E4.1	Uncharacterized protein T25E4.1	2.61297e+06
Q10018	SPP11_CAEEL	spp-11	Saposin-like protein 11	849936
Q10021	RSP5_CAEEL	rsp-5	Probable splicing factor, arginine/serine-rich 5	1.0548e+06
Q10033	YSI1_CAEEL	F15G9.1	Uncharacterized protein F15G9.1	3.0391e+06
Q10039	GARS_CAEEL	gars-1	Glycine--tRNA ligase	6.06944e+06
Q10051	PRP19_CAEEL	prp-19	Pre-mRNA-processing factor 19	8.0103e+06
Q10121	YSD2_CAEEL	C23G10.2	RutC family protein C23G10.2	4.87502e+07
Q10129	RT16_CAEEL	mrps-16	Probable 28S ribosomal protein S16, mitochondrial	1.64646e+06
Q10131	CEX1_CAEEL	cex-1	Calexcitin-1	774027
Q10453;Q9U281	H331_CAEEL;H332_CAEEL	his-71;his-72	Histone H3.3 type 1	2.68214e+06
Q10454	KARG1_CAEEL	F46H5.3	Probable arginine kinase F46H5.3	1.50735e+08
Q10457	PUR6_CAEEL	pacs-1	Probable multifunctional protein ADE2	2.841e+06
Q10462	CAH5_CAEEL	cah-5	Putative carbonic anhydrase 5	393810
Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	1.31881e+07
Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	7.37705e+06
Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	1.65084e+07
Q10576	P4HA1_CAEEL	dpy-18	Prolyl 4-hydroxylase subunit alpha-1	1.15562e+07
Q10589	BST2_HUMAN	BST2	Bone marrow stromal antigen 2	8.03737e+06
Q10657	TPIS_CAEEL	tpi-1	Triosephosphate isomerase	4.22221e+07
Q10661	DPY30_CAEEL	dpy-30	Dosage compensation protein dpy-30	2.19293e+07
Q10663	GCP_CAEEL	icl-1	Bifunctional glyoxylate cycle protein	3.37809e+07
Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	1.45356e+07
Q10740	LKHA4_YEAST	LAP2	Leucine aminopeptidase 2	3.90661e+06
Q10901	EAA1_CAEEL	glt-1	Excitatory amino acid transporter	4.38415e+06
Q10941	UGT46_CAEEL	ugt-46	Putative UDP-glucuronosyltransferase ugt-46	3.77801e+06
Q10943	ARF12_CAEEL	arf-1.2	ADP-ribosylation factor 1-like 2	5.86912e+07
Q11067	PDIA6_CAEEL	pdi-6	Protein disulfide-isomerase A6 homolog	2.28361e+07
Q11117	LMP1_CAEEL	lmp-1	LAMP family protein lmp-1	2.09411e+07
Q11176	WDR1_CAEEL	unc-78	Actin-interacting protein 1	8.52911e+06
Q11183	TXND9_CAEEL	txdc-9	Thioredoxin domain-containing protein 9	280205
Q11189	RT17_CAEEL	mrps-17	28S ribosomal protein S17, mitochondrial	2.21633e+06
Q11190	ETFD_CAEEL	let-721	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	5.34548e+06
Q11206	SIA4C_HUMAN	ST3GAL4	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4	786160
Q12000	TMA46_YEAST	TMA46	Translation machinery-associated protein 46	1.42197e+06
Q12008	PMG2_YEAST	GPM2	Phosphoglycerate mutase 2	5.97051e+06
Q12009	TRMB_YEAST	TRM8	tRNA (guanine-N(7)-)-methyltransferase	3.7569e+06
Q12012	YO289_YEAST	YOR289W	Uncharacterized protein YOR289W	2.24453e+06
Q12018	CDC53_YEAST	CDC53	Cell division control protein 53	1.50695e+06
Q12024	YTM1_YEAST	YTM1	Ribosome biogenesis protein YTM1	2.27374e+06
Q12028	AP1G1_YEAST	APL4	AP-1 complex subunit gamma-1	1.6358e+06
Q12029	FSF1_YEAST	FSF1	Sideroflexin FSF1	5.51208e+06
Q12030	TAF10_YEAST	TAF10	Transcription initiation factor TFIID subunit 10	1.16323e+06
Q12032	AIM41_YEAST	AIM41	Altered inheritance of mitochondria protein 41, mitochondrial	4.65984e+06
Q12034	SLF1_YEAST	SLF1	Protein SLF1	2.43457e+06
Q12038	SRO7_YEAST	SRO7	Lethal(2) giant larvae protein homolog SRO7	1.03564e+06
Q12040	YO283_YEAST	YOR283W	Broad-specificity phosphatase YOR283W	692609
Q12044	RCN2_YEAST	RCN2	Regulator of calcineurin 2	6.73671e+06
Q12068	GRE2_YEAST	GRE2	NADPH-dependent methylglyoxal reductase GRE2	1.82594e+07
Q12074	SPEE_YEAST	SPE3	Spermidine synthase	1.28154e+07
Q12091	DAP1_YEAST	DAP1	Damage response protein 1	3.55997e+06
Q12109	SYWC_YEAST	WRS1	Tryptophan--tRNA ligase, cytoplasmic	6.08762e+06
Q12114	CHS5_YEAST	CHS5	Chitin biosynthesis protein CHS5	4.38168e+06
Q12117	MRH1_YEAST	MRH1	Protein MRH1	2.91797e+06
Q12118	SGT2_YEAST	SGT2	Small glutamine-rich tetratricopeptide repeat-containing protein 2	3.36226e+07
Q12122	HOSM_YEAST	LYS21	Homocitrate synthase, mitochondrial	1.49315e+08
Q12123	DCS2_YEAST	DCS2	Inactive diphosphatase DCS2	2.48757e+07
Q12125	GET4_YEAST	GET4	Golgi to ER traffic protein 4	7.00869e+06
Q12133	SPC3_YEAST	SPC3	Signal peptidase complex subunit SPC3	1.60653e+06
Q12136	SAS10_YEAST	SAS10	Something about silencing protein 10	1.60692e+06
Q12154	GET3_YEAST	GET3	ATPase GET3	1.09178e+07
Q12156	AIM7_YEAST	AIM7	Protein AIM7	7.94465e+06
