Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML
P54412	EF1G_CAEEL	eef-1G	Probable elongation factor 1-gamma	1.52248e+08
P54577	SYYC_HUMAN	YARS1	Tyrosine--tRNA ligase, cytoplasmic	5.06109e+07
P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14	1.66354e+07
P54619	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1	3.92837e+06
P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2	5.47832e+07
P54688	BCAT_CAEEL	bcat-1	Branched-chain-amino-acid aminotransferase, cytosolic	9.224e+06
P54709	AT1B3_HUMAN	ATP1B3	Sodium/potassium-transporting ATPase subunit beta-3	2.47482e+07
P54725	RD23A_HUMAN	RAD23A	UV excision repair protein RAD23 homolog A	1.52348e+07
P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B	4.03642e+07
P54730	UBX4_YEAST	UBX4	UBX domain-containing protein 4	1.90133e+06
P54781	ERG5_YEAST	ERG5	Cytochrome P450 61	3.49816e+06
P54783	ALO_YEAST	ALO1	D-arabinono-1,4-lactone oxidase	1.95661e+07
P54811	TERA1_CAEEL	cdc-48.1	Transitional endoplasmic reticulum ATPase homolog 1	1.36054e+07
P54812	TERA2_CAEEL	cdc-48.2	Transitional endoplasmic reticulum ATPase homolog 2	4.20423e+07
P54813	YME1_CAEEL	ymel-1	ATP-dependent zinc metalloprotease YME1 homolog	1.11058e+06
P54819	KAD2_HUMAN	AK2	Adenylate kinase 2, mitochondrial	7.63624e+07
P54837	TMEDA_YEAST	ERV25	Endoplasmic reticulum vesicle protein 25	2.97546e+06
P54838	DAK1_YEAST	DAK1	Dihydroxyacetone kinase 1	4.04098e+07
P54839	HMCS_YEAST	ERG13	Hydroxymethylglutaryl-CoA synthase	5.34114e+07
P54858	DOS2_YEAST	DOS2	Protein DOS2	1.67068e+06
P54860	UFD2_YEAST	UFD2	E4 ubiquitin-protein ligase UFD2	502025
P54861	DNM1_YEAST	DNM1	Dynamin-related protein DNM1	5.35446e+06
P54885	PROA_YEAST	PRO2	Gamma-glutamyl phosphate reductase	1.51527e+07
P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	1.58639e+07
P54889	ALH13_CAEEL	alh-13	Probable delta-1-pyrroline-5-carboxylate synthase	7.42445e+06
P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	6.27811e+06
P54964	ORN_YEAST	REX2	Oligoribonuclease, mitochondrial	2.45357e+06
P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5	3.01248e+07
P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2	140663
P55036	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	1.69726e+07
P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2	2.31931e+06
P55060	XPO2_HUMAN	CSE1L	Exportin-2	1.33425e+08
P55061	BI1_HUMAN	TMBIM6	Bax inhibitor 1	3.25562e+06
P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	6.90821e+07
P55081	MFAP1_HUMAN	MFAP1	Microfibrillar-associated protein 1	1.18605e+07
P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial	4.1861e+07
P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	1.12919e+07
P55155	VIT1_CAEEL	vit-1	Vitellogenin-1	4.32163e+07
P55196	AFAD_HUMAN	AFDN	Afadin	1.28076e+06
P55199	ELL_HUMAN	ELL	RNA polymerase II elongation factor ELL	724174
P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	1.29512e+08
P55210	CASP7_HUMAN	CASP7	Caspase-7	2.03418e+06
P55211	CASP9_HUMAN	CASP9	Caspase-9	6.84915e+06
P55216	CGL2_CAEEL	cth-2	Putative cystathionine gamma-lyase 2	9.51264e+06
P55263	ADK_HUMAN	ADK	Adenosine kinase	1.21609e+07
P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase	2.94223e+07
P55326	YZG1_CAEEL	F13E6.1	Uncharacterized protein F13E6.1	1.06094e+07
P55327	TPD52_HUMAN	TPD52	Tumor protein D52	2.94248e+07
P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	2.54272e+07
P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	9.91393e+07
P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	2.97772e+07
P55789	ALR_HUMAN	GFER	FAD-linked sulfhydryl oxidase ALR	389766
P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	2.59105e+07
P55809	SCOT1_HUMAN	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	3.15241e+07
P55853	SUMO_CAEEL	smo-1	Small ubiquitin-related modifier	7.11791e+07
P55854	SUMO3_HUMAN	SUMO3	Small ubiquitin-related modifier 3	8.33342e+06
P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B	3.35773e+07
P55954	COX5A_CAEEL	cox-5A	Cytochrome c oxidase subunit 5A, mitochondrial	2.41862e+07
P55955	TTR16_CAEEL	ttr-16	Transthyretin-like protein 16	1.00677e+08
P55956	ASP3_CAEEL	asp-3	Aspartic protease 3	2.40984e+07
P55957	BID_HUMAN	BID	BH3-interacting domain death agonist	7.0184e+06
P56134	ATPK_HUMAN	ATP5MF	ATP synthase subunit f, mitochondrial	2.80044e+07
P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A	1.08725e+07
P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic	2.90999e+07
P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1	1.74133e+07
P56211	ARP19_HUMAN	ARPP19	cAMP-regulated phosphoprotein 19	2.04061e+07
P56270	MAZ_HUMAN	MAZ	Myc-associated zinc finger protein	1.09658e+07
P56277	CMC4_HUMAN	CMC4	Cx9C motif-containing protein 4	2.54004e+06
P56282	DPOE2_HUMAN	POLE2	DNA polymerase epsilon subunit 2	628651
P56377	AP1S2_HUMAN	AP1S2	AP-1 complex subunit sigma-2	549265
P56378	ATP68_HUMAN	ATP5MPL	ATP synthase subunit ATP5MPL, mitochondrial	1.18754e+07
P56385	ATP5I_HUMAN	ATP5ME	ATP synthase subunit e, mitochondrial	2.09743e+07
P56508	SNA2_YEAST	SNA2	Protein SNA2	7.33316e+06
P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	3.02175e+07
P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2	1.47398e+07
P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	2.48599e+06
P56628	RL22B_YEAST	RPL22B	60S ribosomal protein L22-B	1.05592e+06
P56937	DHB7_HUMAN	HSD17B7	3-keto-steroid reductase	1.76604e+06
P56945	BCAR1_HUMAN	BCAR1	Breast cancer anti-estrogen resistance protein 1	1.34653e+06
P57076	CF298_HUMAN	CFAP298	Cilia- and flagella-associated protein 298	2.73808e+06
P57081	WDR4_HUMAN	WDR4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	4.83791e+06
P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33	1.98049e+07
P57105	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein	4.25242e+06
P57678	GEMI4_HUMAN	GEMIN4	Gem-associated protein 4	7.47532e+06
P57737	CORO7_HUMAN	CORO7	Coronin-7	7.84762e+06
P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107	1.26672e+07
P57744	TIM8_YEAST	TIM8	Mitochondrial import inner membrane translocase subunit TIM8	9.25085e+06
P57772	SELB_HUMAN	EEFSEC	Selenocysteine-specific elongation factor	5.47597e+06
P58107	EPIPL_HUMAN	EPPK1	Epiplakin	8.42273e+06
P58546	MTPN_HUMAN	MTPN	Myotrophin	2.01658e+07
P58798	ARPC4_CAEEL	arx-6	Probable actin-related protein 2/3 complex subunit 4	3.29707e+06
P59190	RAB15_HUMAN	RAB15	Ras-related protein Rab-15	7.11107e+07
P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	2.9988e+07
P60010	ACT_YEAST	ACT1	Actin	3.8595e+09
P60033	CD81_HUMAN	CD81	CD81 antigen	4.44522e+06
P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	7.02171e+08
P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E	2.97826e+07
P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta	3.85e+07
P60484	PTEN_HUMAN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	3.13085e+06
P60510	PP4C_HUMAN	PPP4C	Serine/threonine-protein phosphatase 4 catalytic subunit	3.39888e+06
P60520	GBRL2_HUMAN	GABARAPL2	Gamma-aminobutyric acid receptor-associated protein-like 2	2.84347e+06
P60602	ROMO1_HUMAN	ROMO1	Reactive oxygen species modulator 1	3.77842e+06
P60604	UB2G2_HUMAN	UBE2G2	Ubiquitin-conjugating enzyme E2 G2	1.13565e+07
P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	1.09472e+08
P60709	ACTB_HUMAN	ACTB	Actin, cytoplasmic 1	3.07038e+09
P60842	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	1.31017e+08
P60866	RS20_HUMAN	RPS20	40S ribosomal protein S20	1.82768e+08
P60891	PRPS1_HUMAN	PRPS1	Ribose-phosphate pyrophosphokinase 1	4.80748e+07
P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	5.44313e+07
P60903	S10AA_HUMAN	S100A10	Protein S100-A10	6.17333e+07
P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	7.6971e+07
P60981	DEST_HUMAN	DSTN	Destrin	2.24494e+07
P60983	GMFB_HUMAN	GMFB	Glia maturation factor beta	8.47679e+06
P61006	RAB8A_HUMAN	RAB8A	Ras-related protein Rab-8A	3.33151e+07
P61009	SPCS3_HUMAN	SPCS3	Signal peptidase complex subunit 3	2.18576e+07
P61011	SRP54_HUMAN	SRP54	Signal recognition particle 54 kDa protein	1.12626e+07
P61019	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A	3.59832e+07
P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B	6.12524e+06
P61024	CKS1_HUMAN	CKS1B	Cyclin-dependent kinases regulatory subunit 1	1.14383e+07
P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	9.51426e+07
P61073	CXCR4_HUMAN	CXCR4	C-X-C chemokine receptor type 4	3.83553e+06
P61077	UB2D3_HUMAN	UBE2D3	Ubiquitin-conjugating enzyme E2 D3	4.22248e+07
P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12	2.894e+07
P61086	UBE2K_HUMAN	UBE2K	Ubiquitin-conjugating enzyme E2 K	3.26966e+07
P61088	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	8.256e+07
P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	2.33091e+07
P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	2.51951e+07
P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	1.87731e+07
P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	2.06809e+07
P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2	1.09686e+07
P61218	RPAB2_HUMAN	POLR2F	DNA-directed RNA polymerases I, II, and III subunit RPABC2	1.52241e+07
P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1	1.76714e+07
P61224	RAP1B_HUMAN	RAP1B	Ras-related protein Rap-1b	4.04636e+07
P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b	4.74848e+06
P61247	RS3A_HUMAN	RPS3A	40S ribosomal protein S3a	2.30755e+08
P61254	RL26_HUMAN	RPL26	60S ribosomal protein L26	2.06925e+08
P61289	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3	2.89273e+07
P61313	RL15_HUMAN	RPL15	60S ribosomal protein L15	2.14414e+08
P61326;Q96A72	MGN2_HUMAN;MGN_HUMAN	MAGOH;MAGOHB	Protein mago nashi homolog	3.50531e+07
P61353	RL27_HUMAN	RPL27	60S ribosomal protein L27	1.18644e+08
P61421	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1	3.26588e+07
P61457	PHS_HUMAN	PCBD1	Pterin-4-alpha-carbinolamine dehydratase	1.9073e+07
P61513	RL37A_HUMAN	RPL37A	60S ribosomal protein L37a	3.61912e+07
P61586	RHOA_HUMAN	RHOA	Transforming protein RhoA	2.79382e+07
P61599	NAA20_HUMAN	NAA20	N-alpha-acetyltransferase 20	4.13026e+06
P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	4.31667e+08
P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1	3.70978e+07
P61758	PFD3_HUMAN	VBP1	Prefoldin subunit 3	2.1788e+07
P61764	STXB1_HUMAN	STXBP1	Syntaxin-binding protein 1	9.50167e+06
P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	6.89657e+07
P61803	DAD1_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	9.97734e+06
P61830	H3_YEAST	HHT1	Histone H3	1.59329e+08
P61866	RL12_CAEEL	rpl-12	60S ribosomal protein L12	1.97071e+08
P61916	NPC2_HUMAN	NPC2	NPC intracellular cholesterol transporter 2	1.52153e+07
P61923	COPZ1_HUMAN	COPZ1	Coatomer subunit zeta-1	1.45631e+07
P61927	RL37_HUMAN	RPL37	60S ribosomal protein L37	7.29083e+07
P61956	SUMO2_HUMAN	SUMO2	Small ubiquitin-related modifier 2	1.33573e+08
P61960	UFM1_HUMAN	UFM1	Ubiquitin-fold modifier 1	1.3869e+06
P61962	DCAF7_HUMAN	DCAF7	DDB1- and CUL4-associated factor 7	3.77584e+06
P61964	WDR5_HUMAN	WDR5	WD repeat-containing protein 5	9.44843e+06
P61966	AP1S1_HUMAN	AP1S1	AP-1 complex subunit sigma-1A	4.47702e+06
P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2	5.53873e+07
P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	4.29117e+08
P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	1.36746e+08
P62072	TIM10_HUMAN	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10	2.02301e+07
P62081	RS7_HUMAN	RPS7	40S ribosomal protein S7	1.70187e+08
P62136	PP1A_HUMAN	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	1.10144e+07
P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	2.52885e+07
P62166	NCS1_HUMAN	NCS1	Neuronal calcium sensor 1	1.88054e+06
P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	4.14519e+07
P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	5.01496e+07
P62241	RS8_HUMAN	RPS8	40S ribosomal protein S8	2.54565e+08
P62244	RS15A_HUMAN	RPS15A	40S ribosomal protein S15a	2.31357e+08
P62249	RS16_HUMAN	RPS16	40S ribosomal protein S16	2.70164e+08
P62253	UB2G1_HUMAN	UBE2G1	Ubiquitin-conjugating enzyme E2 G1	6.49106e+06
P62256	UBE2H_HUMAN	UBE2H	Ubiquitin-conjugating enzyme E2 H	1.99642e+06
P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	1.22119e+09
P62263	RS14_HUMAN	RPS14	40S ribosomal protein S14	1.56968e+08
P62266	RS23_HUMAN	RPS23	40S ribosomal protein S23	2.38447e+08
P62269	RS18_HUMAN	RPS18	40S ribosomal protein S18	2.88743e+08
P62273	RS29_HUMAN	RPS29	40S ribosomal protein S29	1.14796e+08
P62277	RS13_HUMAN	RPS13	40S ribosomal protein S13	2.06508e+08
P62280	RS11_HUMAN	RPS11	40S ribosomal protein S11	1.84492e+08
P62304	RUXE_HUMAN	SNRPE	Small nuclear ribonucleoprotein E	2.93944e+07
P62306	RUXF_HUMAN	SNRPF	Small nuclear ribonucleoprotein F	3.54162e+07
P62310	LSM3_HUMAN	LSM3	U6 snRNA-associated Sm-like protein LSm3	3.53193e+07
P62312	LSM6_HUMAN	LSM6	U6 snRNA-associated Sm-like protein LSm6	2.62234e+07
P62314	SMD1_HUMAN	SNRPD1	Small nuclear ribonucleoprotein Sm D1	5.88087e+07
P62316	SMD2_HUMAN	SNRPD2	Small nuclear ribonucleoprotein Sm D2	9.36578e+07
P62318	SMD3_HUMAN	SNRPD3	Small nuclear ribonucleoprotein Sm D3	8.55972e+07
P62328	TYB4_HUMAN	TMSB4X	Thymosin beta-4	2.27996e+07
P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6	5.48277e+06
P62333	PRS10_HUMAN	PSMC6	26S proteasome regulatory subunit 10B	3.18116e+07
P62380	TBPL1_HUMAN	TBPL1	TATA box-binding protein-like protein 1	1.09093e+06
P62424	RL7A_HUMAN	RPL7A	60S ribosomal protein L7a	2.87996e+08
P62487	RPB7_HUMAN	POLR2G	DNA-directed RNA polymerase II subunit RPB7	3.29303e+06
P62495	ERF1_HUMAN	ETF1	Eukaryotic peptide chain release factor subunit 1	2.37105e+07
P62633	CNBP_HUMAN	CNBP	Cellular nucleic acid-binding protein	1.03686e+08
P62699	YPEL5_HUMAN	YPEL5	Protein yippee-like 5	592889
P62701	RS4X_HUMAN	RPS4X	40S ribosomal protein S4, X isoform	2.8062e+08
P62714	PP2AB_HUMAN	PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	4.02435e+07
P62745	RHOB_HUMAN	RHOB	Rho-related GTP-binding protein RhoB	2.27058e+07
P62750	RL23A_HUMAN	RPL23A	60S ribosomal protein L23a	1.92901e+08
P62753	RS6_HUMAN	RPS6	40S ribosomal protein S6	2.36269e+08
P62784	H4_CAEEL	his-1	Histone H4	9.69592e+07
P62805	H4_HUMAN	H4C1	Histone H4	2.12336e+09
P62807	H2B1C_HUMAN	H2BC4	Histone H2B type 1-C/E/F/G/I	2.18453e+09
P62820	RAB1A_HUMAN	RAB1A	Ras-related protein Rab-1A	4.65497e+07
P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	4.8323e+08
P62829	RL23_HUMAN	RPL23	60S ribosomal protein L23	4.35521e+08
P62834	RAP1A_HUMAN	RAP1A	Ras-related protein Rap-1A	1.3715e+07
P62841	RS15_HUMAN	RPS15	40S ribosomal protein S15	1.01784e+08
P62847	RS24_HUMAN	RPS24	40S ribosomal protein S24	4.82757e+07
P62851	RS25_HUMAN	RPS25	40S ribosomal protein S25	2.41343e+08
P62854	RS26_HUMAN	RPS26	40S ribosomal protein S26	2.8787e+08
P62857	RS28_HUMAN	RPS28	40S ribosomal protein S28	3.77783e+08
P62861	RS30_HUMAN	FAU	40S ribosomal protein S30	1.411e+08
P62873	GBB1_HUMAN	GNB1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	4.09785e+07
P62875	RPAB5_HUMAN	POLR2L	DNA-directed RNA polymerases I, II, and III subunit RPABC5	1.00889e+07
P62879	GBB2_HUMAN	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	3.01083e+07
P62888	RL30_HUMAN	RPL30	60S ribosomal protein L30	9.69757e+07
P62899	RL31_HUMAN	RPL31	60S ribosomal protein L31	2.96069e+08
P62906	RL10A_HUMAN	RPL10A	60S ribosomal protein L10a	3.13607e+08
P62910	RL32_HUMAN	RPL32	60S ribosomal protein L32	2.07284e+08
P62913	RL11_HUMAN	RPL11	60S ribosomal protein L11	2.49279e+08
P62917	RL8_HUMAN	RPL8	60S ribosomal protein L8	3.00215e+08
P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	6.09801e+08
P62942	FKB1A_HUMAN	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	2.97245e+07
P62979	RS27A_HUMAN	RPS27A	Ubiquitin-40S ribosomal protein S27a	1.01624e+09
P62993	GRB2_HUMAN	GRB2	Growth factor receptor-bound protein 2	1.46711e+07
P62995	TRA2B_HUMAN	TRA2B	Transformer-2 protein homolog beta	4.50709e+07
P63000	RAC1_HUMAN	RAC1	Ras-related C3 botulinum toxin substrate 1	7.28827e+07
P63010	AP2B1_HUMAN	AP2B1	AP-2 complex subunit beta	3.00939e+07
P63092;Q5JWF2	GNAS1_HUMAN;GNAS2_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	6.43667e+07
P63096	GNAI1_HUMAN	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1	2.45074e+06
P63098	CANB1_HUMAN	PPP3R1	Calcineurin subunit B type 1	2.36438e+06
P63104	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta	2.6047e+08
P63151	2ABA_HUMAN	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	1.35236e+07
P63165	SUMO1_HUMAN	SUMO1	Small ubiquitin-related modifier 1	2.01385e+07
P63167	DYL1_HUMAN	DYNLL1	Dynein light chain 1, cytoplasmic	1.08396e+08
P63172	DYLT1_HUMAN	DYNLT1	Dynein light chain Tctex-type 1	1.42031e+06
P63173	RL38_HUMAN	RPL38	60S ribosomal protein L38	3.4602e+07
P63208	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1	4.64538e+07
P63218	GBG5_HUMAN	GNG5	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	3.74332e+07
P63220	RS21_HUMAN	RPS21	40S ribosomal protein S21	1.28565e+08
P63241	IF5A1_HUMAN	EIF5A	Eukaryotic translation initiation factor 5A-1	1.65993e+08
P63244	RACK1_HUMAN	RACK1	Receptor of activated protein C kinase 1	1.21649e+08
P63261	ACTG_HUMAN	ACTG1	Actin, cytoplasmic 2	1.25285e+06
P63272	SPT4H_HUMAN	SUPT4H1	Transcription elongation factor SPT4	8.36666e+06
P63279	UBC9_HUMAN	UBE2I	SUMO-conjugating enzyme UBC9	5.6993e+07
P63313	TYB10_HUMAN	TMSB10	Thymosin beta-10	2.59544e+08
P67775	PP2AA_HUMAN	PPP2CA	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	7.86358e+06
P67809	YBOX1_HUMAN	YBX1	Y-box-binding protein 1	7.54853e+07
P67812	SC11A_HUMAN	SEC11A	Signal peptidase complex catalytic subunit SEC11A	1.45166e+07
P67870	CSK2B_HUMAN	CSNK2B	Casein kinase II subunit beta	1.39471e+07
P67936	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain	3.61957e+08
P68032	ACTC_HUMAN	ACTC1	Actin, alpha cardiac muscle 1	2.08296e+06
P68036	UB2L3_HUMAN	UBE2L3	Ubiquitin-conjugating enzyme E2 L3	4.35626e+07
P68104	EF1A1_HUMAN	EEF1A1	Elongation factor 1-alpha 1	8.27632e+08
P68133	ACTS_HUMAN	ACTA1	Actin, alpha skeletal muscle	1.09751e+09
P68366	TBA4A_HUMAN	TUBA4A	Tubulin alpha-4A chain	6.34783e+08
P68371	TBB4B_HUMAN	TUBB4B	Tubulin beta-4B chain	2.79656e+08
P68400	CSK21_HUMAN	CSNK2A1	Casein kinase II subunit alpha	1.55532e+07
P68402	PA1B2_HUMAN	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit beta	1.20693e+07
P68431;Q16695;Q71DI3	H31T_HUMAN;H31_HUMAN;H32_HUMAN	H3-4;H3C1;H3C15	Histone H3.1	3.97565e+08
P69771	DID2_YEAST	DID2	Vacuolar protein-sorting-associated protein 46	4.02937e+06
P69849;Q5JPE7	NOMO2_HUMAN;NOMO3_HUMAN	NOMO2;NOMO3	Nodal modulator 3	2.00938e+06
P69905	HBA_HUMAN	HBA1	Hemoglobin subunit alpha	1.57024e+08
P78310	CXAR_HUMAN	CXADR	Coxsackievirus and adenovirus receptor	1.14095e+07
P78316	NOP14_HUMAN	NOP14	Nucleolar protein 14	1.2303e+07
P78318	IGBP1_HUMAN	IGBP1	Immunoglobulin-binding protein 1	1.09569e+07
P78330	SERB_HUMAN	PSPH	Phosphoserine phosphatase	1.7141e+07
P78332	RBM6_HUMAN	RBM6	RNA-binding protein 6	2.88496e+06
P78344	IF4G2_HUMAN	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2	1.29694e+07
P78345	RPP38_HUMAN	RPP38	Ribonuclease P protein subunit p38	2.45397e+06
P78346	RPP30_HUMAN	RPP30	Ribonuclease P protein subunit p30	7.48253e+06
P78347	GTF2I_HUMAN	GTF2I	General transcription factor II-I	2.71481e+07
P78356	PI42B_HUMAN	PIP4K2B	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	784655
P78362	SRPK2_HUMAN	SRPK2	SRSF protein kinase 2	1.60089e+06
P78371	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta	7.84358e+07
P78380	OLR1_HUMAN	OLR1	Oxidized low-density lipoprotein receptor 1	300864
P78386	KRT85_HUMAN	KRT85	Keratin, type II cuticular Hb5	1.05378e+08
P78406	RAE1L_HUMAN	RAE1	mRNA export factor	2.84378e+07
P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1	5.91506e+07
P78527	PRKDC_HUMAN	PRKDC	DNA-dependent protein kinase catalytic subunit	7.33627e+07
P78537	BL1S1_HUMAN	BLOC1S1	Biogenesis of lysosome-related organelles complex 1 subunit 1	2.76453e+06
P78549	NTH_HUMAN	NTHL1	Endonuclease III-like protein 1	3.35836e+06
P78563	RED1_HUMAN	ADARB1	Double-stranded RNA-specific editase 1	3.74814e+06
P79522	PRR3_HUMAN	PRR3	Proline-rich protein 3	1.33659e+06
P80210	PURA_YEAST	ADE12	Adenylosuccinate synthetase	9.48067e+06
P80217	IN35_HUMAN	IFI35	Interferon-induced 35 kDa protein	3.51168e+06
P80303	NUCB2_HUMAN	NUCB2	Nucleobindin-2	6.92376e+06
P80428	ARP4_YEAST	ARP4	Actin-related protein 4	1.38454e+06
P80723	BASP1_HUMAN	BASP1	Brain acid soluble protein 1	3.11428e+08
P80967	TOM5_YEAST	TOM5	Mitochondrial import receptor subunit TOM5	9.66333e+06
P81449	ATPJ_YEAST	TIM11	ATP synthase subunit e, mitochondrial	2.24186e+07
P81450	ATP18_YEAST	ATP18	ATP synthase subunit J, mitochondrial	2.61303e+07
P81451	ATP19_YEAST	ATP19	ATP synthase subunit K, mitochondrial	1.12273e+07
P82650	RT22_HUMAN	MRPS22	28S ribosomal protein S22, mitochondrial	6.23436e+06
P82663	RT25_HUMAN	MRPS25	28S ribosomal protein S25, mitochondrial	2.34377e+06
P82673	RT35_HUMAN	MRPS35	28S ribosomal protein S35, mitochondrial	1.12358e+07
P82675	RT05_HUMAN	MRPS5	28S ribosomal protein S5, mitochondrial	2.61863e+06
P82909	RT36_HUMAN	MRPS36	28S ribosomal protein S36, mitochondrial	3.5982e+06
P82912	RT11_HUMAN	MRPS11	28S ribosomal protein S11, mitochondrial	4.21237e+06
