Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML
Q04728	ARGJ_YEAST	ARG7	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	1.24006e+06
Q04760	LGUL_HUMAN	GLO1	Lactoylglutathione lyase	8.59754e+07
Q04767	TVP18_YEAST	TVP18	Golgi apparatus membrane protein TVP18	1.82154e+06
Q04773	YMW4_YEAST	YMR074C	Uncharacterized protein YMR074C	1.52587e+06
Q04792	DCE_YEAST	GAD1	Glutamate decarboxylase	1.46666e+07
Q04833	LRP_CAEEL	lrp-1	Low-density lipoprotein receptor-related protein	1.22899e+06
Q04837	SSBP_HUMAN	SSBP1	Single-stranded DNA-binding protein, mitochondrial	3.58507e+07
Q04847	ROY1_YEAST	ROY1	Non-SCF-type F-box protein ROY1	247150
Q04864	REL_HUMAN	REL	Proto-oncogene c-Rel	1.76215e+06
Q04869	YM94_YEAST	YMR315W	Uncharacterized protein YMR315W	1.75278e+07
Q04894	ADH6_YEAST	ADH6	NADP-dependent alcohol dehydrogenase 6	5.61783e+06
Q04902;Q08992	HSP32_YEAST;SNO4_YEAST	HSP32;SNO4	Probable glutathione-independent glyoxalase SNO4	772493
Q04907	RM32_CAEEL	mrpl-32	Probable 39S ribosomal protein L32, mitochondrial	2.69569e+06
Q04908	PSMD3_CAEEL	rpn-3	26S proteasome non-ATPase regulatory subunit 3	1.32659e+07
Q04917	1433F_HUMAN	YWHAH	14-3-3 protein eta	2.11643e+07
Q04935	COX20_YEAST	COX20	Cytochrome c oxidase assembly protein COX20, mitochondrial	292056
Q04941	PLP2_HUMAN	PLP2	Proteolipid protein 2	3.36707e+07
Q04947	RTN1_YEAST	RTN1	Reticulon-like protein 1	1.98967e+07
Q04951	SCW10_YEAST	SCW10	Probable family 17 glucosidase SCW10	1.67726e+06
Q05015	FSH2_YEAST	FSH2	Family of serine hydrolases 2	2.10655e+06
Q05016	YM71_YEAST	YMR226C	NADP-dependent 3-hydroxy acid dehydrogenase	1.60469e+07
Q05027	TAF9_YEAST	TAF9	Transcription initiation factor TFIID subunit 9	572553
Q05029	BCH1_YEAST	BCH1	Protein BCH1	215387
Q05036	HS110_CAEEL	hsp-110	Heat shock protein 110	3.22106e+07
Q05040	FAR8_YEAST	FAR8	Factor arrest protein 8	1.09774e+06
Q05048	CSTF1_HUMAN	CSTF1	Cleavage stimulation factor subunit 1	6.54773e+06
Q05050	EIS1_YEAST	EIS1	Eisosome protein 1	5.38639e+06
Q05062	CDC42_CAEEL	cdc-42	Cell division control protein 42 homolog	2.41937e+06
Q05086	UBE3A_HUMAN	UBE3A	Ubiquitin-protein ligase E3A	954202
Q05209	PTN12_HUMAN	PTPN12	Tyrosine-protein phosphatase non-receptor type 12	1.27608e+06
Q05359	ERP1_YEAST	ERP1	Protein ERP1	5.99414e+06
Q05397	FAK1_HUMAN	PTK2	Focal adhesion kinase 1	2.55721e+06
Q05506	SYRC_YEAST	YDR341C	Arginine--tRNA ligase, cytoplasmic	1.69333e+07
Q05515	SVF1_YEAST	SVF1	Survival factor 1	2.92171e+06
Q05518	PAL1_YEAST	PAL1	Protein PAL1	529522
Q05519	SRS11_HUMAN	SRSF11	Serine/arginine-rich splicing factor 11	2.20124e+07
Q05543	RT103_YEAST	RTT103	Regulator of Ty1 transposition protein 103	566070
Q05567	SGPL_YEAST	DPL1	Sphingosine-1-phosphate lyase	675615
Q05584	GLO2_YEAST	GLO2	Hydroxyacylglutathione hydrolase, cytoplasmic isozyme	1.14752e+06
Q05639	EF1A2_HUMAN	EEF1A2	Elongation factor 1-alpha 2	1.39237e+08
Q05655	KPCD_HUMAN	PRKCD	Protein kinase C delta type	2.96834e+06
Q05682	CALD1_HUMAN	CALD1	Caldesmon	1.18539e+07
Q05775	EIF3J_YEAST	HCR1	Eukaryotic translation initiation factor 3 subunit J	7.79326e+06
Q05778	POC1_YEAST	PBA1	Proteasome chaperone 1	1.60245e+06
Q05785	ENT2_YEAST	ENT2	Epsin-2	2.84768e+06
Q05788	PNPH_YEAST	PNP1	Purine nucleoside phosphorylase	771340
Q05812	MSC3_YEAST	MSC3	Meiotic sister-chromatid recombination protein 3	2.68592e+06
Q05905	HRI1_YEAST	HRI1	Protein HRI1	1.07211e+07
Q05911	PUR8_YEAST	ADE13	Adenylosuccinate lyase	2.5091e+06
Q05926	GLRX8_YEAST	GRX8	Glutaredoxin-8	2.39362e+06
Q05931	HSP7Q_YEAST	SSQ1	Heat shock protein SSQ1, mitochondrial	1.15963e+06
Q05933	ARPC3_YEAST	ARC18	Actin-related protein 2/3 complex subunit 3	4.09464e+06
Q05948	YL225_YEAST	YLR225C	Uncharacterized SVF1-like protein YLR225C	500452
Q05979	KYNU_YEAST	BNA5	Kynureninase	2.3472e+06
Q05D32	CTSL2_HUMAN	CTDSPL2	CTD small phosphatase-like protein 2	6.95528e+06
Q06103	RPN7_YEAST	RPN7	26S proteasome regulatory subunit RPN7	2.98201e+06
Q06124	PTN11_HUMAN	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	8.42661e+06
Q06136	KDSR_HUMAN	KDSR	3-ketodihydrosphingosine reductase	5.27488e+06
Q06142	IMB1_YEAST	KAP95	Importin subunit beta-1	1.1525e+06
Q06146	YL257_YEAST	YLR257W	Uncharacterized protein YLR257W	3.02013e+06
Q06151	DCPS_YEAST	DCS1	m7GpppX diphosphatase	1.15952e+07
Q06168	SFH1_YEAST	SFH1	Chromatin structure-remodeling complex subunit SFH1	607841
Q06177	TMA10_YEAST	TMA10	Translation machinery-associated protein 10	6.10578e+06
Q06203	PUR1_HUMAN	PPAT	Amidophosphoribosyltransferase	1.12398e+07
Q06205	FKBP4_YEAST	FPR4	FK506-binding protein 4	889835
Q06210	GFPT1_HUMAN	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	6.74952e+06
Q06224	YSH1_YEAST	YSH1	Endoribonuclease YSH1	942936
Q06251	YL177_YEAST	YLR177W	Uncharacterized protein YLR177W	479508
Q06252	YL179_YEAST	YLR179C	Uncharacterized protein YLR179C	2.40718e+07
Q06265	EXOS9_HUMAN	EXOSC9	Exosome complex component RRP45	6.96975e+06
Q06287	NEP1_YEAST	EMG1	Ribosomal RNA small subunit methyltransferase NEP1	231499
Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1	3.80264e+07
Q06336	GGA1_YEAST	GGA1	ADP-ribosylation factor-binding protein GGA1	1.46854e+06
Q06338	BCP1_YEAST	BCP1	Protein BCP1	766032
Q06385	VPS74_YEAST	VPS74	Vacuolar protein sorting-associated protein 74	480905
Q06405	ATPK_YEAST	ATP17	ATP synthase subunit f, mitochondrial	1.60114e+07
Q06406	LSM6_YEAST	LSM6	U6 snRNA-associated Sm-like protein LSm6	4.72973e+06
Q06413	MEF2C_HUMAN	MEF2C	Myocyte-specific enhancer factor 2C	784038
Q06440	CORO_YEAST	CRN1	Coronin-like protein	7.37258e+06
Q06449	PIN3_YEAST	PIN3	[PSI+] inducibility protein 3	4.1468e+06
Q06489	MTNA_YEAST	MRI1	Methylthioribose-1-phosphate isomerase	1.02317e+06
Q06494	PLR1_YEAST	YPR127W	Putative pyridoxal reductase	3.62667e+07
Q06505	IWS1_YEAST	SPN1	Transcription factor SPN1	1.51133e+06
Q06523	YP148_YEAST	YPR148C	Uncharacterized protein YPR148C	4.16254e+06
Q06546	GABPA_HUMAN	GABPA	GA-binding protein alpha chain	5.94058e+06
Q06547	GABP1_HUMAN	GABPB1	GA-binding protein subunit beta-1	2.37688e+06
Q06561	UNC52_CAEEL	unc-52	Basement membrane proteoglycan	1.13201e+07
Q06587	RING1_HUMAN	RING1	E3 ubiquitin-protein ligase RING1	4.2524e+06
Q06608	PDXH_YEAST	YPR172W	Pyridoxamine 5'-phosphate oxidase homolog	3.77241e+06
Q06609	RAD51_HUMAN	RAD51	DNA repair protein RAD51 homolog 1	2.70332e+06
Q06624	RHC31_YEAST	AOS1	DNA damage tolerance protein RHC31	493784
Q06625	GDE_YEAST	GDB1	Glycogen debranching enzyme	1.68692e+06
Q06630	MHR1_YEAST	MHR1	Mitochondrial homologous recombination protein 1	427588
Q06639	RSC3_YEAST	RSC3	Chromatin structure-remodeling complex protein RSC3	4.85461e+06
Q06676	YFT2_YEAST	YFT2	FIT family protein YFT2	1.34606e+06
Q06678	RM35_YEAST	MRPL35	54S ribosomal protein L35, mitochondrial	855530
Q06685	VIP1_YEAST	VIP1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	982481
Q06697	CDC73_YEAST	CDC73	Cell division control protein 73	769039
Q06705	CSR1_YEAST	CSR1	Phosphatidylinositol transfer protein CSR1	2.40106e+06
Q06787	FMR1_HUMAN	FMR1	Synaptic functional regulator FMR1	6.65476e+06
Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	5.23499e+08
Q06892	POS5_YEAST	POS5	NADH kinase POS5, mitochondrial	980201
Q07020	RL18_HUMAN	RPL18	60S ribosomal protein L18	2.04252e+08
Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	8.18982e+07
Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	1.25101e+07
Q07085	EST2_CAEEL	F13H6.3	Esterase CM06B1	2.40658e+06
Q07157	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	3.98793e+06
Q07418	PEX19_YEAST	PEX19	Peroxisomal membrane protein import receptor PEX19	371611
Q07451	YET3_YEAST	YET3	Endoplasmic reticulum transmembrane protein 3	5.89217e+06
Q07478	SUB2_YEAST	SUB2	ATP-dependent RNA helicase SUB2	6.8516e+07
Q07500	NDH2_YEAST	NDE2	External NADH-ubiquinone oxidoreductase 2, mitochondrial	389379
Q07505	DLHH_YEAST	YDL086W	Putative carboxymethylenebutenolidase	5.63642e+06
Q07551	KAR_YEAST	YDL124W	NADPH-dependent alpha-keto amide reductase	4.69518e+07
Q07629	YD218_YEAST	YDL218W	Uncharacterized membrane protein YDL218W	268591
Q07651	FMP45_YEAST	FMP45	SUR7 family protein FMP45	7.5304e+06
Q07653	HBT1_YEAST	HBT1	Protein HBT1	1.54242e+07
Q07657	SHS1_YEAST	SHS1	Seventh homolog of septin 1	1.97625e+06
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	4.03423e+07
Q07716	AIM6_YEAST	AIM6	Altered inheritance of mitochondria protein 6	1.30146e+06
Q07749	ADF2_CAEEL	unc-60	Actin-depolymerizing factor 2, isoform c	2.55151e+07
Q07750	ADF1_CAEEL	unc-60	Actin-depolymerizing factor 1, isoforms a/b	2.63404e+07
Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	8.32524e+06
Q07825	FRA1_YEAST	FRA1	Putative Xaa-Pro aminopeptidase FRA1	1.61585e+06
Q07864	DPOE1_HUMAN	POLE	DNA polymerase epsilon catalytic subunit A	3.6114e+06
Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1	1.02369e+07
Q07897	CMS1_YEAST	CMS1	Protein CMS1	234676
Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	4.06535e+06
Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	1.54013e+08
Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	8.30041e+06
Q08117	TLE5_HUMAN	TLE5	TLE family member 5	2.07598e+06
Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	1.26557e+07
Q08179	MDM38_YEAST	MDM38	Mitochondrial distribution and morphology protein 38	325835
Q08199	SIL1_YEAST	SIL1	Nucleotide exchange factor SIL1	2.0675e+06
Q08202	OPI10_YEAST	OPI10	Protein OPI10	375683
Q08209	PP2BA_HUMAN	PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	6.21923e+06
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	6.57818e+07
Q08220	GSHB_YEAST	GSH2	Glutathione synthetase	1.37243e+06
Q08224	THI20_YEAST	THI20	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20	2.02632e+06
Q08225	DPP3_YEAST	YOL057W	Probable dipeptidyl peptidase 3	622349
Q08230	SDHF2_YEAST	SDH5	Succinate dehydrogenase assembly factor 2, mitochondrial	295781
Q08245	ZEO1_YEAST	ZEO1	Protein ZEO1	1.68011e+08
Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	8.08909e+07
Q08379	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2	4.03567e+06
Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	3.09611e+07
Q08412	CUE5_YEAST	CUE5	Ubiquitin-binding protein CUE5	3.8071e+06
Q08601	MCA1_YEAST	MCA1	Metacaspase-1	2.77523e+06
Q08623	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	6.4515e+06
Q08641	AB140_YEAST	ABP140	tRNA(Thr) (cytosine(32)-N(3))-methyltransferase	517240
Q08686	THTR_YEAST	TUM1	Thiosulfate sulfurtransferase TUM1	3.01728e+06
Q08689	NAT5_YEAST	NAT5	N-alpha-acetyltransferase NAT5	1.20708e+06
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	6.34451e+06
Q08723	RPN8_YEAST	RPN8	26S proteasome regulatory subunit RPN8	7.91857e+06
Q08732	HRK1_YEAST	HRK1	Serine/threonine-protein kinase HRK1	1.69698e+06
Q08746	RRS1_YEAST	RRS1	Regulator of ribosome biosynthesis	533449
Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	3.33888e+06
Q08873	SCP1_YEAST	SCP1	Transgelin	318315
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	3.85145e+07
Q08969	GRE1_YEAST	GRE1	Protein GRE1	9.28839e+07
Q08971	YP225_YEAST	YPL225W	Protein PBDC1 homolog	2.03734e+07
Q08972	NEW1_YEAST	NEW1	[NU+] prion formation protein 1	1.9041e+06
Q08977	CUB1_YEAST	CUB1	Cu(2+) suppressing and bleomycin sensitive protein 1	3.72708e+06
Q08985	SAM4_YEAST	SAM4	Homocysteine S-methyltransferase 2	2.0505e+06
Q08AD1	CAMP2_HUMAN	CAMSAP2	Calmodulin-regulated spectrin-associated protein 2	849699
Q08AF3	SLFN5_HUMAN	SLFN5	Schlafen family member 5	3.46256e+06
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	3.00231e+06
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	4.9872e+07
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	1.41133e+07
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	1.58973e+07
Q09165	DIG1_CAEEL	dig-1	Mesocentin	1.24038e+07
Q09216	ERP1A_CAEEL	B0495.7	Putative endoplasmic reticulum metallopeptidase 1-A	2.76502e+06
Q09221	CPNA2_CAEEL	cpna-2	Copine family protein 2	2.88658e+06
Q09227	YP89_CAEEL	C08B11.9	Uncharacterized protein C08B11.9	563606
Q09236	COPD_CAEEL	copd-1	Probable coatomer subunit delta	7.87448e+06
Q09237	GYF1_CAEEL	gyf-1	GYF domain-containing protein gyf-1	1.21928e+07
Q09248	DCTN2_CAEEL	dnc-2	Probable dynactin subunit 2	8.23392e+06
Q09249	YQ53_CAEEL	C16C10.3	Uncharacterized protein C16C10.3	1.64158e+06
Q09250	SAP18_CAEEL	C16C10.4	Probable histone deacetylase complex subunit SAP18	2.00554e+06
Q09253	GLOD4_CAEEL	glod-4	Glyoxalase 1	2.0255e+06
Q09254	HAR1_CAEEL	har-1	Hemiasterlin resistant protein 1	2.3995e+06
Q09261	RT31_CAEEL	mrps-31	28S ribosomal protein S31, mitochondrial	937352
Q09278	YQI5_CAEEL	C45G9.5	Uncharacterized protein C45G9.5	4.20841e+06
Q09285	AKAP1_CAEEL	akap-1	KH domain-containing protein akap-1	3.08332e+06
Q09289	ADRM1_CAEEL	rpn-13	Proteasomal ubiquitin receptor ADRM1 homolog	1.10376e+07
Q09293	TOFU6_CAEEL	tofu-6	Embryonic developmental protein tofu-6	2.1183e+06
Q09297	NDX6_CAEEL	ndx-6	Putative nudix hydrolase 6	1.37469e+06
Q09318	YQY2_CAEEL	F36G3.2	Uncharacterized protein F36G3.2	2.01637e+06
Q09320	YQZ2_CAEEL	F40B5.2	Putative metallophosphoesterase F40B5.2	899010
Q09321	YR51_CAEEL	F42A8.1	Uncharacterized protein F42A8.1	1.63087e+06
Q09349	UBE4_CAEEL	ufd-2	Ubiquitin conjugation factor E4 ufd-2	440311
Q09359	YS11_CAEEL	ZK1307.1	Uncharacterized protein ZK1307.1	9.08451e+06
Q09364	YS22_CAEEL	ZK1320.2	Uncharacterized protein ZK1320.2	2.39755e+06
Q09365	YS23_CAEEL	ZK1320.3	Uncharacterized protein ZK1320.3	3.04268e+06
Q09390	HMG12_CAEEL	hmg-1.2	High mobility group protein 1.2	4.99886e+06
Q09407	MTND2_CAEEL	K07E1.1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase homolog 2	733605
Q09422	PGAM5_CAEEL	pgam-5	Serine/threonine-protein phosphatase Pgam5, mitochondrial	2.85081e+06
Q09438	MTAP_CAEEL	B0228.7	S-methyl-5'-thioadenosine phosphorylase	2.74291e+06
Q09442	SF3B4_CAEEL	sap-49	Splicing factor 3B subunit 4	1.48356e+06
Q09443	ARP6_CAEEL	arp-6	Actin-like protein C08B11.6	7.7711e+06
Q09444	UBH4_CAEEL	ubh-4	Ubiquitin carboxyl-terminal hydrolase ubh-4	1.03793e+07
Q09450	SCOT_CAEEL	C05C10.3	Probable succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial	1.55201e+07
Q09463	RNF5_CAEEL	rnf-5	E3 ubiquitin ligase rnf-5	4.45211e+06
Q09464	YQ58_CAEEL	C16C10.8	Uncharacterized protein C16C10.8	2.13671e+06
Q09474	T23O_CAEEL	tdo-2	Tryptophan 2,3-dioxygenase	1.87445e+06
Q09475	YP93_CAEEL	C28H8.3	Uncharacterized helicase C28H8.3	4.45144e+06
Q09476	PXL1_CAEEL	pxl-1	Paxillin homolog 1	4.48487e+06
Q09490	LGG1_CAEEL	lgg-1	Protein lgg-1	2.56922e+06
Q09496	PPP6_CAEEL	pph-6	Serine/threonine-protein phosphatase 6 catalytic subunit	2.05485e+06
Q09501	IFP1_CAEEL	ifp-1	Intermediate filament protein ifp-1	1.89215e+07
Q09508	SDHA_CAEEL	sdha-1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	3.60918e+07
Q09509	FOLC_CAEEL	F25B5.6	Putative folylpolyglutamate synthase	803792
Q09510	MLRH_CAEEL	mlc-4	Myosin regulatory light chain	1.46633e+07
Q09511	RSP4_CAEEL	rsp-4	Probable splicing factor, arginine/serine-rich 4	9.94197e+06
Q09512	TTL12_CAEEL	ttll-12	Tubulin--tyrosine ligase-like protein 12	478979
Q09517	LE767_CAEEL	let-767	Very-long-chain 3-oxooacyl-coA reductase let-767	1.20876e+07
Q09526	YQN5_CAEEL	E02H1.5	Uncharacterized protein E02H1.5	287842
Q09527	KAD6_CAEEL	E02H1.6	Adenylate kinase isoenzyme 6 homolog	1.55746e+06
Q09531	YQP4_CAEEL	F07F6.4	Uncharacterized protein F07F6.4	1.82003e+06
Q09533	RL10_CAEEL	rpl-10	60S ribosomal protein L10	1.33413e+08
Q09541	TPP2_CAEEL	tpp-2	Tripeptidyl-peptidase 2	1.63132e+07
Q09543	2AAA_CAEEL	paa-1	Probable serine/threonine-protein phosphatase PP2A regulatory subunit	1.73426e+07
Q09544	ATPD_CAEEL	F58F12.1	ATP synthase subunit delta, mitochondrial	1.41106e+08
Q09545	SDHB_CAEEL	sdhb-1	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	3.17071e+07
Q09556	YQW3_CAEEL	F33H1.3	Uncharacterized protein F33H1.3	2.01278e+06
Q09568	DI3L2_CAEEL	disl-2	DIS3-like exonuclease 2	341267
Q09580	GUAA_CAEEL	gmps-1	Probable GMP synthase [glutamine-hydrolyzing]	3.39651e+06
Q09581	LEC3_CAEEL	lec-3	32 kDa beta-galactoside-binding lectin lec-3	6.75224e+07
Q09582	METH_CAEEL	metr-1	Probable methionine synthase	7.29216e+06
Q09583	PSA3_CAEEL	pas-7	Proteasome subunit alpha type-3	3.00943e+07
Q09596	GST5_CAEEL	gst-5	Probable glutathione S-transferase 5	8.09026e+06
Q09607	GST36_CAEEL	gst-36	Probable glutathione S-transferase gst-36	1.5683e+07
Q09610	LEC8_CAEEL	lec-8	Probable galaptin lec-8	1.19051e+07
Q09622	PUF12_CAEEL	puf-12	Pumilio domain-containing protein 12	2.80404e+06
Q09629	KADY_CAEEL	ZK673.2	Probable adenylate kinase isoenzyme ZK673.2	1.32539e+07
Q09652	GSTK1_CAEEL	gstk-1	Glutathione S-transferase kappa 1	904039
Q09665	TNNC2_CAEEL	tnc-2	Troponin C, isoform 2	3.02143e+07
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	1.48179e+08
Q09931	UBPY_CAEEL	K02C4.3	Probable ubiquitin carboxyl-terminal hydrolase K02C4.3	417811
Q09936	YSE2_CAEEL	C53C9.2	Uncharacterized protein C53C9.2	2.95264e+07
Q09958	EBP2_CAEEL	C18A3.3	Probable rRNA-processing protein EBP2 homolog	4.88504e+06
Q09967	EGG1_CAEEL	egg-1	LDL receptor repeat-containing protein egg-1	370815
Q09996	SYLC_CAEEL	lars-1	Leucine--tRNA ligase	8.45033e+06
Q0G819	PP2B_CAEEL	tax-6	Serine/threonine-protein phosphatase 2B catalytic subunit	9.10552e+06
Q0JRZ9	FCHO2_HUMAN	FCHO2	F-BAR domain only protein 2	558505
Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	6.50422e+06
Q10008	YSV2_CAEEL	T19C3.2	Uncharacterized protein T19C3.2	804253
Q10013	SMD1_CAEEL	snr-3	Probable small nuclear ribonucleoprotein Sm D1	6.40158e+06
Q10014	YR01_CAEEL	T25E4.1	Uncharacterized protein T25E4.1	2.9146e+06
Q10021	RSP5_CAEEL	rsp-5	Probable splicing factor, arginine/serine-rich 5	1.4304e+06
Q10033	YSI1_CAEEL	F15G9.1	Uncharacterized protein F15G9.1	3.56789e+06
Q10039	GARS_CAEEL	gars-1	Glycine--tRNA ligase	8.37915e+06
Q10051	PRP19_CAEEL	prp-19	Pre-mRNA-processing factor 19	1.15197e+07
Q10121	YSD2_CAEEL	C23G10.2	RutC family protein C23G10.2	5.13851e+07
Q10129	RT16_CAEEL	mrps-16	Probable 28S ribosomal protein S16, mitochondrial	1.35136e+07
Q10131	CEX1_CAEEL	cex-1	Calexcitin-1	1.20213e+06
Q10453;Q9U281	H331_CAEEL;H332_CAEEL	his-71;his-72	Histone H3.3 type 1	3.18646e+06
Q10454	KARG1_CAEEL	F46H5.3	Probable arginine kinase F46H5.3	1.83791e+08
Q10457	PUR6_CAEEL	pacs-1	Probable multifunctional protein ADE2	3.03473e+06
Q10469	MGAT2_HUMAN	MGAT2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	3.33051e+06
Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	1.10118e+07
Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	6.99118e+06
Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	1.54189e+07
Q10576	P4HA1_CAEEL	dpy-18	Prolyl 4-hydroxylase subunit alpha-1	9.57651e+06
Q10578	RPB2_CAEEL	rpb-2	DNA-directed RNA polymerase II subunit RPB2	533849
Q10589	BST2_HUMAN	BST2	Bone marrow stromal antigen 2	8.63008e+06
Q10657	TPIS_CAEEL	tpi-1	Triosephosphate isomerase	5.58793e+07
Q10658	UN119_CAEEL	unc-119	Protein unc-119	465780
Q10661	DPY30_CAEEL	dpy-30	Dosage compensation protein dpy-30	3.40992e+07
Q10663	GCP_CAEEL	icl-1	Bifunctional glyoxylate cycle protein	4.02247e+07
Q10664	MEK2_CAEEL	mek-2	Dual specificity mitogen-activated protein kinase kinase mek-2	884377
Q10713	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	1.05131e+07
Q10740	LKHA4_YEAST	LAP2	Leucine aminopeptidase 2	2.61655e+06
Q10901	EAA1_CAEEL	glt-1	Excitatory amino acid transporter	4.49077e+06
Q10941	UGT46_CAEEL	ugt-46	Putative UDP-glucuronosyltransferase ugt-46	4.31971e+06
Q10943	ARF12_CAEEL	arf-1.2	ADP-ribosylation factor 1-like 2	5.0247e+07
Q11067	PDIA6_CAEEL	pdi-6	Protein disulfide-isomerase A6 homolog	2.85449e+07
Q11117	LMP1_CAEEL	lmp-1	LAMP family protein lmp-1	2.73669e+07
Q11176	WDR1_CAEEL	unc-78	Actin-interacting protein 1	7.37507e+06
Q11183	TXND9_CAEEL	txdc-9	Thioredoxin domain-containing protein 9	764144
Q11185	HYI_CAEEL	C05D11.5	Putative hydroxypyruvate isomerase	576742
Q11189	RT17_CAEEL	mrps-17	28S ribosomal protein S17, mitochondrial	2.45249e+06
Q11190	ETFD_CAEEL	let-721	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	1.83302e+07
Q12008	PMG2_YEAST	GPM2	Phosphoglycerate mutase 2	2.70608e+06
Q12012	YO289_YEAST	YOR289W	Uncharacterized protein YOR289W	1.04401e+06
Q12029	FSF1_YEAST	FSF1	Sideroflexin FSF1	1.7854e+06
Q12030	TAF10_YEAST	TAF10	Transcription initiation factor TFIID subunit 10	473427
Q12032	AIM41_YEAST	AIM41	Altered inheritance of mitochondria protein 41, mitochondrial	1.90266e+06
Q12044	RCN2_YEAST	RCN2	Regulator of calcineurin 2	3.91981e+06
Q12068	GRE2_YEAST	GRE2	NADPH-dependent methylglyoxal reductase GRE2	9.50891e+06
Q12074	SPEE_YEAST	SPE3	Spermidine synthase	4.93148e+06
Q12091	DAP1_YEAST	DAP1	Damage response protein 1	1.52442e+06
Q12109	SYWC_YEAST	WRS1	Tryptophan--tRNA ligase, cytoplasmic	3.21774e+06
Q12114	CHS5_YEAST	CHS5	Chitin biosynthesis protein CHS5	2.27817e+06
Q12118	SGT2_YEAST	SGT2	Small glutamine-rich tetratricopeptide repeat-containing protein 2	1.31047e+07
Q12122	HOSM_YEAST	LYS21	Homocitrate synthase, mitochondrial	9.11953e+06
Q12123	DCS2_YEAST	DCS2	Inactive diphosphatase DCS2	1.15447e+07
Q12154	GET3_YEAST	GET3	ATPase GET3	4.70054e+06
Q12159	YRA1_YEAST	YRA1	RNA annealing protein YRA1	1.21613e+07
Q12164	POM33_YEAST	POM33	Pore membrane protein of 33 kDa	3.53367e+06
Q12165	ATPD_YEAST	ATP16	ATP synthase subunit delta, mitochondrial	1.23992e+07
Q12166	LEU9_YEAST	LEU9	2-isopropylmalate synthase 2, mitochondrial	585408
Q12177	YL056_YEAST	YLL056C	Uncharacterized protein YLL056C	1.36669e+06
Q12189	RPIA_YEAST	RKI1	Ribose-5-phosphate isomerase	1.31839e+06
Q12207	NCE2_YEAST	NCE102	Non-classical export protein 2	9.2523e+06
Q12211	PUS1_YEAST	PUS1	tRNA pseudouridine synthase 1	539036
Q12213	RL7B_YEAST	RPL7B	60S ribosomal protein L7-B	9.492e+06
